PPG_from,APG_from,RPG_from,SPG_from,BPG_from,MPG_from,Usage_from,off_rtg_from,def_rtg_from,off_usage_from,Min_per_from,ORtg_from,usgG1_from,eFG_from,TS_per_from,ORB_per_from,DRB_per_from,AST_per_from,TO_per_from,FT_per_from,twoP_per_from,TP_per_from,blk_per_from,stl_per_from,ftr_from,porpag_from,adjoe_from,pfr_from,drtg_from,adrtg_from,dporpag_from,stops_from,oreb_from,dreb_from,treb_from,ast_from,stl_from,blk_from,pts_from,class_from_---,class_from_Fr,class_from_Jr,class_from_So,class_from_Sr,bpm_change,player_key,year_from,year_to,cluster_from,cluster_to
4.7,0.5,2.5,0.2,0.1,12.6,17.8,,,,21.6,124.5,17.8,64.2,66.09,7.9,16.5,7.6,14.7,0.739,0.651,0.417,1.4,0.9,34.3,1.20329,115.212,3.9,105.127,104.386,1.08704,45.715,0.7727,1.6818,2.4545,0.5,0.1818,0.1364,4.6818,0,0,0,0,0,0.7417790000000001,4397383,2019,2020,4.0,15.0
2.8,0.2,2.1,0.4,0.3,9.0,20.7,,,,6.6,111.5,20.7,50.0,54.2,10.6,19.0,4.4,10.3,0.625,0.643,0.143,3.0,2.1,76.2,0.644036,109.294,5.2,100.453,100.247,0.861586,16.8856,0.6364,1.4545,2.0909,0.1818,0.3636,0.2727,2.8182,0,0,0,0,0,6.6084,4397384,2019,2021,,15.0
9.2,0.8,4.8,,,,22.5,121.9245,105.7525,0.2148,39.3,120.6,22.2,59.3,62.09,10.8,20.4,9.3,12.5,0.765,0.63,0.269,4.2,1.5,31.7,2.63951,129.923,5.8,100.633,96.4026,1.82321,90.9483,1.76,3.08,4.84,0.8,0.48,0.68,9.2,0,0,1,0,0,-3.2449199999999996,4397384,2021,2022,15.0,15.0
13.1,1.2,6.9,,,,23.4,109.2608,116.0713,0.2242,59.2,109.6,23.5,57.0,59.79,8.2,19.5,10.7,15.6,0.692,0.599,0.315,4.8,0.9,45.3,2.7919,113.939,3.3,109.113,109.342,1.76621,140.174,2.037,4.8889,6.9259,1.2222,0.4815,1.1111,13.0741,0,0,1,0,0,1.2016200000000001,4397384,2022,2023,15.0,15.0
1.3,0.0,0.3,0.3,0.3,5.7,7.4,,,,1.1,82.2,7.4,100.0,100.0,0.0,0.0,0.0,58.9,0.0,1.0,0.0,9.1,4.3,0.0,-0.619709,61.9454,2.9,98.6835,100.187,0.710992,2.96241,0.0,0.3333,0.3333,0.0,0.3333,0.3333,1.3333,0,0,0,0,0,-12.722589999999999,4397385,2019,2020,,
1.3,0.2,1.0,0.2,0.0,7.7,16.8,,,,11.6,61.3,16.8,24.3,24.8,5.2,7.5,5.2,10.2,0.286,0.261,0.143,0.8,1.7,18.9,-0.674354,57.3787,6.6,106.767,105.878,0.517603,20.9196,0.3333,0.5714,0.9048,0.1905,0.1905,0.0476,1.2381,0,0,0,0,0,6.980799999999999,4397385,2020,2023,,3.0
6.3,1.5,1.7,0.7,0.1,19.5,17.7,,,,48.3,101.9,17.7,50.6,54.65,1.2,6.6,12.5,16.5,0.787,0.505,0.34,0.3,1.7,29.9,0.473938,94.5248,2.5,106.546,108.477,1.40717,97.3355,0.2424,1.4242,1.6667,1.4242,0.6364,0.0606,6.5455,0,0,0,0,0,0.9213,4397387,2019,2021,8.0,1.0
8.7,1.6,1.8,,,,21.1,105.6812,113.6273,0.2043,56.5,102.9,20.2,49.5,53.05,1.0,8.5,15.5,13.4,0.833,0.477,0.345,0.2,1.6,21.6,1.20361,100.606,1.9,111.148,110.95,1.2786,91.6857,0.1923,1.5769,1.7692,1.6154,0.6154,0.0385,8.7308,0,0,0,1,0,-1.7203300000000001,4397387,2021,2022,1.0,1.0
7.5,1.7,2.3,,,,23.8,106.4175,120.6674,0.236,29.5,101.7,22.2,44.0,47.49,0.9,13.8,20.5,9.1,0.808,0.394,0.324,0.6,1.2,19.4,0.8625,99.9393,1.9,116.308,116.802,0.628471,54.4956,0.1905,2.1429,2.3333,1.6667,0.3333,0.0952,7.4762,0,0,1,0,0,-3.2232000000000003,4397387,2022,2023,1.0,
6.7,1.4,2.2,0.8,0.2,24.7,16.0,,,,60.8,89.1,16.0,45.6,46.13,2.1,7.2,9.3,15.9,0.478,0.426,0.326,0.9,1.6,25.1,-0.58633,80.5105,3.3,106.197,108.122,1.80056,124.692,0.4545,1.6667,2.1212,1.4545,0.7273,0.2121,6.5152,0,0,0,0,0,-1.9140000000000006,4397388,2019,2020,11.0,3.0
3.0,0.8,1.8,0.5,0.0,12.0,16.5,,,,23.9,86.6,16.5,41.2,45.96,3.9,10.0,9.5,20.6,0.682,0.514,0.15,0.4,1.9,38.6,-0.138404,81.7442,1.7,108.871,108.765,0.714783,44.94,0.3929,1.3929,1.7857,0.7857,0.5,0.0357,2.9643,0,0,0,0,0,3.0489600000000006,4397388,2020,2023,3.0,11.0
1.9,0.7,2.0,0.2,0.0,10.1,13.1,,,,16.3,74.6,13.1,33.8,39.52,1.8,17.5,8.7,24.7,0.727,0.389,0.188,0.5,0.8,32.4,-0.731369,64.7283,5.5,104.139,105.134,0.782683,36.9829,0.125,1.9167,2.0417,0.625,0.1667,0.0417,1.8333,0,0,0,0,0,3.2295800000000003,4397389,2019,2020,12.0,
6.0,1.0,4.0,0.0,0.0,17.0,23.9,,,,2.9,102.0,23.9,50.0,55.05,14.3,14.3,12.1,22.0,0.75,0.75,0.2,0.0,0.0,44.4,1.6356,113.068,3.5,111.622,112.277,0.888654,4.74102,2.0,2.0,4.0,1.0,0.0,0.0,6.0,0,0,0,0,0,-4.13173,4397389,2020,2021,,
3.0,0.4,2.6,0.0,0.1,5.4,43.1,,,,2.1,90.7,43.1,36.4,36.36,48.3,13.8,12.8,15.3,0.0,0.364,0.0,6.3,0.0,0.0,0.263219,107.566,7.1,100.7,107.289,0.235573,3.13157,1.2857,1.2857,2.5714,0.4286,0.0,0.1429,3.0,0,0,0,0,0,7.473112,4397389,2021,2022,,
2.1,0.0,2.0,0.0,0.4,5.7,16.6,,,,10.5,108.6,16.6,55.2,52.6,12.8,22.5,1.4,10.1,0.4,0.593,0.0,5.8,0.0,51.7,0.203505,99.2101,8.9,100.471,101.937,0.47659,27.7699,0.6429,1.3214,1.9643,0.0357,0.0,0.3929,2.0357,0,0,0,0,0,1.4275000000000002,4397390,2019,2020,,6.0
3.9,0.1,4.6,0.3,1.1,15.0,13.3,,,,31.7,94.9,13.3,47.3,50.23,8.8,25.2,1.0,19.2,0.576,0.473,0.0,7.4,1.3,60.0,0.026663,85.8614,5.2,100.247,101.254,1.33665,84.0322,1.1429,3.4643,4.6071,0.1071,0.2857,1.1071,3.9286,0,0,0,0,0,0.7325399999999997,4397390,2020,2021,6.0,
1.8,0.2,1.2,0.0,0.0,4.5,23.1,,,,6.3,102.8,23.1,50.0,54.62,9.2,24.8,10.9,19.5,0.636,0.538,0.0,0.0,0.0,78.6,0.294265,104.456,5.3,94.6527,96.0018,0.478994,10.0344,0.3077,1.0,1.3077,0.2308,0.0,0.0,1.7692,0,0,0,0,0,4.1894659999999995,4397390,2021,2022,,5.0
2.4,0.1,3.0,0.2,0.5,11.6,12.4,,,,25.4,100.9,12.4,61.4,57.52,10.1,15.1,1.9,24.4,0.368,0.614,0.0,4.7,1.2,43.2,0.164487,89.5757,5.4,91.425,94.028,1.31381,58.7994,1.3571,1.6071,2.9643,0.1429,0.25,0.5,2.4286,0,0,0,0,0,-0.07080999999999993,4397390,2022,2023,5.0,5.0
6.8,0.7,4.9,0.4,1.1,20.0,16.8,,,,50.5,117.8,16.8,61.8,59.77,12.3,17.1,7.3,12.6,0.442,0.618,0.0,5.3,1.0,32.8,1.88731,112.26,4.1,105.082,105.419,1.53699,111.992,2.1562,2.75,4.9062,0.7188,0.4062,1.0625,6.75,0,0,0,0,0,0.49650000000000016,4397392,2020,2021,5.0,6.0
2.5,0.3,2.9,,,,12.0,109.4641,107.4855,0.1359,25.7,108.6,12.8,58.8,54.58,13.0,16.9,4.4,14.6,0.381,0.588,0.0,6.9,1.4,61.8,0.411742,96.2187,5.6,100.484,100.459,1.00644,44.5375,1.2105,1.6842,2.8947,0.2632,0.2632,0.7368,2.5263,0,0,0,1,0,1.7526000000000002,4397392,2021,2022,6.0,5.0
6.8,0.8,4.4,,,,16.8,107.6117,97.1409,0.1738,52.3,108.0,17.1,58.6,56.55,12.5,9.7,7.1,16.7,0.429,0.593,0.0,4.8,1.8,36.8,1.35689,103.47,5.1,95.5095,96.9604,2.28527,121.566,2.3226,2.0323,4.3548,0.7742,0.6452,1.129,6.8387,0,0,0,1,0,3.0747099999999996,4397392,2022,2023,5.0,5.0
13.2,0.9,8.5,0.1,0.5,30.5,23.7,,,,76.5,91.7,23.7,48.4,50.38,7.7,22.2,7.5,18.7,0.616,0.494,0.227,1.9,0.2,28.9,0.895007,95.8841,3.2,113.215,113.372,1.70869,173.152,2.3226,6.1935,8.5161,0.871,0.129,0.4516,13.129,0,0,0,0,0,-0.6921900000000001,4397393,2019,2021,0.0,0.0
9.9,0.3,5.4,,,,25.9,85.3129,93.6691,0.2504,39.0,85.3,23.9,52.2,54.48,4.2,23.2,2.7,25.9,0.676,0.518,0.5,3.4,0.7,29.3,0.18312,87.6233,6.0,98.9342,98.0453,2.25933,72.2421,0.9474,4.4737,5.4211,0.2632,0.2632,0.5789,9.9474,0,0,0,0,1,-1.0592300000000003,4397393,2021,2022,0.0,7.0
9.2,3.3,2.3,1.1,0.1,26.1,21.9,,,,64.2,92.2,21.9,45.1,52.59,1.4,8.6,26.4,26.7,0.785,0.451,0.301,0.3,2.3,52.5,0.627188,94.4951,4.8,113.903,114.06,1.37242,141.144,0.3226,2.0,2.3226,3.2903,1.129,0.0645,9.2258,0,0,0,0,0,2.653795,4397394,2019,2020,16.0,1.0
5.3,2.2,1.8,0.7,0.0,17.6,20.3,,,,40.3,88.5,20.3,39.1,44.2,1.3,9.4,26.9,20.4,0.7,0.355,0.29,0.3,2.2,36.2,0.101715,89.1552,3.4,114.178,114.116,0.919618,87.6035,0.2414,1.5172,1.7586,2.2414,0.6897,0.0345,5.2759,0,0,0,0,0,-0.7296899999999997,4397395,2019,2020,16.0,16.0
6.1,2.0,1.5,0.9,0.1,19.6,20.6,,,,48.5,83.7,20.6,39.5,45.4,1.4,7.3,21.6,23.8,0.716,0.347,0.313,0.3,2.4,41.4,0.00917626,85.4774,3.2,112.089,108.374,1.27591,99.1961,0.2581,1.2903,1.5484,2.0,0.871,0.0645,6.129,0,0,0,0,0,8.61797,4397395,2020,2021,16.0,14.0
7.2,1.0,1.8,,,,20.2,127.574,104.3538,0.2089,28.8,125.1,21.0,62.1,64.79,7.8,5.9,12.9,12.2,0.724,0.571,0.5,0.5,3.4,50.0,2.1327,123.669,7.5,109.632,107.734,1.08386,35.4279,1.0769,0.6923,1.7692,1.0,0.9231,0.0769,7.1538,0,0,1,0,0,-6.63532,4397395,2021,2022,14.0,1.0
11.6,2.2,3.2,,,,24.9,94.5793,104.1045,0.248,73.8,94.0,24.5,46.0,50.55,1.8,11.3,15.8,17.6,0.813,0.417,0.345,0.6,2.3,27.6,0.988769,95.0473,3.5,107.842,109.484,1.83563,132.205,0.5517,2.6552,3.2069,2.1724,1.2069,0.1379,11.5862,0,0,1,0,0,2.1526899999999998,4397395,2022,2023,1.0,1.0
4.0,0.2,3.3,0.1,0.3,14.9,14.2,,,,35.2,101.9,14.2,56.9,54.23,11.1,13.8,2.0,15.8,0.45,0.576,0.333,2.0,0.5,83.3,0.304013,93.4739,3.6,115.449,115.535,0.703653,72.2678,1.5333,1.7667,3.3,0.2333,0.1333,0.2667,3.9667,0,0,0,0,0,3.25211,4397396,2019,2020,0.0,6.0
5.2,0.3,5.3,0.4,1.1,23.2,13.0,,,,58.3,98.6,13.0,49.6,50.48,8.8,15.9,2.3,16.0,0.517,0.58,0.267,4.6,0.9,46.5,0.350878,89.6741,4.2,109.956,106.312,1.70286,132.067,2.0645,3.2258,5.2903,0.2903,0.3871,1.0968,5.1935,0,0,0,0,0,-1.1279000000000001,4397396,2020,2021,6.0,0.0
7.9,0.4,4.9,,,,21.7,99.1917,100.782,0.22,42.0,97.7,22.4,52.5,55.29,13.2,16.1,3.8,22.7,0.634,0.538,0.0,3.2,1.8,51.2,0.916514,98.2585,6.3,99.8382,101.064,1.84618,56.9455,2.2857,2.5714,4.8571,0.3571,0.6429,0.5714,7.8571,0,0,1,0,0,5.2994,4397396,2021,2022,0.0,5.0
9.9,0.7,5.7,,,,21.6,115.6503,99.6874,0.2208,55.6,114.4,22.4,61.8,62.97,13.8,15.8,5.0,17.6,0.647,0.626,0.333,4.0,2.0,48.6,2.29422,115.13,6.7,95.384,98.0143,2.26734,102.855,2.5,3.1667,5.6667,0.6667,0.8333,0.9583,9.9167,0,0,1,0,0,-2.236352,4397396,2022,2023,5.0,6.0
0.8,0.5,0.5,0.2,0.1,5.6,15.5,,,,4.9,63.9,15.5,23.1,30.2,0.0,9.4,16.0,24.5,0.75,0.0,0.333,2.1,1.9,30.8,-0.569443,59.644,4.1,113.773,111.571,0.366211,10.7768,0.0,0.4545,0.4545,0.4545,0.1818,0.0909,0.8182,0,0,0,0,0,8.287052000000001,4397397,2019,2020,,14.0
3.8,0.7,1.3,0.4,0.0,9.7,18.8,,,,16.1,106.5,18.8,51.4,53.89,1.0,14.0,15.3,10.4,0.818,0.526,0.34,0.5,2.2,15.9,0.686947,105.878,4.7,109.945,105.895,0.717382,36.4641,0.0952,1.1905,1.2857,0.6667,0.381,0.0476,3.8095,0,0,0,0,0,-7.381432,4397397,2020,2021,14.0,
6.2,1.2,2.5,0.4,0.1,20.1,19.4,,,,49.5,82.7,19.4,38.2,41.01,2.7,10.6,12.5,15.4,0.545,0.323,0.301,0.4,1.0,36.3,-0.360853,82.2066,2.5,116.426,116.588,0.884363,97.0683,0.5161,1.9677,2.4839,1.1613,0.3871,0.0968,6.1935,0,0,0,0,0,6.177365999999999,4397398,2019,2020,3.0,10.0
17.1,2.4,5.7,1.0,0.3,32.3,27.4,,,,80.7,99.0,27.4,45.8,52.66,3.3,16.3,17.1,16.1,0.77,0.471,0.293,1.0,1.7,50.8,2.69236,109.388,2.7,110.255,106.601,2.32211,180.149,1.0323,4.6774,5.7097,2.3548,1.0323,0.3226,17.0968,0,0,0,0,0,-9.859116,4397398,2020,2021,10.0,
9.2,2.0,7.2,1.2,0.0,31.0,32.2,,,,10.8,65.2,32.2,24.3,33.3,6.2,21.7,10.5,19.0,0.667,0.241,0.167,0.0,3.4,51.4,-0.684222,78.0418,5.4,107.175,109.59,1.67558,19.3642,1.5,5.75,7.25,2.0,1.25,0.0,9.25,0,0,0,0,0,11.93192,4397398,2021,2022,,10.0
7.4,1.4,3.4,,,,18.8,103.3222,95.2362,0.1914,44.3,102.2,19.2,46.4,51.02,4.5,11.8,10.9,16.4,0.738,0.464,0.31,1.7,1.3,36.3,1.57205,105.589,3.1,100.586,97.8534,2.30034,103.993,0.963,2.4444,3.4074,1.4444,0.5185,0.3333,7.5185,0,0,0,0,1,-3.48656,4397398,2022,2023,10.0,10.0
1.0,0.5,0.5,0.1,0.0,6.9,9.6,,,,9.8,94.4,9.6,47.1,45.34,0.9,7.5,13.2,14.8,0.333,0.333,0.364,0.0,1.0,35.3,-0.173093,80.2718,1.4,118.089,117.882,0.278823,17.5981,0.0556,0.4444,0.5,0.5,0.1111,0.0,1.0,0,0,0,0,0,1.92232,4397400,2019,2020,,3.0
2.3,0.2,0.5,0.3,0.0,9.2,12.0,,,,18.3,97.8,12.0,43.5,43.76,3.2,2.6,4.5,2.0,0.444,0.286,0.325,0.0,1.5,16.7,0.087325,88.0882,2.7,116.008,112.499,0.471788,30.2257,0.32,0.2,0.52,0.24,0.32,0.0,2.32,0,0,0,0,0,2.04969,4397400,2020,2021,3.0,3.0
8.0,1.4,2.2,,,,15.5,96.3668,111.6756,0.1558,74.2,98.8,15.2,43.0,46.86,1.3,7.1,9.7,5.8,0.757,0.345,0.323,0.4,0.6,24.5,0.920812,94.1953,1.1,120.362,119.928,0.754835,73.0309,0.381,1.8571,2.2381,1.381,0.3333,0.0952,7.9524,0,0,1,0,0,-0.9919000000000002,4397400,2021,2022,3.0,3.0
8.8,1.7,1.7,,,,16.4,91.1969,112.6616,0.1546,60.4,93.7,15.3,41.9,44.0,0.8,5.4,10.1,7.1,0.75,0.311,0.313,0.0,1.2,12.5,0.369079,88.466,1.2,116.433,114.143,1.59452,89.1123,0.2273,1.4545,1.6818,1.7273,0.6818,0.0,8.8182,0,0,0,0,1,-0.8767,4397400,2022,2023,3.0,8.0
13.2,1.6,3.1,1.0,0.1,32.5,20.9,,,,79.9,107.5,20.9,54.7,56.84,1.8,9.6,10.0,13.4,0.774,0.459,0.411,0.3,1.8,18.6,1.93182,104.873,2.7,112.899,113.727,1.74508,154.251,0.4242,2.697,3.1212,1.5758,1.0,0.1212,13.2121,0,0,0,0,0,1.890981,4397401,2019,2021,13.0,13.0
8.9,1.6,2.3,,,,18.4,100.7596,106.3063,0.1681,67.0,104.3,16.4,49.7,50.59,1.3,8.4,11.7,13.8,0.75,0.403,0.371,0.6,1.2,6.4,1.5876,102.316,2.3,107.242,101.968,2.35327,86.929,0.3182,1.9545,2.2727,1.5909,0.5455,0.1364,8.9091,0,0,0,1,0,-1.807671,4397401,2021,2022,13.0,1.0
9.8,1.3,2.7,,,,21.1,92.0757,112.03,0.1997,30.5,95.1,19.3,46.3,49.0,2.5,8.5,10.5,17.3,0.875,0.339,0.379,0.3,2.2,13.1,1.40722,98.8813,1.5,108.729,101.037,2.75116,59.5374,0.6154,2.0769,2.6923,1.3077,1.0769,0.0769,9.7692,0,0,1,0,0,3.87265,4397401,2022,2023,1.0,1.0
12.3,1.6,3.7,,,,23.5,101.174,95.6368,0.2169,74.9,102.8,21.8,47.4,49.55,4.4,10.2,11.1,14.4,0.833,0.411,0.348,0.2,2.7,12.0,2.17402,108.139,1.9,98.6653,95.4547,3.51186,178.515,1.1471,2.5882,3.7353,1.5882,1.3824,0.0588,12.2941,0,0,0,0,1,-0.9987400000000002,4397401,2023,2024,1.0,13.0
1.9,0.2,1.4,0.2,0.1,9.4,10.4,,,,10.0,92.0,10.4,36.4,41.03,4.0,11.6,2.6,8.7,0.8,0.5,0.222,0.9,1.4,22.7,-0.249916,76.8306,5.6,106.1,109.799,0.51513,21.2596,0.5,0.875,1.375,0.1875,0.1875,0.0625,1.9375,0,0,0,0,0,-2.52882,4397402,2020,2021,,
3.8,0.6,2.7,0.3,0.1,16.5,14.2,,,,24.8,83.3,14.2,46.3,47.66,7.0,14.0,1.4,27.0,0.6,0.4,0.318,0.0,0.9,18.5,-0.605355,73.9602,5.2,102.238,103.507,1.27275,22.5902,0.8,1.9,2.7,0.6,0.3,0.1,3.8,0,0,0,0,0,2.96421,4397402,2021,2023,,
0.7,0.4,0.5,0.0,0.0,3.8,4.5,,,,1.3,93.5,4.5,0.0,0.0,0.0,7.2,19.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0926677,71.7493,0.0,118.442,115.598,0.0817597,1.89572,0.0833,0.3333,0.4167,0.3333,0.0,0.0,0.6667,0,0,0,0,0,8.339014882110025,4397403,2019,2020,,
0.0,0.3,0.0,0.0,0.0,2.3,14.5,,,,0.5,33.1,14.5,0.0,0.0,0.0,0.0,21.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.270708,29.6168,0.0,114.468,117.319,0.0486849,0.717509,0.0,0.0,0.0,0.3333,0.0,0.0,0.0,0,0,0,0,0,0.0,4397403,2020,2022,,
6.4,0.4,2.8,0.2,0.2,19.9,14.7,,,,48.0,121.3,14.7,60.5,61.68,5.6,10.5,3.4,8.9,0.72,0.613,0.4,0.9,0.7,17.0,1.38655,108.25,4.0,114.633,115.474,0.932575,85.1753,0.9394,1.8485,2.7879,0.3636,0.2424,0.1818,6.4242,0,0,0,0,0,7.5060199999999995,4397404,2019,2023,4.0,4.0
8.9,0.9,3.0,,,,18.4,123.9624,105.7953,0.1722,54.6,125.8,17.2,63.2,63.91,3.0,13.6,7.8,4.9,0.731,0.65,0.414,2.8,1.8,11.8,2.44369,119.472,2.8,101.539,102.402,2.03347,128.986,0.5882,2.4118,3.0,0.8529,0.6176,0.5294,8.9118,0,0,0,0,1,-3.54411,4397404,2023,2024,4.0,10.0
3.0,0.5,1.6,0.3,0.0,12.2,14.2,,,,26.7,78.4,14.2,35.6,36.32,1.4,14.2,6.0,9.3,0.6,0.424,0.213,0.3,1.3,5.3,-0.619963,71.222,2.5,102.953,103.63,0.986232,59.3498,0.1212,1.4545,1.5758,0.5455,0.2727,0.0303,3.0,0,0,0,0,0,0.0720200000000002,4397405,2019,2020,3.0,3.0
8.8,0.6,3.2,0.4,0.3,25.7,19.5,,,,60.7,87.1,19.5,43.9,46.96,0.6,13.9,3.9,14.4,0.935,0.372,0.32,1.5,1.0,12.7,0.0485478,85.898,3.4,104.131,104.843,1.96094,122.66,0.1333,3.0667,3.2,0.5667,0.4333,0.3333,8.8,0,0,0,0,0,2.13154,4397405,2020,2021,3.0,
2.2,0.2,2.1,0.2,0.2,8.3,16.3,,,,10.3,82.4,16.3,41.4,42.64,7.1,18.1,2.9,18.4,0.462,0.36,0.5,2.3,1.7,44.8,-0.23602,79.2099,4.8,99.2289,97.2664,0.921144,26.8827,0.5,1.6111,2.1111,0.2222,0.2222,0.1667,2.2222,0,0,0,0,0,3.9263899999999996,4397406,2019,2020,,0.0
2.7,1.0,0.0,0.3,0.0,6.3,27.9,,,,0.4,43.6,27.9,0.0,0.0,0.0,0.0,61.9,81.4,0.0,0.0,0.0,0.0,0.0,0.0,-0.763471,43.4542,16.0,109.916,129.443,0.000259665,0.596756,0.0,0.0,0.0,1.0,0.3333,0.0,2.6667,0,0,0,0,0,-1.7137648821100253,4397407,2019,2020,,1.0
8.9,1.5,1.9,0.7,0.1,22.7,20.9,,,,50.1,99.7,20.9,51.3,55.65,1.7,7.7,12.7,18.5,0.843,0.425,0.381,0.4,1.7,27.4,0.857968,96.4552,2.8,108.751,111.402,1.23039,93.9473,0.3214,1.5357,1.8571,1.4643,0.7143,0.0714,8.8571,0,0,0,0,0,-7.057849999999999,4397407,2020,2021,1.0,
7.0,1.0,0.0,0.0,0.0,10.0,34.8,,,,1.2,102.9,34.8,150.0,103.7,0.0,0.0,22.1,49.0,0.8,0.0,1.0,0.0,0.0,500.0,1.50848,128.728,0.0,116.457,107.376,0.689845,0.953626,0.0,0.0,0.0,1.0,0.0,0.0,7.0,0,0,0,0,0,-0.9960000000000004,4397407,2021,2022,,
5.0,0.9,0.8,0.4,0.1,13.2,14.2,,,,24.5,130.5,14.2,67.9,67.55,1.4,4.3,13.0,12.1,0.5,0.235,0.531,0.8,1.9,4.9,1.18375,115.312,3.2,104.951,106.396,0.980104,46.8808,0.1429,0.6429,0.7857,0.8571,0.4286,0.1071,5.0,0,0,0,0,0,-4.653879,4397408,2019,2020,13.0,3.0
2.3,0.3,0.8,0.1,0.3,5.3,17.2,,,,3.4,52.5,17.2,25.0,25.0,2.6,14.1,0.0,16.2,0.0,0.5,0.1,3.0,1.4,0.0,-0.557319,48.285,6.8,101.035,106.991,0.319648,7.71645,0.2143,0.5714,0.7857,0.2857,0.1429,0.2857,2.2857,0,0,0,0,0,9.21288,4397409,2019,2021,,11.0
5.3,0.5,2.1,0.4,0.4,20.0,13.8,,,,49.1,91.9,13.8,46.8,46.77,2.2,9.4,5.4,14.7,0.444,0.5,0.307,1.9,1.0,19.4,-0.263904,81.3809,3.0,108.767,111.168,1.09568,61.9314,0.4286,1.7143,2.1429,0.5238,0.4286,0.381,5.2857,0,0,0,0,0,0.8337599999999998,4397409,2021,2022,11.0,11.0
2.5,0.1,2.4,0.3,0.3,10.9,13.5,,,,19.6,86.3,13.5,36.6,37.98,11.8,9.3,2.9,17.8,0.421,0.366,0.0,3.1,1.0,46.3,-0.392739,76.4745,6.9,103.738,105.417,0.859611,39.639,1.4444,1.0,2.4444,0.1481,0.3333,0.2593,2.4815,0,0,0,0,0,-2.861749999999999,4397410,2019,2020,7.0,
5.3,0.7,3.4,0.7,0.1,16.5,18.3,,,,39.3,88.0,18.3,44.9,45.31,8.4,13.4,5.8,21.6,0.5,0.388,0.322,0.8,2.2,13.2,-0.203164,83.7297,4.5,100.898,101.944,1.4992,89.904,1.3824,1.9706,3.3529,0.6765,0.6765,0.0882,5.2941,0,0,0,0,0,-0.1062599999999998,4397411,2019,2020,7.0,3.0
2.2,0.2,1.9,0.1,0.4,10.8,10.4,,,,21.5,100.7,10.4,54.2,52.76,7.4,8.5,4.0,20.9,0.417,0.529,0.5,4.2,0.4,33.3,-0.0888819,84.8722,5.2,104.848,106.081,0.80347,41.2472,1.0,0.9,1.9,0.2,0.1,0.3667,2.2,0,0,0,0,0,-4.29808,4397413,2019,2020,11.0,0.0
3.0,0.4,3.1,0.0,0.1,15.3,12.2,,,,35.7,100.7,12.2,56.9,60.21,8.1,15.0,5.0,27.6,0.739,0.569,0.0,0.5,0.0,39.7,-0.0338597,84.7031,4.9,109.675,112.991,0.761605,63.8706,1.1379,1.931,3.069,0.4138,0.0,0.069,3.0,0,0,0,0,0,4.06159,4397413,2020,2021,0.0,5.0
4.2,0.2,3.3,0.3,0.5,16.9,12.3,,,,37.3,112.4,12.3,59.5,61.55,9.6,11.4,2.1,18.5,0.636,0.61,0.0,2.8,1.0,78.6,0.651911,96.6063,6.9,106.962,109.898,0.996929,51.364,1.4737,1.7895,3.2632,0.2105,0.2632,0.4211,4.1579,0,0,0,0,0,0.19994999999999985,4397413,2021,2022,5.0,0.0
5.0,0.5,2.9,0.3,0.7,18.1,14.1,,,,43.7,109.5,14.1,56.6,61.71,8.5,9.7,5.3,21.5,0.766,0.566,0.0,4.1,0.8,56.6,0.893262,99.067,3.7,112.679,115.077,0.805182,77.3887,1.4828,1.3793,2.8621,0.4828,0.3103,0.7241,5.0345,0,0,0,0,0,-0.053990000000000204,4397413,2022,2023,0.0,
10.9,1.8,2.7,1.0,0.1,26.7,21.8,,,,68.9,97.0,21.8,47.7,50.39,2.2,9.3,12.2,16.3,0.627,0.533,0.25,0.4,1.9,36.4,0.877143,96.6269,3.0,103.317,104.387,2.3985,142.214,0.6176,2.1176,2.7353,1.8235,0.9706,0.1176,10.8824,0,0,0,0,0,-2.38061,4397414,2019,2020,1.0,1.0
17.9,2.9,3.4,1.2,0.1,30.5,32.6,,,,33.2,94.0,32.6,47.3,51.79,1.7,11.3,22.5,17.4,0.716,0.473,0.316,0.3,1.9,40.2,2.16544,105.472,3.3,107.088,109.169,1.9548,67.3183,0.4,3.0,3.4,2.9333,1.2,0.0667,17.8667,0,0,0,0,0,2.9205,4397414,2020,2021,1.0,1.0
7.1,0.8,2.8,0.5,0.2,19.2,17.2,,,,47.5,99.0,17.2,50.0,51.66,3.8,12.4,7.7,16.5,0.656,0.522,0.323,1.2,1.6,20.0,0.514636,95.2606,3.2,110.45,109.23,1.33425,99.2986,0.75,2.0312,2.7812,0.7812,0.5312,0.25,7.0625,0,0,0,0,0,-2.7639579999999997,4397415,2019,2020,13.0,3.0
8.8,1.1,3.8,0.6,0.2,26.9,19.3,,,,66.1,90.0,19.3,46.0,48.22,3.7,12.4,8.7,19.1,0.638,0.492,0.287,0.7,1.1,24.2,0.318348,88.6992,2.7,102.533,102.268,2.37685,134.44,0.9375,2.8125,3.75,1.0625,0.5625,0.1562,8.8438,0,0,0,0,0,1.8862999999999999,4397415,2020,2021,3.0,1.0
