PPG_from,APG_from,RPG_from,SPG_from,BPG_from,MPG_from,Usage_from,off_rtg_from,def_rtg_from,off_usage_from,Min_per_from,ORtg_from,usgG1_from,eFG_from,TS_per_from,ORB_per_from,DRB_per_from,AST_per_from,TO_per_from,FT_per_from,twoP_per_from,TP_per_from,blk_per_from,stl_per_from,ftr_from,porpag_from,adjoe_from,pfr_from,drtg_from,adrtg_from,dporpag_from,stops_from,oreb_from,dreb_from,treb_from,ast_from,stl_from,blk_from,pts_from,class_from_---,class_from_Fr,class_from_Jr,class_from_So,class_from_Sr,bpm_change,player_key,year_from,year_to,cluster_from,cluster_to
10.0,1.6,2.4,0.8,0.0,29.9,16.3,,,,75.9,100.0,16.3,52.4,53.06,1.1,7.3,10.2,15.5,0.684,0.418,0.373,0.0,1.3,7.1,0.765132,92.6037,2.4,111.168,111.63,1.65522,132.297,0.3939,1.9697,2.3636,1.6364,0.7879,0.0,10.0,0,0,0,0,0,2.4407759999999996,4593713,2020,2021,13.0,13.0
12.7,2.2,2.1,,,,16.9,112.8482,105.9674,0.1578,89.9,114.4,15.9,57.4,60.03,0.6,5.6,11.3,12.8,0.868,0.531,0.395,0.0,1.0,17.6,2.69953,106.893,1.6,112.26,111.286,1.99249,115.644,0.25,1.9167,2.1667,2.2083,0.625,0.0,12.75,0,0,0,1,0,0.20136700000000002,4593713,2021,2022,13.0,13.0
15.7,2.4,3.1,,,,21.3,109.1695,110.7235,0.1989,91.7,111.7,19.9,54.8,56.58,1.5,7.8,12.8,10.3,0.813,0.495,0.378,0.1,1.2,12.8,3.20516,110.568,1.6,114.853,113.939,1.71384,160.387,0.4545,2.5758,3.0303,2.4242,0.7879,0.0303,15.5152,0,0,1,0,0,0.778559,4593713,2022,2023,13.0,13.0
11.5,3.0,2.4,,,,15.4,113.7997,100.8174,0.1494,88.4,113.9,14.7,57.1,58.3,1.3,5.5,13.2,16.9,0.765,0.35,0.404,0.0,1.6,11.7,2.06648,104.063,1.8,104.213,105.306,2.93703,158.458,0.5,1.875,2.375,3.0,1.0625,0.0,11.4688,0,0,1,0,0,-4.457192,4593713,2023,2024,13.0,1.0
1.7,0.0,1.6,0.0,0.0,3.9,22.2,,,,0.7,23.3,22.2,0.0,0.0,15.0,0.0,0.0,65.2,0.0,0.0,0.0,0.0,0.0,0.0,-0.287924,23.1665,0.0,121.48,120.61,0.0314064,0.794685,0.6,1.2,1.8,0.0,0.0,0.0,1.9,0,0,0,0,0,-5.880754882110025,4593714,2022,2023,,8.0
5.7,0.7,2.9,0.5,0.2,16.0,17.9,,,,32.5,103.4,17.9,53.2,55.21,6.0,13.6,9.5,18.1,0.727,0.512,0.362,1.5,1.6,20.0,0.69054,98.5619,3.6,107.282,107.0,1.06243,68.6923,0.7931,2.1034,2.8966,0.6897,0.4828,0.1724,5.6897,0,0,0,0,0,2.110602,4593716,2020,2021,10.0,13.0
10.1,1.4,6.2,,,,16.0,105.804,106.4554,0.1523,79.4,108.0,15.5,54.7,56.74,4.2,16.3,7.0,14.8,0.84,0.464,0.389,1.2,1.0,13.7,1.65414,100.258,2.8,107.081,106.152,2.32695,131.11,1.0833,5.125,6.2083,1.375,0.5833,0.3333,10.2917,0,0,0,1,0,-1.206912,4593716,2021,2022,13.0,10.0
7.5,1.4,5.6,,,,16.3,104.3758,114.0262,0.1571,67.7,106.7,15.9,48.8,49.84,5.7,16.0,8.7,9.2,0.613,0.552,0.306,1.1,0.9,14.7,1.32004,99.4364,2.9,111.2,110.316,1.60623,140.123,1.4242,4.2121,5.6364,1.3333,0.4242,0.2121,7.4848,0,0,1,0,0,-1.0632699999999997,4593716,2022,2023,10.0,10.0
12.1,1.4,4.9,,,,21.5,105.6461,120.0844,0.2155,68.5,105.8,20.9,50.0,52.97,6.4,12.5,9.9,15.4,0.864,0.46,0.357,0.7,1.9,16.5,1.91919,105.269,2.5,116.78,118.053,1.18919,130.496,1.7241,3.2069,4.931,1.4138,0.931,0.1724,12.069,0,0,0,0,1,6.22089,4593716,2023,2024,10.0,
8.8,1.6,4.9,0.8,0.2,26.7,19.5,,,,68.3,97.8,19.5,47.2,49.95,6.2,15.4,12.1,18.6,0.657,0.463,0.323,0.7,1.6,30.6,0.74653,93.2216,3.3,106.403,105.606,2.05897,138.573,1.5455,3.3333,4.8788,1.6364,0.7879,0.1515,8.7576,0,0,0,0,0,-1.8523800000000001,4593718,2020,2021,10.0,11.0
8.5,1.3,4.2,,,,19.1,94.1513,111.8483,0.1872,65.2,94.0,18.5,56.1,55.59,4.5,15.0,8.6,25.5,0.464,0.542,0.385,0.7,1.5,17.2,0.206536,87.5368,3.9,110.729,112.246,1.35913,102.574,0.8696,3.3478,4.2174,1.2609,0.6957,0.1739,8.5217,0,0,0,1,0,4.617205,4593718,2021,2022,11.0,9.0
9.0,1.2,3.2,,,,21.1,98.9248,103.547,0.2007,55.6,100.3,20.1,53.5,55.34,3.4,14.6,9.8,17.7,0.705,0.377,0.399,1.7,3.0,20.6,0.853103,96.11,3.3,100.089,102.535,1.98005,136.776,0.625,2.625,3.25,1.2188,1.2812,0.3438,9.0,0,0,1,0,0,-1.738365,4593718,2022,2023,9.0,10.0
5.8,1.7,1.8,1.1,0.2,18.5,21.8,,,,45.7,85.9,21.8,44.0,47.43,3.6,8.2,18.3,26.7,0.737,0.472,0.212,1.1,3.6,24.1,-0.0701794,84.2338,3.4,103.592,102.817,1.55449,104.55,0.5455,1.2424,1.7879,1.6667,1.0909,0.1515,5.8182,0,0,0,0,0,-3.32414,4593719,2020,2021,16.0,8.0
4.7,1.8,2.4,0.9,0.1,20.8,15.2,,,,51.3,92.1,15.2,49.1,52.65,1.0,12.0,14.9,28.7,0.69,0.4,0.368,0.4,2.1,37.2,-0.0226586,85.0227,4.0,104.541,104.747,1.60822,115.985,0.1613,2.2581,2.4194,1.7742,0.871,0.0645,4.7097,0,0,0,0,0,-1.6763599999999999,4593720,2020,2021,8.0,16.0
9.2,2.5,3.4,,,,20.8,87.3119,107.1086,0.2008,28.0,82.6,20.0,44.0,45.38,0.4,12.7,15.9,22.2,0.556,0.512,0.244,0.4,2.7,21.4,-0.351414,81.1978,3.5,106.375,108.983,1.58237,56.4335,0.1538,3.1538,3.3077,2.5385,1.1538,0.0769,9.0,0,0,0,1,0,2.9624499999999996,4593720,2021,2022,16.0,2.0
4.3,0.6,2.6,0.4,0.5,16.6,13.7,,,,40.7,96.5,13.7,49.0,52.79,4.0,12.2,6.0,22.1,0.826,0.542,0.231,3.0,1.2,23.5,0.0928306,86.985,3.4,105.188,105.395,1.23925,89.5139,0.6774,1.9677,2.6452,0.6452,0.3871,0.4516,4.3226,0,0,0,0,0,0.3393999999999999,4593721,2020,2021,8.0,7.0
6.3,1.3,4.6,,,,15.8,93.8487,111.0308,0.1682,59.8,90.4,16.1,48.1,49.62,6.1,16.7,8.7,23.1,0.588,0.56,0.254,2.1,1.4,25.4,-0.114268,83.8792,3.7,106.963,106.749,1.70226,117.622,1.2222,3.4074,4.6296,1.2593,0.5926,0.5556,6.2222,0,0,0,1,0,-0.42680000000000007,4593721,2021,2022,7.0,8.0
7.2,1.1,4.1,,,,14.1,95.4172,113.3948,0.1405,71.5,96.6,13.9,48.4,51.06,3.5,11.6,7.1,20.0,0.744,0.5,0.317,1.6,1.3,20.3,0.0370793,85.7597,3.0,113.641,110.859,1.69482,146.476,1.0,3.0667,4.0667,1.1,0.6667,0.4,7.1667,0,0,1,0,0,1.06909,4593721,2022,2023,8.0,3.0
5.1,0.9,2.5,,,,11.6,90.678,106.4,0.1106,65.0,91.9,10.8,41.9,43.27,2.1,8.6,5.9,11.3,0.591,0.471,0.27,2.7,1.3,14.8,-0.87136,77.5693,2.8,107.369,108.547,1.86554,130.943,0.4412,2.0588,2.5,0.8824,0.5882,0.6765,5.0588,0,0,0,0,1,2.67238,4593721,2023,2024,3.0,4.0
4.1,0.3,2.8,0.1,0.6,11.5,19.1,,,,28.2,104.9,19.1,69.3,65.89,13.8,14.6,4.3,27.3,0.486,0.703,0.0,6.1,0.7,49.3,0.686708,102.882,6.3,103.483,103.687,0.92603,66.628,1.2581,1.5161,2.7742,0.2581,0.129,0.5806,4.129,0,0,0,0,0,3.4121750000000004,4593722,2020,2021,5.0,5.0
12.7,1.8,6.1,,,,22.1,114.8774,110.51,0.2279,66.4,112.1,22.8,63.8,65.85,9.3,16.3,15.3,22.5,0.762,0.641,0.0,5.0,0.8,30.0,2.67449,114.258,4.5,106.671,106.458,1.91794,132.275,2.1481,4.0,6.1481,1.8148,0.4815,1.4074,12.7407,0,0,0,1,0,2.4868299999999994,4593722,2021,2022,5.0,5.0
3.3,0.4,2.7,,,,13.2,105.6905,95.7415,0.1494,32.4,106.1,13.9,60.0,60.57,11.9,11.3,5.2,26.0,0.619,0.6,0.0,5.9,1.1,26.3,0.842972,103.59,5.1,96.9252,91.5739,1.65995,80.3302,1.3636,1.3333,2.697,0.3636,0.2424,0.7273,3.303,0,0,0,1,0,-1.7282699999999998,4593722,2022,2023,5.0,5.0
4.4,0.4,2.6,,,,14.0,114.7544,99.5923,0.151,37.3,113.2,14.3,57.7,58.32,8.6,11.4,5.0,14.3,0.576,0.577,0.0,3.2,1.7,56.7,1.16311,109.699,6.3,98.085,93.8008,1.83405,95.9556,1.1429,1.4857,2.6286,0.4286,0.4571,0.4571,4.4,0,0,1,0,0,-1.3887599999999998,4593722,2023,2024,5.0,5.0
2.9,0.2,2.5,0.1,0.1,9.7,18.5,,,,21.8,89.0,18.5,48.2,47.15,8.6,22.7,4.3,17.5,0.4,0.482,0.0,1.5,0.5,44.6,0.014349,85.6939,5.4,107.604,107.391,0.650641,41.634,0.68,1.84,2.52,0.2,0.12,0.12,2.88,0,0,0,0,0,5.77656,4593724,2021,2022,7.0,5.0
3.9,0.5,2.6,0.1,0.4,9.6,22.7,,,,16.2,102.0,22.7,62.1,58.85,11.7,15.9,10.5,20.8,0.381,0.621,0.0,4.8,0.6,36.2,0.618473,104.608,5.9,108.15,110.165,0.554798,34.267,0.9565,1.6087,2.5652,0.4783,0.1304,0.3913,3.913,0,0,0,0,0,0.76172,4593724,2022,2023,5.0,5.0
5.8,0.3,3.9,,,,21.2,112.4121,102.4116,0.2197,33.0,108.5,21.4,64.0,63.08,10.7,22.0,5.2,20.0,0.556,0.64,0.0,6.1,0.9,40.5,0.988318,108.073,6.3,101.125,102.391,1.2727,78.9242,1.2258,2.7097,3.9355,0.3226,0.1935,0.6774,5.7742,0,0,1,0,0,0.20465,4593724,2023,2024,5.0,0.0
8.8,0.7,6.2,,,,19.4,106.0213,105.8257,0.1915,60.8,103.4,18.9,54.7,53.62,9.1,19.4,5.4,14.0,0.441,0.547,0.0,4.5,1.5,33.0,0.987152,99.8426,4.6,106.981,107.288,2.04055,124.368,2.0,4.1724,6.1724,0.6897,0.6207,0.9655,8.7586,0,0,0,0,1,-1.85778,4593724,2024,2025,0.0,0.0
11.8,2.0,4.4,0.8,0.3,29.3,22.5,,,,70.5,98.3,22.5,49.2,52.11,4.9,11.3,12.6,20.2,0.773,0.503,0.321,1.1,1.5,21.0,1.3106,98.3096,3.4,102.581,105.516,2.20566,153.547,1.2188,3.1875,4.4062,2.0,0.7812,0.3125,11.8125,0,0,0,0,0,-0.49592000000000014,4593725,2020,2022,10.0,1.0
12.8,1.4,3.4,,,,25.7,102.5646,105.1092,0.2518,62.7,99.1,24.5,51.0,54.6,3.5,12.1,11.2,20.7,0.831,0.443,0.403,1.1,2.2,22.7,1.5854,102.395,3.6,102.807,107.116,1.89176,135.961,0.8,2.6333,3.4333,1.4333,1.0,0.3333,12.7667,0,0,0,0,1,0.54827,4593725,2022,2023,1.0,
10.0,1.3,3.0,0.0,0.3,19.0,24.7,,,,4.4,106.5,24.7,69.4,68.81,4.0,13.8,14.1,28.0,0.625,0.727,0.429,1.9,0.0,44.4,1.83453,115.056,3.5,107.166,103.062,1.72532,8.96903,0.6667,2.3333,3.0,1.3333,0.0,0.3333,10.0,0,0,0,0,0,3.65437,4593725,2023,2024,,14.0
9.0,0.7,5.3,0.7,0.6,22.8,19.2,,,,55.8,104.4,19.2,60.5,59.99,9.7,16.4,7.0,21.9,0.542,0.605,0.0,2.8,1.9,38.9,1.16154,100.327,5.9,98.427,100.998,2.04174,144.807,1.8182,3.4545,5.2727,0.7273,0.697,0.6364,8.9697,0,0,0,0,0,0.1366376,4593726,2020,2021,5.0,5.0
11.8,1.0,5.8,,,,20.4,112.8287,104.1094,0.2014,56.3,113.5,20.7,60.5,60.45,9.3,14.8,8.9,13.3,0.571,0.613,0.0,2.5,1.2,34.6,2.3745,111.549,4.3,102.722,105.511,1.96375,92.4161,2.3,3.45,5.75,1.05,0.65,0.55,11.75,0,0,0,0,1,0.502371,4593726,2021,2022,5.0,0.0
0.6,0.2,0.5,0.2,0.0,4.3,7.7,,,,5.3,86.8,7.7,60.0,54.47,1.9,6.4,7.7,33.1,0.333,1.0,0.0,0.0,1.7,60.0,-0.219467,69.7689,3.0,104.728,107.571,0.278637,10.3713,0.1111,0.3889,0.5,0.2222,0.1667,0.0,0.6111,0,0,0,0,0,-5.393459999999999,4593727,2020,2021,,
2.7,0.7,2.0,0.5,0.5,12.0,14.2,,,,18.9,98.9,14.2,47.7,51.94,3.1,16.2,9.9,20.3,0.64,0.565,0.25,4.7,2.4,58.1,0.0871186,87.482,3.9,96.6204,99.142,1.14747,52.3654,0.2727,1.6818,1.9545,0.7273,0.5,0.4545,2.7273,0,0,0,0,0,-3.2968019999999996,4593728,2020,2021,9.0,10.0
2.9,0.1,2.6,0.4,0.2,10.7,20.6,,,,23.8,72.7,20.6,43.3,45.47,10.6,17.2,2.2,33.5,0.571,0.433,0.0,2.0,2.1,31.3,-0.483192,71.7406,6.6,104.358,106.183,0.751714,53.4385,1.069,1.5517,2.6207,0.1379,0.3793,0.1724,2.8966,0,0,0,0,0,8.165614882110024,4593729,2020,2021,7.0,
9.0,4.4,2.7,1.0,0.1,30.7,19.6,,,,75.8,96.5,19.6,47.0,50.54,1.9,8.6,28.1,24.1,0.804,0.444,0.333,0.5,2.0,22.0,0.826396,93.1945,1.6,108.817,110.765,1.74421,139.404,0.5667,2.1667,2.7333,4.3667,1.0,0.1333,9.0,0,0,0,0,0,2.06951,4593730,2020,2021,16.0,2.0
11.1,4.4,3.2,,,,18.4,107.4691,111.072,0.1951,83.1,107.3,18.9,51.9,56.25,1.6,9.8,27.0,20.4,0.926,0.52,0.344,0.6,1.8,22.4,2.20631,104.376,1.9,110.999,111.973,1.76344,147.193,0.4444,2.7778,3.2222,4.3704,1.0741,0.1852,11.1111,0,0,0,1,0,0.5018499999999999,4593730,2021,2022,2.0,1.0
10.4,4.2,3.6,,,,16.9,108.7746,105.9585,0.1747,81.1,110.3,17.0,47.1,51.56,2.8,9.3,22.8,15.5,0.925,0.405,0.373,0.2,1.3,20.5,2.28264,105.682,1.7,110.207,112.333,1.69529,144.841,0.875,2.6875,3.5625,4.25,0.7188,0.0938,10.4375,0,0,0,1,0,-1.29607,4593730,2022,2023,1.0,1.0
8.2,4.4,2.3,,,,19.2,106.0306,103.0613,0.2109,55.1,103.8,20.2,48.7,51.26,1.9,7.8,27.7,20.8,0.88,0.458,0.356,0.0,1.8,13.1,1.56411,103.749,1.5,108.07,110.0,1.82088,103.178,0.4231,1.8846,2.3077,4.4231,0.8462,0.0,8.1538,0,0,0,0,1,3.39586,4593730,2023,2024,1.0,1.0
1.3,0.3,1.6,0.4,0.1,10.9,12.4,,,,23.4,63.7,12.4,33.3,36.91,4.4,12.6,4.7,34.4,0.583,0.385,0.154,1.2,2.1,30.8,-1.14802,54.8528,4.2,106.48,108.463,0.71084,47.9985,0.44,1.12,1.56,0.28,0.4,0.12,1.32,0,0,0,0,0,2.70169,4593731,2020,2021,12.0,7.0
3.8,1.2,3.1,,,,13.1,92.6557,105.1808,0.1503,45.0,92.1,14.5,44.3,53.33,5.8,13.6,11.5,29.0,0.677,0.429,0.333,0.9,0.9,106.6,-0.0952186,83.7867,2.7,111.56,112.294,0.969812,77.4745,0.9231,2.1538,3.0769,1.1923,0.3077,0.1538,3.7692,0,0,0,1,0,2.6317399999999997,4593731,2021,2022,7.0,
5.9,0.5,5.5,0.4,0.9,19.0,15.4,,,,46.8,109.1,15.4,55.2,56.61,12.6,20.2,3.9,16.6,0.614,0.55,0.4,5.7,1.1,37.9,0.878228,98.8747,4.1,103.854,105.714,1.40342,106.894,2.2581,3.2581,5.5161,0.4516,0.4194,0.9355,5.9355,0,0,0,0,0,-3.22544,4593732,2020,2021,6.0,7.0
4.2,0.4,5.4,,,,15.3,89.0147,108.965,0.1609,33.9,91.4,15.9,46.2,47.23,12.5,22.2,4.8,21.5,0.522,0.462,0.0,3.3,1.4,29.5,0.000762661,85.2678,4.2,106.297,106.261,1.33212,73.7063,1.95,3.45,5.4,0.45,0.45,0.55,4.2,0,0,1,0,0,2.77129,4593732,2021,2022,7.0,6.0
5.4,0.5,5.4,,,,16.4,103.0305,103.5263,0.1817,44.5,102.9,17.6,50.8,51.13,14.6,20.0,4.4,16.4,0.5,0.512,0.0,4.5,1.4,47.6,0.868892,99.4771,4.3,103.365,105.359,1.36014,108.179,2.25,3.1562,5.4062,0.5,0.4062,0.8125,5.375,0,0,1,0,0,-5.972390000000001,4593732,2022,2023,6.0,
6.4,1.9,3.9,0.5,0.2,21.8,22.8,,,,54.5,79.3,22.8,42.6,43.51,4.3,17.0,18.1,25.7,0.489,0.432,0.231,0.9,1.4,24.0,-0.441012,79.5143,2.9,107.075,108.993,1.38874,108.835,0.8333,3.0667,3.9,1.9,0.5,0.1667,6.4,0,0,0,0,0,-0.9256200000000003,4593733,2020,2021,7.0,
3.1,0.7,2.6,0.5,0.0,19.8,11.2,,,,49.6,86.4,11.2,35.6,39.1,5.0,10.8,5.0,14.4,0.63,0.375,0.232,0.2,1.4,26.7,-0.812711,73.5329,3.7,110.352,109.569,1.22315,98.1596,0.7879,1.7879,2.5758,0.7273,0.5455,0.0303,3.1212,0,0,0,0,0,-0.52244,4593736,2020,2021,3.0,3.0
1.8,0.8,1.0,,,,10.2,92.8595,107.6305,0.1087,30.9,92.1,10.7,37.8,40.93,3.9,5.7,11.8,16.5,0.7,0.417,0.243,0.0,1.1,20.4,-0.346539,77.4824,3.9,113.044,112.625,0.652239,45.3385,0.44,0.6,1.04,0.84,0.24,0.0,1.76,0,0,0,1,0,1.8058900000000002,4593736,2021,2022,3.0,11.0
4.6,1.1,4.1,,,,13.4,105.3645,117.6532,0.1472,49.0,105.5,14.2,55.2,54.68,8.0,16.3,11.3,20.0,0.486,0.528,0.385,0.5,1.3,33.3,0.501117,92.5111,4.4,115.047,115.699,0.824142,96.0966,1.4333,2.7,4.1333,1.1,0.4333,0.1,4.6333,0,0,1,0,0,2.3554267,4593736,2022,2023,11.0,4.0
7.8,1.0,3.8,,,,13.5,120.2982,108.3677,0.1298,66.6,122.1,13.2,56.5,58.9,3.7,13.3,7.3,8.1,0.745,0.646,0.333,0.2,1.2,26.4,1.91484,107.932,3.6,111.716,112.811,1.51871,130.085,0.8788,2.8788,3.7576,1.0,0.5152,0.0606,7.7879,0,0,0,0,1,-1.1074067,4593736,2023,2024,4.0,13.0
3.2,0.3,1.6,0.0,0.2,8.0,20.4,,,,18.3,87.9,20.4,44.1,50.05,4.9,17.3,7.2,24.0,0.783,0.378,0.429,1.7,0.3,39.0,0.0328676,86.6375,7.1,109.599,108.822,0.469474,37.4834,0.303,1.2727,1.5758,0.303,0.0303,0.1515,3.1515,0,0,0,0,0,0.6469100000000001,4593737,2020,2021,7.0,10.0
13.8,1.1,4.8,0.6,0.3,29.6,23.9,,,,75.8,103.2,23.9,51.4,55.19,8.2,10.4,6.1,16.4,0.733,0.546,0.304,0.9,1.1,36.3,2.18086,106.074,3.7,110.765,109.979,1.82626,146.998,2.0303,2.7576,4.7879,1.0606,0.5758,0.3333,13.7576,0,0,0,0,0,-8.760819999999999,4593738,2020,2021,10.0,
4.8,0.8,2.0,0.2,0.0,18.2,22.9,,,,8.6,70.2,22.9,28.0,38.49,3.8,9.5,8.6,25.0,0.769,0.467,0.0,0.0,0.6,52.0,-0.831195,72.0944,0.4,113.103,114.42,0.8106,12.6143,0.6,1.4,2.0,0.8,0.2,0.0,4.8,0,0,0,0,0,5.96533,4593738,2021,2022,,7.0
5.9,1.1,3.2,0.4,0.3,19.4,17.3,,,,20.6,87.6,17.3,45.6,48.64,3.8,12.7,9.4,23.0,0.6,0.459,0.3,1.8,0.9,43.9,-0.231608,82.0052,2.2,105.291,105.224,1.51375,41.6756,0.7143,2.5,3.2143,1.1429,0.4286,0.2857,5.9286,0,0,0,0,0,4.936897999999999,4593738,2022,2023,7.0,10.0
11.1,1.2,5.0,,,,20.3,102.197,105.7215,0.2059,79.8,101.2,20.2,48.2,52.64,6.5,12.6,10.5,16.6,0.696,0.492,0.303,2.4,1.6,45.1,1.59208,101.598,3.0,107.994,109.755,2.15812,153.301,1.75,3.25,5.0,1.25,0.7812,0.625,11.0625,0,0,1,0,0,-0.042956000000000105,4593738,2023,2024,10.0,10.0
9.3,1.2,4.4,,,,19.8,96.0743,101.0398,0.1881,65.0,97.1,19.1,49.1,50.81,3.2,15.2,6.3,14.7,0.614,0.486,0.33,0.8,1.9,25.7,0.943667,95.247,3.7,103.451,102.246,2.36219,104.699,0.6522,3.7826,4.4348,1.1739,1.0,0.1739,9.3043,0,1,0,0,0,1.127054,4593739,2021,2022,10.0,11.0
6.5,1.3,3.4,,,,15.5,94.9692,104.3183,0.1476,68.7,98.3,14.7,47.1,47.87,5.0,11.8,8.2,15.9,0.529,0.514,0.295,0.5,1.9,19.4,0.405587,89.5093,3.6,104.612,103.085,2.39844,136.071,1.0667,2.3333,3.4,1.2667,0.8667,0.1,6.5333,0,0,0,1,0,0.46233250000000004,4593739,2022,2023,11.0,10.0
15.4,2.4,5.9,,,,22.9,109.366,111.1301,0.2261,75.4,110.0,22.2,52.5,57.5,5.0,15.5,14.6,16.1,0.788,0.546,0.33,1.1,1.7,41.1,2.65442,109.121,3.5,111.25,111.699,2.1259,151.969,1.4815,4.4074,5.8889,2.4444,1.2222,0.3333,15.3333,0,0,1,0,0,-1.5699565,4593739,2023,2025,10.0,
10.6,1.0,6.1,0.9,0.1,26.0,21.2,,,,13.8,107.5,21.2,39.7,46.74,6.5,21.4,5.0,7.4,0.786,0.321,0.3,0.7,1.3,41.2,1.79352,109.014,3.8,101.364,100.803,2.88829,33.9762,1.375,4.75,6.125,1.0,0.875,0.125,10.625,0,0,0,0,0,2.8922499999999998,4593739,2025,2026,,10.0
0.2,0.1,0.4,0.0,0.1,3.0,16.5,,,,2.0,49.1,16.5,25.0,22.35,9.5,9.6,6.2,40.7,0.0,0.25,0.0,4.9,0.0,25.0,-0.41496,45.4794,3.0,106.861,107.434,0.207231,3.98035,0.2222,0.2222,0.4444,0.1111,0.0,0.1111,0.2222,0,0,0,0,0,5.81058,4593740,2020,2021,,
2.8,0.2,1.8,0.0,0.2,6.6,0.0,,,,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.427768,-7.20139,0.0,114.177,117.033,0.0472951,0.407503,1.0,0.8,1.8,0.2,0.0,0.2,2.8,0,0,0,0,0,1.6068499999999997,4593740,2021,2022,,
0.5,0.0,0.2,0.0,0.0,1.5,14.8,,,,0.2,0.0,14.8,0.0,0.0,0.0,43.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.44782,-0.695541,0.0,99.6538,105.814,0.112047,0.60206,0.0,0.25,0.25,0.0,0.0,0.0,0.5,0,0,0,0,0,2.2366791178899748,4593741,2020,2021,,
1.0,0.4,0.6,0.4,0.0,7.4,11.9,,,,0.6,0.0,11.9,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,11.9,0.0,-0.502135,-1.56868,0.0,87.4319,88.4264,0.224563,1.50938,0.0,0.6,0.6,0.4,0.4,0.0,1.0,0,0,0,0,0,-8.446714,4593741,2021,2022,,
0.2,0.0,0.1,0.1,0.0,0.7,13.8,,,,0.5,139.1,13.8,0.0,70.18,0.0,23.2,0.0,0.0,0.667,0.0,0.0,0.0,0.0,0.0,0.0911555,124.802,0.0,106.712,104.839,0.0521871,0.897191,0.0,0.1,0.1,0.0,0.1,0.0,0.2,0,0,0,0,0,-3.3823799999999995,4593741,2022,2023,,
1.5,0.2,0.6,0.1,0.1,5.7,13.7,,,,7.7,79.8,13.7,37.0,37.04,0.0,13.2,4.7,4.3,0.0,0.25,0.261,1.1,1.2,0.0,-0.199542,74.4477,3.7,99.1391,95.774,0.57824,17.157,0.0,0.6316,0.6316,0.1579,0.1053,0.0526,1.5263,0,0,0,0,0,7.35493,4593744,2020,2021,,4.0
6.1,0.9,2.0,,,,16.5,124.0295,94.9907,0.1531,40.1,123.8,14.7,65.6,65.79,1.2,11.9,9.1,12.9,0.647,0.5,0.466,0.2,1.1,15.2,1.88364,119.103,4.3,99.7063,94.5043,1.82267,74.1766,0.1481,1.8889,2.037,0.9259,0.3333,0.037,6.1481,0,0,0,1,0,-4.989113000000001,4593744,2021,2022,4.0,13.0
6.4,1.0,1.8,,,,17.2,98.6797,102.8233,0.1608,48.0,104.3,15.6,51.9,52.87,1.3,8.8,8.4,14.5,0.684,0.484,0.358,0.3,0.8,10.4,1.04874,101.124,3.3,103.402,100.552,1.79027,98.6047,0.2,1.5714,1.7714,0.9714,0.2571,0.0571,6.3714,0,0,1,0,0,4.6982930000000005,4593744,2022,2024,13.0,4.0
10.6,1.3,3.4,,,,18.9,127.2063,100.809,0.1744,58.7,125.4,17.4,58.5,61.1,2.3,12.9,9.8,8.7,0.771,0.6,0.385,0.5,1.5,27.6,3.14198,126.021,4.1,101.96,98.4058,2.69948,138.699,0.5152,2.8485,3.3636,1.3939,0.6364,0.1212,10.6364,0,0,0,0,1,3.1333,4593744,2024,2025,4.0,14.0
0.7,0.4,0.1,0.0,0.0,3.5,9.7,,,,4.1,136.3,9.7,71.4,71.22,0.0,4.5,11.8,11.4,0.667,0.5,0.667,0.0,0.0,42.9,0.351934,118.742,3.8,105.078,103.232,0.254026,6.72165,0.0,0.1111,0.1111,0.3889,0.0,0.0,0.8333,0,0,0,0,0,-1.94464,4593745,2020,2021,,8.0
4.4,3.4,1.3,,,,10.4,105.9849,104.8627,0.1081,58.1,106.6,10.8,50.0,53.22,0.5,5.6,23.2,24.1,0.667,0.429,0.359,0.0,1.8,40.0,0.525045,91.7624,2.9,107.903,107.311,1.60944,72.6866,0.1364,1.1364,1.2727,3.3636,0.7273,0.0,4.4091,0,0,1,0,0,2.0320229,4593745,2021,2022,8.0,8.0
6.9,3.9,2.2,,,,15.1,105.9012,98.6191,0.1656,66.4,104.5,16.2,54.5,57.96,1.5,7.6,25.3,26.9,0.755,0.5,0.39,0.3,1.5,34.0,1.24588,98.9228,2.8,99.8471,101.433,2.39187,127.059,0.3125,1.9375,2.25,3.875,0.8125,0.0625,6.9375,0,0,1,0,0,-1.2047428999999998,4593745,2022,2023,8.0,16.0
0.0,0.0,0.2,0.0,0.0,1.2,1.7,,,,1.0,222.6,1.7,0.0,0.0,10.5,9.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.307386,173.925,6.7,103.133,101.609,0.0892917,1.73834,0.0769,0.0769,0.1538,0.0,0.0,0.0,0.0,0,0,0,0,0,3.09051,4593746,2020,2021,,
