BPM,OBPM,DBPM,Height,Usage,off_twoprimr,off_ast_rim,ThreePointFieldGoals Pct,TwoPointFieldGoals Pct,FreeThrows Pct,off_style_rim_attack_pct,off_style_rim_attack_usg,off_style_perimeter_sniper_pct,off_style_dribble_jumper_pct,off_style_mid_range_pct,off_style_hits_cutter_pct,off_style_perimeter_cut_pct,off_style_pnr_passer_pct,off_style_big_cut_roll_pct,off_style_post_up_pct,off_style_transition_usg
0.18584885322147654,1.611239897315436,-1.42539143557047,74.05369127516778,21.58724832214765,0.19388053691275167,0.4058187919463087,36.564429530201345,46.66241610738255,79.80671140939597,0.18775369127516778,0.05527852348993289,0.19513355704697988,0.10493221476510067,0.056513422818791945,0.03861275167785235,0.02587718120805369,0.06685570469798657,9.798657718119996e-05,0.00796778523489932,0.03719328859060403
-4.127874493714286,-2.5313842017142854,-1.5964908417142856,77.90285714285714,20.233714285714285,0.4424302857142857,0.3517485714285714,28.793714285714287,49.55428571428571,70.164,0.25572228571428574,0.06440457142857144,0.13851771428571427,0.018438285714285716,0.06885771428571429,0.029070285714285715,0.08556514285714287,0.030870857142857144,0.009206857142857142,0.03590228571428572,0.030182857142857143
-1.520413469620253,-2.1399401449367086,0.6195264612658227,80.94936708860759,18.362025316455696,0.7207392405063291,0.3282974683544304,4.312658227848104,56.55379746835443,58.07974683544304,0.009992405063291188,0.0024924050632911185,0.003840506329113924,0.003037341772151897,0.0022784810126582414,0.03155696202531646,0.006269620253164555,0.0033044303797468283,0.23010253164556968,0.31183924050632916,0.018469620253164558
0.05708979984677425,0.8737977995161289,-0.8167081080241934,76.74193548387096,21.86814516129032,0.23834999999999998,0.4850491935483871,35.93790322580645,49.376612903225805,78.92701612903225,0.18498790322580644,0.04900725806451613,0.24031209677419352,0.03859959677419355,0.06989112903225805,0.03473709677419355,0.04725040322580645,0.04285201612903226,0.002297983870967739,0.016441935483870976,0.04230927419354839
3.044272611450778,1.742749731088083,1.301522992746114,77.91709844559585,21.645077720207254,0.48524145077720204,0.4092331606217617,32.895854922279796,55.969430051813475,73.06787564766839,0.23165751295336787,0.06534663212435234,0.11728704663212434,0.018616062176165803,0.056101554404145076,0.041069430051813474,0.08454507772020725,0.043220725388601035,0.008794300518134714,0.03063056994818654,0.041321761658031086
0.268981343783784,-1.980314456756757,2.249295481081081,81.32432432432432,13.991891891891893,0.5994648648648649,0.5679378378378379,16.727027027027027,56.616216216216216,57.116216216216216,0.02807567567567565,0.006656756756756754,0.02475135135135137,0.008532432432432433,0.010172972972972975,0.1342864864864865,0.026659459459459453,0.010216216216216219,0.14885405405405405,0.19132162162162164,0.014435135135135134
1.3088061287153379,0.35460005754601226,0.9542062978527608,75.69938650306749,16.307361963190182,0.3158840490797546,0.49331963190184047,33.328220858895705,51.36993865030675,74.44662576687116,0.17460613496932514,0.04500736196319018,0.17003312883435584,0.029553374233128836,0.058377300613496934,0.07988466257668711,0.0416159509202454,0.08556748466257669,0.0014877300613496958,0.013958282208588961,0.031176687116564416
-2.7815804283105017,-0.8833585944748855,-1.8982215867579908,76.18264840182648,16.533789954337898,0.1561785388127854,0.36677397260273975,35.13196347031963,44.67351598173516,75.75342465753424,0.12327214611872146,0.02555799086757991,0.3386328767123287,0.035962100456621,0.05401095890410959,0.030443835616438354,0.03502054794520548,0.04433744292237443,0.001875342465753431,0.013220547945205482,0.02631552511415525
2.6494156801020408,2.0821414057142857,0.5672742411734695,77.91836734693878,16.098979591836734,0.227405612244898,0.4107918367346939,36.91275510204081,57.839285714285715,77.04285714285714,0.10553622448979592,0.021292346938775516,0.29039336734693877,0.02348775510204082,0.03253979591836735,0.032012755102040824,0.053556122448979594,0.041758163265306125,0.008016836734693882,0.023253571428571436,0.030414285714285713
-3.4723543114503816,-3.218262160305344,-0.254092371832061,75.22137404580153,14.91145038167939,0.4061412213740458,0.45651832061068703,27.46030534351145,43.71908396946565,61.99541984732824,0.2169358778625954,0.053651908396946564,0.12048778625954198,0.019238931297709927,0.06290839694656489,0.06559465648854962,0.04634732824427481,0.10732671755725189,0.0014328244274809249,0.01732213740458017,0.026029007633587786
6.101813277372262,2.843898289051094,3.257915350875912,81.67153284671532,21.472992700729925,0.5005481751824817,0.45255401459854017,32.31094890510949,60.38613138686131,71.83284671532847,0.05386058394160585,0.015167883211678838,0.05067445255474452,0.00882846715328467,0.017678832116788324,0.05086204379562044,0.041055474452554745,0.013304379562043799,0.12025693430656934,0.18702481751824818,0.027785401459854014
0.8954999237500001,-0.7448491787500001,1.6403489861912504,81.0125,19.39875,0.66507875,0.37065125,47.36125,58.20875,62.65875,0.034773749999999964,0.009091249999999995,0.010333750000000003,0.00371875,0.008516249999999996,0.03799375,0.0273325,0.005499999999999998,0.19344125,0.27329499999999995,0.020632499999999998
3.911387102923977,3.556912967251462,0.3544748250818714,74.35672514619883,25.35672514619883,0.33300760233918125,0.4723906432748538,35.10409356725146,50.53099415204679,80.10526315789474,0.2566391812865497,0.09257485380116959,0.11231988304093568,0.05717777777777777,0.07072397660818713,0.050491812865497074,0.03251228070175438,0.08749941520467835,0.0001304093567251613,0.011414619883040947,0.04999941520467836
0.5418842610294119,-0.49072268404411745,1.0326069673529412,78.92647058823529,16.195588235294117,0.5901941176470589,0.4027933823529412,27.423529411764704,58.023529411764706,65.06911764705882,0.18005073529411764,0.038503676470588236,0.10078455882352941,0.006969117647058827,0.046568382352941175,0.04628529411764706,0.1612352941176471,0.033875,0.024608088235294114,0.034330882352941176,0.024206617647058823
-4.548811635714285,-2.358285994232804,-2.190526464021164,73.5079365079365,20.497354497354497,0.2841423280423281,0.43676719576719575,31.665608465608464,42.41428571428571,75.65396825396826,0.24217566137566138,0.07327301587301588,0.1352835978835979,0.0526984126984127,0.07875079365079365,0.05761005291005291,0.0248089947089947,0.08021058201058201,3.915343915344288e-05,0.011040211640211635,0.03477301587301587
4.811424528169013,0.5997463330985916,4.211678295774649,82.04225352112675,15.041549295774647,0.744331690140845,0.40280281690140846,4.75845070422535,63.469718309859154,57.72676056338028,0.0007591549295774824,0.0001366197183098397,0.001601408450704278,0.0006866197183098624,0.00018873239436620337,0.04321549295774648,0.0018105633802816892,0.003409154929577468,0.2868908450704225,0.215106338028169,0.015455633802816903
-1.94027367335,-0.5031150995000001,-1.4371583280000002,75.58,27.1055,0.4174865,0.4128575,30.7705,48.424,75.278,0.32000649999999997,0.110681,0.1129985,0.036578,0.071201,0.036319000000000004,0.0430855,0.048994499999999996,0.000625500000000008,0.009226999999999999,0.05376
-1.6997928319774012,-1.4516787145762708,-0.24811389774011294,80.51977401129943,18.480790960451976,0.3644994350282486,0.40412090395480227,30.426553672316384,53.398305084745765,69.00677966101695,0.06927796610169493,0.01613220338983051,0.10173728813559321,0.014654802259887004,0.026380790960451976,0.039088135593220344,0.043990395480225986,0.014149717514124294,0.07346949152542373,0.1512694915254237,0.022630508474576275
