year_from,year_to,player_id,cluster_from,cluster_to,cluster_changed,bpm_from,bpm_to,bpm_change
2020,2021,4431823.0,1,14,True,,,
2020,2021,4593747.0,8,1,True,,,
2020,2021,4066332.0,11,15,True,,,
2020,2021,4066711.0,6,16,True,,,
2020,2021,4592943.0,6,6,False,,,
2020,2021,4397995.0,4,4,False,,,
2020,2021,4397156.0,8,3,True,,,
2020,2021,4278488.0,5,2,True,,,
2020,2021,4397972.0,12,4,True,,,
2020,2021,4397242.0,4,14,True,,,
2020,2021,4592461.0,10,6,True,,,
2020,2021,4592830.0,11,11,False,,,
2020,2021,4396689.0,12,12,False,,,
2020,2021,4397149.0,10,10,False,,,
2020,2021,4592686.0,13,4,True,,,
2020,2021,4067403.0,13,13,False,,,
2020,2021,4593929.0,6,10,True,,,
2020,2021,4398273.0,13,13,False,,,
2020,2021,4279245.0,10,6,True,,,
2020,2021,4066797.0,6,6,False,,,
2020,2021,4592741.0,4,14,True,,,
2020,2021,4284080.0,10,10,False,,,
2020,2021,4431826.0,3,14,True,,,
2020,2021,4283602.0,3,3,False,,,
2020,2021,4081600.0,17,17,False,,,
2020,2021,4398409.0,3,3,False,,,
2020,2021,4397711.0,15,16,True,,,
2020,2021,4279432.0,13,4,True,,,
2020,2021,4398044.0,5,11,True,,,
2020,2021,4398314.0,6,4,True,,,
2020,2021,4432064.0,5,2,True,,,
2020,2021,4432108.0,8,4,True,,,
2020,2021,4397251.0,10,10,False,,,
2020,2021,4066780.0,10,17,True,,,
2020,2021,4593062.0,12,13,True,,,
2020,2021,4278573.0,15,2,True,,,
2020,2021,4592868.0,14,14,False,,,
2020,2021,4593286.0,6,0,True,,,
2020,2021,4432891.0,1,1,False,,,
2020,2021,4398207.0,1,15,True,,,
2020,2021,4395671.0,10,10,False,,,
2020,2021,4278264.0,16,16,False,,,
2020,2021,4279116.0,14,4,True,,,
2020,2021,4279626.0,3,6,True,,,
2020,2021,4592593.0,3,7,True,,,
2020,2021,4432077.0,1,1,False,,,
2020,2021,4597989.0,12,7,True,,,
2020,2021,4397649.0,17,17,False,,,
2020,2021,4277878.0,3,14,True,,,
2020,2021,4396614.0,15,6,True,,,
2020,2021,4593337.0,7,6,True,,,
2020,2021,4279237.0,17,4,True,,,
2020,2021,4398080.0,3,14,True,,,
2020,2021,4432066.0,3,3,False,,,
2020,2021,4278133.0,14,14,False,,,
2020,2021,4398276.0,7,7,False,,,
2020,2021,4398210.0,12,1,True,,,
2020,2021,4593923.0,15,10,True,,,
2020,2021,4396754.0,9,5,True,,,
2020,2021,4397153.0,15,11,True,,,
2020,2021,4277985.0,13,17,True,,,
2020,2021,4278570.0,7,17,True,,,
2020,2021,4398125.0,13,13,False,,,
2020,2021,4593674.0,7,7,False,,,
2020,2021,4592758.0,6,10,True,,,
2020,2021,4433017.0,2,16,True,,,
2020,2021,4593672.0,13,13,False,,,
2020,2021,4433042.0,8,7,True,,,
2020,2021,4592875.0,12,4,True,,,
2020,2021,4067766.0,1,15,True,,,
2020,2021,4593358.0,17,13,True,,,
2020,2021,4397350.0,4,13,True,,,
2020,2021,4593468.0,15,11,True,,,
2020,2021,4277832.0,1,10,True,,,
2020,2021,4066390.0,10,10,False,,,
2020,2021,4280210.0,13,12,True,,,
2020,2021,4278649.0,13,4,True,,,
2020,2021,4397469.0,1,12,True,,,
2020,2021,4431696.0,7,3,True,,,
2020,2021,4431791.0,8,14,True,,,
2020,2021,4278423.0,3,1,True,,,
2020,2021,4279244.0,4,4,False,,,
2020,2021,4397026.0,10,6,True,,,
2020,2021,4396681.0,5,16,True,,,
2020,2021,4431711.0,1,7,True,,,
2020,2021,4432965.0,3,7,True,,,
2020,2021,4593333.0,8,11,True,,,
2020,2021,4280102.0,11,16,True,,,
2020,2021,4278303.0,9,9,False,,,
2020,2021,4593100.0,16,15,True,,,
2020,2021,4280245.0,1,14,True,,,
2020,2021,4592891.0,13,4,True,,,
2020,2021,4599909.0,6,12,True,,,
2020,2021,4279868.0,6,10,True,,,
2020,2021,4066492.0,17,17,False,,,
2020,2021,4279246.0,5,11,True,,,
2020,2021,4280167.0,14,3,True,,,
2020,2021,4278522.0,1,14,True,,,
2020,2021,4592181.0,4,4,False,,,
2020,2021,4067017.0,4,4,False,,,
2020,2021,4395697.0,1,1,False,,,
2020,2021,4398136.0,7,7,False,,,
2020,2021,4432887.0,13,4,True,,,
2020,2021,4279780.0,5,16,True,,,
2020,2021,4278422.0,11,2,True,,,
2020,2021,4280143.0,4,14,True,,,
2020,2021,4398268.0,15,1,True,,,
2020,2021,4397231.0,13,13,False,,,
2020,2021,4397392.0,2,9,True,,,
2020,2021,4592739.0,5,11,True,,,
2020,2021,4278018.0,9,11,True,,,
2020,2021,4432815.0,16,15,True,,,
2020,2021,4398153.0,16,2,True,,,
2020,2021,4280173.0,10,10,False,,,
2020,2021,4397575.0,4,17,True,,,
2020,2021,4397646.0,2,2,False,,,
2020,2021,4431928.0,2,2,False,,,
2020,2021,4397587.0,7,12,True,,,
2020,2021,4431725.0,3,3,False,,,
2020,2021,4066836.0,15,15,False,,,
2020,2021,4432840.0,15,15,False,,,
2020,2021,4398103.0,3,1,True,,,
2020,2021,4395677.0,3,3,False,,,
2020,2021,4397512.0,3,3,False,,,
2020,2021,4432970.0,11,6,True,,,
2020,2021,4066277.0,16,16,False,,,
2020,2021,4278448.0,6,6,False,,,
2020,2021,4278699.0,10,6,True,,,
2020,2021,4066892.0,12,0,True,,,
2020,2021,4593040.0,2,10,True,,,
2020,2021,4280270.0,14,1,True,,,
2020,2021,4398046.0,13,12,True,,,
2020,2021,4278123.0,13,17,True,,,
2020,2021,4432129.0,3,14,True,,,
2020,2021,4593737.0,6,6,False,,,
2020,2021,4067224.0,14,6,True,,,
2020,2021,4592753.0,8,3,True,,,
2020,2021,4067608.0,10,10,False,,,
2020,2021,4398232.0,11,16,True,,,
2020,2021,4396790.0,0,7,True,,,
2020,2021,4277942.0,4,4,False,,,
2020,2021,4278120.0,16,11,True,,,
2020,2021,4278720.0,15,15,False,,,
2020,2021,4593095.0,7,1,True,,,
2020,2021,4066859.0,7,7,False,,,
2020,2021,4279080.0,3,8,True,,,
2020,2021,4593343.0,0,12,True,,,
2020,2021,4279863.0,6,17,True,,,
2020,2021,4592434.0,17,17,False,,,
2020,2021,4592777.0,17,13,True,,,
2020,2021,4398240.0,1,7,True,,,
2020,2021,4278107.0,4,4,False,,,
2020,2021,4432052.0,13,13,False,,,
2020,2021,4397733.0,6,5,True,,,
2020,2021,4065777.0,6,6,False,,,
2020,2021,4279118.0,4,4,False,,,
2020,2021,4280260.0,4,4,False,,,
2020,2021,4395622.0,1,12,True,,,
2020,2021,4431778.0,9,9,False,,,
2020,2021,4592248.0,9,9,False,,,
2020,2021,4070682.0,4,13,True,,,
2020,2021,4067594.0,14,4,True,,,
2020,2021,4592580.0,0,17,True,,,
2020,2021,4433132.0,12,8,True,,,
2020,2021,4279230.0,4,4,False,,,
2020,2021,4277851.0,9,9,False,,,
2020,2021,4397866.0,6,6,False,,,
2020,2021,4432959.0,4,3,True,,,
2020,2021,4280119.0,4,13,True,,,
2020,2021,4593782.0,11,8,True,,,
2020,2021,4395886.0,10,6,True,,,
2020,2021,4279213.0,16,2,True,,,
2020,2021,4397202.0,4,3,True,,,
2020,2021,4066720.0,10,10,False,,,
2020,2021,4278111.0,10,0,True,,,
2020,2021,4432065.0,13,13,False,,,
2020,2021,4397045.0,14,1,True,,,
2020,2021,4432994.0,4,4,False,,,
2020,2021,4397725.0,1,1,False,,,
2020,2021,4284625.0,3,3,False,,,
2020,2021,4066993.0,14,14,False,,,
2020,2021,4398142.0,1,14,True,,,
2020,2021,4592960.0,0,8,True,,,
2020,2021,4279625.0,4,4,False,,,
2020,2021,4278045.0,10,17,True,,,
2020,2021,4398197.0,5,1,True,,,
2020,2021,4067398.0,6,6,False,,,
2020,2021,4279479.0,7,3,True,,,
2020,2021,4433055.0,3,4,True,,,
2020,2021,4592484.0,10,13,True,,,
2020,2021,4277982.0,12,10,True,,,
2020,2021,4396641.0,8,3,True,,,
2020,2021,4397239.0,13,13,False,,,
2020,2021,4397767.0,17,13,True,,,
2020,2021,4396642.0,16,15,True,,,
2020,2021,4431752.0,1,15,True,,,
2020,2021,4592654.0,6,14,True,,,
2020,2021,4280251.0,7,1,True,,,
2020,2021,4066515.0,13,17,True,,,
2020,2021,4067221.0,5,2,True,,,
2020,2021,4065636.0,12,12,False,,,
2020,2021,4067458.0,15,15,False,,,
2020,2021,3906672.0,7,8,True,,,
2020,2021,4398338.0,17,17,False,,,
2020,2021,4397192.0,8,17,True,,,
2020,2021,4592858.0,7,7,False,,,
2020,2021,4279073.0,15,15,False,,,
2020,2021,4398341.0,13,12,True,,,
2020,2021,4432126.0,10,6,True,,,
2020,2021,4278304.0,3,1,True,,,
2020,2021,4278606.0,6,6,False,,,
2020,2021,4593401.0,13,17,True,,,
2020,2021,4066717.0,5,2,True,,,
2020,2021,4592487.0,8,13,True,,,
2020,2021,4395667.0,13,13,False,,,
2020,2021,4593148.0,5,5,False,,,
2020,2021,4397730.0,0,13,True,,,
2020,2021,4067353.0,16,16,False,,,
2020,2021,4432038.0,12,4,True,,,
2020,2021,4067670.0,16,16,False,,,
2020,2021,4594129.0,11,16,True,,,
2020,2021,4398325.0,3,4,True,,,
2020,2021,4432033.0,4,4,False,,,
2020,2021,4431835.0,11,6,True,,,
2020,2021,4278670.0,13,17,True,,,
2020,2021,4593787.0,12,1,True,,,
2020,2021,4067274.0,4,14,True,,,
2020,2021,4592874.0,14,14,False,,,
2020,2021,4395661.0,13,10,True,,,
2020,2021,4066322.0,2,10,True,,,
2020,2021,4396786.0,2,11,True,,,
2020,2021,4066414.0,10,10,False,,,
2020,2021,4279307.0,7,3,True,,,
2020,2021,4066796.0,3,14,True,,,
2020,2021,4395676.0,13,4,True,,,
2020,2021,4397696.0,7,4,True,,,
2020,2021,4433012.0,12,8,True,,,
2020,2021,4284101.0,4,4,False,,,
2020,2021,4592585.0,3,7,True,,,
2020,2021,4592255.0,2,5,True,,,
2020,2021,4067582.0,17,4,True,,,
2020,2021,4397193.0,1,10,True,,,
2020,2021,4593436.0,7,4,True,,,
2020,2021,4398043.0,3,3,False,,,
2020,2021,4066399.0,15,15,False,,,
2020,2021,4397178.0,6,11,True,,,
2020,2021,4397811.0,7,14,True,,,
2020,2021,4397434.0,6,14,True,,,
2020,2021,4277814.0,10,10,False,,,
2020,2021,4432127.0,3,4,True,,,
2020,2021,4432846.0,17,4,True,,,
2020,2021,4593671.0,15,10,True,,,
2020,2021,4279921.0,6,10,True,,,
2020,2021,4067749.0,17,13,True,,,
2020,2021,4431933.0,16,5,True,,,
2020,2021,4593244.0,12,12,False,,,
2020,2021,4067001.0,0,10,True,,,
2020,2021,4593060.0,16,8,True,,,
2020,2021,4593104.0,12,12,False,,,
2020,2021,4395686.0,6,6,False,,,
2020,2021,4066768.0,1,16,True,,,
2020,2021,4279639.0,6,6,False,,,
2020,2021,4431720.0,7,10,True,,,
2020,2021,4433103.0,16,16,False,,,
2020,2021,4398040.0,17,1,True,,,
2020,2021,4397071.0,14,4,True,,,
2020,2021,4432827.0,15,15,False,,,
2020,2021,4397580.0,17,6,True,,,
2020,2021,4592190.0,7,7,False,,,
2020,2021,4278342.0,8,8,False,,,
2020,2021,4278461.0,16,16,False,,,
2020,2021,4432821.0,15,15,False,,,
2020,2021,4277868.0,16,16,False,,,
2020,2021,4592587.0,0,3,True,,,
2020,2021,4278230.0,17,13,True,,,
2020,2021,4067456.0,8,11,True,,,
2020,2021,4594263.0,5,15,True,,,
2020,2021,4592414.0,16,2,True,,,
2020,2021,4277947.0,9,15,True,,,
2020,2021,4593064.0,10,10,False,,,
2020,2021,4278751.0,11,5,True,,,
2020,2021,4609299.0,3,4,True,,,
2020,2021,4278536.0,6,15,True,,,
2020,2021,4398430.0,8,8,False,,,
2020,2021,4397688.0,10,17,True,,,
2020,2021,4594032.0,11,2,True,,,
2020,2021,4397413.0,16,5,True,,,
2020,2021,4411057.0,1,1,False,,,
2020,2021,4398246.0,16,6,True,,,
2020,2021,4067915.0,11,11,False,,,
2020,2021,4066811.0,6,15,True,,,
2020,2021,4431721.0,16,16,False,,,
2020,2021,4397325.0,16,10,True,,,
2020,2021,4278240.0,14,6,True,,,
2020,2021,4593908.0,7,12,True,,,
2020,2021,4067735.0,14,14,False,,,
2020,2021,4067818.0,14,3,True,,,
2020,2021,4431810.0,10,17,True,,,
2020,2021,4066428.0,1,14,True,,,
2020,2021,4278203.0,4,12,True,,,
2020,2021,4397037.0,15,2,True,,,
2020,2021,4402802.0,4,17,True,,,
2020,2021,4397094.0,15,15,False,,,
2020,2021,4279252.0,2,5,True,,,
2020,2021,4280049.0,0,0,False,,,
2020,2021,4432935.0,12,7,True,,,
2020,2021,4593388.0,3,3,False,,,
2020,2021,4432953.0,13,17,True,,,
2020,2021,4431864.0,4,4,False,,,
2020,2021,4432876.0,17,13,True,,,
2020,2021,4433102.0,8,8,False,,,
2020,2021,4278707.0,17,17,False,,,
2020,2021,4397062.0,7,17,True,,,
2020,2021,4066799.0,9,9,False,,,
2020,2021,4278578.0,1,14,True,,,
2020,2021,4066807.0,13,13,False,,,
2020,2021,4396745.0,17,4,True,,,
2020,2021,4593107.0,7,13,True,,,
2020,2021,4278134.0,0,16,True,,,
2020,2021,4279508.0,7,4,True,,,
2020,2021,4279322.0,17,1,True,,,
2020,2021,4592730.0,10,6,True,,,
2020,2021,4397368.0,16,1,True,,,
2020,2021,4279060.0,10,17,True,,,
2020,2021,4278306.0,1,3,True,,,
2020,2021,4398352.0,8,1,True,,,
2020,2021,4080105.0,9,9,False,,,
2020,2021,4397633.0,0,6,True,,,
2020,2021,4432819.0,12,14,True,,,
2020,2021,4067415.0,5,9,True,,,
2020,2021,4279050.0,15,14,True,,,
2020,2021,4395719.0,10,10,False,,,
2020,2021,4277869.0,14,14,False,,,
2020,2021,4592706.0,11,11,False,,,
2020,2021,4593320.0,2,10,True,,,
2020,2021,4397835.0,13,13,False,,,
2020,2021,4279087.0,4,13,True,,,
2020,2021,4397227.0,1,1,False,,,
2020,2021,4592284.0,3,7,True,,,
2020,2021,4432880.0,3,3,False,,,
2020,2021,4403417.0,2,9,True,,,
2020,2021,4396696.0,11,16,True,,,
2020,2021,4432988.0,3,14,True,,,
2020,2021,4592979.0,3,14,True,,,
2020,2021,4593415.0,11,16,True,,,
2020,2021,4279313.0,4,4,False,,,
2020,2021,4065662.0,3,3,False,,,
2020,2021,4277966.0,13,4,True,,,
2020,2021,4592435.0,9,9,False,,,
2020,2021,4066326.0,3,14,True,,,
2020,2021,4280041.0,4,4,False,,,
2020,2021,4397184.0,4,4,False,,,
2020,2021,4397011.0,6,0,True,,,
2020,2021,4278572.0,10,10,False,,,
2020,2021,4279052.0,17,17,False,,,
2020,2021,4280168.0,5,16,True,,,
2020,2021,4594022.0,11,11,False,,,
2020,2021,4572450.0,16,2,True,,,
2020,2021,4398221.0,6,6,False,,,
2020,2021,4397761.0,5,5,False,,,
2020,2021,4279205.0,16,9,True,,,
2020,2021,4593844.0,6,7,True,,,
2020,2021,4278079.0,1,1,False,,,
2020,2021,4398386.0,9,9,False,,,
2020,2021,4593726.0,16,16,False,,,
2020,2021,4280061.0,6,6,False,,,
2020,2021,4431738.0,2,9,True,,,
2020,2021,4397316.0,10,13,True,,,
2020,2021,4592756.0,3,8,True,,,
2020,2021,4279131.0,10,10,False,,,
2020,2021,4280070.0,6,15,True,,,
2020,2021,4311618.0,13,4,True,,,
2020,2021,4593797.0,11,16,True,,,
2020,2021,4432002.0,3,14,True,,,
2020,2021,4431962.0,13,12,True,,,
2020,2021,4592967.0,0,4,True,,,
2020,2021,4593008.0,1,3,True,,,
2020,2021,4066292.0,1,15,True,,,
2020,2021,4396618.0,12,4,True,,,
2020,2021,4593465.0,2,2,False,,,
2020,2021,4593304.0,12,13,True,,,
2020,2021,4398266.0,3,4,True,,,
2020,2021,4066476.0,11,16,True,,,
2020,2021,4593966.0,7,12,True,,,
2020,2021,4593364.0,8,13,True,,,
2020,2021,4277960.0,13,4,True,,,
2020,2021,4277908.0,15,16,True,,,
2020,2021,4279512.0,16,16,False,,,
2020,2021,4433069.0,9,16,True,,,
2020,2021,4431998.0,11,11,False,,,
2020,2021,4594038.0,3,8,True,,,
2020,2021,4395685.0,15,10,True,,,
2020,2021,4592662.0,9,9,False,,,
2020,2021,4594131.0,5,16,True,,,
2020,2021,4279451.0,14,14,False,,,
2020,2021,4279650.0,8,11,True,,,
2020,2021,4398376.0,14,14,False,,,
2020,2021,4397363.0,16,11,True,,,
2020,2021,4593247.0,7,8,True,,,
2020,2021,4397988.0,13,12,True,,,
2021,2022,4593276.0,11,2,True,,,
2021,2022,4279176.0,8,6,True,,,
2021,2022,4432107.0,4,14,True,,,
2021,2022,4397100.0,3,3,False,,,
2021,2022,4285366.0,15,16,True,,,
2021,2022,4278099.0,15,16,True,,,
2021,2022,4593404.0,5,5,False,,,
2021,2022,4592316.0,8,4,True,,,
2021,2022,4702644.0,16,16,False,,,
2021,2022,4703557.0,4,6,True,,,
2021,2022,4596536.0,7,13,True,,,
2021,2022,4702766.0,11,6,True,,,
2021,2022,4703979.0,8,4,True,,,
2021,2022,4277855.0,17,0,True,,,
2021,2022,4701221.0,9,11,True,,,
2021,2022,4701128.0,10,10,False,,,
2021,2022,4277845.0,1,14,True,,,
2021,2022,4702710.0,8,3,True,,,
2021,2022,4610395.0,16,16,False,,,
2021,2022,4701576.0,16,16,False,,,
2021,2022,4397644.0,15,15,False,,,
2021,2022,4593447.0,17,12,True,,,
2021,2022,4278335.0,10,1,True,,,
2021,2022,4431749.0,13,17,True,,,
2021,2022,4592184.0,8,4,True,,,
2021,2022,4432075.0,16,5,True,,,
2021,2022,4395880.0,3,14,True,,,
2021,2022,4431779.0,3,1,True,,,
2021,2022,4592315.0,8,13,True,,,
2021,2022,4279497.0,7,4,True,,,
2021,2022,4067375.0,3,8,True,,,
2021,2022,4278716.0,12,12,False,,,
2021,2022,4280158.0,15,15,False,,,
2021,2022,4279169.0,15,15,False,,,
2021,2022,4593122.0,5,16,True,,,
2021,2022,4592771.0,3,3,False,,,
2021,2022,4279628.0,15,15,False,,,
2021,2022,4702610.0,15,15,False,,,
2021,2022,4278334.0,16,9,True,,,
2021,2022,4278408.0,2,10,True,,,
2021,2022,4593903.0,16,11,True,,,
2021,2022,4396612.0,12,13,True,,,
2021,2022,4397570.0,6,4,True,,,
2021,2022,4431736.0,15,15,False,,,
2021,2022,4432854.0,9,9,False,,,
2021,2022,4592216.0,1,14,True,,,
2021,2022,4066823.0,17,4,True,,,
2021,2022,4397121.0,16,16,False,,,
2021,2022,4396000.0,9,11,True,,,
2021,2022,4280016.0,17,17,False,,,
2021,2022,4701200.0,6,10,True,,,
2021,2022,4705372.0,17,4,True,,,
2021,2022,4700844.0,6,6,False,,,
2021,2022,4067439.0,15,15,False,,,
2021,2022,4703155.0,3,14,True,,,
2021,2022,4712291.0,8,8,False,,,
2021,2022,4432962.0,14,3,True,,,
2021,2022,4067781.0,1,1,False,,,
2021,2022,4433165.0,7,6,True,,,
2021,2022,4432848.0,10,15,True,,,
2021,2022,4278142.0,17,10,True,,,
2021,2022,4702925.0,6,7,True,,,
2021,2022,4702027.0,13,12,True,,,
2021,2022,4431909.0,12,12,False,,,
2021,2022,4593475.0,9,5,True,,,
2021,2022,4703243.0,3,14,True,,,
2021,2022,4700854.0,16,5,True,,,
2021,2022,4398257.0,15,15,False,,,
2021,2022,4397134.0,17,10,True,,,
2021,2022,4433129.0,6,6,False,,,
2021,2022,4397384.0,15,15,False,,,
2021,2022,4432996.0,10,10,False,,,
2021,2022,4703523.0,11,16,True,,,
2021,2022,4278532.0,1,1,False,,,
2021,2022,4592707.0,7,17,True,,,
2021,2022,4397123.0,1,3,True,,,
2021,2022,4433076.0,10,17,True,,,
2021,2022,4397027.0,3,14,True,,,
2021,2022,4702719.0,10,10,False,,,
2021,2022,4703613.0,3,3,False,,,
2021,2022,4397304.0,12,12,False,,,
2021,2022,4277948.0,15,15,False,,,
2021,2022,4703555.0,16,6,True,,,
2021,2022,4702109.0,4,12,True,,,
2021,2022,4703138.0,7,8,True,,,
2021,2022,4397018.0,17,10,True,,,
2021,2022,4593828.0,1,10,True,,,
2021,2022,4431996.0,3,3,False,,,
2021,2022,4432855.0,9,15,True,,,
2021,2022,4593739.0,6,0,True,,,
2021,2022,4702075.0,4,4,False,,,
2021,2022,4702767.0,7,7,False,,,
2021,2022,4397558.0,16,15,True,,,
2021,2022,4703010.0,12,13,True,,,
2021,2022,4593814.0,10,6,True,,,
2021,2022,4334018.0,4,13,True,,,
2021,2022,4066442.0,0,6,True,,,
2021,2022,4593700.0,3,3,False,,,
2021,2022,4702518.0,6,11,True,,,
2021,2022,4067814.0,4,14,True,,,
2021,2022,4279101.0,12,0,True,,,
2021,2022,4432957.0,3,14,True,,,
2021,2022,4592495.0,9,9,False,,,
2021,2022,4597991.0,7,7,False,,,
2021,2022,4593773.0,17,4,True,,,
2021,2022,4593806.0,13,13,False,,,
2021,2022,4279006.0,12,12,False,,,
2021,2022,4278131.0,6,7,True,,,
2021,2022,4398164.0,2,16,True,,,
2021,2022,4701125.0,1,1,False,,,
2021,2022,4397554.0,14,14,False,,,
2021,2022,4593702.0,16,11,True,,,
2021,2022,4710625.0,0,17,True,,,
2021,2022,4432147.0,16,11,True,,,
2021,2022,4702990.0,4,4,False,,,
2021,2022,4397274.0,5,11,True,,,
2021,2022,4701163.0,3,7,True,,,
2021,2022,4280190.0,14,1,True,,,
2021,2022,4278449.0,4,4,False,,,
2021,2022,4396633.0,14,3,True,,,
2021,2022,4702372.0,15,15,False,,,
2021,2022,4433059.0,5,16,True,,,
2021,2022,4594016.0,11,11,False,,,
2021,2022,4397199.0,1,1,False,,,
2021,2022,4703403.0,7,7,False,,,
2021,2022,4593833.0,12,8,True,,,
2021,2022,4278119.0,10,15,True,,,
2021,2022,4397396.0,16,2,True,,,
2021,2022,4397263.0,17,12,True,,,
2021,2022,4593713.0,17,13,True,,,
2021,2022,4593242.0,6,6,False,,,
2021,2022,4593930.0,12,13,True,,,
2021,2022,4703347.0,2,16,True,,,
2021,2022,4397456.0,10,10,False,,,
2021,2022,4433183.0,3,1,True,,,
2021,2022,4397850.0,4,4,False,,,
2021,2022,4703670.0,0,1,True,,,
2021,2022,4279890.0,7,4,True,,,
2021,2022,4396591.0,4,4,False,,,
2021,2022,4431941.0,4,4,False,,,
2021,2022,4278525.0,15,6,True,,,
2021,2022,4279854.0,13,13,False,,,
2021,2022,4397957.0,3,3,False,,,
2021,2022,4433133.0,4,14,True,,,
2021,2022,4066455.0,4,12,True,,,
2021,2022,4592476.0,13,0,True,,,
2021,2022,4280264.0,0,13,True,,,
2021,2022,4396753.0,13,12,True,,,
2021,2022,4432197.0,1,7,True,,,
2021,2022,4397362.0,0,0,False,,,
2021,2022,4703397.0,17,17,False,,,
2021,2022,4703677.0,3,12,True,,,
2021,2022,4397220.0,14,14,False,,,
2021,2022,4593469.0,9,9,False,,,
2021,2022,4703142.0,3,14,True,,,
2021,2022,4593362.0,2,9,True,,,
2021,2022,4431993.0,4,4,False,,,
2021,2022,4431999.0,0,1,True,,,
2021,2022,4703828.0,6,11,True,,,
2021,2022,4396969.0,1,1,False,,,
2021,2022,4278735.0,4,1,True,,,
2021,2022,4278010.0,13,6,True,,,
2021,2022,4397552.0,7,8,True,,,
2021,2022,4396837.0,1,6,True,,,
2021,2022,4702785.0,6,6,False,,,
2021,2022,4397779.0,4,4,False,,,
2021,2022,4397851.0,13,13,False,,,
2021,2022,4701839.0,1,3,True,,,
2021,2022,4594269.0,17,7,True,,,
2021,2022,4702159.0,15,15,False,,,
2021,2022,4284169.0,3,3,False,,,
2021,2022,4397214.0,12,3,True,,,
2021,2022,4594100.0,1,1,False,,,
2021,2022,4433073.0,10,6,True,,,
2021,2022,4431760.0,9,16,True,,,
2021,2022,4702127.0,14,14,False,,,
2021,2022,4279532.0,14,10,True,,,
2021,2022,4398119.0,6,10,True,,,
2021,2022,4431714.0,15,10,True,,,
2021,2022,4431990.0,10,15,True,,,
2021,2022,4702072.0,13,17,True,,,
2021,2022,4397634.0,10,6,True,,,
2021,2022,4067382.0,10,0,True,,,
2021,2022,4280244.0,4,14,True,,,
2021,2022,4398149.0,15,1,True,,,
2021,2022,4397427.0,14,14,False,,,
2021,2022,4703224.0,7,10,True,,,
2021,2022,4397472.0,6,1,True,,,
2021,2022,4397228.0,7,1,True,,,
2021,2022,4396670.0,7,1,True,,,
2021,2022,4700822.0,7,10,True,,,
2021,2022,4280042.0,15,15,False,,,
2021,2022,4280073.0,10,17,True,,,
2021,2022,4702460.0,8,7,True,,,
2021,2022,4431730.0,4,4,False,,,
2021,2022,4432869.0,15,10,True,,,
2021,2022,4593386.0,12,4,True,,,
2021,2022,4593051.0,13,10,True,,,
2021,2022,4397065.0,11,7,True,,,
2021,2022,4431775.0,6,10,True,,,
2021,2022,4703252.0,3,5,True,,,
2021,2022,4397722.0,10,10,False,,,
2021,2022,4431964.0,2,15,True,,,
2021,2022,4278034.0,6,6,False,,,
2021,2022,4592317.0,15,9,True,,,
2021,2022,4398212.0,6,0,True,,,
2021,2022,4592743.0,3,7,True,,,
2021,2022,4703214.0,7,6,True,,,
2021,2022,4278588.0,10,15,True,,,
2021,2022,4397772.0,2,15,True,,,
2021,2022,4594071.0,3,3,False,,,
2021,2022,4067418.0,4,4,False,,,
2021,2022,4433218.0,4,14,True,,,
2021,2022,4593018.0,7,3,True,,,
2021,2022,4396025.0,13,6,True,,,
2021,2022,4599257.0,4,4,False,,,
2021,2022,4067390.0,15,15,False,,,
2021,2022,4432823.0,9,15,True,,,
2021,2022,4594055.0,11,16,True,,,
2021,2022,4567587.0,3,3,False,,,
2021,2022,4701557.0,13,17,True,,,
2021,2022,4278603.0,15,15,False,,,
2021,2022,4398347.0,13,13,False,,,
2021,2022,4594132.0,17,13,True,,,
2021,2022,4406489.0,15,1,True,,,
2021,2022,4592866.0,12,7,True,,,
2021,2022,4432029.0,0,1,True,,,
2021,2022,4279162.0,15,15,False,,,
2021,2022,4278051.0,5,15,True,,,
2021,2022,4067581.0,4,4,False,,,
2021,2022,4066493.0,16,6,True,,,
2021,2022,4278308.0,10,6,True,,,
2021,2022,4433563.0,17,6,True,,,
2021,2022,4278255.0,1,1,False,,,
2021,2022,4683135.0,7,4,True,,,
2021,2022,4600663.0,9,15,True,,,
2021,2022,4277974.0,10,10,False,,,
2021,2022,4592249.0,10,1,True,,,
2021,2022,4278246.0,10,12,True,,,
2021,2022,4398108.0,6,10,True,,,
2021,2022,4279735.0,17,4,True,,,
2021,2022,4278884.0,17,17,False,,,
2021,2022,4702351.0,3,3,False,,,
2021,2022,4280074.0,4,13,True,,,
2021,2022,4592722.0,17,13,True,,,
2021,2022,4397819.0,3,14,True,,,
2021,2022,4396697.0,6,10,True,,,
2021,2022,4592295.0,16,6,True,,,
2021,2022,4397550.0,8,11,True,,,
2021,2022,4397888.0,12,12,False,,,
2021,2022,4703126.0,6,15,True,,,
2021,2022,4279172.0,5,16,True,,,
2021,2022,4431843.0,3,3,False,,,
2021,2022,4397702.0,4,4,False,,,
2021,2022,4593083.0,3,3,False,,,
2021,2022,4279797.0,17,12,True,,,
2021,2022,4593765.0,12,13,True,,,
2021,2022,4431758.0,7,3,True,,,
2021,2022,4593016.0,16,15,True,,,
2021,2022,4396688.0,13,13,False,,,
2021,2022,4397697.0,2,16,True,,,
2021,2022,4397191.0,4,13,True,,,
2021,2022,4594254.0,17,13,True,,,
2021,2022,4592958.0,7,7,False,,,
