year_from,year_to,player_id,cluster_from,cluster_to,cluster_changed,bpm_from,bpm_to,bpm_change
2019,2020,4278051.0,11,1,True,,,
2019,2020,4279162.0,6,10,True,,,
2019,2020,4277813.0,11,5,True,,,
2019,2020,4066893.0,4,14,True,,,
2019,2020,4066242.0,1,9,True,,,
2019,2020,4396770.0,11,16,True,,,
2019,2020,4397457.0,11,16,True,,,
2019,2020,4399103.0,0,6,True,,,
2019,2020,4277974.0,2,2,False,,,
2019,2020,4277883.0,10,10,False,,,
2019,2020,4397526.0,16,2,True,,,
2019,2020,4066914.0,15,1,True,,,
2019,2020,4398108.0,8,6,True,,,
2019,2020,4279735.0,1,14,True,,,
2019,2020,4067916.0,6,6,False,,,
2019,2020,4280074.0,13,4,True,,,
2019,2020,4278502.0,15,15,False,,,
2019,2020,4398351.0,4,4,False,,,
2019,2020,4397738.0,1,4,True,,,
2019,2020,4397443.0,13,13,False,,,
2019,2020,4067379.0,1,15,True,,,
2019,2020,3914043.0,12,12,False,,,
2019,2020,4278032.0,2,15,True,,,
2019,2020,4397594.0,4,4,False,,,
2019,2020,4067156.0,4,3,True,,,
2019,2020,4397186.0,11,2,True,,,
2019,2020,4397702.0,3,4,True,,,
2019,2020,3947736.0,10,15,True,,,
2019,2020,4396688.0,7,4,True,,,
2019,2020,4067559.0,4,4,False,,,
2019,2020,4397191.0,13,17,True,,,
2019,2020,4396585.0,9,9,False,,,
2019,2020,4066446.0,10,14,True,,,
2019,2020,4397181.0,8,12,True,,,
2019,2020,4279896.0,13,13,False,,,
2019,2020,3913552.0,16,16,False,,,
2019,2020,4278721.0,13,13,False,,,
2019,2020,4066664.0,14,14,False,,,
2019,2020,4279875.0,10,6,True,,,
2019,2020,4284075.0,4,4,False,,,
2019,2020,4280195.0,6,10,True,,,
2019,2020,4277933.0,6,10,True,,,
2019,2020,4397949.0,3,14,True,,,
2019,2020,4398264.0,13,12,True,,,
2019,2020,4278233.0,11,11,False,,,
2019,2020,4396779.0,3,1,True,,,
2019,2020,4395694.0,17,13,True,,,
2019,2020,4397655.0,6,6,False,,,
2019,2020,4278458.0,14,14,False,,,
2019,2020,3913234.0,17,17,False,,,
2019,2020,4066929.0,2,2,False,,,
2019,2020,4397687.0,8,7,True,,,
2019,2020,4395669.0,14,3,True,,,
2019,2020,4397459.0,13,13,False,,,
2019,2020,3135097.0,6,10,True,,,
2019,2020,3919424.0,5,16,True,,,
2019,2020,4278076.0,9,2,True,,,
2019,2020,4279461.0,13,4,True,,,
2019,2020,4280059.0,12,16,True,,,
2019,2020,4066574.0,10,14,True,,,
2019,2020,4278473.0,3,12,True,,,
2019,2020,4396791.0,7,7,False,,,
2019,2020,4279089.0,2,2,False,,,
2019,2020,4066958.0,4,4,False,,,
2019,2020,4280201.0,14,14,False,,,
2019,2020,3917350.0,9,15,True,,,
2019,2020,4280083.0,3,3,False,,,
2019,2020,4067568.0,10,1,True,,,
2019,2020,3920205.0,6,16,True,,,
2019,2020,4280626.0,12,12,False,,,
2019,2020,4397675.0,8,17,True,,,
2019,2020,4067810.0,2,16,True,,,
2019,2020,4397999.0,3,3,False,,,
2019,2020,4067321.0,16,5,True,,,
2019,2020,4279635.0,3,3,False,,,
2019,2020,3913239.0,10,10,False,,,
2019,2020,4396953.0,14,14,False,,,
2019,2020,3130753.0,10,17,True,,,
2019,2020,4277871.0,11,16,True,,,
2019,2020,4397161.0,11,6,True,,,
2019,2020,4397148.0,15,6,True,,,
2019,2020,4280257.0,13,4,True,,,
2019,2020,4067388.0,11,2,True,,,
2019,2020,3911894.0,12,7,True,,,
2019,2020,4397569.0,3,8,True,,,
2019,2020,3947128.0,10,10,False,,,
2019,2020,3947248.0,6,10,True,,,
2019,2020,4277885.0,2,11,True,,,
2019,2020,4398027.0,12,13,True,,,
2019,2020,4279518.0,10,10,False,,,
2019,2020,4067729.0,13,12,True,,,
2019,2020,4396763.0,3,4,True,,,
2019,2020,4067187.0,13,12,True,,,
2019,2020,4397433.0,12,6,True,,,
2019,2020,4278317.0,11,16,True,,,
2019,2020,4277939.0,17,13,True,,,
2019,2020,4397371.0,9,9,False,,,
2019,2020,4278420.0,15,15,False,,,
2019,2020,4398203.0,1,17,True,,,
2019,2020,4397816.0,10,6,True,,,
2019,2020,4398355.0,11,5,True,,,
2019,2020,3907406.0,7,15,True,,,
2019,2020,4067455.0,7,10,True,,,
2019,2020,4396638.0,16,10,True,,,
2019,2020,4279557.0,10,10,False,,,
2019,2020,4278238.0,12,12,False,,,
2019,2020,4395709.0,14,3,True,,,
2019,2020,3913221.0,7,12,True,,,
2019,2020,4397485.0,3,4,True,,,
2019,2020,4279792.0,13,13,False,,,
2019,2020,4067946.0,4,3,True,,,
2019,2020,4067529.0,6,7,True,,,
2019,2020,4067667.0,1,6,True,,,
2019,2020,3946975.0,6,8,True,,,
2019,2020,4278704.0,7,17,True,,,
2019,2020,4278393.0,6,6,False,,,
2019,2020,4398087.0,15,15,False,,,
2019,2020,4066361.0,14,4,True,,,
2019,2020,4397111.0,7,1,True,,,
2019,2020,4397234.0,12,13,True,,,
2019,2020,4397215.0,15,15,False,,,
2019,2020,3907021.0,4,17,True,,,
2019,2020,4279227.0,0,17,True,,,
2019,2020,4397330.0,6,6,False,,,
2019,2020,3941310.0,13,13,False,,,
2019,2020,4070750.0,12,0,True,,,
2019,2020,4397466.0,6,5,True,,,
2019,2020,4395879.0,12,13,True,,,
2019,2020,4065847.0,3,3,False,,,
2019,2020,4397724.0,16,15,True,,,
2019,2020,3924894.0,4,4,False,,,
2019,2020,4396584.0,13,12,True,,,
2019,2020,4398092.0,6,6,False,,,
2019,2020,4278389.0,9,9,False,,,
2019,2020,4067734.0,13,13,False,,,
2019,2020,4279206.0,13,4,True,,,
2019,2020,4395873.0,13,13,False,,,
2019,2020,4397838.0,0,10,True,,,
2019,2020,4399102.0,11,11,False,,,
2019,2020,4067468.0,13,13,False,,,
2019,2020,4278746.0,6,13,True,,,
2019,2020,4280277.0,11,6,True,,,
2019,2020,3947238.0,9,9,False,,,
2019,2020,4066487.0,7,7,False,,,
2019,2020,3947674.0,14,14,False,,,
2019,2020,3911628.0,4,3,True,,,
2019,2020,4066469.0,4,13,True,,,
2019,2020,4067760.0,4,4,False,,,
2019,2020,3906964.0,15,6,True,,,
2019,2020,4398219.0,5,15,True,,,
2019,2020,4278620.0,6,5,True,,,
2019,2020,4278380.0,16,10,True,,,
2019,2020,3906763.0,4,17,True,,,
2019,2020,3908335.0,1,1,False,,,
2019,2020,4279189.0,3,7,True,,,
2019,2020,3913717.0,16,11,True,,,
2019,2020,4066303.0,1,1,False,,,
2019,2020,4278445.0,15,15,False,,,
2019,2020,4397961.0,8,0,True,,,
2019,2020,4279627.0,2,16,True,,,
2019,2020,4397935.0,1,15,True,,,
2019,2020,4277902.0,10,10,False,,,
2019,2020,4066327.0,9,9,False,,,
2019,2020,4278128.0,2,16,True,,,
2019,2020,4395994.0,8,8,False,,,
2019,2020,3936178.0,11,6,True,,,
2019,2020,4279871.0,11,16,True,,,
2019,2020,4278265.0,9,9,False,,,
2019,2020,4397465.0,6,4,True,,,
2019,2020,4278690.0,7,4,True,,,
2019,2020,4397361.0,3,3,False,,,
2019,2020,4397839.0,16,5,True,,,
2019,2020,4279530.0,16,2,True,,,
2019,2020,4279535.0,4,4,False,,,
2019,2020,4067340.0,4,13,True,,,
2019,2020,4278338.0,3,1,True,,,
2019,2020,4279815.0,15,15,False,,,
2019,2020,3914639.0,12,13,True,,,
2019,2020,4067086.0,14,14,False,,,
2019,2020,4397348.0,7,2,True,,,
2019,2020,4395632.0,7,8,True,,,
2019,2020,3907507.0,16,11,True,,,
2019,2020,3920183.0,13,17,True,,,
2019,2020,4066657.0,14,14,False,,,
2019,2020,4067957.0,15,14,True,,,
2019,2020,4066946.0,12,1,True,,,
2019,2020,4396676.0,10,13,True,,,
2019,2020,4397107.0,7,1,True,,,
2019,2020,4278242.0,8,8,False,,,
2019,2020,4397607.0,8,1,True,,,
2019,2020,4398068.0,2,2,False,,,
2019,2020,4397209.0,10,1,True,,,
2019,2020,4280081.0,0,3,True,,,
2019,2020,3919455.0,13,13,False,,,
2019,2020,4279121.0,4,4,False,,,
2019,2020,4278506.0,15,15,False,,,
2019,2020,3906520.0,3,3,False,,,
2019,2020,4067962.0,16,16,False,,,
2019,2020,4397455.0,0,13,True,,,
2019,2020,4396639.0,12,7,True,,,
2019,2020,4066441.0,14,3,True,,,
2019,2020,4397373.0,16,16,False,,,
2019,2020,4280175.0,8,3,True,,,
2019,2020,3908865.0,6,6,False,,,
2019,2020,4280109.0,7,6,True,,,
2019,2020,4279133.0,13,13,False,,,
2019,2020,4397105.0,11,5,True,,,
2019,2020,4395617.0,6,6,False,,,
2019,2020,4397250.0,6,1,True,,,
2019,2020,4280248.0,11,11,False,,,
2019,2020,4065762.0,1,17,True,,,
2019,2020,4278501.0,10,13,True,,,
2019,2020,4397118.0,3,3,False,,,
2019,2020,3907779.0,9,9,False,,,
2019,2020,3906781.0,2,2,False,,,
2019,2020,4397642.0,5,11,True,,,
2019,2020,4067429.0,14,14,False,,,
2019,2020,3913173.0,15,5,True,,,
2019,2020,4396963.0,13,6,True,,,
2019,2020,4279156.0,16,2,True,,,
2019,2020,4397648.0,10,17,True,,,
2019,2020,4278950.0,5,2,True,,,
2019,2020,4395896.0,0,12,True,,,
2019,2020,4397119.0,0,10,True,,,
2019,2020,4397684.0,13,13,False,,,
2019,2020,4279106.0,16,6,True,,,
2019,2020,4067610.0,12,12,False,,,
2019,2020,4067583.0,6,10,True,,,
2019,2020,4067966.0,6,6,False,,,
2019,2020,4066362.0,5,16,True,,,
2019,2020,4279819.0,3,3,False,,,
2019,2020,3912284.0,16,9,True,,,
2019,2020,4067621.0,17,1,True,,,
2019,2020,4397046.0,9,9,False,,,
2019,2020,3948642.0,4,3,True,,,
2019,2020,4066911.0,14,3,True,,,
2019,2020,3946038.0,7,7,False,,,
2019,2020,4067210.0,7,4,True,,,
2019,2020,4067275.0,3,3,False,,,
2019,2020,4397821.0,6,6,False,,,
2019,2020,4066517.0,11,6,True,,,
2019,2020,3936191.0,13,17,True,,,
2019,2020,4277850.0,1,1,False,,,
2019,2020,4066471.0,1,14,True,,,
2019,2020,3924895.0,9,9,False,,,
2019,2020,4067960.0,16,16,False,,,
2019,2020,4397216.0,16,11,True,,,
2019,2020,4397564.0,9,15,True,,,
2019,2020,3907022.0,15,15,False,,,
2019,2020,4397236.0,10,17,True,,,
2019,2020,3947051.0,12,12,False,,,
2019,2020,4285624.0,9,9,False,,,
2019,2020,4397255.0,4,4,False,,,
2019,2020,3919348.0,7,13,True,,,
2019,2020,4067956.0,7,7,False,,,
2019,2020,4067088.0,6,16,True,,,
2019,2020,4397496.0,7,7,False,,,
2019,2020,4396579.0,6,6,False,,,
2019,2020,4396685.0,16,11,True,,,
2019,2020,4066614.0,5,11,True,,,
2019,2020,4277957.0,10,17,True,,,
2019,2020,4395650.0,1,1,False,,,
2019,2020,4065774.0,3,1,True,,,
2019,2020,4397980.0,16,16,False,,,
2019,2020,4278105.0,15,9,True,,,
2019,2020,4066460.0,4,7,True,,,
2019,2020,4398309.0,0,0,False,,,
2019,2020,4066919.0,4,14,True,,,
2019,2020,4279884.0,3,12,True,,,
2019,2020,3906788.0,8,3,True,,,
2019,2020,4398399.0,7,4,True,,,
2019,2020,4397916.0,7,14,True,,,
2019,2020,4067243.0,0,6,True,,,
2019,2020,4280037.0,1,14,True,,,
2019,2020,4397830.0,11,5,True,,,
2019,2020,3934620.0,15,15,False,,,
2019,2020,4397989.0,7,14,True,,,
2019,2020,3923213.0,11,16,True,,,
2019,2020,4397353.0,3,3,False,,,
2019,2020,4398002.0,12,4,True,,,
2019,2020,3937100.0,17,13,True,,,
2019,2020,4397519.0,7,7,False,,,
2019,2020,4397964.0,12,1,True,,,
2019,2020,3912845.0,16,11,True,,,
2019,2020,4067426.0,13,4,True,,,
2019,2020,4283586.0,8,8,False,,,
2019,2020,4066604.0,15,10,True,,,
2019,2020,4398213.0,6,6,False,,,
2019,2020,4397449.0,5,1,True,,,
2019,2020,4067326.0,15,0,True,,,
2019,2020,4397154.0,2,9,True,,,
2019,2020,4277916.0,7,3,True,,,
2019,2020,4279781.0,3,8,True,,,
2019,2020,3943608.0,7,0,True,,,
2019,2020,4397516.0,16,2,True,,,
2019,2020,4067530.0,7,3,True,,,
2019,2020,4067167.0,11,10,True,,,
2019,2020,3922051.0,13,4,True,,,
2019,2020,4278085.0,1,1,False,,,
2019,2020,4398061.0,7,12,True,,,
2019,2020,4403365.0,12,6,True,,,
2019,2020,4398190.0,16,15,True,,,
2019,2020,4278371.0,3,14,True,,,
2019,2020,4067106.0,10,10,False,,,
2019,2020,4278217.0,1,1,False,,,
2019,2020,3912282.0,16,16,False,,,
2019,2020,4278674.0,10,10,False,,,
2019,2020,3911896.0,2,11,True,,,
2019,2020,4398359.0,3,3,False,,,
2019,2020,4067700.0,15,15,False,,,
2019,2020,4397414.0,4,4,False,,,
2019,2020,4067103.0,10,6,True,,,
2019,2020,4398403.0,13,6,True,,,
2019,2020,4397556.0,5,5,False,,,
2019,2020,4066224.0,11,15,True,,,
2019,2020,4066789.0,7,1,True,,,
2019,2020,4278530.0,5,15,True,,,
2019,2020,4067632.0,1,4,True,,,
2019,2020,3907786.0,10,6,True,,,
2019,2020,4397853.0,0,11,True,,,
2019,2020,4280207.0,4,4,False,,,
2019,2020,4066848.0,13,7,True,,,
2019,2020,4397545.0,16,6,True,,,
2019,2020,4066401.0,2,2,False,,,
2019,2020,4067715.0,13,13,False,,,
2019,2020,4397585.0,16,16,False,,,
2019,2020,4397501.0,1,1,False,,,
2019,2020,4277895.0,1,4,True,,,
2019,2020,4398163.0,4,6,True,,,
2019,2020,3908862.0,5,15,True,,,
2019,2020,4397183.0,13,6,True,,,
2019,2020,3947072.0,15,16,True,,,
2019,2020,3915208.0,10,6,True,,,
2019,2020,4280072.0,10,6,True,,,
2019,2020,4397601.0,13,13,False,,,
2019,2020,4278072.0,12,4,True,,,
2019,2020,4067386.0,7,12,True,,,
2019,2020,4067698.0,17,17,False,,,
2019,2020,4396569.0,6,7,True,,,
2019,2020,4279117.0,2,6,True,,,
2019,2020,3946977.0,1,3,True,,,
2019,2020,4066595.0,17,17,False,,,
2019,2020,4279513.0,6,6,False,,,
2019,2020,4397312.0,5,2,True,,,
2019,2020,4277954.0,7,1,True,,,
2019,2020,4067329.0,14,14,False,,,
2019,2020,3943610.0,17,13,True,,,
2019,2020,4278250.0,11,16,True,,,
2019,2020,4279733.0,7,1,True,,,
2019,2020,4067716.0,6,10,True,,,
2019,2020,4066667.0,10,10,False,,,
2019,2020,4397307.0,13,17,True,,,
2019,2020,4396679.0,1,1,False,,,
2019,2020,4278229.0,9,16,True,,,
2019,2020,4279455.0,4,4,False,,,
2019,2020,3945564.0,15,15,False,,,
2019,2020,4396589.0,3,14,True,,,
2019,2020,4066800.0,3,3,False,,,
2019,2020,4397573.0,10,6,True,,,
2019,2020,4396978.0,10,10,False,,,
2019,2020,4066906.0,16,15,True,,,
2019,2020,4397510.0,5,15,True,,,
2019,2020,4397470.0,6,1,True,,,
2019,2020,4397185.0,13,8,True,,,
2019,2020,4067218.0,16,2,True,,,
2019,2020,3913175.0,3,3,False,,,
2019,2020,4397690.0,3,12,True,,,
2019,2020,3922037.0,12,13,True,,,
2019,2020,4395681.0,10,1,True,,,
2019,2020,3946030.0,13,13,False,,,
2019,2020,4067118.0,17,0,True,,,
2019,2020,4397803.0,13,10,True,,,
2019,2020,4066314.0,13,17,True,,,
2019,2020,4277986.0,3,14,True,,,
2019,2020,4396006.0,15,16,True,,,
2019,2020,4397014.0,7,14,True,,,
2019,2020,4397168.0,6,6,False,,,
2019,2020,4278615.0,6,7,True,,,
2019,2020,4397060.0,7,8,True,,,
2019,2020,4395631.0,1,14,True,,,
2019,2020,4279197.0,15,6,True,,,
2019,2020,4398280.0,1,1,False,,,
2019,2020,4065703.0,4,4,False,,,
2019,2020,4397537.0,10,14,True,,,
2019,2020,4397450.0,4,4,False,,,
2019,2020,4066345.0,12,14,True,,,
2019,2020,4066933.0,14,4,True,,,
2019,2020,4397235.0,12,4,True,,,
2019,2020,4397845.0,1,14,True,,,
2019,2020,3907019.0,9,9,False,,,
2019,2020,4277918.0,4,14,True,,,
2019,2020,4396787.0,15,15,False,,,
2019,2020,4067524.0,4,4,False,,,
2019,2020,4398287.0,16,5,True,,,
2019,2020,4278016.0,1,7,True,,,
2019,2020,4067000.0,11,11,False,,,
2019,2020,4397942.0,2,6,True,,,
2019,2020,4396677.0,3,14,True,,,
2019,2020,4398300.0,13,4,True,,,
2019,2020,4279463.0,15,6,True,,,
2019,2020,4067901.0,3,17,True,,,
2019,2020,4065669.0,17,17,False,,,
2019,2020,4067719.0,14,4,True,,,
2019,2020,4397951.0,13,13,False,,,
2019,2020,4398343.0,13,13,False,,,
2019,2020,4398196.0,3,3,False,,,
2019,2020,4398025.0,16,16,False,,,
2019,2020,4301313.0,3,4,True,,,
2019,2020,4067629.0,5,5,False,,,
2019,2020,4278065.0,15,15,False,,,
2019,2020,4396678.0,3,7,True,,,
2019,2020,4277852.0,1,1,False,,,
2019,2020,4067078.0,16,11,True,,,
2019,2020,4278121.0,5,11,True,,,
2019,2020,4066628.0,10,6,True,,,
2019,2020,4397179.0,6,6,False,,,
2019,2020,4278310.0,3,3,False,,,
2019,2020,4065763.0,2,16,True,,,
2019,2020,4397718.0,6,10,True,,,
2019,2020,4067140.0,2,16,True,,,
2019,2020,4278352.0,14,14,False,,,
2019,2020,4279648.0,9,9,False,,,
2019,2020,4278341.0,4,14,True,,,
2019,2020,4066366.0,4,4,False,,,
2019,2020,4359118.0,11,11,False,,,
2019,2020,4066996.0,16,0,True,,,
2019,2020,4278417.0,13,13,False,,,
2019,2020,4398121.0,0,12,True,,,
2019,2020,4409222.0,1,1,False,,,
2019,2020,4279251.0,7,7,False,,,
2019,2020,4285659.0,1,15,True,,,
2019,2020,4279210.0,1,4,True,,,
2019,2020,4278609.0,16,16,False,,,
2019,2020,4067789.0,13,13,False,,,
2019,2020,4280025.0,10,1,True,,,
2019,2020,4067712.0,4,4,False,,,
2019,2020,3913188.0,1,4,True,,,
2019,2020,4066405.0,6,15,True,,,
2019,2020,4396818.0,2,6,True,,,
2019,2020,4280091.0,13,4,True,,,
2019,2020,4279647.0,15,15,False,,,
2019,2020,4397946.0,11,16,True,,,
2019,2020,4396809.0,3,3,False,,,
2019,2020,3914046.0,5,16,True,,,
2019,2020,4065805.0,14,14,False,,,
2019,2020,3948791.0,17,12,True,,,
2019,2020,4396968.0,5,15,True,,,
2019,2020,4277833.0,7,0,True,,,
2019,2020,4398109.0,8,12,True,,,
2019,2020,4397356.0,4,17,True,,,
2019,2020,4398293.0,8,12,True,,,
2019,2020,4280137.0,4,14,True,,,
2019,2020,4396917.0,13,10,True,,,
2019,2020,4397892.0,2,16,True,,,
2019,2020,4396578.0,1,10,True,,,
2019,2020,4065667.0,17,4,True,,,
2019,2020,4280256.0,5,16,True,,,
2019,2020,4067207.0,9,9,False,,,
