team,num_players,total_current_usage,total_adjusted_usage,current_team_bpm,optimal_team_bpm,bpm_improvement
Baylor,8,150.51843434343434,100.0,4.4519301249506675,5.16902831661964,0.7170981916689723
Penn St.,11,195.0297166248348,100.0,-2.5396874450528997,2.0089640874201837,4.548651532473084
Furman,11,210.27083253037284,99.99999999999999,-5.618468837588358,-0.23510134122103388,5.383367496367324
Marquette,11,197.83722454964388,99.99999999999999,1.6015199796937072,10.176139281815058,8.57461930212135
IU Indy,12,218.3543519571106,100.00000000000001,-12.561791136175112,-3.575297267342773,8.986493868832339
Saint Mary's,10,181.2406044546851,99.99999999999997,5.765863475944049,6.81385732209012,1.0479938461460714
Ball St.,9,182.82885854150848,100.0,-6.742432326619144,1.6964620005773563,8.4388943271965
Arizona St.,10,182.45812906329036,100.0,2.0672339417034333,2.113992416383674,0.046758474680240525
San Jose St.,11,206.3364045836026,100.0,-3.0285801484196164,2.060110476750388,5.088690625170004
Oregon St.,12,240.7344022631367,100.0,-9.66292686911986,-0.923253079310563,8.739673789809297
Washington St.,10,187.58109598287018,100.0,-0.9901521828137254,2.5512437058151267,3.541395888628852
Mississippi Valley St.,11,207.84695555687978,100.00000000000001,-16.01780733261964,-3.8492751950052613,12.168532137614378
Arkansas St.,11,214.2409856321839,100.0,-3.3880141422188186,4.012897988233561,7.4009121304523795
Purdue Fort Wayne,11,197.7839452332657,100.00000000000001,-8.532730971152393,1.0787825185113924,9.611513489663785
UMKC,10,190.18991768859158,99.99999999999999,-14.05561779859735,-3.564486131913594,10.491131666683756
Tulane,8,159.44156190702088,100.00000000000001,-3.6522522309423913,2.427511634304878,6.079763865247269
Georgia,11,206.33552052785925,100.0,5.933367926323066,6.316216676487398,0.3828487501643325
UC San Diego,11,202.70441366497954,100.00000000000003,-1.5145911819326234,2.255943212556357,3.7705343944889806
Duke,9,169.30463018341308,100.00000000000001,12.821567232028539,9.692625735263812,-3.1289414967647264
DePaul,11,192.68949365035223,100.0,-1.2343746180902297,3.387014463017528,4.621389081107758
UCLA,10,169.6588546220804,99.99999999999999,4.492152001708666,5.586079660515021,1.0939276588063551
Abilene Christian,10,204.06357814599195,100.0,-10.921714153422576,-0.33982794712705416,10.581886206295522
Louisiana,9,171.09987010077737,100.0,-7.122984529496845,-0.762032514058939,6.360952015437906
Louisiana Monroe,11,201.01612968191228,100.0,-14.947235808664585,-4.831458407228536,10.115777401436048
La Salle,12,220.31191245716684,99.99999999999997,-5.434942947901852,1.3036176044998302,6.738560552401681
Southern Indiana,11,199.8567301957302,100.0,-10.59561660956975,-2.5692368493574236,8.026379760212327
Indiana St.,12,230.25523056119,100.0,-9.249812990825284,-1.2739302202009992,7.975882770624285
Bucknell,10,185.36445887445885,100.0,-8.192286392234433,-1.7751526158755435,6.417133776358889
Drexel,11,205.69049671592774,100.00000000000001,-6.940686357116398,0.030798648972679775,6.971485006089078
Northeastern,12,216.2740623350225,99.99999999999997,-9.30647205617079,0.222204510996396,9.528676567167187
Monmouth,9,180.58539528347998,100.00000000000001,0.8605722617297342,8.261625432875018,7.401053171145284
North Texas,10,182.8259660722634,100.0,-3.459192211242538,1.2068027306813607,4.665994941923898
Minnesota,7,130.83968413978496,100.00000000000001,2.5841949460452662,5.601496330310039,3.0173013842647727
Navy,10,180.99327205882355,100.0,0.2584147571342189,6.069472672666555,5.811057915532336
UC Riverside,10,180.6161849749451,100.0,-7.381401079000234,-0.7645639600539167,6.616837118946318
Oakland,8,150.40490698071343,100.0,-1.8747952051545769,1.1518076205183052,3.026602825672882
Colgate,10,182.23492986116483,99.99999999999997,-5.6755221134349965,-6.399059631901344,-0.7235375184663475
Tennessee,13,219.55109349441605,100.0,7.324532237306604,9.751390851565263,2.4268586142586592
Virginia Tech,10,186.6065530553035,99.99999999999999,1.2199178003495592,3.910113519761498,2.6901957194119386
Nebraska Omaha,11,217.7728619277591,100.0,-5.495893010881677,2.209056039063479,7.704949049945156
Penn,11,191.86643787247237,100.00000000000001,-1.7413674909355403,4.102884772418802,5.844252263354343
Northern Kentucky,7,143.4933921288204,100.00000000000001,-2.110451489798506,2.0706978603282886,4.181149350126795
UT Arlington,11,198.85784072249592,100.0,-3.9523135339323865,0.4033282398919016,4.3556417738242885
Wyoming,12,220.57338463358627,100.0,-1.9751599609895634,2.6378821596126887,4.613042120602252
Radford,9,165.7484084880637,99.99999999999999,-4.0753040541448735,-0.054157890409972265,4.021146163734901
American,10,181.70707717569783,100.0,-5.784664364605989,1.3894498163023488,7.174114180908338
Florida,12,234.94700025464738,100.0,5.835038948829579,6.7321032867158666,0.8970643378862873
Dayton,11,210.33141725016725,100.0,-0.23895262840539244,4.397295196010105,4.636247824415497
Kennesaw St.,11,205.69064768776778,100.00000000000001,-2.5100612979610664,1.8726602529823464,4.382721550943413
Saint Louis,11,214.44665218360075,100.0,2.923093812727428,3.1977467026387236,0.27465288991129544
Stephen F. Austin,11,200.28642628205128,99.99999999999999,-1.6356134374617384,2.8244552010272463,4.460068638488985
VMI,9,172.5300653099436,100.00000000000001,-13.36650138297781,-2.538242580259446,10.828258802718365
Davidson,11,214.5855268817204,100.00000000000003,0.05793891620306604,4.260267627911779,4.202328711708713
Brown,10,184.57362918660283,99.99999999999999,-5.621466065059804,0.9234307055716927,6.544896770631496
SIU Edwardsville,11,216.20481060446573,100.0,-8.742433729661272,-1.9245547073793876,6.817879022281884
Columbia,10,182.65687179487185,100.0,-4.177462241728833,-1.3842928160759387,2.793169425652894
Nevada,12,213.41615016706928,100.00000000000001,0.59814674137957,3.002447853609355,2.404301112229785
Wofford,9,168.43131984007996,100.0,-6.10263597981623,-1.0050381249385876,5.097597854877643
Dartmouth,10,193.77775000000003,99.99999999999997,-3.0118997275612145,1.564120629596451,4.576020357157665
Lafayette,11,204.75836103901455,100.00000000000001,-14.86070702364655,-1.4740833303885246,13.386623693258025
New Orleans,10,181.8091287878788,100.0,-3.7028837551704763,1.5504373784098073,5.253321133580283
Army,12,220.27189192985207,100.00000000000001,-16.536499572381878,-5.267488120474803,11.269011451907076
Cornell,14,259.5152917649946,100.0,1.8693315648765507,8.409308703971629,6.539977139095078
Colorado St.,11,219.46054723054723,99.99999999999999,-4.479893294904885,1.7556215876201546,6.23551488252504
USC Upstate,9,167.72726929392448,100.0,-4.285103492332744,0.5850255024443481,4.870128994777092
Colorado,11,207.7525514159552,100.0,0.8958139303603065,4.021704711007013,3.1258907806467064
Le Moyne,10,182.06957949308756,99.99999999999999,-6.925549652768467,-0.9922844822600188,5.933265170508449
West Georgia,9,165.04375478927201,100.00000000000001,-6.524960771108451,-0.5034784938387071,6.021482277269744
Jacksonville,12,226.79729274113666,100.00000000000003,-11.689915499853257,-0.31816965524414853,11.371745844609109
Southeast Missouri St.,10,184.27528735632185,100.0,-5.259505748980857,1.9571595869102518,7.216665335891109
South Carolina St.,12,232.40609881422924,100.0,-17.30659086649085,-4.994379401615555,12.312211464875295
Florida Atlantic,12,230.61013002469454,100.0,-3.4905388766152066,3.569653668495201,7.060192545110407
New Hampshire,9,174.76840496540498,99.99999999999997,-9.658467165771643,-2.050339798219207,7.608127367552436
Stetson,12,222.91702615410168,99.99999999999999,-11.144098670935039,-1.2951297148081804,9.848968956126859
Lehigh,8,159.87151232487838,100.0,-6.5514793060067795,0.13113841801711293,6.682617724023893
Georgia St.,11,197.77313764439185,100.0,-6.7027830126182995,-0.43879929446952304,6.2639837181487765
Holy Cross,10,186.60853400363078,99.99999999999997,-8.96150477275537,-2.365013215020728,6.596491557734643
Air Force,14,287.11486473065315,100.0,-3.537879975796799,8.69790661585563,12.235786591652428
Princeton,12,226.15487781052798,99.99999999999999,-11.30185617083557,-1.161371952026708,10.140484218808862
