team,num_players,total_current_usage,total_adjusted_usage,current_team_bpm,optimal_team_bpm,bpm_improvement
Harvard,10,183.9400446818403,100.00000000000001,-5.77498034010832,2.6478730209374426,8.422853361045764
James Madison,11,202.79445457662032,99.99999999999997,-6.998836127479455,-0.2994723957420011,6.699363731737455
Mississippi,13,239.514565070603,99.99999999999997,-2.78575478351692,0.7910839600244441,3.576838743541364
Arkansas Pine Bluff,10,181.61361998793032,99.99999999999997,-12.945742987806234,-1.9434564764876685,11.002286511318566
Wake Forest,10,186.54648351648348,100.00000000000003,2.108286416797071,3.96093373272577,1.852647315928699
Northwestern,12,241.93159889318997,100.0,-4.020198886138366,1.5661456516982444,5.58634453783661
Cal St. Fullerton,10,183.88478886033323,100.0,-3.6723754081450752,0.22849761689638123,3.9008730250414563
Toledo,9,165.18063076036867,99.99999999999999,-1.1271541458613366,2.5839476026890793,3.7111017485504156
Miami FL,8,150.46138372977083,100.00000000000001,6.539093719304647,7.760449620588023,1.221355901283376
Butler,9,172.20480485893415,99.99999999999999,3.344634355571606,3.9136468540477862,0.5690124984761802
Tennessee Martin,12,228.4868788618789,100.0,-6.546274160860542,2.428675544337377,8.974949705197918
North Dakota,11,206.5823123701217,100.00000000000001,-9.355953826771817,-0.9274094745487127,8.428544352223104
Boston College,10,188.8403009516747,99.99999999999997,-4.5241995476569565,2.4327851408114114,6.956984688468368
