Name,Team,cluster,BPM,Height,Usage,AthleteSourceId
Montez Mathis,St. John's,14,1.60745,76.0,15.3,4397250.0
Caleb McConnell,Rutgers,6,4.98325,79.0,18.9,4397249.0
Eric Hunter Jr,Butler,6,1.34024,76.0,16.6,4397243.0
Cameron Healy,Southern Utah,14,0.680122,75.0,19.2,4278203.0
Jermaine Couisnard,Oregon,1,2.64629,76.0,24.5,4396948.0
Colin Castleton,Florida,0,8.05798,83.0,28.2,4397204.0
David DeJulius,Cincinnati,9,3.45159,72.0,23.9,4397202.0
Ricky Lindo Jr.,George Washington,2,2.74909,80.0,18.2,4397186.0
Christian Bishop,Texas,8,5.05044,79.0,20.0,4397037.0
Bryce Golden,Loyola Chicago,15,-3.02169,81.0,22.4,4397026.0
Markeese Hastings,Western Michigan,3,-0.0799889,79.0,17.7,4397025.0
Efe Odigie,SMU,3,-1.8754,81.0,23.6,4397868.0
Greg Williams Jr.,Louisiana,12,5.32606,75.0,18.5,4397123.0
Marcellus Earlington,San Diego,3,0.0204049,79.0,28.8,4397124.0
DeVon Baker,Ohio,1,-2.31495,74.0,19.7,4397802.0
Junior Ballard,Weber St.,1,-2.87859,75.0,19.4,4397365.0
Filip Rebraca,Iowa,2,5.11178,81.0,21.3,4398190.0
Deante Johnson,Cleveland St.,8,2.84471,81.0,14.9,4399102.0
Onyi Eyisi,Cal St. Northridge,16,-7.87238,81.0,18.7,4396816.0
Aljaz Kunc,Iowa St.,12,5.99369,80.0,14.8,4397167.0
Joey Hauser,Michigan St.,12,7.06767,81.0,19.5,4295180.0
Mezie Offurum,James Madison,15,1.7704,80.0,18.8,4396837.0
Riley Grigsby,Seattle,3,-0.108449,78.0,22.8,4396001.0
Jacob Eyman,Portland St.,16,-3.93252,82.0,15.4,4396000.0
Luke Frampton,Western Kentucky,12,1.99205,77.0,13.1,4278350.0
Jared Rodriguez,Idaho St.,3,-0.0381798,80.0,21.8,4278606.0
Zay Williams,Troy,2,3.45824,81.0,20.8,4397711.0
Drue Drinnon,Texas St.,5,-2.12059,73.0,16.2,4397358.0
Vincent Lee,Cal St. Fullerton,8,0.674608,80.0,19.4,4397342.0
Daylen Kountz,Northern Colorado,1,-2.32317,76.0,27.7,4397060.0
Isaac Likekele,Ohio St.,7,2.90243,77.0,15.3,4397045.0
Kendric Davis,Memphis,9,6.35677,72.0,31.4,4397066.0
Kaden Archie,Georgia Southern,7,-3.56288,78.0,22.6,4397065.0
Arashma Parks,Detroit Mercy,16,-3.96332,81.0,12.0,4396652.0
Adam Seiko,San Diego St.,14,3.91938,75.0,12.0,4278704.0
Carte'Are Gordon,Grambling St.,2,4.04018,81.0,23.6,4703164.0
Taevion Kinsey,Marshall,11,4.65464,77.0,26.3,4397537.0
Cory Hightower,Winthrop,3,-0.924258,79.0,23.5,4397655.0
Josiah Jeffers,Radford,5,-2.57038,73.0,25.3,4397819.0
Cam Burrell,Lindenwood,6,1.91175,79.0,19.3,4398312.0
Robin Duncan,Vermont,2,5.15976,77.0,17.9,4396594.0
Ben Stanley,Old Dominion,7,-5.96198,79.0,23.7,4279788.0
Kaosi Ezeagu,Sam Houston St.,16,-0.702499,82.0,16.6,4397867.0
Luke Avdalovic,Pacific,12,2.00168,77.0,12.4,4278644.0
Nik Mains,Northern Arizona,12,-0.127054,80.0,13.8,4278643.0
Nick Guadarrama,FIU,17,-1.03819,77.0,18.2,4396578.0
Jayden Martinez,North Texas,7,0.491496,79.0,18.3,4396579.0
Jack Clark,N.C. State,6,7.27043,80.0,16.4,4397152.0
Ed Croswell,Providence,2,6.32687,80.0,21.3,4397153.0
Jared Kimbrough,Hartford,7,-6.98001,80.0,21.9,4397154.0
Jahvon Quinerly,Alabama,9,2.48714,73.0,23.7,4397132.0
Jalen Slawson,Furman,2,7.71257,79.0,24.7,4398207.0
Daivien Williamson,Wake Forest,14,-0.768916,73.0,16.0,4398180.0
Mike Bothwell,Furman,11,2.89741,75.0,23.5,4398203.0
Isaiah Poor Bear-Chandler,Wichita St.,15,2.89668,81.0,9.9,4396685.0
Tyreese Davis,Eastern Washington,11,1.01127,78.0,19.9,4396697.0
Mason Harrell,Texas St.,1,0.603259,69.0,23.7,4397702.0
Connor Vanover,Oral Roberts,0,6.7012,87.0,21.7,4397052.0
Andre Kelly,UC Santa Barbara,8,0.10981,81.0,17.8,4397051.0
Matt Bradley,San Diego St.,1,4.38955,76.0,25.9,4397049.0
CJ White,Little Rock,1,-2.6177,77.0,17.8,4396639.0
Zion Griffin,Tennessee St.,3,-1.14437,79.0,14.8,5108804.0
Moses Wood,Portland,12,3.14438,80.0,21.2,4396657.0
Jamarius Burton,Pittsburgh,9,2.7399,76.0,25.8,4396677.0
Dexter Dennis,Texas A&M,3,5.90006,77.0,16.8,4396676.0
Tavin Lovan,UAB,6,1.86474,76.0,15.7,4397726.0
Drew Peterson,USC,3,4.68135,81.0,22.7,4397689.0
Quentin Millora-Brown,Vanderbilt,15,3.80258,82.0,12.9,4397691.0
Chris Mullins,William & Mary,5,-2.71449,75.0,18.0,4397690.0
Hunter Marks,Sacramento St.,10,-3.44667,81.0,11.5,4395886.0
Xavier Johnson,Indiana,9,1.33218,75.0,26.2,4395669.0
Jordan Henderson,Canisius,1,-0.0411599,77.0,22.8,4398046.0
Isaiah Kelly,Yale,15,1.11474,79.0,20.0,4398015.0
Chase Audige,Northwestern,6,4.68639,76.0,25.5,4397602.0
L.J. Owens,Delaware,14,-2.94947,75.0,16.5,4397601.0
Allen Betrand,Rider,3,-1.66521,77.0,16.8,4397589.0
Landers Nolley II,Cincinnati,11,5.98772,79.0,25.0,4395684.0
Isaiah Wilkins,Longwood,3,4.09688,76.0,23.6,4395681.0
Jalen Carey,Rhode Island,5,-1.8431,75.0,21.9,4395673.0
Marque Maultsby,North Carolina Central,17,0.225324,75.0,14.4,4396576.0
Francis Okoro,Saint Louis,0,4.25311,81.0,18.7,4397105.0
Zach Chappell,Sacramento St.,1,-1.60451,75.0,23.9,4397395.0
Miles Norris,UC Santa Barbara,12,4.25551,82.0,19.5,4397104.0
Seneca Knight,Illinois St.,3,-1.57194,78.0,21.5,4397398.0
Maizen Fausett,Southern Utah,3,3.03331,78.0,18.4,4397379.0
Israel Barnes,Southeast Missouri St.,17,-2.17914,76.0,18.1,4397388.0
Dima Zdor,UT Rio Grande Valley,15,0.776696,82.0,17.5,4397390.0
Erik Stevenson,West Virginia,9,5.48501,76.0,28.9,4396679.0
Morris Udeze,New Mexico,8,3.025,80.0,23.7,4396681.0
Madiaw Niang,Radford,8,0.644421,82.0,14.4,4397482.0
Logan Johnson,Saint Mary's,6,6.12938,74.0,24.3,4396608.0
Jairus Hamilton,Western Kentucky,3,-0.388767,80.0,18.1,4395617.0
Caleb Catto,Florida Gulf Coast,11,0.596845,77.0,14.4,4396688.0
Zach Scott,McNeese St.,1,-2.61907,76.0,20.3,4396689.0
Liam Robbins,Vanderbilt,0,10.5303,84.0,31.6,4397347.0
Jawaun Newton,Southern Illinois,12,1.50482,75.0,13.3,4397354.0
Shamar Givance,UTEP,9,2.87282,70.0,20.5,4397353.0
Logan Dye,Samford,2,0.832642,81.0,27.9,4398246.0
Coletrane Washington,Drexel,14,-1.71301,76.0,16.5,4397425.0
Ithiel Horton,UCF,1,2.29294,77.0,21.8,4397401.0
Quan McCluney,Queens,17,-2.12977,77.0,19.1,4397385.0
Camren Wynter,Penn St.,11,1.64427,74.0,18.6,4397427.0
Jay Nagle,Idaho St.,17,-0.664367,81.0,11.9,4397643.0
Souleymane Diakite,NJIT,16,-2.0029,81.0,18.8,4396754.0
Kjell de Graaf,NJIT,3,-1.13947,82.0,16.8,4396755.0
Isaiah Burnett,Stonehill,6,2.04361,77.0,23.7,4280089.0
Ahsan Asadullah,Lipscomb,16,-0.972156,82.0,23.5,4278445.0
Cameron Parker,Portland St.,9,3.54573,74.0,24.9,4397999.0
Cameron Wilbon,Sacramento St.,3,-2.45246,77.0,22.6,4397994.0
Zac Watson,Longwood,13,2.49607,79.0,15.9,4397617.0
Jeremiah Gambrell,Prairie View A&M,10,-5.24658,75.0,23.9,4397884.0
Callum McRae,Sacramento St.,8,2.04286,85.0,26.4,4397619.0
Oddyst Walker,Alcorn St.,17,0.618926,74.0,14.8,4398293.0
Trey Woodbury,Utah Valley,9,4.10336,76.0,24.3,4397434.0
Austin Smellie,Idaho St.,14,-0.0215577,77.0,13.1,4397289.0
Foster Loyer,Davidson,9,3.73368,72.0,27.1,4397208.0
Brandon Johns Jr.,VCU,15,1.99014,80.0,22.2,4397206.0
Ethan Wright,Colorado,17,1.66384,75.0,15.4,4398005.0
Drew Friberg,Belmont,12,3.17447,79.0,14.1,4398004.0
Bryan Penn-Johnson,Cal Poly,13,-4.86023,85.0,19.0,4397157.0
Spencer Johnson,BYU,11,5.17104,77.0,16.6,4701219.0
Michael Forrest,Florida Atlantic,11,2.52587,73.0,20.4,4397485.0
Antonio Daye,Coastal Carolina,9,-0.0307279,74.0,27.2,4397500.0
Chris Doherty,Northeastern,8,0.90589,79.0,21.4,4395666.0
Jamal Bey,Washington,6,2.59348,78.0,15.6,4397155.0
Trey Jemison,UAB,0,5.07793,83.0,16.5,4395623.0
Nathan Mensah,San Diego St.,0,8.65137,82.0,16.8,4397371.0
Will Richardson,Oregon,9,4.17681,77.0,21.6,4397101.0
Christian Anigwe,UC Davis,15,0.192498,81.0,25.2,4397396.0
George Maslennikov,Canisius,15,-4.94912,82.0,17.2,4702952.0
Alonzo Sule,James Madison,8,2.66946,79.0,21.0,4280279.0
Ja'Shon Henry,Bradley,8,0.942117,78.0,24.6,4397325.0
Darius McGhee,Liberty,9,8.16494,69.0,33.6,4396745.0
Rasir Bolton,Gonzaga,11,2.9868,75.0,18.3,4397242.0
Elijah Parquet,UNLV,17,0.0877311,76.0,11.3,5107861.0
Nikkei Rutty,Prairie View A&M,16,-1.34002,80.0,10.7,4398408.0
Raheem Solomon,Sacred Heart,10,-5.35888,75.0,23.0,4398403.0
Marcus Hammond,Notre Dame,14,0.773717,76.0,20.3,4398404.0
Tyrel Bladen,Rider,13,1.97988,82.0,13.6,4398396.0
Jalen Pickett,Penn St.,9,10.8812,76.0,29.3,4398390.0
Jake Forrester,Saint Louis,15,2.69129,81.0,21.7,4397009.0
Jerome Hunter,Xavier,8,4.58771,80.0,18.1,4397011.0
Damezi Anderson,Detroit Mercy,12,0.127416,79.0,15.9,4397012.0
Tim Finke,Wright St.,17,0.606142,78.0,16.9,4396017.0
Deshon Parker,Cleveland St.,5,-1.43675,76.0,21.3,4397548.0
Warren Williams,Hofstra,13,3.3804,81.0,22.0,4279701.0
Taurus Samuels,Minnesota,10,-3.18841,73.0,11.0,4397960.0
Markquis Nowell,Kansas St.,9,7.9426,68.0,27.6,4397554.0
Kamani Johnson,Arkansas,8,3.94314,79.0,13.2,4397556.0
Luis Rodriguez,UNLV,6,2.78189,78.0,19.0,4396969.0
Amari Kelly,UNC Wilmington,15,3.09783,81.0,19.6,4396804.0
Carlos Curry,Georgia Southern,8,-3.71099,83.0,16.6,4396966.0
Tyler Harris,South Florida,1,1.50006,69.0,26.5,4396632.0
Alex Lomax,Memphis,6,4.99514,72.0,15.4,4396633.0
Jayden Hardaway,Memphis,14,1.01724,77.0,14.4,4396635.0
Xavier Castaneda,Akron,11,5.49728,73.0,29.4,4396641.0
Michael Durr,UCF,8,3.02094,84.0,15.9,4396642.0
Race Thompson,Indiana,2,4.86049,80.0,19.1,4277947.0
Sir'Jabari Rice,Texas,11,6.88321,76.0,23.4,4280181.0
Warren Washington,Arizona St.,0,6.66782,84.0,18.0,4397093.0
Jaiden Delaire,San Diego,15,-1.63431,81.0,19.5,4397112.0
Keenan Fitzmorris,Stony Brook,15,-2.35654,84.0,21.8,4397113.0
Lukas Kisunas,Denver,13,0.0366071,82.0,20.7,4397116.0
Cormac Ryan,Notre Dame,11,2.75036,77.0,21.0,4397114.0
DaQuan Smith,Radford,1,-0.269404,73.0,24.8,4398347.0
Jarron Coleman,Ball St.,1,0.935785,77.0,24.1,4397811.0
Caleb Fields,Fairfield,1,0.482204,74.0,18.8,4397815.0
Trevon Taylor,Cal Poly,7,-2.50926,78.0,18.4,4397446.0
Matt Herasme,New Hampshire,17,-0.766715,76.0,18.6,4398413.0
Samir Stewart,Manhattan,1,-4.34846,72.0,25.5,4398104.0
Christian Hinckson,Binghamton,3,-1.87744,78.0,17.4,4398106.0
Joey Calcaterra,Connecticut,11,5.96067,75.0,18.1,4280214.0
Jamari Blackmon,Louisiana Monroe,1,-0.520808,72.0,20.6,4396763.0
Nevin Zink,Boston University,8,-3.92808,81.0,18.7,4397839.0
Brandon Martin,Massachusetts,4,-3.57062,77.0,14.6,4397834.0
Bryson Mozone,Georgetown,14,-2.06158,78.0,16.7,4397835.0
DJ Burns,N.C. State,8,2.48828,81.0,27.8,4396933.0
Keyshawn Bryant,South Florida,3,0.0011262,78.0,25.1,4396951.0
Joe Bryant Jr.,Norfolk St.,9,2.14702,73.0,26.9,4398206.0
Deon Stroud,Eastern Washington,17,-4.99032,77.0,20.3,4397866.0
Ty Brewer,UAB,12,3.7523,79.0,17.3,4594149.0
Ethan Igbanugo,Cal St. Northridge,10,-3.89288,74.0,14.8,4278634.0
Aanen Moody,Montana,11,1.11656,75.0,22.8,4278631.0
Blake Hinson,Pittsburgh,3,2.82525,79.0,23.2,4396963.0
KJ Buffen,UAB,2,5.06363,80.0,19.4,4396968.0
Franco Miller Jr.,Florida Gulf Coast,4,-7.52254,75.0,17.7,4396967.0
Tykei Greene,Kansas St.,17,0.74847,76.0,15.9,4398108.0
KC Hankton,Chattanooga,3,-1.19084,79.0,16.9,4397200.0
Brendan Adams,George Washington,11,0.496186,76.0,22.3,4396612.0
Michael Barber,Mississippi Valley St.,7,-3.65817,80.0,22.1,4398165.0
Demarius Jacobs,Ball St.,11,4.63423,74.0,17.5,4397198.0
Jonathan Tchamwa Tchatchoua,Baylor,15,2.98431,80.0,14.6,4397436.0
Fred Thatch Jr.,Saint Louis,6,4.45764,75.0,17.0,4397199.0
Jahbril Price Noel,Wagner,10,-6.10531,79.0,17.7,4397675.0
Ajare Sanni,UC Santa Barbara,1,-3.89639,75.0,21.7,4397676.0
Jimmy Nichols,Coastal Carolina,3,-2.3234,80.0,20.2,4397108.0
DeShaun Wade,Longwood,14,0.229273,74.0,17.1,4396618.0
Joe Kasperzyk,Niagara,5,-6.91304,75.0,23.6,4397945.0
Dibaji Walker,Appalachian St.,3,-1.99339,81.0,17.9,4399103.0
Jayden Gardner,Virginia,8,1.76448,78.0,24.8,4396614.0
Everette Hammond,UMass Lowell,11,2.42448,75.0,22.5,4397833.0
Tolu Smith,Mississippi St.,8,6.04215,83.0,30.3,4397882.0
Brendan Medley-Bacon,North Carolina Central,13,5.07942,84.0,19.3,4398113.0
Justin Steers,Coppin St.,8,-4.25978,79.0,23.6,4398112.0
TJ Moss,Detroit Mercy,5,-3.63934,76.0,17.0,4396947.0
Xavier Pinson,New Mexico St.,9,0.853171,74.0,25.8,4396953.0
Torrence Watson,Elon,3,-3.31868,77.0,21.4,4396952.0
Parker Braun,Santa Clara,15,2.55951,82.0,15.9,4396957.0
Kamaka Hepa,Hawaii,3,2.94557,82.0,18.8,4397080.0
KJ Williams,LSU,2,5.50363,82.0,24.4,4398348.0
Diante Wood,Tennessee Tech,7,-4.37605,76.0,23.9,4395700.0
Jalen Hodge,SIU Edwardsville,14,-3.76344,73.0,14.9,4397575.0
Michael Dunne,Hartford,10,-5.50405,76.0,18.3,4395892.0
Kobe Julien,Louisiana,14,2.50118,78.0,20.5,4397659.0
Jacob Boonyasith,UMBC,1,-1.86378,75.0,19.7,4397587.0
Amanze Ngumezi,Jacksonville St.,7,-3.32884,81.0,24.1,4395720.0
Tye Fagan,Mississippi,1,-3.00596,75.0,17.7,4395719.0
Noah Locke,Providence,14,1.01825,75.0,17.2,4395713.0
Keyontae Johnson,Kansas St.,2,3.75977,78.0,24.7,4395714.0
Tyrone Lyons,Southern,3,-1.45796,79.0,20.5,4398221.0
Trace Young,Jackson St.,7,-3.6379,80.0,24.8,4397447.0
Christian Agnew,Southeastern Louisiana,10,-8.70357,74.0,26.7,4396762.0
Gabe Kalscheur,Iowa St.,11,3.05391,76.0,20.2,4397214.0
Amir Harris,George Washington,4,-1.18285,77.0,9.2,4397216.0
Flo Thamba,Baylor,13,3.24997,82.0,14.5,4395692.0
Osun Osunniyi,Iowa St.,0,7.89624,82.0,23.0,4397224.0
P.J. Byrd,Southern,9,-1.8912,73.0,19.6,4397229.0
Cameron Jones,South Carolina St.,5,-5.99504,78.0,23.4,4398322.0
Jomaru Brown,Coastal Carolina,9,-2.94368,74.0,29.3,4398318.0
Tre King,Iowa St.,6,1.13335,79.0,17.9,4398319.0
Maros Zeliznak,Jacksonville St.,16,-2.00996,83.0,14.5,4398323.0
Cameron Tyson,Seattle,1,-0.374343,75.0,26.8,4397285.0
RayQuawndis Mitchell,UMKC,1,-4.64566,77.0,28.0,4397284.0
Jackson Stormo,Siena,8,0.181681,81.0,22.3,4397697.0
Gus Okafor,Wichita St.,17,0.851255,78.0,15.6,4397641.0
Ludovic Dufeal,Gardner Webb,15,3.05831,80.0,12.0,4397530.0
Trevon Faulkner,Northern Kentucky,14,-1.42581,76.0,18.1,4397774.0
Adrian Nelson,Youngstown St.,2,2.42048,80.0,19.5,4397772.0
Braden Norris,Loyola Chicago,11,0.0808693,72.0,17.4,4397778.0
Nick Honor,Missouri,11,2.40464,70.0,13.6,4396810.0
Harrison Butler,Southern Utah,7,-0.291496,77.0,20.8,4397380.0
Serrel Smith Jr.,South Florida,14,-0.232822,76.0,15.8,4397185.0
Austin Rotroff,Duquesne,13,4.81003,82.0,18.9,4396806.0
Jaylin Andrews,Loyola MD,3,-1.51716,76.0,18.8,4398132.0
Kenneth Jones,Loyola MD,9,-1.96745,72.0,22.2,4398136.0
Tray Maddox Jr.,Western Michigan,1,-0.648735,76.0,22.1,4397779.0
Malik Martin,Rhode Island,3,1.59847,78.0,15.4,4397470.0
Cooper Robb,Eastern Kentucky,14,2.0618,73.0,12.3,4397469.0
Jaylen Sebree,Tennessee Tech,3,1.93596,79.0,24.7,4397481.0
Dravon Mangum,Louisiana Tech,12,0.111113,80.0,14.8,4397471.0
Zep Jasper,Auburn,10,0.790619,73.0,8.6,4311618.0
Calvin Wishart,UC Santa Barbara,11,1.28624,74.0,16.3,4397521.0
Elijah McCadden,Memphis,15,3.01185,77.0,16.3,4397519.0
Nelson Phillips,Troy,6,4.76206,75.0,24.3,4397533.0
Jared Bynum,Providence,1,1.79747,70.0,20.8,4397194.0
Jake Wojcik,Fairfield,10,-3.8587,77.0,16.1,4397191.0
Souleymane Koureissi,Radford,16,-6.59811,82.0,18.8,4397190.0
Andre Gustavson,Richmond,12,0.736045,77.0,9.9,4397193.0
Matt Grace,Richmond,12,2.31466,81.0,17.0,4397192.0
Tre Wood,LIU,5,-7.12893,73.0,21.0,4397160.0
Joey Baker,Michigan,14,2.06515,79.0,17.0,4395624.0
Blake Preston,Liberty,13,5.42632,81.0,21.4,4396747.0
Myles Dread,Penn St.,12,3.71929,76.0,13.0,4397239.0
Ryan Young,Duke,13,9.18969,82.0,18.5,4397232.0
Miller Kopp,Indiana,12,4.29756,79.0,10.9,4397231.0
Luther Muhammad,Arizona St.,1,-2.817,75.0,20.7,4397234.0
Pete Nance,North Carolina,3,3.921,83.0,17.7,4397233.0
Justin Ahrens,Loyola Marymount,14,-0.40556,78.0,13.8,4397236.0
