Name,Team,cluster,BPM,Height,Usage,AthleteSourceId
Ryan Rapp,Hawaii,3,-0.406502,77.0,17.9,4433062.0
Noah Williams,James Madison,7,-5.38607,77.0,17.9,4432850.0
Tylan Pope,Texas St.,2,0.200479,78.0,28.6,4593827.0
Chase Hunter,Clemson,11,6.11597,75.0,23.4,4592184.0
Ken Evans Jr.,Florida Atlantic,10,-0.545955,77.0,13.9,4594079.0
John Buggs III,East Tennessee St.,14,-0.656622,74.0,16.0,4592451.0
Khalif Battle,Gonzaga,11,5.59262,77.0,21.7,4431719.0
Josh Corbin,UNC Wilmington,10,-1.9102,75.0,14.8,4592773.0
Dante Wilcox,FIU,7,-5.17877,78.0,13.5,4432143.0
Christian Ings,Norfolk St.,11,-2.78052,74.0,23.2,4431996.0
Oumar Ballo,Indiana,13,8.59142,84.0,22.8,4594109.0
Keeshawn Barthelemy,Oregon,11,5.24453,73.0,17.5,5105621.0
Ben Wight,Stony Brook,15,-1.57527,81.0,18.2,4433119.0
Julian Rishwain,UNLV,14,4.79454,78.0,15.3,4431875.0
Anthony Selden,Gardner Webb,3,-2.84899,78.0,25.2,4592663.0
Gerald Drumgoole Jr.,George Washington,1,-1.77168,77.0,23.1,4431833.0
Tyem Freeman,Illinois Chicago,12,1.96847,77.0,17.6,4897194.0
Ryan Wade,Green Bay,14,-4.10398,74.0,14.4,4593091.0
Nate Lliteras,North Florida,12,0.676491,78.0,17.5,4432036.0
Addison Patterson,Northwestern St.,9,1.21644,79.0,28.3,4592404.0
KyKy Tandy,Florida Atlantic,14,1.04176,74.0,16.0,4592606.0
Josh Cohen,USC,2,5.52723,82.0,22.3,4593120.0
Dieonte Miles,Morehead St.,16,-2.99347,84.0,17.4,4431781.0
Benjamin Bosmans-Verdonk,South Carolina,16,-1.46284,80.0,15.0,4592607.0
Sabry Philip,Stony Brook,4,-7.33823,76.0,12.4,4432078.0
Rick Issanza,Loyola Marymount,13,1.05847,85.0,11.1,4592217.0
Miles Jones,UNC Greensboro,4,-1.05858,78.0,11.9,4592762.0
Emmanuel Kuac,Detroit Mercy,7,-4.78861,79.0,21.5,4593069.0
Omar Croskey,South Carolina St.,6,1.04051,78.0,23.2,5182338.0
Zach Freemantle,Xavier,2,6.24076,81.0,26.0,4432869.0
Romelle Mansel,Jackson St.,7,0.152303,81.0,19.4,4431835.0
DK Thorn,UT Rio Grande Valley,11,1.23635,76.0,19.1,4594033.0
Juwan Gary,Nebraska,3,4.36734,78.0,22.7,4431707.0
PJ Fuller II,Cal St. Northridge,5,-2.29444,76.0,20.6,4431717.0
Diante Smith,UT Arlington,3,-1.44873,79.0,21.8,4431819.0
Taryn Todd,Arkansas St.,9,2.1007,77.0,26.9,4592288.0
Dontaie Allen,Wyoming,10,-0.851931,78.0,18.8,4431741.0
Mylik Wilson,Houston,6,10.0416,75.0,20.2,4432902.0
Micah Thomas,Northwestern St.,1,-1.32049,72.0,22.8,4897467.0
Michael Christmas,Longwood,14,-0.845882,78.0,19.2,4431827.0
Rashaun Agee,USC,2,7.31447,80.0,21.3,4593815.0
Brice Williams,Nebraska,11,5.12187,79.0,27.6,4592843.0
Kadin Shedrick,Texas,0,7.12656,83.0,16.6,4431710.0
K'mani Doughty,Indiana St.,12,0.40214,77.0,16.8,4432969.0
Dajuan Harris Jr.,Kansas,9,5.03819,74.0,18.0,4431983.0
Ethan Brittain-Watts,Ball St.,14,-2.74507,73.0,13.5,4431909.0
Brandon Newman,Oklahoma St.,6,2.22156,77.0,18.9,4592726.0
Jared Coleman-Jones,San Diego St.,15,1.88643,82.0,17.0,4702730.0
Austin Johnson,Long Beach St.,8,-3.92766,81.0,17.4,4592959.0
Noah Waterman,Louisville,17,1.02569,83.0,16.6,4593355.0
Justin Hohn,UC Irvine,5,0.153946,73.0,24.4,4433009.0
Alejandro Vasquez,UAB,1,-1.44291,76.0,23.0,4592489.0
Mark Freeman,James Madison,1,-0.694533,70.0,28.9,4432988.0
T.J. Weeks Jr.,Rider,11,0.899641,76.0,20.0,4433108.0
Damian Dunn,Pittsburgh,11,1.17154,77.0,19.6,4431946.0
Greg Gantt Jr.,UNC Asheville,8,0.85833,80.0,11.4,4431711.0
Dexter Akanno,Utah St.,14,2.37313,77.0,13.9,4431877.0
Raymond Somerville,Delaware St.,16,-2.82881,83.0,13.4,4432115.0
Justin Bieker,Utah Tech,10,-3.3391,77.0,16.5,4593799.0
Isaiah Hawthorne,Northern Colorado,3,1.19463,80.0,25.7,4431975.0
Rylan Jones,Samford,11,2.13065,73.0,20.2,4431751.0
Keeshawn Kellman,Florida Gulf Coast,2,-0.317741,81.0,25.8,4597867.0
Jesus Carralero Martin,Bethune Cookman,6,1.78632,79.0,14.4,4592654.0
Nick Fiorillo,Vermont,3,-0.418369,79.0,19.2,4592946.0
Jae'Lyn Withers,North Carolina,2,5.32807,81.0,16.8,4431740.0
Yusuf Jihad,Eastern Michigan,14,-7.12924,79.0,20.0,4593347.0
Nate Ferguson,Drake,8,-5.39909,80.0,18.4,4432981.0
Joseph Yesufu,West Virginia,14,0.28715,72.0,17.7,4431856.0
Chase Johnston,High Point,14,3.87778,75.0,12.8,4612709.0
Connor Withers,Bryant,6,2.69258,79.0,16.6,4592914.0
Jovan Blacksher Jr.,California,1,0.608896,71.0,20.0,4431826.0
John Tonje,Wisconsin,11,7.84818,77.0,26.8,4593043.0
Fletcher Abee,UNC Asheville,10,-3.52591,76.0,14.1,4432931.0
Caleb Grill,Missouri,12,9.78696,75.0,19.6,4431973.0
Moulaye Sissoko,North Texas,13,3.01105,81.0,15.8,4431824.0
Matthew Van Komen,Elon,0,4.13449,88.0,14.1,4432858.0
Damari Monsanto,UTSA,14,1.85915,78.0,17.3,4432916.0
Ben Hendriks,Ball St.,13,-2.96602,82.0,14.7,4593398.0
Nick Johnson,Winthrop,6,1.07366,76.0,22.4,4593988.0
B. Artis White,Richmond,1,-1.43511,70.0,16.7,4432137.0
J'Wan Roberts,Houston,8,8.30628,80.0,21.7,4433068.0
Akrum Ahemed,UNC Greensboro,10,-3.67451,75.0,18.9,4593147.0
Jordan Brinson,Cal St. Northridge,4,-1.91951,74.0,14.5,4432899.0
Lok Wur,Grand Canyon,6,3.75825,80.0,17.1,4565434.0
C.J. Walker,East Carolina,3,-2.09124,80.0,24.7,4592403.0
Avery Felts,Arkansas St.,10,1.64485,74.0,10.8,4431959.0
Joe Pridgen,Montana,2,2.33678,77.0,20.7,4432092.0
Brycen Goodine,Oklahoma,14,4.16293,76.0,14.2,4431716.0
DeAntoni Gordon,Southern Miss,15,-1.27725,80.0,16.4,4431789.0
Patrick McCaffery,Butler,14,3.17282,81.0,16.2,4432836.0
Essam Mostafa,Middle Tennessee,2,6.32584,81.0,24.0,4433052.0
Brendan Wenzel,TCU,10,1.1046,80.0,15.3,4433110.0
Eric Dixon,Villanova,11,4.55317,80.0,32.9,4431718.0
Denijay Harris,Southern Miss,8,-2.04686,79.0,24.4,4593268.0
Ques Glover,Ohio St.,10,-1.84724,72.0,18.9,4592827.0
Harlond Beverly,Wichita St.,6,1.52061,77.0,20.1,4431701.0
Shereef Mitchell,Ohio,9,-0.029453,73.0,23.4,4432059.0
Cameron Shockley-Okeke,Howard,12,-2.55601,78.0,18.8,4593296.0
Kvonn Cramer,Bryant,15,1.45839,78.0,19.6,4592957.0
Tariq Ingraham,Rider,8,-0.30512,81.0,22.5,4431995.0
Steve Settle,Temple,2,4.1593,82.0,17.0,4704043.0
"Wayne Bristol, Jr.",Hampton,3,-1.44583,78.0,18.7,4593375.0
Caleb Stone-Carrawell,Loyola Marymount,1,-2.52769,79.0,23.8,4592841.0
Ahmir Langlais,Tennessee St.,8,-3.3415,81.0,19.6,4593724.0
Lance Terry,Georgia Tech,11,1.9415,74.0,20.1,4432121.0
Carlos Paez,Southeastern Louisiana,14,0.295194,71.0,15.0,4433055.0
Mason Gillis,Duke,12,7.19215,78.0,13.7,4431753.0
Issac McBride,Oral Roberts,11,-0.173672,72.0,27.2,4431769.0
Malcolm Wilson,Queens,0,4.76132,84.0,12.3,4595429.0
Mikal Dawson,Marshall,14,0.100742,77.0,19.8,4609661.0
Chris Moore,Auburn,17,4.10469,78.0,7.7,4433200.0
Marcus Dockery,Howard,11,-2.8142,74.0,20.1,4433580.0
Nico Galette,Youngstown St.,6,2.97893,78.0,22.2,4703183.0
Fidelis Okereke,Cal St. Bakersfield,16,0.732106,78.0,16.6,4702496.0
Mwani Wilkinson,Little Rock,3,0.60136,77.0,19.1,4567590.0
DJ Davis,Washington,14,-0.478863,73.0,17.8,4702628.0
Josh Ogundele,Tennessee St.,13,-0.925092,84.0,24.7,4433231.0
Laurynas Vaistaras,Mercer,17,-5.73028,78.0,16.0,4702005.0
Dylan Addae-Wusu,Seton Hall,9,1.72488,76.0,23.6,4590361.0
Jordan Wood,Stetson,3,-1.54338,81.0,21.6,4704048.0
Martaz Robinson,Delaware St.,1,-2.1764,74.0,25.6,4703996.0
Noel Brown,St. Bonaventure,15,0.819227,83.0,20.9,4700963.0
Ishmael Leggett,Pittsburgh,6,2.93959,75.0,23.4,4606837.0
Carlos Rosario,Oral Roberts,7,-5.98139,79.0,14.8,4702465.0
Matthew Nicholson,Northwestern,0,7.8901,84.0,12.6,4702289.0
Ricardo Wright,Kennesaw St.,17,-5.04946,76.0,22.0,4703831.0
Viktor Lakhin,Clemson,2,9.33597,83.0,25.8,4701192.0
Toneari Lane,Georgia St.,14,-1.08271,77.0,18.0,4702226.0
Kelton Talford,Winthrop,13,2.94821,79.0,24.0,4576140.0
Ray Harrison,Grand Canyon,1,-0.0897111,76.0,18.6,4702195.0
Trae Broadnax,Rice,9,0.694222,76.0,25.0,4702522.0
Jeremiah Williams,Rutgers,6,2.17278,76.0,18.2,4701222.0
Quincy Ademokoya,South Florida,17,-2.80851,78.0,15.1,4602022.0
Jordan Davis,Illinois St.,14,-0.161038,76.0,12.5,4433242.0
Nick McMullen,Georgia St.,8,-1.98681,80.0,18.6,4703266.0
Connor Kochera,Davidson,11,0.482499,77.0,22.1,4585606.0
Yuri Covington,UMass Lowell,14,-4.78731,73.0,18.9,4702871.0
Andre Mulibea,Coastal Carolina,17,-2.77295,78.0,15.7,4701246.0
Keishon Porter,North Carolina Central,6,-1.3487,77.0,18.6,4702212.0
Joe Anderson,Lipscomb,11,5.14317,72.0,18.9,4703811.0
Alexander Nwagha,Northeastern,0,2.01261,79.0,14.1,4610401.0
Nique Clifford,Colorado St.,2,10.4147,78.0,27.9,4702384.0
Mason Madsen,Utah,11,3.57209,76.0,22.4,4581506.0
Gabe Madsen,Utah,11,1.81689,78.0,24.4,4432753.0
Jahmyl Telfort,Butler,11,4.08734,79.0,24.1,4702785.0
Drake Dobbs,St. Thomas,11,1.97032,74.0,18.6,4700845.0
Isaiah Johnson,Portland St.,15,1.35787,78.0,17.9,4702389.0
Donovan Newby,UNC Wilmington,1,2.06562,73.0,22.0,4702932.0
Keon Ambrose-Hylton,SMU,15,1.44856,80.0,15.4,4702178.0
Vasja Pandža,Seattle,4,-5.46089,80.0,13.8,4702010.0
DeMarr Langford Jr.,Albany,8,0.166078,76.0,16.7,4433165.0
Kasen Harrison,Winthrop,9,-0.25239,74.0,21.9,4703629.0
Jamari Sibley,Southern Utah,17,-2.4295,80.0,14.0,4433168.0
Jahlil White,La Salle,6,0.259273,79.0,22.1,4432514.0
Caleb Love,Arizona,11,5.8182,76.0,24.0,4433144.0
Hayden Curtiss,Portland St.,15,0.873239,83.0,13.6,4701202.0
Collin Holloway,Samford,7,-2.55223,78.0,20.4,4701559.0
Coleman Hawkins,Kansas St.,6,6.84972,82.0,22.5,4432976.0
Jackson Sivills,Wofford,12,0.635031,78.0,19.8,4590401.0
Ze'rik Onyema,Texas,13,4.35986,81.0,16.1,4703082.0
Josh Taylor,East Texas A&M,15,0.829494,80.0,15.5,4702889.0
Klemen Vuga,Arkansas Pine Bluff,7,-9.92407,81.0,23.7,4703428.0
Giancarlo Rosado,Charlotte,2,-0.846498,80.0,23.8,4585611.0
Will Soucie,North Alabama,3,-0.561944,77.0,18.4,4613134.0
Chad Baker-Mazara,Auburn,11,8.93367,79.0,22.0,4897532.0
Deivon Smith,St. John's,6,4.87269,73.0,20.6,4433184.0
Andersson Garcia,Texas A&M,2,10.1193,79.0,13.4,4702431.0
Luis Kortright,Washington,17,-3.08906,75.0,20.2,4703435.0
Tymu Chenery,Binghamton,3,-0.507549,78.0,22.7,4703434.0
Jayson Woodrich,Oakland,17,-3.2129,79.0,16.5,4702699.0
Mabor Majak,Coastal Carolina,16,-7.3185,85.0,11.9,4433216.0
Deven Dahlke,San Diego,11,-1.25912,74.0,14.6,4703095.0
Noah Farrakhan,Hampton,1,-0.000708166,73.0,26.0,4432203.0
Anwar Gill,Howard,5,-3.75688,76.0,19.8,4700969.0
Robby Beasley,San Francisco,17,0.197887,75.0,10.2,4432435.0
Dean Reiber,Charlotte,17,-3.3892,82.0,15.6,4581507.0
Jhamir Brickus,Villanova,11,2.8313,71.0,18.9,4700970.0
Terell Strickland,LIU,5,-2.38938,72.0,20.8,4702767.0
Terrence Edwards Jr.,Louisville,11,3.64609,78.0,25.5,4702766.0
Rondel Walker,North Texas,6,5.13113,78.0,10.3,4433163.0
Michael Thomas,Louisiana,5,-3.85024,73.0,18.9,4702105.0
Matthew-Alexander Moncrieffe,Seattle,8,1.00109,80.0,28.8,4610395.0
Luke O'Brien,Georgia Tech,12,-0.157123,80.0,14.5,4702380.0
Tyree Ihenacho,Washington,17,0.225747,76.0,13.0,4702666.0
Mike Bekelja,Kent St.,10,1.26386,72.0,6.3,4700874.0
Jalen Speer,Marshall,1,-1.2345,73.0,19.0,4704015.0
Robert Jeter IV,Southern Utah,4,-7.82432,72.0,8.4,4702621.0
Nate Martin,Marshall,2,2.41763,80.0,19.1,4702068.0
Dylan Dawson,Texas St.,10,-4.09683,75.0,18.6,4702066.0
Jordan Meka,Monmouth,16,0.820338,80.0,9.6,4432485.0
Javonte Brown,Rhode Island,13,3.75308,84.0,17.9,4702024.0
Shannon Grant,Jackson St.,13,0.717539,82.0,19.8,4703815.0
Terren Frank,Campbell,7,-3.60507,80.0,23.9,4433146.0
Malachi Poindexter,Illinois St.,14,-1.80422,75.0,16.0,4701986.0
Bryce Thompson,Oklahoma St.,1,0.749707,78.0,23.4,4432200.0
Tyon Grant-Foster,Grand Canyon,6,2.64872,79.0,29.7,4700527.0
Latrell Jossell,North Texas,1,0.976264,71.0,20.2,4601284.0
Andrew Carr,Kentucky,2,8.02663,83.0,18.4,4702743.0
Ebenezer Dowuona,James Madison,13,0.297756,83.0,10.0,4432447.0
Trey Galloway,Indiana,5,0.662666,77.0,21.0,4432315.0
Aziz Bandaogo,Cincinnati,13,6.40474,84.0,14.0,4703576.0
Bowen Born,Colorado St.,11,1.86711,71.0,19.3,4703913.0
Kobe Stewart,Presbyterian,3,0.660677,79.0,22.9,4702196.0
Nendah Tarke,Towson,6,-0.430745,76.0,25.0,4704077.0
Kendall Munson,Jacksonville,8,-1.71397,80.0,23.0,4433229.0
London Riley,Alabama A&M,10,-7.20985,75.0,11.8,4703107.0
Andrew Welage,Wright St.,14,-3.09366,78.0,14.4,4702995.0
Jalen Leach,Northwestern,11,3.72117,76.0,22.8,4702945.0
Ra'Heim Moss,Oregon,4,0.209127,76.0,11.9,4703538.0
Jonathan Aybar,FIU,7,-1.98461,81.0,22.9,4700854.0
Lynn Kidd,Miami FL,13,2.28424,82.0,18.1,4701224.0
Dawson Garcia,Minnesota,2,5.09322,83.0,26.0,4432188.0
Terrell Ard Jr.,Mount St. Mary's,2,2.27037,79.0,25.0,4703134.0
Monty Bowser,Northern Arizona,17,-4.68895,79.0,14.9,4591258.0
Grant Huffman,Vanderbilt,6,3.42665,75.0,12.0,4432522.0
Abou Ousmane,Oklahoma St.,2,4.24331,82.0,25.5,4702773.0
Dayvion McKnight,Xavier,9,2.19878,72.0,17.8,4574710.0
Vukasin Masic,Portland,1,-1.15864,77.0,20.3,4702764.0
Brent Davis,LIU,6,1.48183,75.0,14.2,4703801.0
Yame Butler,Drexel,3,0.147789,77.0,22.5,4700880.0
Anthony Roy,Green Bay,11,6.40319,77.0,32.4,4701189.0
Graham Ike,Gonzaga,2,8.76531,81.0,30.3,4703396.0
Chance McMillian,Texas Tech,12,8.26644,74.0,16.8,4702027.0
Jaxson Robinson,Kentucky,14,5.08248,78.0,19.6,4702528.0
Hayden Hefner,Texas A&M,17,4.20253,78.0,15.1,4433279.0
Quincy Ballard,Wichita St.,13,6.47664,83.0,13.5,4683134.0
Pat Suemnick,Oklahoma St.,16,-0.3138,80.0,14.6,4703002.0
Kam Farris,Bryant,10,-7.01156,75.0,18.1,4702996.0
Enoch Cheeks,Dayton,6,6.21812,75.0,19.0,4703000.0
John Shanu II,Eastern Michigan,16,-3.51057,83.0,8.9,4703097.0
Devin Askew,Long Beach St.,9,-0.782547,77.0,31.3,4702467.0
Xavier DuSell,Nevada,14,0.767583,77.0,15.1,4703394.0
Moussa Cisse,Memphis,0,4.62717,84.0,18.4,4701208.0
Tytan Anderson,Northern Iowa,2,5.3455,78.0,26.8,4703914.0
Markhi Strickland,Western Michigan,7,-3.38454,80.0,21.0,4432494.0
Modestas Kancleris,Illinois Chicago,13,3.80764,81.0,19.9,4701556.0
Beon Riley,Utah Tech,3,-0.674345,78.0,23.7,4702505.0
Ryan Kalkbrenner,Creighton,2,11.0027,85.0,22.3,4576060.0
Rollie Worster,Nebraska,6,2.73722,76.0,17.1,4701995.0
Darlinstone Dubar,Tennessee,3,3.14411,78.0,19.6,4598640.0
Julian Larry,Texas,5,-0.111332,75.0,16.3,4703907.0
Yacine Toumi,Seton Hall,7,-1.87516,82.0,17.5,4702598.0
Jaden Walker,Texas A&M Corpus Chris,6,0.873515,77.0,17.5,4433024.0
Collin Moore,Grand Canyon,6,4.85852,76.0,15.6,4702110.0
Cam Bryant,Mercer,17,-3.01953,79.0,11.7,4702115.0
Eugene Brown III,Georgia Southern,17,-3.39477,80.0,13.6,4433179.0
Melvyn Ebonkoli,UMKC,16,-3.16006,80.0,15.5,4703977.0
Kenny Hunter,Texas Southern,16,-3.95191,82.0,19.1,4432313.0
Toby Okani,West Virginia,17,1.85911,80.0,19.0,4700873.0
Tyson Acuff,Rutgers,14,1.05695,76.0,16.4,4606831.0
Dezmond McKinney,Bellarmine,9,-4.10994,72.0,21.3,4702669.0
Kaden Metheny,Liberty,14,1.77499,71.0,20.9,4703572.0
Zion Bethea,Pepperdine,10,-2.63767,75.0,17.9,4433577.0
David Green,Rhode Island,3,1.03883,79.0,21.8,5174623.0
Brandyn Talbot,UT Arlington,14,-2.10547,76.0,14.2,4702054.0
Abdou Tsimbila,Fordham,0,-1.67356,81.0,17.1,4702329.0
Leo Colimerio,Queens,11,1.16678,79.0,22.5,4703241.0
Braxton Meah,Nebraska,13,2.95658,85.0,13.5,4703242.0
CJ Huntley,Appalachian St.,3,1.39605,83.0,23.1,4702602.0
Tramon Mark,Texas,3,2.72805,77.0,20.0,4432243.0
Max Murrell,UC Santa Barbara,12,0.0959558,81.0,15.6,4585601.0
Michael O'Connell,N.C. State,1,0.718125,74.0,15.0,4683635.0
Daniel Foster,Nevada,15,0.725957,78.0,10.9,4702876.0
Eddie Lampkin,Syracuse,2,4.95385,83.0,20.8,4433191.0
Jordan Ivy-Curry,UCF,11,3.68115,75.0,20.7,4703122.0
Davion Bradford,East Tennessee St.,16,-7.03595,84.0,16.9,4700530.0
Caleb Dorsey,William & Mary,3,0.46009,80.0,22.2,4581505.0
Jalen Terry,Eastern Michigan,11,0.466779,72.0,22.0,4702387.0
Joshua O'Garro,Texas St.,3,0.628566,78.0,16.4,4684167.0
Lance Ware,UT Arlington,8,1.29094,82.0,23.0,4433152.0
Jakari Spence,Jacksonville,5,-2.378,72.0,20.3,4703003.0
Ty Berry,Northwestern,14,4.25516,75.0,17.5,4702288.0
Kentrell Garnett,Louisiana,14,-0.954536,73.0,15.8,4702106.0
Judah Brown,South Alabama,12,-0.501746,78.0,18.3,4433193.0
Nate Heise,Iowa St.,12,6.89064,77.0,11.1,4703912.0
Justin Hill,Wichita St.,1,-0.486224,72.0,24.1,4702127.0
Chaunce Jenkins,Seton Hall,1,-0.33536,76.0,23.7,4701236.0
Brandon Stroud,South Florida,6,1.36147,78.0,22.8,4433177.0
Niko Rocak,UC Davis,0,4.81558,81.0,13.3,4702596.0
John Hugley IV,Xavier,15,-1.79971,83.0,18.8,4432897.0
Noah Collier,William & Mary,2,1.24382,80.0,25.7,4432204.0
Femi Odukale,Minnesota,6,3.33482,78.0,18.7,4701839.0
Colin Granger,Coastal Carolina,15,-4.25166,81.0,22.9,4585598.0
Jalin Anderson,Incarnate Word,9,-1.42856,75.0,28.4,4701211.0
Christian Shumate,McNeese St.,13,5.15013,78.0,18.1,4701228.0
Woody Newton,George Mason,7,2.11569,81.0,17.0,4601285.0
Max Burchill,South Dakota,10,-0.507965,76.0,10.6,4702649.0
Mawot Mag,BYU,12,6.20345,79.0,13.6,4602948.0
Kobe Elvis,Oklahoma,11,1.15947,73.0,18.8,4683135.0
Myles Wilmoth,Siena,7,-0.730144,81.0,15.0,4433560.0
Chuck Harris,SMU,11,2.46772,74.0,21.9,4701551.0
Boubacar Coulibaly,Pepperdine,13,4.25338,82.0,17.7,4433495.0
Kyndall Davis,Louisiana,17,-0.755444,77.0,17.8,4703205.0
Brandon Noel,Wright St.,2,1.56431,80.0,25.4,4702994.0
Alex Huibregtse,Wright St.,14,-1.22986,75.0,20.1,4702993.0
Eduardo Andre,West Virginia,0,8.61406,83.0,15.9,4702281.0
Dain Dainja,Memphis,13,4.88859,81.0,26.2,4432189.0
Noble Crawford,Chicago St.,5,-2.96827,77.0,24.1,4703207.0
Lu'cye Patterson,Minnesota,1,0.652534,74.0,21.4,4703979.0
Nelly Joseph,New Mexico,0,5.86491,81.0,22.1,4703015.0
LJ Cryer,Houston,11,8.39849,73.0,22.3,4433149.0
Xavier Lipscomb,Mount St. Mary's,5,-1.96549,74.0,14.7,4702218.0
Dawson Baker,BYU,11,3.57285,75.0,21.0,4702626.0
Isaiah Wilson,Winthrop,5,-4.43976,73.0,13.2,4700973.0
Zaakir Sawyer,Prairie View A&M,6,-2.90336,77.0,15.7,4702090.0
Zed Key,Dayton,13,2.54956,80.0,21.0,4432401.0
Cameron Matthews,Mississippi St.,6,7.83535,79.0,17.5,4432394.0
Tony Toney,UAB,14,1.89758,74.0,12.6,4703133.0
Chaz Lanier,Tennessee,11,4.54763,77.0,24.9,4700852.0
Jacob Crews,Missouri,14,2.19097,80.0,19.5,4432515.0
Corey McKeithan,La Salle,1,0.267474,74.0,21.7,4433243.0
Desmond Polk,SIU Edwardsville,17,-2.93738,76.0,12.8,4432527.0
Paris Dawson,Seattle,1,1.33249,74.0,20.2,4702138.0
Keith Lamar,Stephen F. Austin,4,-6.28189,79.0,18.9,4585609.0
Te'Jon Sawyer,Montana,15,1.48725,80.0,18.7,4702042.0
Shamir Bogues,Vermont,6,1.32164,76.0,22.5,4705380.0
"Carlton Linguard, Jr.",San Francisco,15,3.37749,84.0,20.0,4700533.0
Jabe Mullins,Montana St.,11,1.65393,78.0,19.7,4701181.0
Steven Crowl,Wisconsin,2,8.28962,84.0,19.2,4588201.0
Mitchell Saxen,Saint Mary's,2,9.76218,82.0,20.9,4701182.0
KJ McClurg,Longwood,14,-2.67025,75.0,17.4,4701156.0
Jace Roquemore,Vermont,17,-2.66219,77.0,12.4,4702611.0
Donavan Yap Jr.,San Jose St.,1,-0.596979,77.0,19.5,4703386.0
D'Maurian Williams,High Point,11,2.74478,75.0,23.1,4702065.0
Jamaine Mann,Gardner Webb,15,-1.79599,78.0,21.0,4589479.0
Phillip Russell,VCU,1,1.77197,72.0,22.3,4701120.0
Trey Hall,Maryland Eastern Shore,4,-10.513,81.0,16.6,4703893.0
Marques Warrick,Missouri,11,4.96166,75.0,19.8,4702714.0
Darrick Jones Jr.,Le Moyne,10,-6.04275,77.0,13.1,4702786.0
Matt Zona,Fordham,15,1.98592,81.0,16.7,4433574.0
Trey Robinson,Northern Kentucky,6,1.61857,78.0,26.4,4702713.0
Jordan Sears,LSU,9,2.55746,71.0,25.4,4702063.0
Garrett Hien,Furman,7,-0.898651,81.0,22.6,4703810.0
Drew Thelwell,Iowa,11,4.03031,75.0,18.0,4703260.0
Johni Broome,Auburn,2,13.718,82.0,30.6,4433569.0
Kasen Jennings,South Florida,10,-4.1159,75.0,16.4,4700841.0
R.J. Blakney,Old Dominion,7,-0.68697,78.0,16.7,4700864.0
Juhlawnei Stone,Stephen F. Austin,16,-0.748592,79.0,12.3,4702041.0
Trey Thomas,Bowling Green,1,-3.07428,72.0,20.4,4702531.0
