Name,Team,cluster,BPM,Height,Usage,AthleteSourceId
Nico Carvacho,Colorado St.,8,1.54067,83.0,26.5,3919435.0
Jordan Andrews,Texas Southern,10,-3.65576,77.0,13.5,3907620.0
Jimmy Whitt Jr.,Arkansas,6,2.38453,75.0,20.1,3936293.0
Devin Haygood,North Carolina A&T,7,-2.99931,80.0,20.6,3907617.0
Deng Riak,Akron,16,1.00577,82.0,11.1,3923213.0
K.J. Lawson,Tulane,3,0.214414,79.0,20.6,3907786.0
Andrien White,Wake Forest,1,1.81684,75.0,19.9,3906682.0
Malek Harwell,Cal Poly,10,-3.51318,77.0,18.4,3936080.0
Jaevin Cumberland,Cincinnati,14,0.674287,75.0,19.7,3913701.0
Lamarr Kimble,Louisville,5,1.60795,72.0,17.6,3911628.0
Myles Carter,Seattle,16,-4.65515,81.0,18.1,3906549.0
Cody Schwartz,Green Bay,12,0.721218,81.0,15.6,3906667.0
Armel Potter,George Washington,9,-0.808459,73.0,30.4,3913163.0
Luke Knapke,Toledo,2,3.12205,83.0,22.9,3907090.0
Cody John,Weber St.,1,-2.89237,75.0,22.6,3917311.0
Bryce Moore,Xavier,10,1.39364,75.0,10.2,3907098.0
James Dickey,UNC Greensboro,0,5.86178,82.0,18.2,3948855.0
Kameron Edwards,Pepperdine,3,-2.40346,78.0,26.1,3920287.0
Drew Edwards,Charlotte,6,0.547637,76.0,19.0,3913217.0
Tre Scott,Cincinnati,2,6.93251,80.0,19.5,3934620.0
Jared Hamilton,Boston College,17,0.278536,76.0,16.8,3936313.0
Tay Weaver,Saint Louis,12,2.47517,70.0,12.7,3948863.0
Xeyrius Williams,Akron,3,2.78718,81.0,23.2,3908856.0
Haanif Cheatham,Nebraska,11,1.56597,77.0,19.4,3906521.0
Sacar Anim,Marquette,14,2.83539,77.0,19.7,3906519.0
Traci Carter,Hartford,5,1.36815,73.0,22.1,3906520.0
Erten Gazi,Fordham,17,0.745877,75.0,19.4,3922034.0
Ryan Mikesell,Dayton,12,6.62091,79.0,16.6,3908857.0
Justin Dahl,Northern Iowa,0,3.85973,84.0,20.1,3913787.0
Aaron Carver,Old Dominion,8,0.816221,79.0,9.8,3913676.0
Damon Wilson,Georgia St.,5,-1.11357,77.0,21.5,4280165.0
Nic Thomas,Tulane,10,-5.30493,73.0,20.3,3948866.0
Lindsey Drew,Nevada,11,6.242,76.0,20.3,3906564.0
James Claar,Western Illinois,8,-4.89549,80.0,14.9,3906730.0
Cole Gentry,Wright St.,11,2.25748,70.0,14.6,3906763.0
Tyler Hagedorn,South Dakota,2,3.3745,82.0,25.4,3906774.0
Hunter Seacat,Appalachian St.,13,-0.276024,81.0,13.2,3912282.0
Dennis Tunstall,Towson,0,7.15786,81.0,10.9,3912284.0
Guilien Smith,Northeastern,14,-1.00377,73.0,14.6,3906965.0
Lacey James,Northern Illinois,7,-2.25586,81.0,21.0,3913717.0
Cameron Jones,Saint Peter's,10,-1.02764,75.0,15.3,3922043.0
Akwasi Yeboah,Rutgers,3,5.45843,78.0,20.1,3913169.0
Everett Duncan,Vermont,12,4.28903,78.0,14.1,3915081.0
Andrew Fleming,Lipscomb,14,-1.97256,77.0,20.3,3935012.0
Tanner Krebs,Saint Mary's,14,3.81312,78.0,16.0,3936192.0
Curran Scott,Clemson,1,0.425161,76.0,18.2,3906684.0
Daniel Utomi,USC,12,1.25213,78.0,16.7,3907020.0
Zach Pirog,Cal Baptist,0,4.61401,83.0,13.8,3924911.0
Karl Harris,Northern Kentucky,17,-2.37859,77.0,15.8,4278642.0
Mamadi Diakite,Virginia,2,3.59478,81.0,24.9,3947156.0
Jibri Blount,North Carolina Central,2,0.619314,79.0,26.0,3914638.0
Javan White,UMKC,2,0.632997,82.0,28.4,3913224.0
Johncarlos Reyes,Nevada,16,1.0662,82.0,14.1,3943609.0
Deng Geu,North Texas,13,2.38823,80.0,20.3,3906789.0
Khyber Kabellis,UC Riverside,5,-0.747897,76.0,18.4,3906788.0
Curtis Cobb III,Wagner,1,-5.59671,76.0,25.9,3947017.0
DJ Draper,North Texas,12,3.99662,72.0,10.1,3920183.0
A.J. Turner,Northwestern,17,0.386718,79.0,13.3,3943608.0
Kris Martin,Colorado St.,17,-0.334422,76.0,19.3,3913221.0
Stefan Gonzalez,UC Davis,12,1.89737,74.0,17.4,3936191.0
Rob Edwards,Arizona St.,14,1.27934,77.0,20.2,3914639.0
Donnell Gresham Jr.,Georgia,12,6.06033,75.0,12.9,3948134.0
Brandon Kamga,Cal St. Fullerton,1,-3.33114,77.0,25.9,3948131.0
Matt Holba,Purdue Fort Wayne,12,-0.581087,79.0,16.3,3908515.0
Jaylen Key,New Orleans,7,-8.82379,80.0,21.1,3923228.0
Admon Gilder,Gonzaga,11,5.49561,76.0,19.0,3947074.0
Antwon Portley,Fordham,1,-1.33279,76.0,22.5,3922045.0
Ryan McMahon,Louisville,14,6.40273,72.0,15.5,3908808.0
Zac Seljaas,BYU,3,4.05776,79.0,17.0,3947128.0
Jayce Johnson,Marquette,13,3.06488,84.0,15.3,3958145.0
Sean McDermott,Butler,12,7.83918,78.0,15.4,3908903.0
Jordan Jackson,UT Rio Grande Valley,1,-2.23244,75.0,28.4,3906508.0
Jaycee Hillsman,Illinois St.,15,0.979381,78.0,18.4,3906666.0
Evan Boudreaux,Purdue,3,3.82115,80.0,18.3,3906964.0
Emmanuel Olojakpoke,Utah Valley,0,4.49372,80.0,13.2,3907019.0
Chier Maker,Idaho St.,3,-1.88486,80.0,18.9,3924917.0
Jazz Johnson,Nevada,1,0.944455,70.0,22.3,3924916.0
Rex Pflueger,Notre Dame,5,3.26689,78.0,14.4,3908335.0
Matt Ryan,Chattanooga,3,1.61657,79.0,24.2,3908336.0
Dennis Ashley,Saint Joseph's,14,-5.14148,73.0,11.9,3941310.0
JT Gibson,Nebraska Omaha,1,-1.33103,75.0,21.3,3924908.0
Derric Jean,Louisiana Tech,11,5.41223,74.0,19.0,3906692.0
Jy'lan Washington,Tennessee St.,2,4.37977,81.0,19.5,3906694.0
Alex Floresca,San Diego,7,-1.59031,80.0,17.3,3906544.0
Andy Van Vliet,William & Mary,3,0.619411,84.0,23.4,3919167.0
Jordan Dartis,Ohio,14,1.73561,75.0,18.3,3907084.0
Joshua Howard,Brown,17,-1.12401,78.0,15.7,4066802.0
Isiah Brown,Grand Canyon,14,-2.29885,74.0,17.5,4066394.0
Rapolas Ivanauskas,Colgate,3,-2.59858,82.0,27.4,4066395.0
Jordy Tshimanga,Dayton,13,3.26544,83.0,18.6,4066393.0
Jeriah Horne,Tulsa,3,4.88938,79.0,19.9,4066390.0
Michael Hurt,Minnesota,17,-1.00255,79.0,11.1,4066389.0
Austin Davis,Michigan,13,0.614596,82.0,20.5,4066380.0
Kai Edwards,Northern Colorado,13,2.88639,81.0,19.8,4066929.0
James Butler,Drexel,2,3.07771,80.0,21.8,4067138.0
Quinn Taylor,Saint Peter's,15,3.85455,77.0,15.1,4067357.0
Mark French,Texas A&M,4,-5.22579,68.0,13.5,4066207.0
JJ Caldwell,New Mexico,9,2.24885,73.0,13.4,4066206.0
Eric Vila,UTEP,7,-1.40201,83.0,13.7,4020938.0
Tobias Sjoberg,Marist,13,-0.560238,81.0,13.1,4067328.0
Nijal Pearson,Texas St.,9,4.02704,77.0,28.5,4067807.0
Marlin Davis,Texas St.,5,2.05347,74.0,16.3,4067808.0
Nedeljko Prijovic,Maine,3,-0.74537,80.0,19.7,4067811.0
Eric Terry,Texas St.,8,3.70817,80.0,18.2,4067810.0
Izayah Mauriohooho-le'afa,Sacramento St.,6,1.59591,74.0,18.2,4066946.0
Decardo Day,Alabama St.,4,-11.1352,77.0,23.6,4066952.0
Jerrick Harding,Weber St.,11,-1.00834,73.0,32.7,4066965.0
Jailyn Ingram,Florida Atlantic,3,1.18114,79.0,25.4,4066981.0
Ryan Murphy,Pittsburgh,1,-0.306891,74.0,17.8,4592364.0
DaQuan Bracey,Louisiana Tech,11,1.97403,71.0,24.0,4066997.0
Lucas Siewert,Colorado,3,3.50493,82.0,18.6,4066352.0
D'Mitrik Trice,Wisconsin,9,5.37918,72.0,20.3,4066413.0
Aleem Ford,Wisconsin,3,5.51112,80.0,19.4,4066414.0
Charlie Moore,DePaul,9,1.25961,71.0,26.5,4066345.0
De'Ron Davis,Indiana,16,2.05121,82.0,19.4,4066362.0
Eric Monroe,Yale,11,1.9072,74.0,15.4,4066848.0
David DiLeo,Central Michigan,12,1.24389,80.0,18.2,4067377.0
Kevin McKay,Central Michigan,2,4.33296,77.0,20.6,4067379.0
Malik Johnson,Canisius,9,0.252292,70.0,21.6,4067275.0
Trey Landers,Dayton,2,8.76266,77.0,18.9,4066489.0
Jon Axel Gudmundsson,Davidson,9,5.55665,77.0,23.7,4070687.0
Anthony Lamb,Vermont,2,5.29649,78.0,30.3,4066790.0
Ben Shungu,Vermont,6,1.67276,74.0,21.7,4066789.0
Nate Garvey,Howard,14,-3.57978,75.0,18.4,4067896.0
Scottie James,Liberty,2,6.03572,80.0,27.8,3907110.0
Dominik Olejniczak,Florida St.,13,2.25353,84.0,19.9,3948775.0
Chris Barnes,Eastern Michigan,5,-8.59801,76.0,22.2,4067070.0
Keon Clergeot,Massachusetts,5,-2.38528,73.0,15.7,4066460.0
Lesley Varner II,UT Rio Grande Valley,3,2.08328,79.0,25.9,4067568.0
Mattia Da Campo,Seattle,3,-0.537375,79.0,13.8,4067561.0
Morgan Means,Seattle,1,1.40275,75.0,20.6,4067559.0
Jermaine Haley,West Virginia,6,8.37089,79.0,19.1,4397097.0
Chris Lewis,Harvard,0,4.15412,81.0,21.5,4066825.0
Christian Juzang,Harvard,1,-0.692387,74.0,17.1,4066828.0
Ian Sistare,Dartmouth,10,-2.26937,75.0,16.7,4066821.0
James Foye,Dartmouth,14,1.45963,76.0,16.6,4066822.0
Ian Carter,Dartmouth,7,-4.32741,79.0,19.2,4066820.0
Justin Bassey,Harvard,6,1.28672,77.0,15.1,4066827.0
Robert Baker,Harvard,2,4.30528,83.0,16.5,4066830.0
Arinze Chidom,UC Riverside,2,2.92143,81.0,26.9,4066669.0
Jermaine Marrow,Hampton,9,-0.0957125,72.0,34.6,4070762.0
Cassius Winston,Michigan St.,9,5.59229,73.0,29.1,4066382.0
Nate Darling,Delaware,11,0.996558,77.0,26.7,4067069.0
Byron Frohnen,UTSA,7,0.773103,78.0,10.9,4067078.0
George Willborn II,UC Riverside,7,-3.82895,75.0,22.3,4397620.0
Kevin Marfo,Quinnipiac,2,2.86793,80.0,22.6,4066877.0
Jair Bolden,South Carolina,14,2.66407,75.0,17.5,4066872.0
Colin Slater,Long Beach St.,1,-3.54408,73.0,20.4,4066475.0
Antwain Johnson,Buffalo,1,-2.00747,74.0,19.1,4067010.0
Brandon Anderson,Brown,1,-0.782822,73.0,29.1,4066800.0
Maliek White,Providence,5,0.141004,75.0,19.1,4065812.0
Joey Brunk,Indiana,8,0.948562,83.0,19.4,4065763.0
Jagan Mosely,Georgetown,11,4.67789,75.0,12.7,4065792.0
Markus Howard,Marquette,9,6.77263,71.0,37.3,4065805.0
Blake Francis,Richmond,1,0.521529,72.0,27.5,4067970.0
Mark Vital,Baylor,6,9.23302,77.0,17.1,4066292.0
Tyson Jolly,SMU,11,3.77847,76.0,21.4,4066291.0
Toliver Freeman,Saint Joseph's,12,-2.48319,75.0,16.5,4066511.0
AJ Wilson,George Mason,0,4.02383,79.0,25.4,4066866.0
Braxton Key,Virginia,6,5.5049,80.0,20.9,4066240.0
Adrio Bailey,Arkansas,6,4.41668,78.0,15.8,4066242.0
Milan Acquaah,Cal Baptist,9,-0.339226,75.0,33.3,4066664.0
Jeff Pollard,Washington St.,12,2.28064,81.0,15.1,4066667.0
Malachi Flynn,San Diego St.,9,10.4193,73.0,27.1,4066668.0
Brandon Jackson,SIU Edwardsville,7,-6.33562,79.0,23.1,4067237.0
Jared Stutzman,Idaho St.,14,-1.06049,78.0,16.2,4067590.0
Danny Pippen,Kent St.,3,1.87904,81.0,25.9,4067385.0
Davion Thomas,Troy,7,-7.13252,81.0,16.6,4067011.0
LeSean Brown,Air Force,4,-7.09845,74.0,10.1,4066599.0
Baylee Steele,Duquesne,3,1.33958,83.0,19.9,4067383.0
Xavier Green,Old Dominion,1,-1.96815,78.0,23.4,4067031.0
Corey Douglas,VCU,0,4.93803,80.0,17.1,4397226.0
Kwe Parker,North Carolina A&T,15,-1.96686,72.0,16.9,4066217.0
Tareq Coburn,Hofstra,14,1.52462,77.0,16.6,4066515.0
Amadi Ikpeze,St. Bonaventure,8,-4.88132,82.0,17.8,4066517.0
De'Riante Jenkins,VCU,6,6.08035,77.0,21.0,4066500.0
Malik Crowfield,VCU,10,-0.346935,76.0,11.0,4066501.0
Marquell Fraser,Idaho,7,-2.78617,75.0,24.5,4066502.0
Jimbo Lull,San Francisco,2,3.49234,84.0,20.7,4066748.0
Charles Minlend,San Francisco,3,2.43074,76.0,26.8,4066751.0
Jordan Ratinho,San Francisco,14,0.0973463,77.0,16.9,4066752.0
Remu Raitanen,San Francisco,12,5.25238,81.0,14.0,4066749.0
Mitchell Smith,Missouri,3,2.62184,82.0,13.5,4066235.0
Justin Turner,Bowling Green,1,1.64569,76.0,28.5,4067366.0
Dylan Frye,Bowling Green,1,0.729241,74.0,25.8,4067365.0
Caleb Morris,Air Force,14,0.505176,76.0,15.9,4066595.0
Kyle Mallers,Ball St.,12,2.82174,79.0,14.8,4067362.0
Michael Hughes,Duquesne,0,11.197,80.0,21.3,4067360.0
Tavian Dunn-Martin,Duquesne,1,0.491432,68.0,22.4,4067358.0
Devonnte Holland,Radford,8,-3.0747,79.0,16.0,4067738.0
Solomon Young,Iowa St.,2,2.87884,80.0,22.1,4066296.0
Jakolby Long,Southern Utah,7,-2.97339,77.0,16.5,4066295.0
Jay Huff,Virginia,0,10.8521,85.0,18.6,4065731.0
Udoka Azubuike,Kansas,0,11.5045,84.0,23.5,4066299.0
Evan Wiley,Alabama A&M,17,-2.89051,78.0,14.3,4070750.0
Patrick Szpir,Wagner,8,-5.45992,81.0,11.9,4066816.0
Taze Moore,Cal St. Bakersfield,6,3.21952,77.0,24.9,4066808.0
Justin Edler-Davis,Cal St. Bakersfield,17,0.646943,76.0,16.9,4396025.0
Greg Lee,Cal St. Bakersfield,3,-2.52989,81.0,21.8,4066811.0
Myo Baxter-Bell,Liberty,6,1.49547,77.0,27.1,4067576.0
Georgie Pacheco-Ortiz,Liberty,11,2.0254,73.0,18.2,4067579.0
Jamal Wright,High Point,1,-2.93555,71.0,22.0,4067464.0
Cliff Thomas Jr.,High Point,16,-4.98537,80.0,23.3,4067467.0
KJ Robinson,Nebraska Omaha,1,-0.932927,72.0,23.1,4067683.0
Elyjah Goss,IU Indy,8,-3.89457,79.0,16.7,4067670.0
Reggie Jones,Tulsa,10,-0.403177,79.0,19.3,4067408.0
Brandon Johnson,Western Michigan,3,-0.845404,80.0,26.4,4067410.0
Nick Robinson,Valparaiso,6,-0.375686,77.0,18.5,4066509.0
Lorenzo Edwards,Saint Joseph's,17,-1.58562,80.0,18.4,4066512.0
Grant Golden,Richmond,2,5.92521,82.0,28.3,4066836.0
De'Monte Buckingham,Cal St. Bakersfield,7,-2.31061,76.0,19.1,4066833.0
Nick Sherod,Richmond,12,4.43902,76.0,19.2,4066832.0
Jalen Johnson,Louisiana,3,-0.864013,79.0,22.1,4066817.0
Danjel Purifoy,Auburn,12,4.58978,79.0,15.9,4066249.0
Houston Smith,Bethune Cookman,5,-3.15033,76.0,17.0,4067873.0
Chance Garvin,Idaho,17,-3.67106,76.0,13.5,4066892.0
Anfernee McLemore,Auburn,15,4.71277,79.0,16.5,4066253.0
