Name,Team,cluster,BPM,Height,Usage,AthleteSourceId
Tolu Smith,Mississippi St.,8,2.50033,83.0,27.6,4397882.0
Parker Braun,Kansas,0,7.10223,82.0,12.0,4396957.0
Diante Wood,Tennessee Tech,7,-4.86647,76.0,21.5,4395700.0
Kobe Julien,Louisiana,3,-0.802,78.0,26.2,4397659.0
Amanze Ngumezi,Mercer,7,-4.63346,81.0,23.0,4395720.0
Darius Beane,Lindenwood,5,-5.64874,75.0,24.3,4397490.0
Cameron Jones,McNeese St.,7,-2.2375,78.0,15.9,4398322.0
Tre King,Iowa St.,2,4.22871,79.0,19.4,4398319.0
Cameron Tyson,Seattle,11,1.85473,75.0,25.4,4397285.0
Braden Norris,Loyola Chicago,11,3.78887,72.0,14.1,4397778.0
Nick Honor,Missouri,10,-1.46184,70.0,18.9,4396810.0
Dravon Mangum,Louisiana Tech,10,0.240605,80.0,14.4,4397471.0
Jared Bynum,Stanford,5,-3.04568,70.0,22.8,4397194.0
Sy Chatman,Buffalo,3,-3.00406,80.0,28.9,4397162.0
Samba Diallo,Merrimack,7,-1.76882,79.0,15.1,4397161.0
Blake Preston,Northwestern,16,1.57491,81.0,17.3,4396747.0
Ryan Young,Duke,13,6.13664,82.0,16.2,4397232.0
Jaedon LeDee,San Diego St.,2,7.18683,81.0,30.5,4397237.0
Kenneth Nwuba,UCLA,16,0.837843,82.0,12.0,4397129.0
Francisco Caffaro,Santa Clara,13,4.67229,85.0,16.5,5176360.0
Dorian James,North Florida,15,-0.486933,79.0,19.2,4396774.0
Bryce Washington,Hofstra,17,-1.19295,76.0,12.2,4397982.0
Anthony Crump,Western Michigan,16,-4.54542,80.0,19.0,4397550.0
Darius Brown II,Utah St.,11,4.94372,74.0,19.1,4397450.0
Isaiah Bigelow,Richmond,3,1.10244,79.0,21.2,4398275.0
Messiah Jones,Towson,15,0.211015,78.0,18.5,4398279.0
Matt Veretto,Vermont,3,1.66794,80.0,19.7,4397404.0
Brock Cunningham,Texas,6,8.27059,78.0,12.8,4397079.0
Jake Wolfe,Indiana St.,12,2.5908,77.0,9.8,4396750.0
Micheal Anumba,Winthrop,11,0.721563,76.0,15.3,4397840.0
Rashad Williams,Arkansas Pine Bluff,1,-5.65479,74.0,28.0,4399106.0
Jason Wade,Old Dominion,6,-0.732795,76.0,9.9,4397567.0
Nicolas Timberlake,Kansas,12,1.42396,76.0,16.9,4397595.0
Chris Austin,Portland,10,-3.32145,76.0,15.0,4396811.0
Jalen Cobb,Mercer,14,0.941279,73.0,14.7,4396809.0
Zion Young,Southern Utah,1,-3.80151,76.0,22.0,4398341.0
Jaylan Gainey,Florida St.,13,0.833715,82.0,13.2,4397913.0
Matt Mims,South Dakota St.,14,-1.16532,72.0,12.5,4398338.0
Jaxson Baker,New Hampshire,3,1.73452,80.0,17.7,4397988.0
Lahat Thioune,South Dakota,8,-3.45788,82.0,28.1,4397151.0
Gabe McGlothan,Grand Canyon,2,5.56902,79.0,18.0,4398356.0
Savion Lewis,Quinnipiac,5,-2.59929,73.0,20.4,4398398.0
Matt Balanc,Quinnipiac,14,0.663959,76.0,23.4,4398397.0
CJ Fredrick,Cincinnati,14,2.23552,75.0,12.0,4397032.0
Miles Latimer,Bryant,17,-1.02563,78.0,14.8,4396584.0
Jose Placer,South Florida,14,-2.22439,73.0,17.1,4396592.0
Frankie Policelli,Charleston,3,1.62274,81.0,20.3,4396789.0
Keonte Kennedy,California,6,2.90092,77.0,16.2,4397137.0
Grayson Carter,Texas Southern,3,-1.16467,82.0,18.1,4397075.0
Dean Noll,Stony Brook,1,-1.46378,74.0,21.6,4397941.0
Tae Hardy,UTEP,1,0.570696,75.0,23.3,4396616.0
Antoine Smith Jr.,George Washington,12,-0.190652,79.0,10.6,4398030.0
Jarius Cook,Jacksonville,14,-2.52476,75.0,14.1,4398214.0
Jemarl Baker Jr.,New Mexico,12,2.78021,77.0,10.4,4278072.0
Riley Abercrombie,Northern Colorado,14,-3.19614,81.0,15.2,4397265.0
Keith Haymon II,Lindenwood,10,-6.52693,79.0,16.1,4397304.0
Atiba Taylor,South Carolina St.,1,-5.36603,76.0,21.4,4397788.0
Matthue Cotton,Hawaii,14,-1.43787,77.0,13.6,4398012.0
Philmon Gebrewhit,Northern Illinois,10,-4.14667,80.0,20.6,4397991.0
Naseem Gaskin,Cal St. Bakersfield,16,0.288905,76.0,13.0,4397143.0
Kenny Strawbridge Jr.,Evansville,6,0.76053,78.0,21.3,4395991.0
Fardaws Aimaq,California,2,2.91841,83.0,26.7,4398226.0
Javian Davis,UAB,8,2.04974,81.0,17.4,4592739.0
Tai Strickland,LIU,9,-1.99378,74.0,25.9,5107229.0
Alexis Yetna,Fairfield,3,-2.33801,80.0,17.7,5177106.0
J'Raan Brooks,UC San Diego,15,-0.544055,81.0,15.7,4397141.0
Elijah Elliott,UT Rio Grande Valley,1,-4.42195,73.0,28.3,4897978.0
Patrick Mwamba,Loyola Chicago,6,0.0552596,79.0,15.3,4397685.0
Nate McClure,Le Moyne,17,-0.689245,76.0,12.5,4397701.0
Tyrece Radford,Texas A&M,3,4.30056,75.0,25.5,4395685.0
Adam Hess,NJIT,10,-3.90343,76.0,15.3,4398418.0
Max Rice,Boise St.,14,2.78687,77.0,20.0,4397263.0
Aundre Hyatt,Rutgers,3,4.01923,78.0,20.8,4396975.0
DeShang Weaver,Oral Roberts,12,-1.68183,79.0,17.5,4593825.0
Tyler Bertram,Albany,14,-2.35526,75.0,14.5,4397473.0
Kevin McCullar Jr.,Kansas,9,6.47568,79.0,27.1,4411057.0
Mekhi Long,Virginia Tech,16,-0.200153,79.0,16.3,4431804.0
Moses Flowers,St. Bonaventure,14,0.179516,75.0,20.4,4432982.0
Colby Rogers,Wichita St.,14,1.65085,76.0,22.1,4592921.0
Jeremiah Hernandez,Southern Indiana,1,-2.26269,76.0,29.1,4433007.0
Alimamy Koroma,Portland,8,-3.62384,80.0,24.9,4592922.0
Giovanni Santiago,Kent St.,1,0.512893,73.0,17.2,4593436.0
Tim Ceaser,UNC Greensboro,17,-0.712173,81.0,14.4,4593882.0
Miroslav Stafl,Coastal Carolina,16,-7.64537,83.0,22.3,4592903.0
Giordan Williams,Montana,10,-6.08636,77.0,16.7,4432146.0
Miguel Tomley,Idaho St.,14,-2.04751,75.0,22.6,4433104.0
Joshua Lusane,Hampton,12,0.0252803,79.0,14.0,4592655.0
Jameer Nelson Jr.,TCU,9,4.54594,74.0,24.4,4592444.0
Jamison Battle,Ohio St.,12,4.62602,79.0,21.1,4431893.0
Chase Paar,Towson,16,0.00961068,82.0,18.1,4432076.0
Shawn Walker Jr.,Murray St.,17,-3.10217,78.0,10.8,4897379.0
DaJuan Gordon,UT Arlington,6,3.98962,77.0,22.2,4432891.0
Marcus Foster,Furman,3,-0.288115,76.0,25.5,4431953.0
Josh Earley,Southeast Missouri St.,8,-5.12313,79.0,23.8,4432974.0
Cole Henry,Northern Iowa,13,-0.581478,81.0,18.4,4433004.0
Elias King,Middle Tennessee,3,-1.65779,80.0,20.7,4431742.0
Akok Akok,West Virginia,15,2.42644,82.0,12.7,4431706.0
Richie Springs,Quinnipiac,15,-1.75964,81.0,20.0,4592905.0
Jaden Bediako,Seton Hall,0,5.99137,82.0,16.9,4431889.0
Daniss Jenkins,St. John's,9,7.34683,76.0,25.6,5107199.0
Keion Brooks Jr.,Washington,3,4.11933,79.0,26.1,4431689.0
Armando Bacot,North Carolina,2,8.22217,83.0,22.3,4431674.0
Max Agbonkpolo,Utah St.,17,-1.56541,81.0,16.0,4431700.0
Emanuel Miller,TCU,2,5.95032,79.0,21.8,4432872.0
Jonathan Aku,Grambling St.,16,-0.901905,83.0,13.2,4592830.0
Messiah Thompson,Long Beach St.,1,-6.71349,68.0,19.1,4432127.0
Lance Jones,Purdue,11,6.47888,73.0,19.3,4432002.0
Mahamadou Diawara,Oregon,8,0.440689,82.0,14.1,4432875.0
Victor Iwuakor,Southern Miss,0,1.31524,80.0,19.5,4431724.0
Sahvir Wheeler,Washington,9,1.76883,69.0,27.0,4431725.0
Logan Padgett,Manhattan,6,-2.07671,78.0,12.1,5107208.0
Tyrese Jenkins,Norfolk St.,17,-2.19043,78.0,11.3,4595430.0
Donovan Gregory,Appalachian St.,9,3.21202,75.0,23.8,4432904.0
Naim Miller,New Hampshire,10,-4.60404,76.0,17.5,4433048.0
Doug Edert,Bryant,14,-1.4757,74.0,13.3,4432977.0
Ja'Darius Harris,North Carolina Central,1,-3.62629,74.0,23.2,4593705.0
Emmanuel Tshimanga,UC San Diego,13,0.070435,84.0,17.6,4592961.0
Ofure Ujadughele,UC Irvine,4,2.96668,76.0,12.0,4432132.0
Ja'Shonte Wright-McLeish,Maine,10,-1.22131,76.0,13.4,4432151.0
Robert Carpenter,New Mexico St.,12,-0.998902,79.0,24.3,4592486.0
Cole Bajema,Utah,14,3.37793,79.0,13.8,4431757.0
Trevin Knell,BYU,12,5.28523,77.0,17.4,4593744.0
Gage Bobe,Evansville,14,-0.915737,72.0,10.2,4592682.0
Jaylin Hunter,Ohio,9,2.955,72.0,26.4,4592875.0
Mika Adams-Woods,St. Bonaventure,11,1.94866,75.0,21.0,4431831.0
Kane Milling,UC Davis,17,-0.532079,76.0,16.4,4593062.0
David Skogman,Davidson,12,1.40473,82.0,22.4,4593409.0
Jaxon Brenchley,Denver,11,2.48102,77.0,18.2,4592431.0
Kobe Langley,UNC Greensboro,9,3.92888,73.0,20.0,4433026.0
Josh Kunen,San Francisco,17,-0.51594,80.0,10.8,4432026.0
Shamar Wright,SIU Edwardsville,3,-2.14283,79.0,20.4,4433129.0
Jimmy Bell Jr.,Mississippi St.,16,0.587292,82.0,20.1,4592485.0
Mickey Pearson Jr.,Ball St.,3,-1.78484,79.0,16.6,4431796.0
Samuell Williamson,SMU,7,0.835037,80.0,21.4,4431676.0
Gibson Jimerson,Saint Louis,14,-0.0956479,77.0,22.1,4432008.0
Terrence Hargrove Jr.,Saint Louis,12,1.10407,77.0,18.6,4592484.0
Quinn Slazinski,West Virginia,3,1.11915,81.0,23.6,4431768.0
Seth Pinkney,FIU,0,1.71025,85.0,12.3,4593362.0
Kendall Lewis,Illinois St.,8,0.8052,80.0,18.9,4593851.0
Justin Webster,UNLV,14,1.25171,75.0,15.2,4432918.0
Jalyn McCreary,Mercer,8,1.49004,80.0,31.9,4432050.0
Wildens Leveque,Texas A&M,16,0.129667,83.0,12.9,4431805.0
De'Sean Allen-Eikens,Cal St. Northridge,3,-0.578428,78.0,27.1,4593738.0
Zach Iyeyemi,Morehead St.,16,-3.10258,81.0,14.7,4593753.0
Brady Danielson,North Dakota,17,-1.02808,76.0,11.4,4593736.0
Quinton Morton-Robertson,Purdue Fort Wayne,11,1.50726,68.0,19.7,4592761.0
Xander Rice,Monmouth,1,0.513839,75.0,29.3,4593080.0
James Bishop IV,George Washington,1,-2.66607,74.0,28.9,4431770.0
Dan Banister Jr.,Hampton,17,-4.9612,78.0,12.7,4592670.0
Isaiah Cozart,Eastern Kentucky,0,3.9933,79.0,20.7,4431931.0
Chandler Turner,Radford,3,0.500728,79.0,17.5,4432130.0
Ryan Langborg,Northwestern,11,4.77763,76.0,18.8,4597863.0
Trae Hannibal,LSU,6,3.27865,74.0,18.1,4593008.0
Robert Jones,Iowa St.,0,8.51998,82.0,18.1,4593702.0
Dre'Shawn Allen,Southern,14,-5.93853,73.0,20.7,4593845.0
Jordan King,Richmond,11,3.71898,72.0,25.7,4593372.0
Rob Higgins,Elon,1,-4.12768,73.0,19.5,4593104.0
Ali Ali,Akron,3,1.32365,80.0,24.1,4592700.0
Jermaine Hamlin,Eastern Illinois,16,-2.86671,82.0,18.2,4592609.0
Greg Tribble,Akron,11,-0.357515,75.0,18.8,4592697.0
Chol Marial,Oregon St.,7,-3.90448,86.0,17.0,4431702.0
Hakim Hart,Villanova,12,5.23403,80.0,16.1,4431984.0
Alex Ducas,Saint Mary's,12,6.99616,79.0,15.6,4432971.0
Nahiem Alleyne,St. John's,14,1.9216,76.0,15.9,4432934.0
Jalen Cone,California,1,-0.131252,71.0,19.5,4431698.0
Hunter Cattoor,Virginia Tech,11,5.5658,75.0,17.6,4432954.0
Demond Robinson,Kennesaw St.,15,0.171815,81.0,19.7,4433069.0
Ismael Massoud,Georgetown,10,-2.61581,81.0,15.2,4431761.0
Donovan Ivory,Southern Miss,11,0.617516,78.0,19.5,4592915.0
Ody Oguama,Cincinnati,15,3.42232,81.0,13.7,4432075.0
Tre' Williams,Tulane,17,-3.20544,78.0,18.2,4432873.0
Tasos Kamateros,Vanderbilt,12,-0.40212,80.0,13.0,4593838.0
Charles Pride,St. Bonaventure,11,5.16357,76.0,18.2,4593263.0
Michael Green III,James Madison,1,-2.03277,72.0,19.4,4593261.0
Marion Humphrey,Texas A&M Corpus Chris,4,-1.35536,75.0,13.7,4431994.0
Jamon Battle,UNC Asheville,7,-3.02677,77.0,12.1,4592754.0
Ryan Moffatt,Colgate,12,2.10951,79.0,17.1,4593087.0
Trent Stephney,UNC Asheville,11,1.19457,74.0,12.6,4592753.0
Elijah Morgan,The Citadel,11,0.759342,73.0,20.1,4592343.0
Jarred Hyder,Cal Poly,10,-4.25912,75.0,20.6,4593047.0
Evan Taylor,Vanderbilt,14,-1.25831,78.0,17.8,4432122.0
Ezra Manjon,Vanderbilt,9,1.81221,72.0,25.6,4432033.0
Max Fiedler,Rice,13,7.76495,83.0,19.5,4431964.0
Ade Adebayo,UC Davis,7,-1.02918,77.0,10.5,4592953.0
Anthony Holland,Washington,14,3.37732,77.0,9.4,4593051.0
Brandton Chatfield,Seattle,15,2.94468,82.0,19.0,4592671.0
Ryan Rapp,Hawaii,17,-1.58759,77.0,15.5,4433062.0
Nobal Days,Charleston Southern,7,-3.68084,81.0,11.4,4432886.0
Jamir Chaplin,Little Rock,12,3.89771,77.0,18.7,4431925.0
B.J. Mack,South Carolina,3,2.49386,80.0,27.6,4431837.0
Chase Hunter,Clemson,11,3.00247,76.0,21.6,4592184.0
Al-Amir Dawes,Seton Hall,11,2.47189,74.0,20.6,4431730.0
Ken Evans Jr.,Jackson St.,1,-1.36266,77.0,26.9,4594079.0
Rocket Watts,Oakland,1,-4.04079,74.0,26.2,4432818.0
Malik Hall,Michigan St.,2,5.47878,80.0,22.0,4592693.0
Tyrell Jones,South Alabama,1,0.782925,74.0,22.3,4432853.0
Allen Flanigan,Mississippi,6,2.44835,78.0,26.6,4432874.0
Jaylin Williams,Auburn,2,9.06567,80.0,20.1,4431776.0
John Buggs III,North Texas,14,2.9839,74.0,10.2,4592451.0
Khalif Battle,Arkansas,11,2.06206,77.0,26.5,4431719.0
Ellis Magnuson,Eastern Washington,5,-1.4313,73.0,11.7,4592585.0
Boogie Ellis,USC,11,3.92332,75.0,23.0,4593106.0
Titus Wright,Western Michigan,8,-3.15531,80.0,19.7,4593454.0
Josh Corbin,Robert Morris,1,-2.88354,75.0,20.0,4592773.0
Dante Wilcox,FIU,15,-2.31465,78.0,12.5,4432143.0
Fred Cleveland Jr.,North Carolina Central,9,0.491714,69.0,26.0,4593413.0
August Mahoney,Yale,12,2.64596,76.0,16.0,4593361.0
Spencer Jones,Stanford,6,6.07485,79.0,19.8,4592427.0
Chase Claxton,Winthrop,15,3.46364,79.0,7.7,4431928.0
James Keefe,Stanford,8,0.137621,81.0,15.0,4433018.0
Christian Ings,Norfolk St.,1,-3.09206,74.0,22.2,4431996.0
Oumar Ballo,Arizona,13,8.07785,84.0,21.5,4594109.0
Tyreke Locure,Louisiana Monroe,5,0.359348,72.0,22.3,4432038.0
Jimmy Clark III,Duquesne,9,4.83158,75.0,28.7,5105880.0
Josiah Allick,Nebraska,15,5.51196,80.0,16.2,4593968.0
Shykeim Phillips,UNC Wilmington,9,6.9875,74.0,26.3,4592975.0
Keli Leaupepe,Loyola Marymount,3,0.232459,78.0,19.5,4432031.0
Anton Watson,Gonzaga,2,9.59463,80.0,20.9,4431705.0
Charles Thompson,Towson,8,4.485,79.0,21.8,4433103.0
Keeshawn Barthelemy,Oregon,11,1.60065,73.0,18.4,5105621.0
Ben Wight,Toledo,16,-5.46124,81.0,11.4,4433119.0
N'Faly Dante,Oregon,13,10.2352,83.0,24.2,4592401.0
Trey Calvin,Wright St.,11,0.662409,72.0,24.6,4431915.0
Bryan Antoine,Radford,1,2.03544,77.0,19.9,4432814.0
Luke Bumbalough,Niagara,10,-2.8382,73.0,17.4,4593397.0
Jay Heath,Georgetown,10,-1.61969,75.0,17.1,4592181.0
CJ Felder,McNeese St.,13,3.15892,80.0,16.4,4592180.0
Tre Jackson,Western Carolina,14,1.17197,73.0,19.7,4431999.0
KK Curry,Tennessee Martin,6,-0.783654,78.0,16.6,4431933.0
Jacob Johnson,Middle Tennessee,7,-2.27432,77.0,12.6,4593970.0
Anthony Walker,Indiana,8,0.391156,80.0,18.7,4592205.0
Keishawn Davidson,Belmont,1,1.0689,74.0,16.8,4593730.0
Anthony Selden,Rice,7,-3.8646,78.0,20.7,4592663.0
Tom Welch,Loyola Chicago,15,1.56224,80.0,20.1,4432136.0
Ja'Monta Black,Austin Peay,14,-0.597644,76.0,13.5,4592709.0
Marquise Kennedy,Illinois Chicago,6,-0.509235,73.0,18.1,4433019.0
Gerald Drumgoole Jr.,Delaware,11,0.203876,77.0,24.7,4431833.0
Tyem Freeman,Kent St.,14,-0.354691,77.0,18.6,4897194.0
Jacco Fritz,Hofstra,13,3.31252,82.0,15.7,4593148.0
Jovan Stulic,Southern Illinois,3,-1.26988,78.0,16.0,4432118.0
Armon Harried,Binghamton,7,-2.3987,77.0,22.0,4593149.0
Tyler Wahl,Wisconsin,2,6.63181,81.0,21.2,4433105.0
Nate Lliteras,North Florida,3,-0.988692,78.0,19.3,4432036.0
KyKy Tandy,Jacksonville St.,1,-0.870138,74.0,27.2,4592606.0
Osborn Shema,Iona,17,-0.489486,84.0,13.4,4703016.0
Jason Murphy,North Carolina A&T,16,-4.73843,81.0,16.6,5174999.0
Josh Cohen,Massachusetts,2,4.21809,82.0,24.6,4593120.0
Dieonte Miles,Morehead St.,13,1.15688,84.0,13.1,4431781.0
Rienk Mast,Nebraska,3,5.37553,82.0,23.3,4592677.0
Antonio Thomas,Evansville,1,-3.1004,74.0,17.6,4433102.0
Daylen Williams,UT Rio Grande Valley,7,-1.7655,80.0,18.0,4592885.0
Noel Coleman,Hawaii,11,1.74148,74.0,19.9,4593795.0
Sabry Philip,Stony Brook,8,-2.12425,76.0,11.0,4432078.0
Hunter Woods,Portland St.,7,-5.15964,78.0,18.4,4592950.0
Zac Ervin,Elon,14,-4.02622,77.0,15.9,4431950.0
Brandon Rush,Youngstown St.,14,-1.44726,75.0,19.9,4593240.0
Caleb Fields,Arkansas St.,9,-0.869177,72.0,22.5,4593869.0
Stephen Clark,South Carolina,15,2.49138,80.0,14.8,4593469.0
Trey Anderson,San Jose St.,12,0.430736,79.0,16.9,4593007.0
Cobe Williams,Tulsa,9,0.314693,72.0,24.7,4592858.0
Isaiah Crawford,Louisiana Tech,6,8.04202,78.0,25.5,4592857.0
Miles Jones,UNC Greensboro,14,-0.412781,78.0,12.4,4592762.0
Terrell Williams Jr.,Iona,4,-10.0231,78.0,17.5,4594110.0
Jalen Gaffney,Florida Atlantic,14,2.14853,75.0,13.0,4431732.0
Emmanuel Kuac,Detroit Mercy,10,-5.06741,79.0,15.3,4593069.0
Omar Croskey,South Carolina St.,6,-2.21896,79.0,21.4,5182338.0
Tyler Stephenson-Moore,Stony Brook,11,3.26624,75.0,21.2,4592935.0
Heru Bligen,Fairleigh Dickinson,7,-4.26852,74.0,15.8,4432944.0
Joe French,Arkansas Pine Bluff,14,-3.87308,77.0,20.1,4592996.0
Jaelen House,New Mexico,9,6.16266,72.0,26.7,4431763.0
Desmond Williams,Tennessee Martin,17,-3.81628,73.0,13.0,4593930.0
Lars Thiemann,Loyola Marymount,13,0.29983,85.0,15.6,4433099.0
Marcus Domask,Illinois,11,5.10996,78.0,23.4,4431943.0
Trent Brown,Southern Illinois,14,1.27437,74.0,12.4,4592722.0
Justin McKoy,Hawaii,3,2.0232,80.0,20.4,4432058.0
Joshua Morgan,USC,0,7.04682,83.0,15.4,4431830.0
Emmanuel Izunabor,North Carolina Central,13,0.962712,80.0,11.6,4431998.0
Bryant Randleman,James Madison,17,-1.29261,76.0,10.6,4592743.0
Kuany Kuany,VCU,12,2.23167,81.0,17.1,4432021.0
KJ Cunningham,Weber St.,17,-5.77126,74.0,16.2,4592648.0
Robbie Beran,Virginia Tech,15,4.41789,81.0,14.5,4431737.0
Dekedran Thorn,Alcorn St.,14,-1.30728,76.0,15.8,4594033.0
Jaylen Forbes,Tulane,1,-1.22508,77.0,21.1,4431722.0
Juwan Gary,Nebraska,2,8.12494,78.0,20.0,4431707.0
Noah Fernandes,Rutgers,5,0.330056,71.0,18.5,4431791.0
Juwan Perdue,Jacksonville St.,3,0.445629,78.0,18.4,4433059.0
Caleb Mills,Memphis,10,-0.254758,77.0,16.5,4412211.0
Francisco Farabello,Creighton,12,4.06152,75.0,9.7,4431952.0
Aidan Igiehon,Abilene Christian,7,-7.28511,82.0,18.0,4431697.0
Josh Nickelberry,Florida St.,17,-2.98559,77.0,14.7,4432845.0
Diante Smith,Nicholls St.,9,2.52837,79.0,25.6,4431819.0
Taryn Todd,Arkansas St.,1,-0.668655,76.0,25.8,4592288.0
Dontaie Allen,Western Kentucky,14,0.635743,78.0,17.1,4431741.0
Ethan Anderson,Pepperdine,5,-3.70118,72.0,16.5,4431808.0
Mylik Wilson,Houston,6,6.48307,74.0,17.1,4432902.0
Jalen Bridges,Baylor,12,8.71618,81.0,16.8,4432946.0
Aaron Estrada,Alabama,9,6.22777,75.0,22.7,4593385.0
Matthew Lee,Missouri St.,5,-4.34654,72.0,23.3,4593388.0
Ayinde Hikim,UMass Lowell,5,-2.47536,71.0,25.8,4431843.0
Mike DePersia,Le Moyne,5,-1.94421,71.0,13.5,4432965.0
Jordan Wright,LSU,6,3.8429,78.0,25.1,4432920.0
Sherif Gross-Bullock,Bryant,1,-2.42809,77.0,25.9,4431790.0
Julien Wooden,James Madison,12,4.41841,80.0,16.2,4433127.0
Michael Christmas,Longwood,3,-1.39078,78.0,20.2,4431827.0
Jason Jitoboh,Tennessee St.,0,3.64238,83.0,19.5,4431788.0
Christian Brown,Tennessee St.,3,-0.878024,78.0,24.0,4431709.0
Omar Payne,UCF,0,6.21634,82.0,15.6,4432825.0
Austin Crowley,Southern Miss,1,-1.16257,76.0,26.2,4431758.0
Jalen Graham,Arkansas,0,4.5044,82.0,24.6,4432855.0
Rashaun Agee,Bowling Green,2,2.8805,80.0,25.6,4593815.0
Ahren Freeman,UT Rio Grande Valley,8,-3.74225,79.0,24.0,4431966.0
Charles Smith IV,Prairie View A&M,1,-3.08705,77.0,25.0,4431798.0
Brice Williams,Nebraska,11,6.63194,79.0,22.3,4592843.0
Jack Forrest,Bucknell,3,-1.12429,77.0,23.7,4701032.0
Keenon Cole,Lindenwood,3,-5.83934,79.0,28.5,4595438.0
Nick Caldwell,Southeastern Louisiana,2,1.93095,79.0,23.5,4594148.0
