Name,Team,cluster,BPM,Height,Usage,AthleteSourceId
Damien Sears,Nicholls St.,13,-0.0396279,79.0,13.6,4067150.0
Jordan Bell,Pacific,2,4.91333,80.0,17.7,4067766.0
Brachen Hazen,Ball St.,2,2.07963,80.0,22.8,4066246.0
Jalen Dupree,Samford,8,-1.40046,80.0,27.8,4067190.0
Abdul Ado,Mississippi St.,0,6.77379,83.0,12.9,4066288.0
Ethan Claycomb,Bellarmine,12,2.50951,79.0,17.6,4067013.0
Preston Parks,Samford,5,-2.60542,73.0,19.3,4067281.0
Jaylen Fornes,Nicholls St.,14,-3.46008,75.0,19.6,4067294.0
Dejuan Clayton,Coppin St.,9,-1.48828,74.0,22.2,4067878.0
Trevor Anderson,Wisconsin,12,3.11482,75.0,11.7,4067425.0
Darius Hicks,Jackson St.,16,-3.39386,80.0,12.5,4065698.0
Destin Barnes,UC Santa Barbara,17,-3.52962,79.0,14.9,4067100.0
Mark Gasperini,Massachusetts,7,-1.08689,82.0,16.5,4067088.0
Chevez Goodwin,USC,8,2.11736,81.0,21.0,4067218.0
Mike Henn,Portland,14,-2.56125,80.0,15.0,4066923.0
Anthony Tarke,Coppin St.,6,5.59239,78.0,24.7,4067193.0
Ty Graves,North Carolina Central,10,-8.79159,70.0,12.9,4065636.0
Jeremy Sheppard,Rhode Island,11,2.57214,73.0,19.1,4066445.0
Dylan Carl,Purdue Fort Wayne,15,-0.513544,83.0,18.4,4067661.0
Ty Groce,Eastern Michigan,2,4.09322,80.0,21.8,4067382.0
Chris Lester,New Hampshire,10,-5.06224,78.0,15.2,4066728.0
Ahsante Shivers,Southern,10,-2.27926,76.0,19.8,4067352.0
Shandon Goldman,Tennessee Tech,15,-1.15297,82.0,18.7,4067820.0
Andre Jones,Nicholls St.,5,-2.23654,76.0,24.0,4067818.0
Josh Parrish,San Diego,15,1.43488,76.0,19.5,4066322.0
Brandon Averette,BYU,11,3.20365,71.0,23.9,4066313.0
Nysier Brooks,Miami FL,8,1.85706,84.0,16.1,4066485.0
Austin Reaves,Oklahoma,9,5.7335,77.0,28.4,4066457.0
JoJo Anderson,Albany,10,-8.10693,75.0,19.5,4066904.0
C.J. Keyser,North Carolina Central,1,-3.9423,75.0,27.0,4066455.0
Jordan Jones,Marist,0,3.86568,80.0,24.7,4067302.0
Loudon Love,Wright St.,8,3.99106,80.0,29.2,4067458.0
Cavit Ege Havsa,Rice,5,-3.87998,77.0,18.0,4066859.0
Precious Ayah,Miami OH,8,1.25082,78.0,15.7,4067388.0
Andrew Garcia,Georgia,8,0.741364,78.0,23.9,4066768.0
Michael Almonacy,Appalachian St.,11,1.31542,72.0,22.1,4066766.0
Darian Adams,Jacksonville St.,11,0.426797,75.0,24.3,4067814.0
Marcus Burk,IU Indy,11,1.41466,75.0,29.0,4067274.0
Tyrik Dixon,Coastal Carolina,9,0.924663,73.0,23.3,4067008.0
Jannson Williams,Marshall,12,2.71077,81.0,17.4,4067001.0
JaColby Pemberton,Louisiana Tech,3,2.32264,77.0,17.3,4066999.0
Josh Ayeni,Chattanooga,8,-5.64469,79.0,22.2,4066518.0
Devon Daniels,N.C. State,11,5.23206,77.0,26.1,4066428.0
Ibi Watson,Dayton,12,3.58128,77.0,20.6,4066379.0
Joshua Tomiac,San Diego St.,2,5.94846,81.0,17.6,4066375.0
Jared Chatham,Central Arkansas,7,-4.98846,80.0,20.6,4067640.0
Jacob Young,Rutgers,9,1.88942,74.0,27.0,4066326.0
Andrew Jones,Texas,11,4.44259,76.0,24.1,4066325.0
Ryan Betley,California,10,0.123636,77.0,18.8,4066837.0
Seth Towns,Ohio St.,3,3.75577,80.0,16.5,4066829.0
Jordan Bruner,Alabama,6,10.673,82.0,15.7,4066850.0
Mikey Dixon,Grand Canyon,1,-1.31165,74.0,18.5,4070682.0
Cainan McClelland,Jackson St.,10,-0.00333873,76.0,13.3,4070742.0
John Pettway,South Alabama,15,-2.6268,75.0,18.4,4067800.0
Spencer Littleson,Toledo,12,5.27531,76.0,13.3,4066492.0
Kellon Taylor,Albany,8,-2.19422,78.0,19.8,4066493.0
Najee Garvin,Nicholls St.,7,-6.6472,79.0,27.0,4066966.0
Micah Potter,Wisconsin,2,9.6193,82.0,28.0,4066399.0
Brendan Barry,Temple,14,3.1265,74.0,11.2,4066823.0
Evan Clayborne,UNC Asheville,13,-0.81376,78.0,18.0,4067415.0
Mike Smith,Michigan,1,3.50207,71.0,19.1,4066806.0
Jake Killingsworth,UC San Diego,14,1.56619,77.0,13.8,4066807.0
Ty Flowers,LIU,2,4.62599,81.0,24.9,4703209.0
Brison Gresham,Houston,0,8.34445,80.0,10.4,4066799.0
Damari Parris,Prairie View A&M,4,-8.25487,73.0,19.7,4067084.0
Arnaldo Toro,St. John's,7,0.750504,80.0,10.4,4066875.0
Unique McLean,St. Francis NY,3,-0.837191,74.0,20.5,4066797.0
DeJon Jarreau,Houston,9,7.53458,77.0,23.5,4066796.0
Dallas Walton,Colorado,2,7.31387,84.0,20.2,4066353.0
JaQuori McLaughlin,UC Santa Barbara,9,7.40509,76.0,25.5,4066496.0
Kodye Pugh,Loyola Marymount,4,-2.95379,80.0,13.8,4066418.0
Isaiah Ross,Iona,11,-0.0430057,75.0,25.0,4067582.0
Xavier Bishop,Montana St.,1,-1.67306,68.0,25.5,4067581.0
Dylan Painter,Delaware,8,1.79798,82.0,26.5,4065840.0
Carlik Jones,Louisville,9,5.13199,73.0,26.2,4067735.0
Dru Smith,Missouri,11,7.28484,75.0,21.6,4066993.0
John Hall,Portland St.,17,-4.37136,79.0,16.1,4066996.0
Brock Bertram,Buffalo,13,5.50623,83.0,9.5,4067374.0
Troy Baxter,Morgan St.,3,-0.506861,81.0,25.7,4066777.0
Harrison Henderson,Southern,8,-4.07562,83.0,24.7,4066434.0
Bitumba Baruti,East Carolina,6,3.16427,79.0,14.9,4066634.0
Jax Levitch,Evansville,14,1.63513,79.0,7.9,4067663.0
Kevion Stewart,Alabama St.,10,-4.56173,75.0,20.7,4067233.0
Sammy Friday IV,Eastern Illinois,8,-3.76514,81.0,23.5,4067353.0
Tyrie Jackson,East Carolina,5,-1.16156,74.0,16.3,4065739.0
Loren Cristian Jackson,Akron,9,2.91605,68.0,33.3,4066919.0
Koby McEwen,Marquette,1,1.64759,76.0,20.7,4066755.0
Juwan Durham,Notre Dame,0,6.92017,83.0,21.3,4066440.0
Justin Roberts,Niagara,10,-1.50533,70.0,14.7,4067403.0
Jason Carter,Xavier,7,2.55502,80.0,14.6,4067398.0
Zach Radz,Sacred Heart,4,-12.6141,74.0,18.3,4067934.0
Tre Clark,Rice,4,-3.31633,77.0,12.0,4067606.0
Kameron McGusty,Miami FL,11,0.803095,77.0,22.5,4066310.0
Jordan Shepherd,Charlotte,5,-1.74135,76.0,22.2,4066308.0
Oscar Frayer,Grand Canyon,17,3.07884,78.0,16.6,4067332.0
Johnny McCants,New Mexico St.,2,8.16875,79.0,21.2,4067472.0
Rasheem Dunn,St. John's,5,-0.730084,74.0,20.6,4067955.0
Derrick Alston Jr.,Boise St.,11,2.67478,81.0,25.0,4066628.0
Tommy Kuhse,Saint Mary's,9,4.06143,74.0,24.3,4066735.0
Jock Perry,UC Riverside,3,2.04929,85.0,23.1,4066733.0
Elijah Thomas,Cal Baptist,15,0.785439,77.0,20.0,4066734.0
Mark Carbone,Cal Baptist,14,0.14324,74.0,11.9,4066743.0
Brad Greene,UC Irvine,0,6.58162,83.0,22.1,4066937.0
Nikola Djogo,Notre Dame,12,4.15283,80.0,11.7,4065704.0
Ikenna Ndugba,Elon,1,0.441712,72.0,20.7,4067522.0
Mattias Markusson,Loyola Marymount,13,0.970949,87.0,21.1,4066671.0
Kalob Ledoux,Louisiana Tech,14,-0.069042,76.0,20.5,4067749.0
Justin Moore,Pacific,5,-1.72793,76.0,23.2,4065662.0
CJ Walker,Ohio St.,9,4.09833,73.0,20.0,4065655.0
Damien Jefferson,Creighton,6,5.83865,77.0,20.6,4066720.0
Josh Hall,Cal St. Fullerton,6,-0.604278,79.0,20.4,4066703.0
Aher Uguak,Loyola Chicago,12,5.33086,79.0,14.7,4066717.0
Bryson Williams,UTEP,3,0.0758951,80.0,24.5,4066678.0
Jacob Davison,Eastern Washington,1,-1.3076,76.0,25.8,4066878.0
Christian Carlyle,Santa Clara,17,-1.40555,77.0,17.8,4067124.0
Everett Winchester,Florida Atlantic,7,-2.39226,79.0,18.4,4067456.0
MaCio Teague,Baylor,11,7.28996,76.0,21.0,4067696.0
Tahj Eaddy,USC,11,5.22292,74.0,20.0,4067197.0
Denzel Mahoney,Creighton,1,2.7446,77.0,22.4,4067205.0
Jonathan Baehre,Clemson,3,4.27032,82.0,16.7,4067691.0
Karlis Silins,Florida Atlantic,15,-0.0338222,83.0,21.9,4066277.0
A.J. Lawson,McNeese St.,5,-4.89803,77.0,26.0,4067017.0
Ross Cummings,Mercer,11,1.01695,75.0,18.6,4067720.0
Zane Martin,Towson,1,-1.95209,76.0,30.5,4067320.0
Justin Gorham,Houston,2,8.73645,79.0,15.9,4067322.0
Dontay Bassett,Weber St.,3,-0.70045,81.0,22.5,4066258.0
Gorjok Gak,Cal Baptist,0,2.61346,83.0,25.2,4066257.0
Romello White,Mississippi,13,5.7166,80.0,19.7,4066342.0
Frankie Hughes,San Diego,4,-5.43894,76.0,22.2,4066233.0
David Jean-Baptiste,Chattanooga,11,1.68999,73.0,24.7,4067255.0
Rodney Chatman,Dayton,5,-0.59969,73.0,20.3,4067250.0
Makale Foreman,California,10,-0.570771,73.0,21.5,4067252.0
Chuck Champion,Albany,5,-3.30954,76.0,21.6,4067132.0
Kobe Wilson,Alcorn St.,7,-2.9336,81.0,8.0,4067680.0
Reginald Gee,Austin Peay,1,-3.82164,75.0,19.2,4067676.0
Ray Salnave,DePaul,10,-0.745301,75.0,18.5,4067329.0
Travis Atson,St. Francis NY,11,-0.223817,77.0,22.0,4066478.0
Payton Willis,Charleston,11,1.03952,76.0,21.0,4066230.0
John Fulkerson,Tennessee,8,3.84305,81.0,18.2,4066215.0
Clevon Brown,Vanderbilt,15,1.48191,80.0,11.1,4066229.0
Jalen Johnson,Wake Forest,3,2.58295,78.0,17.2,4066216.0
Devin Gage,Fresno St.,4,-5.40112,74.0,18.3,4065774.0
Brandon Cyrus,UC Santa Barbara,12,1.77714,77.0,10.5,4065775.0
Mark Crowe,Cal Poly,14,0.593786,77.0,12.8,4066868.0
Quan Jackson,UAB,6,3.20338,76.0,20.8,4067781.0
Bryce Nze,Butler,2,3.36606,79.0,22.9,4067439.0
Carson Williams,Western Kentucky,15,2.41096,77.0,15.7,4067445.0
Mason Faulkner,Western Carolina,9,1.77837,73.0,27.7,4067444.0
Jalen Tate,Arkansas,11,3.66057,78.0,20.3,4067442.0
DJ Mitchell,Santa Clara,3,1.46795,80.0,17.9,4065751.0
Richard Washington,San Jose St.,1,0.25246,78.0,30.5,4593097.0
Seventh Woods,South Carolina,5,-3.78017,74.0,20.3,4065676.0
Alterique Gilbert,Wichita St.,9,1.9645,72.0,23.7,4066441.0
Matt Moyer,George Washington,8,-1.71882,81.0,19.1,4065719.0
Aaron Cook,Gonzaga,6,6.52944,73.0,17.5,4067063.0
Kashaun Hicks,Norfolk St.,3,0.28237,78.0,18.0,4067529.0
Salif Boudie,UMass Lowell,13,0.947741,80.0,23.5,4067773.0
Christian Willis,Arkansas St.,10,-2.01102,74.0,17.0,4067775.0
Riley Till,Cal Poly,16,-3.29033,79.0,13.1,4066369.0
Te'Jon Lucas,Milwaukee,9,0.557361,74.0,29.8,4066357.0
Maciej Bender,Mercer,8,0.908238,83.0,23.9,4066332.0
Jordan Bohannon,Iowa,11,5.74124,73.0,17.7,4066366.0
Maishe Dailey,Akron,17,-1.97415,79.0,15.1,4066365.0
Milos Jovic,Miami OH,4,-6.8457,76.0,15.0,4067389.0
Justin Kier,Georgia,6,2.16751,76.0,16.7,4066863.0
Nana Akenten,Southeast Missouri St.,3,-0.706302,78.0,19.1,4277969.0
Thomas Allen,N.C. State,1,2.9126,73.0,16.3,4277968.0
Alessandro Lever,Grand Canyon,15,2.42677,82.0,22.5,4280173.0
Isaiah Washington,Long Beach St.,9,-0.284281,73.0,25.2,4277967.0
LaDavius Draine,Southern Miss,5,-2.67622,76.0,19.4,4279101.0
Trey Wade,Wichita St.,3,5.03953,78.0,14.7,4279111.0
Kyle Young,Ohio St.,12,8.60216,80.0,14.8,4277974.0
Anthony Gaines,Northwestern,15,2.43749,76.0,12.2,4277972.0
David Maynard,Colgate,17,-1.49146,76.0,15.1,4280049.0
Pauly Paulicap,DePaul,8,1.67956,80.0,17.5,4279706.0
Damion Rosser,New Orleans,3,0.596864,76.0,22.3,4279179.0
Andrew Platek,North Carolina,14,3.08137,76.0,15.0,4277906.0
Jason Strong,Northeastern,12,-0.47686,80.0,17.4,4279220.0
Tomas Murphy,Vermont,3,-3.67166,80.0,33.0,4279222.0
Brandon McKissic,UMKC,9,2.10824,75.0,28.9,4280190.0
Jack Perry,Eastern Washington,12,2.69411,74.0,9.4,4278600.0
Ra Kpedi,Purdue Fort Wayne,13,-6.35061,81.0,15.4,4278247.0
Bailey Patella,Vermont,12,5.43156,77.0,13.9,4278246.0
Emmanuel Akot,Boise St.,3,1.24327,80.0,22.3,4278131.0
Alex Barcello,BYU,11,8.74571,74.0,22.4,4278130.0
Maxwell Evans,Vanderbilt,11,2.90783,74.0,16.9,4278123.0
Grant Anticevich,California,3,2.2029,80.0,18.5,4278145.0
Austin McCullough,Campbell,12,-0.204011,77.0,13.1,4278142.0
Justice Sueing,Ohio St.,2,6.15253,79.0,20.2,4278141.0
Brad Davison,Wisconsin,10,5.58069,76.0,18.1,4277993.0
Nate Reuvers,Wisconsin,3,2.68633,83.0,23.4,4277994.0
Ira Lee,Arizona,8,0.348393,80.0,17.9,4278128.0
Taj Benning,Fairfield,1,-1.39969,76.0,20.5,4279483.0
Johnny Wang,Cal St. Fullerton,14,-5.28718,81.0,15.5,4278728.0
Marcus Carr,Minnesota,9,5.76273,74.0,28.3,4278014.0
Lavar Batts Jr.,UNC Asheville,4,-6.25572,75.0,22.8,4278006.0
Shamiel Stevenson,Nebraska,7,-1.70278,78.0,22.4,4278020.0
Terrell Brown,Pittsburgh,16,-1.46928,82.0,16.3,4278018.0
Jeff Gary,Mercer,14,1.22281,76.0,13.4,4279215.0
Jacob Wiley,Illinois Chicago,16,-8.48716,79.0,15.3,4279246.0
Jordan Davis,Middle Tennessee,5,-2.03211,75.0,21.2,4278351.0
Jalen Crutcher,Dayton,9,3.3321,73.0,26.5,4278352.0
Vance Jackson Jr.,Arkansas,17,1.18849,81.0,16.5,4066442.0
Milos Supica,Charlotte,8,-1.39438,81.0,18.2,4278932.0
Nike Sibande,Pittsburgh,1,-1.07235,76.0,19.6,4279430.0
Donovan Sims,Middle Tennessee,5,-4.84846,73.0,19.6,4279080.0
Matt Beachler,Central Michigan,10,-3.04084,76.0,13.1,4279328.0
Kevin McAdoo,Bradley,10,-4.42739,74.0,18.1,4279331.0
Tydus Verhoeven,UTEP,13,3.29606,81.0,11.4,4278488.0
Nicholas Kratholm,Niagara,8,-2.97315,81.0,18.5,4278489.0
Eric Williams Jr.,Oregon,3,3.10739,78.0,18.7,4278490.0
Scott Blakney,Idaho,8,-5.70441,80.0,26.4,4278609.0
Isaiah Livers,Michigan,12,9.32712,79.0,18.9,4277957.0
Eli Brooks,Michigan,11,7.53351,73.0,16.1,4277960.0
Darius McNeill,SMU,14,1.27772,75.0,14.7,4278139.0
Jahvon Blair,Georgetown,11,4.4531,76.0,23.2,4278565.0
Jose Alvarado,Georgia Tech,11,7.74415,72.0,20.6,4277869.0
Bryan Trimble Jr.,Akron,14,1.59357,74.0,17.3,4278583.0
Jamaree Bouyea,San Francisco,9,4.91595,74.0,26.2,4280245.0
Samson George,Central Arkansas,4,-10.4065,79.0,17.6,4278021.0
Marco Anthony,Utah St.,6,2.29868,77.0,19.2,4278034.0
Chaundee Brown Jr.,Michigan,12,5.25061,77.0,17.1,4278045.0
Olivier Sarr,Kentucky,2,4.46084,84.0,23.4,4278046.0
RJ Nembhard,TCU,9,0.628701,77.0,28.0,4277916.0
Izaiah Brockington,Penn St.,3,2.12459,76.0,22.6,4278412.0
Austin Williams,Hartford,3,1.27131,76.0,23.6,4279709.0
Alex O'Connell,Creighton,3,0.338303,78.0,20.5,4277846.0
Jalen Ray,Hofstra,11,2.93358,74.0,25.7,4279206.0
Evan Gilyard II,New Mexico St.,1,-1.14896,70.0,18.3,4279109.0
John Jones,Texas Southern,10,-6.17191,72.0,16.8,4278696.0
Jayvon Graves,Buffalo,6,2.98538,75.0,22.2,4279325.0
Daeqwon Plowden,Bowling Green,3,2.00832,78.0,22.4,4279318.0
Nelly Cummings,Colgate,11,-0.0709957,72.0,19.9,4279317.0
Blake Huggins,Ball St.,13,1.55102,82.0,13.8,4279316.0
James Reese,North Texas,12,3.83751,76.0,18.0,4279322.0
Fatts Russell,Rhode Island,9,3.49856,71.0,26.5,4278371.0
Terry Nolan Jr.,Bradley,11,2.5575,76.0,24.0,4278494.0
Justin Mazzulla,Vermont,15,2.10593,75.0,16.3,4278493.0
Greg Calixte,George Mason,16,-6.0456,80.0,17.1,4278362.0
Tshiefu Ngalakulondi,Fairfield,7,-1.71326,79.0,21.0,4278410.0
Elyjah Williams,Fairleigh Dickinson,2,1.85755,79.0,22.4,4279627.0
Noah Morgan,Eastern Michigan,3,-1.65514,77.0,18.8,4279626.0
Josh Nicholas,Louisiana Monroe,11,-0.39637,75.0,20.5,4279652.0
Sean Price,Charleston Southern,15,0.0366444,75.0,19.2,4278689.0
Desmond Cambridge Jr.,Nevada,11,3.76987,76.0,26.3,4279462.0
Isaac Bonton,Washington St.,9,4.14992,75.0,30.3,4278628.0
Lenell Henry,Prairie View A&M,8,-2.06337,80.0,18.9,4278645.0
John Harrar,Penn St.,8,6.00913,81.0,19.3,4277980.0
Jamari Wheeler,Penn St.,6,5.09728,73.0,14.1,4277978.0
Garrison Brooks,North Carolina,15,3.90858,82.0,18.8,4277908.0
Wabissa Bede,Virginia Tech,5,1.0732,73.0,13.2,4278038.0
Brandon Huffman,Jacksonville St.,13,-0.482586,82.0,25.0,4277912.0
P.J. Horne,Georgia,12,4.12021,78.0,11.2,4278040.0
Ejike Obinna,Vanderbilt,7,-9.49538,82.0,14.6,4278125.0
Trae Berhow,Northern Iowa,1,-0.0617296,77.0,22.9,4280203.0
Cam Allen,Towson,4,-6.61541,73.0,15.0,4280160.0
Jade' Smith,Pepperdine,6,1.73155,76.0,19.3,4280202.0
Joe Quintana,Loyola Marymount,11,3.90165,74.0,14.5,4280163.0
Levi Stockard III,VCU,8,0.596661,80.0,20.8,4277897.0
Mike McGuirl,Kansas St.,1,1.57117,74.0,22.4,4277895.0
Marcus Garrett,Kansas,6,5.64007,77.0,18.6,4277892.0
Simon Wright,Elon,17,0.336793,79.0,14.6,4279202.0
Jacob Rigoni,Quinnipiac,14,0.456968,78.0,17.3,4279743.0
Rich Kelly,Boston College,11,-0.0825498,73.0,22.4,4279741.0
Jamorko Pickett,Georgetown,3,4.64478,81.0,19.9,4278566.0
Quade Green,Washington,9,0.0847234,72.0,29.1,4278074.0
Jaden Sayles,Stony Brook,7,-2.68971,81.0,23.1,4279310.0
Stef Smith,Vermont,1,-1.3172,74.0,24.0,4278244.0
Bryce Moragne,Florida A&M,15,-1.29414,77.0,16.0,4279780.0
Javon Levi,UT Rio Grande Valley,9,2.27744,71.0,22.6,4280187.0
Josip Vrankic,Santa Clara,3,1.61397,81.0,29.4,4280250.0
Shaquille Walters,Northeastern,6,0.302465,78.0,19.4,4280251.0
Marco Smith,Nebraska Omaha,5,-4.91515,74.0,18.0,4280189.0
Justin McCall,Cal St. Bakersfield,15,1.23876,78.0,18.5,4278732.0
Cooper Neese,Indiana St.,14,0.296514,76.0,18.1,4288068.0
Aaron Thompson,Butler,9,-0.411001,74.0,21.2,4278552.0
Sandro Mamukelashvili,Seton Hall,3,4.79756,83.0,28.6,4278580.0
Holland Woods,Arizona St.,14,2.64026,73.0,13.3,4278657.0
M.J. Walker,Florida St.,11,3.49767,77.0,21.8,4277854.0
Wyatt Wilkes,Florida St.,14,5.38821,80.0,14.2,4277855.0
Malek Green,Canisius,2,0.431244,79.0,25.9,4279878.0
Ike Obiagu,Seton Hall,0,7.33716,86.0,11.5,4277851.0
Anthony Polite,Florida St.,12,9.80136,78.0,17.0,4277852.0
Steffon Mitchell,Boston College,15,4.51731,80.0,14.8,4277832.0
Jordan Whitfield,Campbell,11,-1.16874,73.0,22.7,4278681.0
Phlandrous Fleming Jr.,Charleston Southern,9,2.62053,76.0,30.5,4278688.0
Jaheam Cornwall,Gardner Webb,11,0.666271,72.0,24.4,4278690.0
Dajour Dickens,Hampton,0,0.254372,84.0,15.5,4278576.0
Paul Scruggs,Xavier,9,5.47505,76.0,24.0,4278591.0
Greg Elliott,Marquette,11,4.8263,75.0,15.5,4278570.0
Theo John,Marquette,15,5.79981,81.0,16.7,4278569.0
Makai Ashton-Langford,Boston College,9,2.24108,75.0,21.6,4278574.0
Jamal Cain,Marquette,3,3.9639,79.0,16.4,4278572.0
Nate Watson,Providence,13,4.34453,82.0,22.9,4278573.0
Jack Ballantyne,LIU,7,-7.04939,81.0,15.0,4279232.0
