Name,Team,cluster,BPM,Height,Usage,AthleteSourceId
Yame Butler,Butler,11,0.718091,77.0,16.3,4700880.0
Anthony Roy,Oklahoma St.,11,3.20023,77.0,23.3,4701189.0
Graham Ike,Gonzaga,2,7.90046,81.0,26.5,4703396.0
Quincy Ballard,Mississippi St.,13,2.4721,84.0,15.1,4683134.0
Freddy Hicks,Tarleton St.,7,-0.429623,78.0,19.8,4705373.0
John Shanu II,Eastern Michigan,16,-4.82184,83.0,8.3,4703097.0
Devin Askew,Villanova,11,4.57486,77.0,21.4,4702467.0
Brycen Long,Portland St.,10,-2.79095,74.0,14.8,4586322.0
Markhi Strickland,North Dakota St.,8,-1.31336,78.0,21.8,4432494.0
Yacine Toumi,Hawaii,8,-0.905133,82.0,21.5,4702598.0
Melvyn Ebonkoli,NJIT,16,-4.88264,80.0,17.8,4703977.0
Skylar Wicks,Saint Francis,3,-2.48087,78.0,29.5,4703980.0
Kaden Metheny,Liberty,11,0.849835,71.0,19.4,4703572.0
Zion Bethea,Delaware St.,4,-8.88402,75.0,22.1,4433577.0
David Green,Tulsa,3,3.43292,79.0,25.3,5174623.0
Joey Madimba,Prairie View A&M,3,-2.91934,77.0,21.5,4705371.0
Tramon Mark,Texas,11,5.47996,77.0,22.1,4432243.0
Jadon Jones,Oklahoma,12,8.19287,77.0,12.8,4611534.0
Joshua O'Garro,Cal St. Northridge,3,1.22978,78.0,21.6,4684167.0
Cam'Ron Fletcher,High Point,2,2.18997,79.0,23.5,4432182.0
Nate Heise,Iowa St.,12,6.05275,77.0,11.5,4703912.0
Niko Rocak,UC Davis,2,4.93197,81.0,20.3,4702596.0
John Hugley IV,Duquesne,3,-1.47026,82.0,25.5,4432897.0
Myles Wilmoth,Canisius,7,-2.93179,82.0,17.6,4433560.0
Kyndall Davis,Texas St.,6,-0.2678,77.0,15.7,4703205.0
Brandon Noel,Ohio St.,13,4.45269,80.0,16.9,4702994.0
Alex Huibregtse,Bradley,12,1.7484,75.0,17.5,4702993.0
Xavier Lipscomb,Mount St. Mary's,11,0.509197,74.0,17.3,4702218.0
Isaiah Wilson,Winthrop,4,-5.1199,73.0,14.7,4700973.0
Sam Towns,Bowling Green,3,0.546015,81.0,19.5,4703531.0
Jacob Crews,Missouri,12,2.78448,80.0,15.6,4432515.0
Te'Jon Sawyer,Montana,15,-0.0540632,80.0,18.5,4702042.0
Jeremiah Oden,San Diego St.,12,0.977521,80.0,15.7,4703399.0
Kasen Jennings,Appalachian St.,1,-0.348495,75.0,25.1,4700841.0
Jaron Pierre Jr.,SMU,11,2.46021,78.0,23.3,4703115.0
Justin Wright,UNC Asheville,1,-2.06741,74.0,26.3,4704109.0
J'Vonne Hadley,Louisville,12,7.43241,79.0,16.3,4702784.0
Keegan Harvey,Bryant,15,-4.74012,83.0,21.4,4702741.0
Keshawn Williams,Iona,17,-5.18804,76.0,18.6,4602029.0
Martel Williams,Cal Baptist,1,0.666599,75.0,21.0,4702158.0
A.J. Staton-McCray,Seton Hall,6,3.57695,76.0,21.6,4703837.0
Marcus Fitzgerald Jr.,Jacksonville St.,14,-1.24584,74.0,13.9,4703415.0
Kam Woods,USC,6,2.29078,73.0,18.5,4702046.0
Trey Fort,Michigan St.,10,2.29041,76.0,20.9,4703411.0
Brandon Lieb,Illinois St.,0,1.25069,85.0,15.8,4684285.0
Adam Miller,Gonzaga,12,2.60249,75.0,16.4,4432175.0
Derrius Ward,Grambling St.,1,-2.63574,78.0,20.3,4700968.0
Ryan Myers,Western Kentucky,14,-0.310849,73.0,20.4,4703009.0
Truth Harris,La Salle,10,-0.246926,74.0,16.3,4703804.0
Alyn Breed,N.C. State,11,2.17032,75.0,15.6,4585590.0
Hunter Erickson,Hawaii,5,0.488391,75.0,15.9,4701217.0
Tai'Reon Joseph,Prairie View A&M,1,-6.41977,74.0,26.9,4703215.0
Jefferson Koulibaly,Georgia Southern,10,-3.91096,75.0,13.2,4702464.0
Antwan Burnett,Missouri St.,6,-0.320394,77.0,11.9,4433185.0
Devin Tillis,Virginia,14,1.50986,79.0,15.0,4703393.0
PJ Carter,LSU,14,-0.427287,77.0,17.0,4702000.0
Carson Towt,Notre Dame,13,5.26402,80.0,15.3,4702120.0
Josh Smith,Liberty,2,0.81948,81.0,21.8,4700859.0
Milton Matthews,East Tennessee St.,14,-1.25515,75.0,16.5,4704090.0
Jared Garcia,Nebraska,7,-1.38548,80.0,24.8,4702740.0
Connor Serven,Mercer,15,-0.152356,80.0,14.7,4702097.0
Nolan Dorsey,California,17,0.965721,77.0,10.0,4703253.0
Jalen Celestine,Cincinnati,12,7.04679,79.0,15.7,4598611.0
Howie Fleming Jr.,UNLV,6,2.39891,77.0,18.2,4703899.0
Boden Skunberg,Illinois St.,14,1.16601,77.0,18.1,4702671.0
Myles Stute,South Carolina,17,0.366708,78.0,14.4,4433340.0
JJ Traynor,Murray St.,15,-0.184292,81.0,16.3,4596711.0
Aly Khalifa,Louisville,11,4.95294,84.0,17.7,4702739.0
Duke Miles,Vanderbilt,9,9.60426,74.0,25.7,4702049.0
Terrance Williams II,USC,10,0.233996,79.0,9.5,4702236.0
Nick Boyd,Wisconsin,9,7.78862,75.0,30.1,4702654.0
Jamal West Jr.,UTEP,2,1.42587,78.0,24.3,5176665.0
Mekhi Gray,Maine,6,-3.50547,76.0,21.9,4701160.0
Jadrian Tracey,VCU,11,1.48341,78.0,23.3,4701030.0
Noah Taitz,Utah Valley,10,-2.8388,76.0,13.4,4432398.0
Justin Amadi,Mount St. Mary's,8,-3.70011,79.0,20.0,4702765.0
Jayden Stone,Missouri,12,6.49895,76.0,18.2,4432196.0
Nick Pringle,Arkansas,13,4.40279,82.0,11.8,4703887.0
Kerr Kriisa,Cincinnati,1,0.329721,75.0,17.2,4683633.0
Nimari Burnett,Michigan,12,7.54041,77.0,16.9,4433138.0
Deuce Turner,Fairfield,1,-5.43248,74.0,23.1,4702497.0
Joshua Aaron Reaves,Hofstra,10,-1.6807,75.0,11.0,4703169.0
Javohn Garcia,McNeese St.,6,4.64701,75.0,17.2,4701125.0
RJ Johnson,Rhode Island,5,-3.77852,73.0,16.1,5108122.0
Dominic Parolin,Boise St.,2,6.35325,81.0,17.2,4702518.0
Themus Fulks,UCF,9,0.775388,74.0,25.8,4704078.0
Braelon Bush,Chicago St.,1,-3.94147,69.0,20.2,4703637.0
Dallas Howell,North Alabama,17,-2.25592,79.0,14.8,4709454.0
Ty Harper,Oral Roberts,1,-2.66616,75.0,32.6,4683748.0
Reese Dixon-Waters,San Diego St.,14,2.06053,78.0,20.4,5313927.0
James Graham,Alabama A&M,3,-3.65001,79.0,19.9,4711691.0
Meechie Johnson,South Carolina,9,4.33608,74.0,29.0,4710770.0
Franck Kepnang,Washington,0,4.52049,83.0,15.3,4711400.0
Tre-Vaughn Minott,Portland St.,13,1.66387,82.0,15.0,4712656.0
Amar Augillard,Milwaukee,1,-3.86206,77.0,30.2,4897222.0
Anouar Mellouk,Morehead St.,7,-2.23089,80.0,17.7,4897051.0
Dola Adebayo,George Mason,6,2.22012,80.0,18.4,4897976.0
Isaiah Barnes,Valparaiso,10,-6.18222,79.0,18.3,4683946.0
Justice Ajogbor,Saint Joseph's,0,5.84792,82.0,11.7,4702962.0
Jordan Riley,East Carolina,9,1.13053,76.0,32.1,4683942.0
Daeshun Ruffin,Jackson St.,9,1.64575,70.0,36.2,4432638.0
Grant Slatten,Tennessee Tech,17,-3.04116,77.0,11.5,4687377.0
Ubong Abasi Etim,Southeastern Louisiana,16,-5.97581,81.0,9.7,5108048.0
Chance Moore,West Virginia,2,3.18465,78.0,25.6,4433596.0
Honor Huff,West Virginia,1,3.4307,70.0,22.8,4897365.0
Brennan Watkins,Chattanooga,11,-2.32576,71.0,17.7,4897364.0
Tasos Cook,Campbell,14,-0.833022,74.0,13.7,4897617.0
Bryce Harris,Howard,2,3.1963,76.0,24.6,4897768.0
Andres Marrero,Merrimack,14,-0.350181,77.0,15.2,4897066.0
Marcus Greene,Fordham,17,-2.80433,74.0,13.1,4897953.0
Tyler Powell,Eastern Washington,12,0.0363039,77.0,13.9,4684146.0
Alex Anderson,Texas Southern,3,-1.67238,78.0,21.4,4897173.0
Tyler Shirley,Florida A&M,3,-3.73902,80.0,23.0,4897175.0
Tahj Staveskie,Incarnate Word,1,-0.774118,72.0,27.0,4896368.0
Kobe Knox,South Carolina,11,3.38723,77.0,18.4,4896884.0
Isaiah Shaw,Northern Arizona,3,-3.80063,80.0,21.7,4896885.0
Louis Lesmond,Fordham,4,-5.31941,78.0,12.9,4898222.0
DJ Patrick,UNC Asheville,14,-0.580796,78.0,13.0,4897129.0
Ryan Cornish,USC,14,-1.56946,77.0,12.3,4898190.0
Cade Haskins,William & Mary,17,-2.86319,78.0,17.5,4898189.0
Makai Richards,Chattanooga,15,-4.24092,82.0,15.6,4897859.0
Parsa Fallah,Oklahoma St.,2,5.32314,82.0,22.2,4897970.0
Ariel Bland,Bethune Cookman,13,4.35203,79.0,14.4,4900669.0
Jaquan Scott,Arkansas Pine Bluff,3,-3.71923,80.0,27.2,5174317.0
Tay Mosher,East Texas A&M,17,-3.45645,79.0,14.7,4708219.0
Jalen Breath,Ohio,16,-5.38231,80.0,18.3,4897370.0
Khamari McGriff,Kansas St.,13,5.62359,81.0,18.6,4897715.0
Rob Brown III,Stony Brook,14,-2.53444,76.0,17.3,4898228.0
Will Tschetter,Michigan,14,5.5237,80.0,11.6,4684596.0
AJ Lopez,Richmond,11,1.68846,77.0,22.5,4897192.0
Scotty Washington,High Point,12,1.53938,76.0,16.8,4896852.0
Jason Nelson,Youngstown St.,5,-1.55124,70.0,18.2,4710358.0
Justice Williams,Western Michigan,1,-1.48252,76.0,23.9,4683676.0
Julien Soumaoro,Western Carolina,1,-0.70443,71.0,21.1,4897626.0
Kacper Klaczek,Elon,2,2.4909,80.0,20.2,4897053.0
Brenton Knapper,Santa Clara,1,1.63828,72.0,19.3,4897209.0
Shaqir O'Neal,Sacramento St.,7,-3.16515,80.0,14.3,4684156.0
Chris Howell,New Mexico,6,3.13565,78.0,15.9,4684163.0
Tyler Lundblade,Belmont,14,1.70952,77.0,17.5,4683944.0
Jalen Smith,Rice,1,-0.822732,74.0,19.8,4690767.0
Raymond Espinal-Guzman,Stonehill,7,-4.35676,80.0,18.2,4897973.0
Montavious Myrick,Eastern Kentucky,8,-1.95218,80.0,19.9,4898333.0
Justin Neely,UNC Greensboro,2,1.15006,78.0,26.3,4896620.0
Zion Russell,Saint Francis,1,-3.24682,74.0,23.0,4898334.0
Gus Larson,Queens,15,-2.28419,82.0,15.7,4898223.0
Abdul Momoh,Illinois Chicago,0,3.50856,80.0,16.5,4896534.0
Zaire Williams,Mercer,11,0.43827,76.0,19.9,4897951.0
Isaac Abidde,Albany,3,-4.20052,81.0,18.5,4897200.0
Theo Seng,Troy,3,-0.553502,81.0,18.8,4897957.0
Casey Simmons,Yale,12,2.18198,78.0,17.2,4432692.0
Grant Asman,Lipscomb,2,1.91125,82.0,22.0,4897583.0
Sir Issac Herron,Louisiana Tech,15,-0.0105878,80.0,17.2,4897258.0
Elijah Tucker,Longwood,15,-2.64555,80.0,23.9,4684309.0
Lamin Sabally,Iona,2,4.4458,80.0,21.3,4897691.0
Jalen Warley,Gonzaga,6,8.42079,79.0,16.7,4683147.0
KeShawn Murphy,Auburn,2,8.36615,82.0,20.1,4683756.0
Alden Applewhite,Georgia Southern,12,0.755357,79.0,19.3,4898382.0
Josh Odunowo,UMBC,8,-1.37855,78.0,19.7,4702976.0
Ismail Habib,Southern Indiana,1,-5.1185,72.0,25.2,4711838.0
Trey Kaufman-Renn,Purdue,2,8.03974,81.0,24.9,4897438.0
Brian Waddell,Bellarmine,12,-0.937217,79.0,21.2,4823976.0
AJ George,Cal St. Bakersfield,7,-6.96338,78.0,18.4,4897668.0
Langston Love,Georgetown,17,-1.91819,77.0,12.9,4433265.0
Ryan Dufault,St. Thomas,12,2.03912,72.0,15.4,4897245.0
Daylen Berry,Winthrop,1,-1.49807,76.0,20.7,4897458.0
D.J. Smith,Campbell,1,0.930665,72.0,24.9,4897215.0
Milos Ilic,California,15,4.19781,82.0,14.0,4897890.0
Kyle Cuffe Jr.,Mercer,1,-5.97741,74.0,20.6,4816087.0
Jao Ituka,Northern Illinois,1,-2.48738,73.0,21.2,4896378.0
Joshua Beadle,Coastal Carolina,1,-1.46222,75.0,30.8,4698718.0
C.J. Anthony,Iona,9,0.329007,72.0,26.1,4897054.0
Tuongthach Gatkek,Little Rock,15,0.284893,81.0,15.7,4896453.0
Kezza Giffa,Mississippi,11,1.83475,73.0,19.4,4897575.0
Jordan Battle,Old Dominion,11,2.17094,74.0,22.0,4896969.0
Owen Dease,Valparaiso,14,-0.116203,80.0,21.7,4897302.0
Robert McCray V,Florida St.,9,5.25972,76.0,32.3,4685802.0
Tyler Coleman,Towson,7,-1.35963,79.0,13.9,4897711.0
Mike James,Vanderbilt,10,-0.449143,77.0,9.2,4684164.0
Quimari Peterson,Washington,14,5.36567,73.0,14.5,4897465.0
Will Allen,Louisiana Tech,15,-0.516044,79.0,12.9,4897501.0
Julian Mackey,FIU,11,-0.657891,74.0,23.8,4719433.0
Michael Gray Jr.,Wichita St.,10,0.596838,73.0,17.2,4710354.0
Jayme Mitchell Jr.,Jackson St.,3,-3.12384,77.0,22.6,4897873.0
Sam Hoiberg,Nebraska,11,9.46575,72.0,15.3,4897432.0
Quaran McPherson,UAB,3,-2.60355,76.0,20.6,4432524.0
Houston Mallette,Alabama,14,6.73912,77.0,12.4,4709141.0
James Okonkwo,Utah,8,3.68389,80.0,10.3,4897777.0
Allen Strothers,East Tennessee St.,5,-2.21507,73.0,14.2,4897387.0
Kowacie Reeves Jr.,Georgia Tech,12,1.34454,78.0,21.5,4683757.0
Wes Peterson,Binghamton,10,-7.19138,78.0,18.4,4897008.0
Anquan Hill,Sacred Heart,3,-2.7586,81.0,25.9,4709320.0
Tre Carroll,Xavier,2,3.35226,79.0,26.6,4684289.0
Ethan Butler,Charlotte,15,-0.755731,79.0,14.1,4898117.0
Quincy Allen,Bryant,6,-2.96428,80.0,24.3,4433257.0
Mason Miller,Murray St.,14,0.650933,81.0,10.9,4683755.0
John Christofilis,Seattle,14,-2.21042,75.0,16.4,4433606.0
John Camden,California,12,4.69051,80.0,18.6,4684155.0
Johnathan Lawson,Little Rock,11,-1.19238,79.0,22.9,4432589.0
Milos Nenadic,Lindenwood,3,-1.40554,82.0,21.1,4897163.0
Alex Crawford,Rhode Island,7,-3.67553,80.0,17.0,4897620.0
Elijah Kennedy,Hampton,6,-1.65659,75.0,18.2,4879743.0
Foster Wonders,Cleveland St.,14,-4.31998,77.0,10.7,4897481.0
Legend Geeter,Detroit Mercy,3,1.41828,80.0,19.0,4684296.0
Rafael Castro,George Washington,0,9.46067,83.0,24.7,4684443.0
Corey Perkins,Delaware St.,5,-5.57905,74.0,19.5,4897761.0
Adetokunbo Bakare,Saint Peter's,10,-3.39125,75.0,18.8,4590362.0
Brent Bland,Saint Peter's,6,2.45764,75.0,19.0,4898256.0
Sam Silverstein,Illinois Chicago,6,2.82764,78.0,11.0,4702961.0
Ben Schwieger,Northern Iowa,6,3.41084,80.0,19.3,4897474.0
Julius Rollins,Denver,3,-4.02534,79.0,19.9,4898315.0
Devin McGlockton,Vanderbilt,2,6.81764,79.0,17.0,4791227.0
RJ Keene,Boise St.,17,6.66998,79.0,8.6,4683941.0
Leonardo Bettiol,Massachusetts,2,2.04947,81.0,28.3,4896505.0
Nick Davidson,Clemson,2,4.70611,82.0,20.9,4699440.0
Duncan Powell,Providence,17,0.497584,80.0,14.8,4565204.0
"Corey Floyd, Jr.",Providence,11,1.2732,76.0,16.9,4684718.0
Ramon Walker Jr.,Houston,12,4.03404,77.0,13.3,4708176.0
Maximus Edwards,Duquesne,1,-3.25231,77.0,22.0,4897708.0
Will Felton,North Carolina A&T,13,-0.839654,80.0,18.4,4693724.0
Demari Williams,Houston Christian,3,-2.80756,77.0,22.4,4691165.0
Isaiah Walker,Xavier,12,1.85841,77.0,12.1,4897261.0
Kaleb Washington,Florida A&M,6,-2.00659,80.0,23.9,4684293.0
Malachi Smith,Connecticut,5,2.73524,72.0,17.4,4683861.0
Michael Folarin,East Texas A&M,16,-6.90105,82.0,20.5,4897854.0
Justin Rochelin,Pacific,3,1.75746,77.0,18.5,4709142.0
Shay Johnson Jr.,Long Beach St.,13,0.428674,82.0,8.4,4897531.0
Giovanni Emejuru,East Carolina,13,1.29423,82.0,19.3,4896939.0
Damon Nicholas Jr.,Sam Houston St.,3,1.75234,76.0,15.5,4896936.0
Tucker DeVries,Indiana,11,6.95691,79.0,21.2,4837238.0
Conor Enright,Indiana,11,3.23948,73.0,11.7,4897451.0
Jaden Brownell,USC,12,0.00744941,82.0,20.5,5243241.0
Carter Kingsbury,The Citadel,17,-5.66985,77.0,16.4,4897421.0
Nate Johnson,Kansas St.,11,5.45395,75.0,19.9,4898278.0
Joseph Venzant,Abilene Christian,6,1.75245,75.0,9.5,4897572.0
Terrance Jones,Manhattan,1,-2.04765,75.0,22.3,4898280.0
Nate Bittle,Oregon,2,8.01723,84.0,27.7,4432586.0
Isaac Johnson,Hawaii,2,4.79792,84.0,29.1,4898118.0
Jayden Jackson,Cal Baptist,10,1.03432,76.0,17.7,4897936.0
Myron Amey Jr.,Loyola Marymount,11,2.68571,74.0,22.9,4897534.0
Alex Williams,Duquesne,3,0.419719,77.0,23.7,4897383.0
Chris Hodges,Montana St.,16,-0.0676965,81.0,14.6,4433615.0
Matthew Mors,South Dakota St.,12,2.42914,79.0,14.5,4590359.0
Diego Campisano,Northern Arizona,14,-2.17608,78.0,18.9,4897938.0
Samuel Ariyibi,Utah Tech,7,-2.83999,80.0,18.7,4898377.0
Lassina Traore,Texas,16,2.68345,81.0,15.3,4897052.0
Malik Thomas,Virginia,3,1.83572,77.0,26.7,4683758.0
Akiva McBirney-Griffin,UC Irvine,16,-3.72495,81.0,16.3,4897678.0
Imanuel Zorgvol,Youngstown St.,0,4.26136,84.0,17.3,4898165.0
Zach Bloch,Northern Colorado,14,2.16972,74.0,15.0,4897944.0
Pablo Tamba,LSU,13,7.37102,79.0,13.9,4897898.0
Logan Duncomb,Winthrop,2,6.19411,82.0,31.4,4682856.0
Malcolm Chimezie,Boston University,13,-0.779073,80.0,14.8,4684448.0
Ben Johnson,Vermont,14,-1.65911,75.0,13.6,4897010.0
Angelo Brizzi,Buffalo,11,-0.583565,75.0,23.5,4684022.0
Sam Alamutu,Wright St.,6,0.102474,77.0,15.7,4898006.0
Michael Duax,Florida Gulf Coast,15,0.293016,78.0,16.2,4897479.0
Landon Wolf,Illinois St.,12,3.85652,77.0,15.2,4897478.0
Kooper Jacobi,Eastern Illinois,7,-2.89717,78.0,20.9,4898343.0
Myles Rice,Maryland,5,-0.161579,75.0,21.0,4709133.0
Wyatt Fricks,Marshall,12,3.08006,81.0,20.9,4897504.0
Marcus Banks,Massachusetts,11,1.34596,75.0,21.0,4897361.0
Stephen Giwa,Rice,13,2.96275,81.0,13.8,5107293.0
Terrion Murdix,Western Kentucky,5,0.934869,73.0,18.3,4897301.0
Boopie Miller,SMU,9,5.07498,72.0,25.8,4898283.0
Jaylin Sellers,Providence,11,3.514,77.0,25.2,4898010.0
Ali Dibba,Texas A&M,6,3.72785,77.0,17.7,4896862.0
J.R. Konieczny,Florida Gulf Coast,3,0.538584,79.0,25.0,4575837.0
Trae English,Nicholls St.,1,-2.36377,72.0,22.1,4897337.0
Aidan Noyes,Belmont,12,0.650441,79.0,12.5,4710359.0
Keaton Norris,Samford,1,-1.68981,72.0,18.4,4898194.0
Keeyan Itejere,Rhode Island,13,3.61694,81.0,13.8,4684207.0
Riley Mulvey,Siena,13,3.68255,84.0,14.4,4685004.0
Zach Clemence,Texas A&M,12,4.45671,83.0,18.0,4683146.0
Bryce Hopkins,St. John's,2,6.58104,79.0,22.0,4565698.0
Daimion Collins,South Florida,0,5.37184,81.0,12.7,4611412.0
Camren Hunter,Central Arkansas,11,3.75234,74.0,29.0,4897018.0
Connor Hickman,Charleston,1,-1.78136,75.0,18.7,4897447.0
Javon Ruffin,Bowling Green,14,-0.617133,77.0,14.9,4693725.0
Cam Palesse,Alabama St.,10,-3.98223,77.0,12.7,4897484.0
Preston Ruedinger,Green Bay,11,2.30548,74.0,18.5,4897485.0
Cameron Crawford,Duquesne,17,-2.40183,77.0,13.5,4897466.0
Veljko Ilic,Sam Houston St.,8,3.48776,82.0,23.3,4897888.0
Garrett Johnson,George Washington,3,-0.366185,80.0,22.4,4898230.0
Jaden Cooper,Maryland Eastern Shore,1,-2.87585,75.0,17.4,4898212.0
Nana Owusu-Anane,Grand Canyon,6,7.18949,80.0,15.3,4898210.0
Jerrell Colbert,McNeese St.,0,3.50628,82.0,16.4,4433273.0
Randy Brady,South Alabama,6,1.87552,77.0,12.6,4433611.0
Patrick McMahon,Montana St.,3,-2.57468,79.0,25.7,4897923.0
Jakai Robinson,Bryant,7,-5.69343,77.0,12.1,4683741.0
Wilhelm Breidenbach,Grand Canyon,6,2.51558,82.0,14.5,4433600.0
Oleg Kojenets,Stony Brook,16,-6.79179,84.0,19.7,4810230.0
Zaakir Williamson,Saint Peter's,7,-1.05142,79.0,20.7,4898370.0
Devin Hines,North Florida,7,-7.05468,76.0,18.4,4897902.0
Kaleb Brown,Robert Morris,17,-1.11891,79.0,14.6,4690766.0
Trevon Brazile,Arkansas,2,9.28023,82.0,17.2,4698719.0
Anton Brookshire,Austin Peay,11,-0.693116,74.0,16.9,4683734.0
Makai Willis,Texas St.,8,-3.62437,80.0,24.6,4896371.0
TJ Long,Vermont,3,-3.40713,76.0,21.8,4896370.0
Xzavier Long,Hampton,7,0.773722,79.0,18.0,4896367.0
Kadar Waller,Cal St. Bakersfield,5,-4.42647,72.0,12.6,4899807.0
Jake Heidbreder,Fresno St.,11,1.91559,77.0,22.3,4903264.0
Ryan Abelman,Northern Arizona,14,-0.687337,76.0,18.7,5107851.0
Noah Feddersen,North Dakota St.,2,1.72622,82.0,20.9,5107278.0
Lance Waddles,Nebraska Omaha,3,-1.03921,76.0,21.5,5107275.0
Oakland Fort,Northern Arizona,17,-6.1824,70.0,17.1,4888717.0
Ryan Conwell,Louisville,11,5.23004,75.0,27.5,5107157.0
Dok Muordar,Monmouth,0,0.154472,83.0,16.7,5107158.0
William Kyle III,Syracuse,0,8.9675,81.0,15.4,5107258.0
Kolby King,Utah St.,12,5.20292,73.0,17.2,5105604.0
Christian Winborne,Nicholls St.,14,-1.36391,75.0,17.7,5105975.0
Quin Berger,Bucknell,10,-5.55157,74.0,13.1,5105976.0
Austin Benigni,Navy,9,-1.51157,70.0,27.1,5105691.0
Jayden Pierre,TCU,11,2.25471,72.0,16.8,5105619.0
Quante Berry,Memphis,6,1.83594,76.0,18.0,5105618.0
Ezra Ausar,USC,8,4.01659,81.0,23.4,5106051.0
Valentino Pinedo,UNC Greensboro,13,2.03875,80.0,14.7,5106053.0
Kareem Rozier,Winthrop,1,0.743709,69.0,20.4,5105885.0
Evans Kipruto,UC Santa Barbara,13,3.4658,80.0,16.5,5107146.0
Erik Pratt,Stony Brook,9,-0.498814,77.0,31.7,5105560.0
Tavari Johnson,Akron,11,2.87345,71.0,27.8,5108059.0
Ryan Prather Jr.,Robert Morris,11,3.98652,77.0,20.6,5108062.0
Houston Emory,Delaware,15,0.551541,81.0,10.1,5105772.0
Max Mackinnon,LSU,1,0.68426,78.0,23.8,5105785.0
Madison Durr,UNC Wilmington,1,-1.36762,77.0,25.1,5107358.0
Aidan Kehoe,Navy,13,7.21549,82.0,21.0,5105698.0
Jalen Forrest,Southeastern Louisiana,3,-4.52528,77.0,24.6,5107520.0
Derek Simpson,Saint Joseph's,9,4.61488,75.0,22.8,5105858.0
Dashon Gittens,Sacred Heart,11,2.47028,75.0,19.4,4712834.0
Antwone Woolfolk,Miami OH,2,4.4969,81.0,20.3,5105859.0
Kenny Noland,Columbia,11,0.872987,76.0,25.2,5106236.0
Ethan Meuser,Stonehill,7,-1.06236,80.0,19.9,5106628.0
Izaiyah Nelson,South Florida,2,9.20818,82.0,23.7,5107251.0
Darrion Williams,N.C. State,11,3.66334,78.0,23.7,4937074.0
Denzel Aberdeen,Kentucky,11,3.05876,77.0,20.9,5105527.0
Jo'el Emanuel,William & Mary,15,-0.38817,78.0,18.0,5106588.0
Trevon Blassingame,Idaho,12,0.828242,76.0,11.5,5106590.0
Jayland Randall,New Mexico St.,14,-0.593552,77.0,22.4,5107453.0
Vladimer Salaridze,Youngstown St.,6,4.82319,79.0,25.4,5107154.0
Kenyon Giles,Wichita St.,1,3.56951,70.0,23.0,5107508.0
