ncaa_id,year,rapm,off_rapm,def_rapm,base_bpm,win_rate,games_played,total_minutes
4398025,2020,-9.3,-3.13,-5.67,-6.14,0.12,25,442.0
4398029,2020,-7.39,-2.73,-4.06,-4.46,0.214,28,712.0
4398033,2020,-6.16,-3.39,-2.16,-3.36,0.24,25,587.0
4398035,2020,-13.17,-8.29,-4.27,-10.0,0.167,12,109.0
4398037,2020,-10.29,-6.09,-3.61,-7.45,0.231,26,421.0
4398036,2020,-16.69,-12.23,-3.86,-13.31,0.125,16,108.0
4398065,2020,-11.61,-5.48,-5.53,-9.96,0.471,17,100.5
4398067,2020,-5.16,-3.05,-1.65,-3.62,0.423,26,547.0
4398068,2020,4.55,4.88,0.13,6.26,0.393,28,924.0
4398092,2020,-5.2,-1.72,-3.09,-2.75,0.208,24,648.0
4398093,2020,-5.96,-2.64,-2.9,-3.38,0.192,26,615.0
4398206,2020,-1.04,-0.43,-0.01,0.46,0.5,26,782.0
4398266,2020,-3.39,-0.53,-2.31,-1.6,0.417,24,547.0
4398270,2020,-8.93,-6.72,-1.68,-7.05,0.389,18,93.5
4398209,2020,-4.99,-5.04,0.65,-3.39,0.48,25,393.0
4398237,2020,-9.32,-6.38,-2.6,-8.1,0.429,14,78.5
4398259,2020,-8.47,-4.63,-3.3,-5.87,0.25,20,146.0
4398264,2020,-8.16,-3.81,-3.79,-5.94,0.333,27,563.0
4398147,2020,-4.22,-1.85,-1.81,-2.57,0.448,29,836.0
4398148,2020,-4.09,-3.47,-0.02,-2.01,0.385,13,154.5
4398149,2020,-0.65,0.02,-0.1,1.01,0.448,29,946.0
4398153,2020,-8.28,-7.69,-0.04,-6.51,0.423,26,273.0
4397890,2020,-4.28,-3.85,-0.04,-2.01,0.241,29,411.0
4397892,2020,-3.01,-2.7,0.11,-0.82,0.269,26,365.0
4395650,2020,1.34,-0.92,2.33,1.84,0.438,32,953.0
4395653,2020,-3.87,-1.82,-1.99,-3.96,0.545,11,13.5
4395681,2020,2.28,-0.0,2.39,2.56,0.5,32,461.0
4395684,2020,0.51,0.62,0.0,0.79,0.5,32,967.0
4395685,2020,6.09,4.09,2.12,6.37,0.5,32,843.0
4396576,2020,-4.02,-3.32,-0.18,-2.55,0.464,28,791.0
4396578,2020,-0.53,0.26,-0.28,1.03,0.444,27,861.0
4396579,2020,-0.56,-0.24,0.2,0.91,0.464,28,747.0
4397928,2020,-3.28,-2.42,-0.43,-2.39,0.536,28,589.0
4397153,2020,0.81,1.49,-0.34,1.74,0.481,27,571.0
4397154,2020,-1.72,-2.99,1.68,-1.0,0.56,25,386.5
4397929,2020,-4.43,-2.8,-1.2,-3.67,0.567,30,693.0
4397133,2020,1.83,-1.59,3.4,0.41,0.774,31,359.0
4397134,2020,3.21,1.64,1.56,1.79,0.774,31,573.0
4397136,2020,8.7,6.57,2.11,7.28,0.774,31,1051.0
4397009,2020,-4.71,-4.09,-0.39,-3.55,0.385,26,450.0
4397010,2020,2.75,0.2,2.45,2.01,0.593,27,628.0
4397011,2020,0.62,-1.16,1.7,-0.42,0.667,30,431.0
4397012,2020,0.24,-1.35,1.73,0.02,0.611,18,222.0
4397614,2020,-3.26,-1.07,-1.59,-1.48,0.444,27,405.0
4397616,2020,-0.6,0.19,-0.2,0.76,0.526,19,257.0
4397617,2020,-3.31,-3.98,1.27,-2.04,0.545,22,238.5
4397619,2020,-0.31,-1.06,1.36,1.28,0.483,29,715.0
4397884,2020,-4.54,-2.52,-1.47,-4.09,0.682,22,132.0
4397883,2020,-0.95,-1.09,0.58,-0.69,0.667,15,57.5
4409222,2020,7.47,5.54,2.44,7.47,0.75,24,676.0
4397932,2020,3.52,3.11,0.85,4.29,0.567,30,855.0
4398109,2020,-8.45,-5.96,-1.93,-6.32,0.355,31,589.5
4398110,2020,-16.63,-13.01,-3.08,-13.91,0.227,22,189.0
4398113,2020,-5.0,-5.65,1.21,-2.87,0.355,31,841.0
4397832,2020,-6.32,-2.8,-2.96,-3.91,0.296,27,723.0
4397833,2020,-3.83,-0.92,-2.35,-1.7,0.355,31,1003.0
4397834,2020,-9.76,-4.81,-4.4,-7.26,0.273,22,297.0
4397835,2020,-3.87,-0.62,-2.68,-1.74,0.355,31,779.0
4397838,2020,-7.15,-5.02,-1.58,-5.15,0.379,29,380.0
4397839,2020,-5.14,-2.64,-1.93,-3.01,0.355,31,731.0
4397536,2020,-4.57,-5.83,1.74,-4.37,0.7,10,62.0
4397820,2020,-2.47,-0.92,-0.95,-1.53,0.613,31,699.0
4397821,2020,-0.2,1.16,-0.77,0.73,0.613,31,804.0
4397587,2020,-5.13,-2.04,-2.49,-3.74,0.522,23,590.0
4398051,2020,-1.47,0.63,-1.55,0.01,0.481,27,890.0
4397510,2020,-0.31,0.42,-0.2,1.24,0.452,31,783.0
4397509,2020,-4.3,-2.95,-0.83,-2.83,0.467,30,520.0
4397506,2020,3.69,3.99,0.22,5.16,0.467,30,1003.0
4397507,2020,-4.72,-1.46,-2.75,-3.07,0.423,26,416.0
4397898,2020,-14.16,-11.19,-2.53,-11.22,0.133,15,71.0
4396670,2020,1.51,0.2,1.72,2.31,0.55,20,380.0
4396673,2020,1.5,1.14,0.69,2.17,0.536,28,487.0
4398130,2020,-1.65,-0.85,-0.4,-1.07,0.583,24,290.0
4397275,2020,-6.55,-5.82,-0.36,-4.69,0.318,22,361.0
4398384,2020,-6.75,-4.95,-1.3,-6.19,0.64,25,381.0
4398387,2020,1.99,-3.23,5.73,2.75,0.6,25,223.0
4398008,2020,-6.17,-3.66,-1.97,-4.48,0.435,23,512.0
4398007,2020,-8.18,-3.2,-4.38,-5.68,0.3,10,129.0
4398010,2020,-0.6,-1.45,1.4,1.06,0.444,27,246.0
4397073,2020,0.37,-0.86,1.29,0.74,0.455,11,46.0
4397705,2020,-5.76,-2.76,-2.57,-3.26,0.214,28,1021.0
4397706,2020,-6.11,-3.77,-1.89,-3.53,0.208,24,377.0
4397707,2020,-1.98,-0.56,-0.99,0.52,0.214,28,789.0
4397550,2020,-7.0,-5.35,-1.1,-4.22,0.217,23,255.0
4397552,2020,-5.97,-3.6,-1.81,-2.97,0.179,28,687.0
4397081,2020,4.0,2.16,1.93,3.84,0.581,31,1032.0
4397083,2020,-0.11,-3.57,3.63,0.32,0.5,28,251.0
4397084,2020,1.64,1.14,1.1,2.57,0.613,31,819.0
4397950,2020,-17.47,-8.04,-9.15,-15.65,0.273,11,24.0
4395676,2020,2.43,3.49,-0.84,2.68,0.562,32,1139.0
4397076,2020,-2.08,-4.83,2.95,-2.08,0.6,15,273.0
4334018,2020,2.14,0.52,1.76,1.91,0.613,31,976.0
4397079,2020,2.59,-1.94,4.75,2.21,0.688,16,162.5
4397080,2020,2.57,-0.64,3.34,2.35,0.609,23,297.0
4397473,2020,-13.98,-10.89,-2.58,-13.29,0.615,13,110.5
4397766,2020,-3.62,-4.69,1.63,-2.14,0.483,29,330.0
4397767,2020,-1.67,-1.06,-0.05,-0.26,0.5,34,684.0
4397771,2020,-3.06,-0.73,-1.79,-1.82,0.524,21,152.0
4397880,2020,-6.13,-3.4,-2.16,-4.81,0.516,31,725.0
4398096,2020,-3.14,-2.18,-0.49,-1.88,0.481,27,912.0
4398097,2020,-7.51,-5.27,-1.78,-6.25,0.481,27,771.0
4398098,2020,-0.55,0.09,-0.18,0.79,0.462,26,769.0
4398196,2020,-6.29,-3.56,-2.17,-4.54,0.429,28,899.0
4398197,2020,-1.68,-0.45,-0.67,0.07,0.429,28,638.0
4398199,2020,-4.95,-2.11,-2.29,-3.1,0.407,27,701.0
4397032,2020,5.62,5.1,0.35,4.5,0.64,25,714.0
4397033,2020,6.04,4.65,1.18,4.78,0.645,31,1009.0
4398397,2020,-6.96,-3.49,-2.87,-5.46,0.5,30,650.0
4398399,2020,-5.61,-2.54,-2.47,-4.11,0.5,30,790.0
4398400,2020,-7.99,-4.1,-3.28,-6.13,0.429,14,209.0
4397475,2020,2.41,4.18,-1.26,2.24,0.793,29,1041.0
4397957,2020,-1.2,-1.64,0.99,-0.28,0.593,27,568.0
4397958,2020,-1.82,-0.15,-1.12,-0.94,0.6,25,654.0
4397959,2020,2.59,2.7,0.45,3.51,0.593,27,448.0
4398125,2020,-1.89,-0.19,-1.29,-1.43,0.615,26,286.0
4397904,2020,0.14,2.53,-1.88,1.8,0.423,26,574.0
3913170,2020,-10.08,-7.02,-2.55,-8.42,0.423,26,273.0
4397949,2020,3.82,3.33,0.81,4.56,0.519,27,789.0
4396027,2020,-2.26,-1.82,0.11,-0.86,0.5,30,791.0
4397028,2020,7.85,1.34,6.55,7.28,0.633,30,318.0
4395689,2020,-4.64,-0.62,-3.76,-4.36,0.571,14,58.0
4397907,2020,-1.69,-0.77,-0.44,1.01,0.2,10,33.5
4396693,2020,-4.79,-3.2,-1.11,-3.09,0.4,30,742.0
4396696,2020,-5.64,-4.83,-0.34,-3.94,0.4,30,452.0
4397807,2020,2.52,1.44,1.59,2.52,0.759,29,928.0
4397805,2020,4.23,3.96,0.78,4.27,0.75,28,870.0
4397607,2020,-1.15,-1.64,1.05,0.24,0.5,28,713.0
4397610,2020,-8.04,-5.97,-1.55,-5.57,0.267,15,127.0
4397612,2020,-18.14,-11.88,-5.77,-15.78,0.273,11,60.0
4397732,2020,-0.86,3.02,-3.44,1.41,0.267,30,1103.0
4397733,2020,-5.76,-2.57,-2.75,-3.44,0.258,31,904.0
4397736,2020,-6.67,-3.55,-2.71,-4.28,0.222,18,287.0
4397737,2020,-3.15,-1.6,-1.1,-0.83,0.258,31,880.0
4397738,2020,0.86,2.87,-1.41,1.97,0.577,26,478.0
4397739,2020,-9.52,-5.02,-4.02,-7.27,0.286,28,219.0
4397740,2020,-4.14,-1.33,-2.37,-1.87,0.267,30,493.0
4398141,2020,-1.22,0.89,-1.64,0.23,0.444,27,894.0
4398142,2020,-1.48,-0.55,-0.46,-0.03,0.444,27,913.0
4396739,2020,-10.79,-7.05,-3.23,-7.19,0.037,27,514.0
4396748,2020,1.92,-7.44,9.96,1.75,0.833,12,14.0
4395886,2020,-0.72,-0.29,0.17,0.7,0.516,31,1087.0
4395888,2020,-2.94,-1.93,-0.41,-1.44,0.5,30,453.0
4395892,2020,-1.97,0.56,-1.93,-0.24,0.455,22,199.0
4395893,2020,-2.37,-1.47,-0.3,-1.04,0.536,28,612.0
4398286,2020,-8.43,-5.55,-2.28,-5.26,0.167,18,228.0
4398287,2020,-6.27,-2.92,-2.8,-3.16,0.154,26,594.0
4594149,2020,-2.54,-0.6,-1.38,0.46,0.179,28,905.0
4398108,2020,-5.1,-2.34,-2.21,-3.17,0.393,28,793.0
4397257,2020,-2.13,0.48,-2.06,0.21,0.308,26,167.0
4397258,2020,-7.77,-4.77,-2.52,-6.07,0.4,10,42.0
4397255,2020,-2.82,-0.29,-2.04,-0.89,0.355,31,941.0
4398002,2020,-1.0,1.54,-2.02,0.27,0.5,26,888.0
4398003,2020,-5.06,-3.59,-1.02,-3.31,0.375,16,133.0
4398004,2020,2.83,2.8,0.54,4.09,0.5,26,688.0
4398005,2020,-1.64,-0.46,-0.68,-0.48,0.52,25,619.0
4397424,2020,5.87,1.96,4.24,5.55,0.727,22,587.0
4397491,2020,-2.77,-3.89,1.72,-1.77,0.6,10,81.0
4397967,2020,-7.49,-6.94,-0.12,-6.19,0.45,20,171.0
4397989,2020,-0.96,-0.82,0.39,-0.02,0.576,33,980.0
4397131,2020,1.39,0.13,1.45,1.43,0.586,29,576.0
4398217,2020,-9.81,-8.62,-0.73,-8.46,0.462,26,188.0
4398218,2020,-6.12,-3.8,-1.83,-4.99,0.516,31,769.0
4398219,2020,2.5,2.77,0.22,3.63,0.516,31,998.0
4398220,2020,-16.36,-11.1,-4.94,-14.59,0.308,13,36.0
4398221,2020,-2.41,-2.73,0.79,-1.21,0.5,30,636.0
4397931,2020,-4.89,-4.09,-0.33,-4.25,0.607,28,515.0
4397933,2020,-1.43,-2.89,1.9,-0.77,0.586,29,552.0
4397935,2020,1.27,1.0,0.71,1.62,0.652,23,663.0
4398071,2020,-8.94,-3.05,-5.39,-7.49,0.455,11,19.5
4398272,2020,-5.95,-4.04,-1.3,-4.95,0.6,15,106.0
4398251,2020,-2.86,-2.0,-0.31,-1.06,0.419,31,621.5
4398024,2020,-10.16,-2.49,-7.47,-7.58,0.083,12,29.0
4398240,2020,-3.25,-2.88,0.19,-2.37,0.6,25,598.0
4398085,2020,-3.84,-3.27,0.03,-1.84,0.4,10,15.5
4398419,2020,-0.58,1.07,-1.05,0.42,0.6,15,282.5
4398420,2020,-2.02,-1.14,-0.33,-1.28,0.63,27,347.0
4398424,2020,0.18,3.03,-2.25,0.68,0.7,10,43.5
4398425,2020,0.32,1.32,-0.44,1.06,0.63,27,741.0
4397558,2020,-3.54,-2.58,-0.36,-2.87,0.667,15,320.0
4397679,2020,-4.36,-4.82,0.92,-2.92,0.44,25,286.5
4398426,2020,-5.36,-1.57,-3.19,-3.86,0.5,14,54.5
4395997,2020,2.39,3.08,-0.23,3.83,0.444,27,995.0
4397665,2020,-0.63,-1.09,0.77,-2.11,0.952,21,61.0
4397611,2020,-16.35,-11.08,-4.74,-15.04,0.5,16,112.0
4397369,2020,-3.67,-0.09,-2.98,-4.67,1.0,10,20.5
4398121,2020,-9.64,-5.13,-3.91,-7.03,0.278,18,423.0
4398122,2020,-12.07,-7.73,-3.74,-8.76,0.138,29,296.0
4397503,2020,-9.59,-8.19,-0.98,-8.36,0.462,13,43.0
4397501,2020,0.85,1.13,0.07,1.47,0.552,29,820.0
4397276,2020,-12.08,-10.82,-0.92,-9.86,0.222,18,115.5
4600054,2020,-12.91,-11.83,-0.55,-9.72,0.125,16,135.5
4398165,2020,-9.07,-5.46,-3.06,-5.41,0.043,23,130.5
4398163,2020,-11.4,-4.79,-6.06,-8.18,0.13,23,254.5
4398162,2020,-12.89,-8.35,-3.98,-9.43,0.083,24,284.5
4397496,2020,-4.62,-3.22,-1.04,-3.02,0.36,25,656.0
4397545,2020,0.49,0.4,0.55,1.46,0.538,26,373.0
4397840,2020,-0.01,-0.21,0.73,0.25,0.71,31,761.0
4397841,2020,0.22,-0.6,1.34,0.64,0.677,31,913.0
4398268,2020,-0.29,-0.48,0.74,1.19,0.48,25,616.0
4396597,2020,3.7,3.89,0.29,3.57,0.767,30,596.0
4396594,2020,-0.47,-2.48,2.49,-0.61,0.767,30,687.0
4402918,2020,-1.99,0.18,-1.61,-0.59,0.5,30,460.0
4398430,2020,-3.86,-2.79,-0.51,-2.2,0.444,27,240.0
4402919,2020,-5.25,-4.81,0.16,-3.75,0.5,18,356.0
4404880,2020,-9.87,-5.47,-4.02,-7.1,0.136,22,144.0
4398386,2020,4.03,-0.95,5.49,4.6,0.643,28,616.0
4397891,2020,-2.7,-1.2,-1.09,-0.42,0.25,32,881.0
4398379,2020,-7.97,-5.07,-2.29,-5.31,0.269,26,272.0
4403412,2020,-10.61,-4.88,-5.17,-7.33,0.12,25,284.0
4403414,2020,-6.59,-0.33,-5.7,-3.23,0.107,28,846.0
4403413,2020,-8.82,-3.4,-4.87,-5.27,0.069,29,838.5
4403368,2020,-13.96,-12.49,-1.06,-10.81,0.077,13,83.0
4403365,2020,-7.59,-4.74,-2.3,-4.31,0.12,25,797.0
4404510,2020,-9.6,-6.02,-3.11,-6.65,0.15,20,218.0
4403417,2020,0.25,-0.33,1.09,1.88,0.433,30,917.0
4406975,2020,-15.45,-11.92,-3.0,-14.11,0.5,18,108.5
4403533,2020,-10.22,-6.71,-3.34,-9.79,0.5,14,30.5
4403456,2020,15.29,10.03,5.78,14.09,1.0,15,27.5
4409403,2020,0.19,-4.85,5.27,-0.19,0.692,13,40.0
4410840,2020,-8.21,-7.28,-0.6,-5.99,0.222,18,41.5
4409382,2020,-12.11,-8.96,-2.77,-9.56,0.182,11,150.0
4593251,2020,-11.99,-7.02,-4.36,-8.77,0.158,19,301.0
4408462,2020,-11.43,-6.69,-4.26,-10.23,0.5,10,22.0
4410862,2020,-1.73,0.73,-2.22,0.87,0.1,10,14.5
4406151,2020,-1.3,-2.05,1.27,-0.5,0.6,30,287.0
4411057,2020,4.31,0.47,3.98,4.24,0.586,29,538.0
4413652,2020,-1.11,-2.81,1.73,-1.95,0.684,19,112.5
4412180,2020,-7.72,-6.38,-0.84,-7.72,0.75,12,37.0
4412210,2020,-9.43,-7.99,-1.0,-6.5,0.133,15,29.5
4431925,2020,-5.69,-5.28,-0.17,-5.09,0.5,20,91.0
4431837,2020,-0.83,-1.62,1.15,0.17,0.474,19,144.0
4593826,2020,-7.85,-7.7,0.13,-6.03,0.273,11,59.0
4432886,2020,-4.3,-4.23,0.28,-2.9,0.4,30,644.0
4433001,2020,4.79,5.31,-0.32,5.46,0.467,15,184.0
4431730,2020,-1.14,-1.68,0.76,-0.68,0.516,31,926.0
4592258,2020,0.26,-0.06,0.8,1.96,0.4,30,581.0
4592182,2020,-3.42,-1.48,-1.64,-2.14,0.4,25,286.0
4432905,2020,-1.0,-0.78,0.17,-0.97,0.69,29,808.0
3136778,2020,4.46,2.58,2.4,6.19,0.414,29,725.0
4592259,2020,-6.68,-6.21,0.0,-4.98,0.4,30,508.0
4592260,2020,-5.38,-4.02,-0.88,-3.68,0.4,30,782.0
4431973,2020,-2.6,-2.65,0.06,-2.12,0.414,29,400.0
4592310,2020,-8.96,-8.04,-0.53,-9.17,0.739,23,211.0
4431999,2020,-1.96,-2.05,0.11,-1.34,0.387,31,671.0
4592180,2020,-3.92,-3.84,0.17,-2.72,0.387,31,634.0
4431875,2020,-2.28,-2.4,0.35,-1.35,0.433,30,446.0
4592181,2020,-0.36,0.02,-0.12,0.68,0.419,31,1027.0
4593397,2020,-2.12,-1.62,0.07,-1.05,0.567,30,785.0
4592311,2020,-11.38,-8.49,-2.47,-11.58,0.75,20,119.0
4433023,2020,-12.07,-9.66,-1.91,-11.38,0.615,13,102.0
4592965,2020,0.67,1.15,-0.04,2.51,0.355,31,925.0
4593987,2020,-4.63,-4.61,0.49,-3.26,0.481,27,926.0
4592966,2020,-0.97,-0.42,-0.1,0.87,0.355,31,722.0
4432963,2020,-7.25,-4.47,-2.29,-5.68,0.429,21,146.0
4592187,2020,1.42,-0.27,2.01,0.5,0.84,25,600.0
4431669,2020,10.85,7.15,3.95,9.95,0.806,31,770.0
4065739,2020,-2.83,-1.95,-0.48,-1.31,0.391,23,511.0
4431686,2020,4.92,3.67,1.53,4.13,0.793,29,795.0
4592262,2020,-11.69,-6.42,-4.84,-8.12,0.0,14,399.0
4592967,2020,-4.49,-2.21,-1.85,-2.8,0.379,29,702.0
4592263,2020,-12.54,-6.31,-5.7,-8.71,0.0,18,419.0
4592968,2020,-5.43,-3.53,-1.5,-3.8,0.375,24,564.0
4431673,2020,7.55,5.89,1.92,6.65,0.806,31,636.0
4431767,2020,8.51,4.42,4.13,6.61,0.9,30,553.0
4592317,2020,-4.16,-5.37,1.66,-1.89,0.267,30,588.0
4431993,2020,-1.75,-0.4,-0.83,0.55,0.3,30,736.0
4431734,2020,3.25,-0.89,4.2,1.42,0.897,29,304.0
4593444,2020,-3.81,-0.03,-3.22,-1.74,0.367,30,677.0
4592270,2020,-7.42,-7.07,0.25,-8.13,0.941,17,60.0
4592271,2020,-0.32,-2.46,2.7,-0.79,0.875,32,328.0
4431807,2020,-6.51,-5.48,-0.59,-4.74,0.367,30,484.0
4592272,2020,2.01,0.34,2.23,1.56,0.871,31,581.0
4593445,2020,-4.13,-1.47,-2.1,-2.05,0.36,25,172.0
4592972,2020,-5.57,-4.2,-0.92,-3.26,0.261,23,187.0
4431687,2020,5.83,2.48,3.54,4.49,0.862,29,651.0
4592273,2020,-3.37,0.25,-3.1,-1.9,0.467,30,764.0
4592973,2020,-8.72,-6.63,-1.66,-7.3,0.429,14,93.0
4592439,2020,-1.88,-2.15,0.68,-1.01,0.531,32,936.0
4432829,2020,5.1,2.77,2.53,4.03,0.815,27,278.0
4592274,2020,-9.6,-5.6,-3.54,-7.72,0.353,17,128.0
4432035,2020,-4.55,-3.31,-0.68,-3.23,0.516,31,204.0
4432953,2020,-3.23,0.81,-3.56,-1.9,0.476,21,190.0
4432068,2020,-2.9,-2.47,-0.01,-2.02,0.531,32,539.0
4432107,2020,4.83,2.98,2.13,4.36,0.733,30,718.0
4431972,2020,-2.79,-2.89,0.1,-1.83,0.308,26,453.0
4431989,2020,-6.26,-3.65,-2.11,-5.13,0.522,23,139.5
4432891,2020,0.76,-0.55,1.34,1.63,0.344,32,773.0
4592443,2020,-7.27,-4.49,-2.35,-5.84,0.429,21,346.0
4432076,2020,-1.58,-2.61,1.4,0.05,0.364,22,406.0
4431893,2020,-0.97,0.91,-1.47,0.69,0.375,32,1130.0
4592444,2020,-3.57,-3.24,0.08,-1.99,0.387,31,962.0
4432104,2020,2.43,1.31,1.41,3.39,0.452,31,536.0
4592453,2020,-2.52,-0.31,-1.91,-1.55,0.452,31,873.0
4592454,2020,-4.83,-5.15,0.5,-4.13,0.45,20,246.0
4433108,2020,7.87,6.71,1.52,8.77,0.5,10,260.0
4431780,2020,-0.91,-1.52,0.58,-0.07,0.316,19,484.0
4432840,2020,3.12,2.34,1.08,4.09,0.452,31,953.0
4592212,2020,-1.25,-1.25,0.04,-0.38,0.344,32,623.0
4431914,2020,-0.77,-2.66,2.21,-1.3,0.767,30,425.0
4432875,2020,-4.92,-1.79,-2.6,-3.37,0.452,31,818.0
4431703,2020,0.83,-0.85,1.7,0.32,0.613,31,880.0
4592214,2020,1.33,-1.66,3.02,0.93,0.6,30,326.0
4431724,2020,-1.13,-3.64,2.55,-1.4,0.577,26,229.0
4592298,2020,-8.44,-6.72,-1.17,-6.67,0.423,26,267.0
4432083,2020,-2.4,-4.24,2.18,-1.54,0.5,14,192.0
4592303,2020,-7.16,-4.62,-2.02,-5.61,0.452,31,615.0
4432851,2020,-0.88,-4.23,3.43,-1.01,0.567,30,460.0
4592267,2020,-3.17,-3.67,0.62,-2.89,0.5,22,331.0
4592297,2020,-0.08,2.79,-2.35,1.47,0.452,31,1034.0
4431901,2020,4.64,2.71,1.97,4.37,0.577,26,235.0
4432854,2020,4.21,1.9,2.37,4.12,0.548,31,363.0
4592482,2020,5.12,4.42,1.02,4.76,0.733,30,812.0
4565607,2020,-5.65,-5.22,-0.49,-5.8,0.5,20,139.0
4431676,2020,1.31,-0.51,1.96,0.28,0.774,31,479.0
4432957,2020,-1.58,-2.67,1.41,-1.95,0.733,30,945.0
4431768,2020,1.9,0.86,1.49,0.84,0.938,16,46.0
4592484,2020,2.75,1.52,1.54,2.46,0.708,24,287.0
4432008,2020,4.41,4.3,0.47,3.81,0.8,10,248.0
4592485,2020,0.2,-0.35,0.87,-0.17,0.733,30,437.0
4432845,2020,-2.69,-0.94,-1.39,-3.96,0.933,15,54.5
4070755,2020,-2.95,-2.7,-0.11,-2.53,0.484,31,651.0
4431952,2020,0.54,-0.93,1.62,0.99,0.483,29,591.0
4431697,2020,-3.94,-5.98,2.38,-4.87,0.857,14,62.0
4431717,2020,-3.4,-3.52,0.25,-2.98,0.484,31,607.0
4412211,2020,5.2,4.45,1.04,4.72,0.742,31,697.0
4431819,2020,-7.07,-6.24,-0.71,-6.6,0.467,30,396.0
4597788,2020,-1.41,-1.32,0.47,-0.79,0.656,32,433.0
4431727,2020,0.02,0.73,-0.61,0.34,0.484,31,654.0
4597790,2020,-4.23,-1.82,-1.88,-3.28,0.579,19,103.0
4592580,2020,-4.62,-3.26,-0.91,-4.54,0.708,24,181.0
4431701,2020,-2.63,-1.57,-0.96,-2.31,0.484,31,616.0
4432939,2020,-4.64,-3.9,-0.22,-2.67,0.367,30,381.0
4431823,2020,7.72,3.36,4.5,7.17,0.677,31,686.0
4592205,2020,-1.08,-1.95,1.04,-0.56,0.48,25,327.5
4592306,2020,5.1,2.82,2.46,4.46,0.714,28,418.0
4432137,2020,-4.67,-2.91,-1.24,-2.77,0.379,29,666.0
4432827,2020,9.0,5.37,3.76,8.45,0.677,31,717.0
4592583,2020,-5.55,-3.8,-1.26,-5.51,0.739,23,147.0
4431682,2020,4.88,1.71,3.52,4.3,0.789,19,515.0
4592584,2020,-14.24,-7.96,-6.01,-13.78,0.545,11,39.0
4592585,2020,-5.65,-3.12,-2.05,-5.58,0.724,29,716.0
4592690,2020,-7.51,-8.35,1.22,-7.24,0.636,11,60.0
4593106,2020,1.15,-1.74,3.14,0.89,0.677,31,758.0
4593454,2020,-4.78,-2.77,-1.49,-2.81,0.367,30,625.0
4592326,2020,2.15,-0.55,3.02,0.46,1.0,13,20.0
4592911,2020,-5.85,-1.87,-3.46,-3.96,0.379,29,759.0
4431937,2020,-3.38,0.08,-2.98,-2.09,0.484,31,907.0
4431719,2020,-3.28,-4.82,1.49,-4.03,0.625,24,263.0
4431766,2020,1.34,-2.62,4.21,1.08,0.677,31,639.0
4431720,2020,2.08,0.73,1.63,2.2,0.615,26,764.0
4592688,2020,-0.01,0.11,0.35,0.75,0.586,29,262.0
4432870,2020,-4.37,-5.12,0.98,-4.74,0.688,16,75.5
4431738,2020,3.93,-2.6,6.72,3.6,0.667,24,316.0
4592587,2020,-7.67,-3.27,-3.8,-4.76,0.217,23,272.0
4431729,2020,-6.26,-4.97,-1.29,-6.26,0.5,20,172.0
4592329,2020,-9.84,-6.8,-2.74,-11.17,0.917,12,26.0
4432826,2020,2.48,-0.12,2.51,2.32,0.484,31,937.0
4431679,2020,5.39,1.88,3.76,5.13,0.677,31,941.0
4592691,2020,2.28,1.73,1.03,3.04,0.586,29,727.0
4592589,2020,-8.71,-6.56,-1.55,-5.75,0.207,29,617.0
4593261,2020,-6.56,-2.95,-3.08,-5.01,0.452,31,788.0
4593262,2020,-6.36,-4.44,-1.44,-4.16,0.3,10,66.0
4593263,2020,-2.12,-0.25,-1.36,-0.3,0.393,28,695.0
4067426,2020,-0.77,1.35,-1.64,0.52,0.484,31,874.0
4592777,2020,-4.06,-1.44,-2.06,-2.19,0.406,32,759.0
4592778,2020,-5.87,-4.48,-0.83,-3.99,0.406,32,479.0
4592592,2020,-7.28,-3.01,-3.68,-4.19,0.182,22,398.0
4592948,2020,-3.78,-0.46,-2.8,-1.59,0.323,31,1011.0
4593260,2020,-15.08,-12.5,-2.16,-13.3,0.357,14,73.0
4593265,2020,-3.43,-1.21,-1.7,-1.88,0.452,31,734.0
4432040,2020,-9.41,-9.0,-0.49,-9.51,0.476,21,180.0
4431949,2020,-2.29,1.12,-2.82,-0.43,0.429,21,450.0
4593240,2020,-6.48,-2.97,-2.99,-4.37,0.333,27,456.0
4397092,2020,-13.57,-9.95,-3.02,-10.4,0.167,18,278.0
4431891,2020,-13.35,-8.44,-4.42,-11.44,0.364,22,130.5
4593241,2020,-12.31,-6.53,-5.28,-10.31,0.348,23,115.5
4592593,2020,-7.6,-2.25,-4.76,-4.67,0.214,28,801.0
4431950,2020,-5.34,-0.81,-4.05,-2.58,0.19,21,466.0
4592594,2020,-1.63,0.15,-1.18,1.3,0.214,28,734.0
4592950,2020,-4.52,-2.69,-1.31,-2.33,0.323,31,922.0
4432147,2020,-1.71,-2.01,0.78,-0.95,0.586,29,723.0
4593126,2020,-3.25,-2.05,-0.68,-2.41,0.594,32,594.0
4396656,2020,-1.62,-1.97,0.71,-0.22,0.4,30,777.0
4433125,2020,-1.69,-2.65,1.52,-1.07,0.655,29,305.0
4593828,2020,-4.18,-4.2,0.37,-2.58,0.36,25,139.5
4592695,2020,1.41,0.95,1.01,1.8,0.696,23,737.0
4433019,2020,2.23,0.97,1.82,2.91,0.645,31,655.0
4432136,2020,-0.2,-1.09,1.49,0.65,0.63,27,178.5
4592709,2020,-1.9,-1.68,0.24,-0.77,0.5,32,624.0
