ncaa_id,year,rapm,off_rapm,def_rapm,base_bpm,win_rate,games_played,total_minutes
4702178,2022,-0.89,-2.14,1.42,-2.07,0.818,11,60.5
4702010,2022,-4.64,-5.08,1.05,-4.18,0.708,24,459.0
4433561,2022,2.46,0.7,1.72,2.02,0.567,30,517.0
4702115,2022,-3.7,-2.17,-0.93,-1.75,0.409,22,530.0
4703377,2022,-1.7,1.99,-3.18,0.3,0.357,28,906.0
4702177,2022,8.98,5.51,3.38,8.38,0.576,33,1021.0
4702109,2022,-4.05,-2.43,-1.13,-3.14,0.565,23,373.0
4703546,2022,-8.08,-4.23,-3.4,-5.7,0.25,24,167.0
4702110,2022,-0.83,-1.62,1.25,-0.42,0.647,17,145.0
4703116,2022,-5.68,-3.86,-1.46,-3.85,0.31,29,685.0
4702111,2022,-9.59,-8.01,-1.17,-8.59,0.5,12,73.0
4703117,2022,-4.72,-0.83,-3.55,-2.79,0.286,28,590.0
4702023,2022,4.24,2.38,2.06,3.59,0.724,29,848.0
4703921,2022,-3.51,-3.43,0.43,-2.13,0.483,29,672.0
4702945,2022,-7.43,-3.69,-3.24,-5.35,0.333,12,138.0
4433208,2022,-0.93,-4.74,4.07,0.43,0.357,14,112.5
4712291,2022,-7.84,-5.32,-2.15,-5.84,0.286,21,452.0
4702024,2022,1.73,-1.07,2.88,0.77,0.733,30,211.5
4432485,2022,-5.53,-7.8,2.53,-4.53,0.429,14,174.0
4702027,2022,0.97,-0.53,2.06,1.25,0.724,29,530.0
4702029,2022,-14.95,-12.57,-1.78,-14.95,0.8,15,50.5
4702600,2022,-1.93,-3.54,2.04,-0.27,0.381,21,280.0
4703343,2022,-1.78,0.07,-1.34,-0.23,0.444,27,414.0
4432190,2022,4.76,0.96,4.01,4.28,0.697,33,962.0
4702601,2022,-2.31,-2.53,0.69,-1.31,0.536,28,310.0
4703350,2022,3.06,2.39,0.94,3.06,0.636,11,31.0
4702602,2022,0.01,0.54,-0.06,1.04,0.533,30,677.0
4590354,2022,0.68,0.95,-0.05,1.24,0.5,32,637.0
4585601,2022,-2.31,-2.84,0.76,-1.75,0.5,32,318.0
4683635,2022,-1.93,-1.98,0.26,-1.32,0.484,31,822.0
4432398,2022,-0.64,-0.07,-0.22,-0.49,0.643,14,199.0
4702708,2022,-17.2,-10.3,-6.3,-16.2,0.6,10,31.5
4701839,2022,-2.31,-1.19,-0.9,-1.05,0.355,31,1005.0
4432204,2022,-5.67,-4.67,-0.81,-4.42,0.344,32,306.0
4702376,2022,-9.89,-8.22,-1.35,-8.5,0.385,13,106.0
4432897,2022,-0.23,0.71,-0.76,1.02,0.344,32,948.0
4701841,2022,-2.82,-3.25,0.64,-1.56,0.355,31,650.0
4702138,2022,-4.21,-2.21,-1.5,-2.56,0.423,26,446.0
4585609,2022,-8.78,-5.61,-2.65,-6.42,0.286,14,60.5
4432823,2022,7.9,2.23,5.75,6.82,0.757,37,1171.0
4700857,2022,-10.99,-6.34,-4.1,-8.46,0.269,26,321.5
4702195,2022,-2.04,0.81,-2.38,0.1,0.31,29,1067.0
4700859,2022,-4.57,-1.71,-2.33,-2.13,0.278,18,389.0
4585614,2022,-8.31,-6.67,-1.21,-6.16,0.286,21,299.0
4702196,2022,-2.85,-2.76,0.39,-0.71,0.31,29,562.0
4702463,2022,7.27,2.99,4.62,7.65,0.595,37,775.0
4703624,2022,-10.48,-6.15,-3.9,-7.76,0.172,29,340.0
4703621,2022,-8.23,-2.54,-5.29,-5.78,0.208,24,766.0
4702464,2022,-4.48,-4.11,0.15,-4.11,0.688,16,132.0
4700860,2022,-6.43,-2.95,-2.92,-3.89,0.269,26,712.0
4702134,2022,6.21,3.9,2.81,7.09,0.577,26,782.0
4596365,2022,2.22,0.77,1.82,2.53,0.625,32,667.0
4702130,2022,-1.34,-0.96,0.11,-0.34,0.545,22,396.0
4703639,2022,-5.04,-4.79,0.3,-4.43,0.652,23,155.0
4703623,2022,-14.8,-9.69,-4.66,-12.12,0.188,16,125.0
4702136,2022,-5.26,-4.12,-0.63,-4.5,0.6,25,477.0
4585590,2022,-2.57,-4.09,1.79,-3.47,0.818,33,430.0
4703214,2022,-2.92,-1.97,-0.52,-1.22,0.37,27,579.0
4702113,2022,-1.36,0.5,-1.26,0.84,0.36,25,653.0
4701989,2022,2.75,3.62,-0.34,3.33,0.645,31,614.0
4432926,2022,3.39,0.31,3.44,3.59,0.64,25,407.0
4702114,2022,-0.57,-0.73,0.66,0.99,0.44,25,723.0
4700953,2022,2.37,0.04,2.79,3.82,0.444,27,627.0
4600663,2022,13.42,10.57,2.94,12.2,0.784,37,702.0
4701163,2022,-5.5,-3.05,-1.99,-4.66,0.56,25,678.0
4433218,2022,7.7,6.23,1.54,6.48,0.778,36,1132.0
4703215,2022,-5.21,-3.78,-1.05,-3.43,0.333,27,471.0
4700954,2022,-6.15,-3.56,-2.11,-4.61,0.429,28,424.0
4433151,2022,5.91,2.41,3.57,4.69,0.784,37,549.0
4701217,2022,-5.63,-5.59,0.36,-5.68,0.706,17,81.5
4702466,2022,3.07,1.61,1.8,3.45,0.595,37,700.0
4701218,2022,2.95,1.64,1.6,2.79,0.677,31,686.0
4702941,2022,-10.79,-7.55,-2.64,-10.06,0.654,26,113.5
4701164,2022,-2.11,-5.44,3.79,-1.4,0.588,17,129.0
4432208,2022,-1.55,-2.35,1.11,-1.61,0.667,33,774.0
4702942,2022,-1.62,-2.3,1.28,-0.55,0.586,29,246.0
4702028,2022,-4.24,-0.89,-2.79,-1.55,0.241,29,844.0
4432196,2022,1.44,1.34,0.61,1.37,0.769,13,101.0
4702944,2022,1.8,2.9,-0.54,4.15,0.31,29,785.0
4702159,2022,3.51,2.14,1.93,4.35,0.613,31,1081.0
4606837,2022,-3.06,-2.19,-0.42,-1.79,0.467,30,790.0
4701842,2022,-0.1,-0.9,1.02,0.46,0.5,32,453.0
4702926,2022,-7.34,-4.74,-2.09,-4.15,0.115,26,403.0
4702471,2022,-2.97,-1.76,-0.71,-0.31,0.217,23,220.0
4702141,2022,-12.38,-8.85,-3.04,-10.81,0.435,23,212.0
4702472,2022,-3.87,-2.59,-0.78,-1.37,0.25,24,433.0
4590358,2022,-3.35,0.26,-3.13,-1.9,0.452,31,419.0
4702142,2022,-3.71,-1.77,-1.39,-2.43,0.52,25,328.0
4601285,2022,1.74,-0.3,2.0,1.8,0.471,17,128.0
4432321,2022,-4.25,-1.62,-2.15,-2.89,0.467,30,498.0
4701845,2022,3.49,0.59,2.96,2.91,0.645,31,801.0
4703219,2022,-2.42,-3.12,1.14,-2.66,0.767,30,217.0
4741885,2022,-2.92,-2.88,0.51,-2.0,0.593,27,229.0
4702930,2022,-4.71,-1.66,-2.54,-1.49,0.111,27,792.0
4703220,2022,-2.97,-1.94,-0.62,-3.16,0.742,31,617.0
4700973,2022,-7.16,-6.7,-0.05,-6.8,0.636,33,490.0
4703221,2022,0.01,-0.9,1.31,-0.16,0.733,30,223.0
4702925,2022,-7.94,-5.82,-1.62,-4.78,0.12,25,250.0
4700974,2022,-5.05,-3.51,-1.09,-4.24,0.562,16,124.0
4703571,2022,-4.91,-1.17,-3.18,-3.14,0.423,26,472.0
4703384,2022,-10.08,-6.98,-2.72,-8.45,0.364,11,48.5
4703572,2022,-6.06,-4.01,-1.45,-5.06,0.6,10,247.0
4703415,2022,-4.58,-1.77,-2.26,-2.76,0.414,29,904.0
4703382,2022,-4.49,-3.15,-0.86,-2.29,0.3,30,968.0
4703383,2022,-4.42,-1.96,-1.91,-1.94,0.28,25,432.0
4702762,2022,-2.88,-2.19,-0.29,-1.04,0.333,30,808.0
4703071,2022,-6.75,-1.35,-5.03,-4.1,0.154,26,750.0
4702763,2022,2.35,1.5,1.3,2.57,0.677,31,494.0
4703573,2022,-8.63,-6.67,-1.42,-6.63,0.368,19,211.0
4574710,2022,0.38,1.59,-0.69,1.34,0.567,30,1097.0
4703828,2022,-3.06,-3.21,0.42,-2.56,0.531,32,240.0
4702764,2022,-7.25,-1.74,-5.0,-4.09,0.12,25,709.0
4702146,2022,-10.99,-7.54,-2.91,-8.32,0.238,21,236.0
4702980,2022,-4.08,-3.09,-0.49,-2.51,0.435,23,400.0
4432356,2022,9.05,5.78,3.3,7.73,0.774,31,1061.0
4703650,2022,-10.16,-8.38,-1.26,-8.97,0.519,27,317.0
4702775,2022,-5.81,-3.12,-2.08,-5.25,0.69,29,531.0
4432494,2022,-3.95,-4.73,1.19,-4.26,0.769,13,65.5
4703138,2022,-10.25,-8.08,-1.65,-9.95,0.7,30,337.0
4702534,2022,-0.36,-2.9,2.59,-1.81,0.818,22,172.5
4433166,2022,-1.63,-1.96,0.37,-2.79,0.75,32,295.0
4702509,2022,-8.76,-4.55,-3.61,-5.96,0.241,29,715.0
4701181,2022,4.92,3.25,1.83,4.04,0.758,33,319.0
4588201,2022,5.15,3.23,1.97,4.0,0.758,33,837.0
4701182,2022,1.37,0.38,1.1,0.63,0.704,27,200.0
4703139,2022,-4.68,-1.6,-2.63,-3.55,0.5,16,341.0
4701183,2022,4.69,3.54,1.42,3.78,0.818,11,41.0
4433193,2022,-2.75,-2.32,-0.05,-3.7,0.882,17,69.5
4589475,2022,-5.92,-1.99,-3.33,-3.17,0.25,28,521.0
4433242,2022,0.7,-0.69,1.42,-0.45,0.741,27,177.0
4703699,2022,-10.76,-9.07,-1.23,-10.05,0.588,17,92.0
4703912,2022,1.98,1.1,1.33,2.53,0.613,31,952.0
4703677,2022,-6.41,-3.91,-2.06,-5.29,0.5,16,419.0
4702510,2022,-8.22,-3.55,-4.07,-5.28,0.211,19,355.0
4703679,2022,0.22,1.88,-1.19,1.32,0.517,29,357.0
4702281,2022,-2.73,-4.7,2.05,-1.7,0.333,30,345.0
4702511,2022,-14.72,-11.93,-2.19,-11.39,0.133,15,107.0
4703680,2022,2.12,0.17,2.42,3.2,0.519,27,610.0
4703681,2022,0.15,-2.02,2.65,1.18,0.533,30,709.0
4702512,2022,-8.03,-4.15,-3.28,-5.24,0.241,29,688.0
4702513,2022,-7.32,-3.97,-2.76,-4.67,0.269,26,390.0
4703683,2022,-4.75,-4.44,0.17,-3.71,0.533,30,608.0
4701206,2022,-1.2,-0.86,-0.11,1.53,0.069,29,392.0
4703913,2022,-0.12,0.23,0.08,0.19,0.655,29,697.0
4703613,2022,-12.62,-6.84,-5.32,-10.38,0.28,25,624.0
4703685,2022,-10.33,-8.92,-0.96,-9.29,0.52,25,234.0
4702995,2022,-2.51,-0.66,-1.32,-1.72,0.606,33,492.0
4702498,2022,-7.99,-3.24,-4.15,-5.29,0.259,27,235.0
4701208,2022,5.21,1.06,4.09,4.97,0.517,29,580.0
4703614,2022,-9.95,-6.25,-3.4,-7.53,0.167,12,203.0
4703700,2022,-8.67,-7.63,-0.56,-9.47,0.9,10,39.0
4703836,2022,-3.93,-2.27,-1.14,-3.24,0.621,29,526.0
4586322,2022,-3.03,0.19,-2.76,-0.79,0.28,25,761.0
4601286,2022,-2.11,0.19,-1.79,-1.19,0.571,28,572.0
4703394,2022,-0.4,-1.4,1.3,-0.75,0.724,29,818.0
4702499,2022,-5.39,-1.9,-2.9,-2.82,0.286,28,687.0
4703914,2022,-3.38,-4.42,1.47,-2.9,0.621,29,228.0
4702442,2022,2.5,2.84,-0.25,3.3,0.387,31,919.0
4703701,2022,-3.01,-1.87,-0.62,-2.27,0.613,31,765.0
4703396,2022,2.48,1.94,0.85,2.14,0.719,32,1021.0
4585616,2022,-1.41,-0.21,-0.69,0.44,0.385,13,55.0
4703615,2022,3.88,4.17,0.16,6.05,0.292,24,794.0
4703703,2022,-1.19,-0.98,0.32,-0.45,0.613,31,900.0
4590357,2022,-3.72,-3.52,0.3,-3.4,0.686,35,426.0
4433183,2022,2.82,-1.47,4.62,2.64,0.704,27,686.0
4586026,2022,-3.2,-3.89,1.13,-3.33,0.75,16,178.0
4703399,2022,3.8,2.13,1.97,3.44,0.727,33,883.0
4703400,2022,-1.97,-2.14,0.27,-2.12,0.577,26,643.0
4703386,2022,-7.32,-6.96,0.06,-7.15,0.679,28,285.0
4700822,2022,-0.67,-0.6,0.28,-0.05,0.552,29,1047.0
4432241,2022,6.79,3.2,3.85,5.71,0.842,38,1176.0
4581863,2022,-5.83,-3.77,-1.78,-4.3,0.333,15,85.0
4433378,2022,5.73,3.63,2.26,5.48,0.629,35,1171.0
4701204,2022,-1.04,-0.03,-0.48,-1.92,0.941,17,39.0
4702876,2022,-4.09,-3.84,-0.01,-2.99,0.4,30,587.0
4702632,2022,-11.48,-8.52,-2.36,-9.06,0.316,19,251.0
4432632,2022,3.11,0.88,2.36,2.75,0.639,36,745.0
4703388,2022,-9.05,-9.33,0.74,-8.09,0.538,26,244.0
4433217,2022,-2.04,-2.39,0.6,-0.94,0.4,30,843.0
4433101,2022,-17.67,-9.97,-7.22,-14.97,0.2,10,94.0
4702710,2022,-14.23,-8.11,-5.56,-10.53,0.038,26,630.0
4702954,2022,-3.24,0.53,-3.32,-2.0,0.48,25,592.0
4702992,2022,-1.51,0.65,-1.66,-0.67,0.583,24,345.5
4703390,2022,-1.72,-1.63,0.05,-1.38,0.5,18,80.0
4702875,2022,-6.97,-5.1,-1.54,-6.15,0.5,22,181.0
4702638,2022,-3.93,-2.0,-1.37,-2.82,0.556,27,307.0
4702989,2022,-4.06,-1.85,-1.69,-2.83,0.516,31,567.0
4702711,2022,-11.47,-7.92,-3.02,-7.65,0.0,17,318.0
4702990,2022,-4.51,-1.64,-2.35,-3.29,0.516,31,834.0
4703391,2022,-4.06,-1.7,-1.91,-1.56,0.231,26,588.0
4701579,2022,-7.89,-3.04,-4.25,-4.86,0.192,26,593.0
4702742,2022,-0.93,-1.66,1.25,-0.62,0.692,26,230.0
4702957,2022,-0.44,1.36,-1.27,0.73,0.529,17,116.5
4601284,2022,-0.12,0.63,-0.19,0.56,0.643,28,756.0
4702743,2022,1.24,1.15,0.63,1.98,0.618,34,965.0
4701580,2022,-2.43,2.17,-4.0,0.86,0.143,21,270.0
4432200,2022,1.42,0.42,0.89,1.24,0.483,29,756.0
4702155,2022,1.36,1.47,0.38,1.9,0.636,33,789.0
4702153,2022,-5.23,-3.69,-1.07,-4.7,0.633,30,327.5
4701551,2022,-0.62,-0.11,-0.51,-0.12,0.4,30,873.0
4433560,2022,1.58,0.6,0.95,1.87,0.429,21,162.5
4575838,2022,-1.96,-2.06,0.7,-0.23,0.455,11,233.0
4703122,2022,-3.88,0.25,-3.73,-2.17,0.353,17,486.0
4700530,2022,-3.76,-3.75,-0.07,-3.65,0.448,29,425.0
4581505,2022,-1.24,-2.69,1.75,-0.91,0.583,12,70.0
4701159,2022,-4.37,-1.48,-2.42,-2.48,0.357,28,935.0
4703923,2022,-3.65,-3.13,-0.0,-2.35,0.5,30,337.0
4432443,2022,-1.71,-2.43,0.64,-1.74,0.467,30,365.0
4703124,2022,-5.72,-4.39,-0.85,-3.29,0.25,28,439.0
4701158,2022,-7.13,-2.74,-3.89,-5.37,0.4,25,901.0
4585870,2022,-9.22,-6.43,-2.19,-5.93,0.143,21,171.5
4701160,2022,-5.13,-3.26,-1.4,-3.23,0.357,28,711.0
4701587,2022,-8.49,-6.51,-1.37,-4.9,0.083,12,38.0
4432282,2022,3.75,-0.71,4.39,2.98,0.618,34,296.0
4700533,2022,-2.96,-3.39,0.24,-3.29,0.467,15,121.0
4703922,2022,-3.89,-5.09,1.71,-2.59,0.5,30,447.0
4703102,2022,-4.26,-1.94,-1.85,-3.56,0.6,10,127.0
4433567,2022,-2.2,-1.21,-0.88,-1.85,0.483,29,421.5
4433187,2022,-1.34,-1.6,0.17,-1.18,0.423,26,642.0
4567587,2022,-3.64,-2.12,-1.15,-1.51,0.258,31,986.0
4703264,2022,4.54,4.36,0.66,3.74,0.903,31,993.0
4432195,2022,-2.56,-3.5,0.9,-2.77,0.526,19,367.0
4576062,2022,9.98,8.49,1.38,9.98,0.448,29,960.0
4590401,2022,-2.45,-2.11,0.16,-3.29,0.917,12,34.0
4432976,2022,5.87,1.67,4.34,5.21,0.697,33,627.0
4684285,2022,4.06,1.82,2.72,4.26,0.7,10,24.0
4703266,2022,-2.18,-2.45,0.75,-2.98,0.903,31,287.0
4702054,2022,-7.51,-3.44,-3.68,-5.64,0.318,22,236.5
4702329,2022,-5.06,-5.24,0.55,-4.06,0.484,31,357.0
4700534,2022,3.91,3.86,0.65,5.32,0.517,29,900.0
4702351,2022,-7.45,-4.1,-2.79,-4.68,0.222,27,824.0
4702352,2022,-5.92,-3.6,-1.76,-3.19,0.231,26,656.0
4703899,2022,-1.53,-1.46,0.49,0.58,0.357,28,623.0
4703262,2022,0.27,-0.1,0.71,-1.02,0.929,14,58.0
4703900,2022,-6.29,-2.71,-3.09,-4.48,0.381,21,243.0
4702350,2022,-1.48,-0.36,-0.56,-0.64,0.613,31,431.0
4702687,2022,-6.34,-7.03,1.06,-4.21,0.258,31,551.0
4703901,2022,-10.44,-7.59,-2.25,-8.11,0.333,12,59.0
4601026,2022,-0.51,-3.09,2.66,0.06,0.429,28,354.0
4601025,2022,4.87,2.13,3.01,3.6,0.892,37,768.0
4702457,2022,-3.58,-3.33,0.35,-2.31,0.545,22,249.0
4702644,2022,0.83,1.12,0.2,0.31,0.848,33,573.0
4705265,2022,-4.43,-2.88,-0.94,-1.76,0.267,15,96.0
4703903,2022,0.03,-1.0,1.35,1.41,0.385,13,187.0
4701991,2022,2.96,2.61,0.61,3.61,0.5,32,881.0
4703551,2022,2.17,0.93,1.77,2.7,0.656,32,1101.0
4705266,2022,-2.89,-1.99,-0.48,-1.95,0.516,31,704.0
4702353,2022,-3.49,-2.0,-0.94,-0.66,0.208,24,726.0
4703258,2022,-4.54,-0.86,-3.12,-2.02,0.276,29,835.0
4589474,2022,-4.38,-2.97,-0.9,-3.94,0.667,27,409.0
4703904,2022,-1.51,6.11,-7.27,-0.11,0.4,10,23.5
4702646,2022,-6.15,-3.45,-2.1,-5.08,0.586,29,645.0
4703403,2022,-8.07,-3.96,-3.59,-5.35,0.214,28,743.0
4701992,2022,3.23,1.36,2.16,3.87,0.516,31,418.0
4703260,2022,-6.03,-6.11,0.45,-5.74,0.63,27,275.5
4433569,2022,7.66,3.51,4.52,7.85,0.645,31,905.0
4702647,2022,-5.16,-2.69,-1.87,-3.78,0.524,21,515.0
4612161,2022,-3.03,-0.46,-2.02,-1.55,0.481,27,712.0
4701993,2022,-5.99,-7.22,1.59,-5.34,0.55,20,102.5
4703555,2022,-11.59,-6.26,-4.78,-9.59,0.375,24,221.0
4433243,2022,-5.81,-4.93,-0.28,-3.81,0.4,30,402.0
4433229,2022,-6.19,-6.01,0.09,-3.88,0.172,29,417.0
4705270,2022,-4.71,-3.24,-0.87,-2.74,0.406,32,425.0
4702648,2022,1.94,2.71,-0.17,3.01,0.586,29,978.0
4703907,2022,-1.77,-2.26,0.95,0.6,0.259,27,811.0
4703407,2022,4.6,2.84,2.25,4.66,0.735,34,1124.0
4567590,2022,4.72,0.11,4.61,3.99,0.647,34,823.0
4703548,2022,-6.14,-4.64,-0.9,-4.87,0.545,11,43.5
4701995,2022,-0.71,-1.23,0.84,0.83,0.355,31,890.0
4611541,2022,-0.1,-2.08,1.98,-0.45,0.571,14,65.5
4702482,2022,0.14,1.26,-0.61,0.64,0.654,26,501.0
4585866,2022,-3.9,-1.33,-2.02,-2.52,0.5,26,402.0
4702236,2022,2.19,1.72,0.41,1.8,0.548,31,468.0
4433566,2022,3.74,4.71,-0.57,4.74,0.5,24,810.0
4702483,2022,-2.66,4.19,-6.51,-1.09,0.357,14,135.0
4432180,2022,10.19,7.06,3.13,9.88,0.562,32,1033.0
4703910,2022,-1.4,-0.68,-0.29,0.38,0.357,14,85.0
4432408,2022,-2.57,1.26,-3.4,-0.81,0.367,30,1033.0
4702365,2022,-2.46,-2.83,0.97,-1.19,0.545,22,348.0
4702745,2022,2.3,0.15,2.7,3.78,0.481,27,559.0
4702487,2022,-0.29,0.39,-0.19,0.33,0.619,21,396.0
4682883,2022,4.72,0.06,4.66,3.99,0.647,34,914.0
4702652,2022,-1.2,0.36,-0.96,0.3,0.5,22,132.0
4600664,2022,0.18,0.3,0.16,0.04,0.667,15,90.0
4702366,2022,1.87,1.48,0.94,2.91,0.565,23,258.5
4602948,2022,-2.21,-2.37,0.21,-2.28,0.536,28,328.0
4702363,2022,-2.94,-4.52,2.12,-2.34,0.65,20,204.0
4702651,2022,-2.88,-1.4,-0.88,-1.8,0.583,24,453.0
4433155,2022,3.82,2.16,1.76,3.79,0.562,32,918.0
4706679,2022,1.47,-1.53,3.1,1.51,0.542,24,271.5
4585617,2022,-2.8,-0.65,-1.6,-1.59,0.536,28,853.0
4581507,2022,3.22,0.06,3.25,3.08,0.571,28,211.0
4432435,2022,-2.06,0.02,-1.56,-0.85,0.517,29,922.0
4700969,2022,-4.07,-4.83,1.23,-2.18,0.357,28,554.0
4432203,2022,-2.99,0.05,-2.54,-1.03,0.36,25,791.0
4433182,2022,4.28,1.31,3.37,4.03,0.75,24,804.0
4702058,2022,1.87,2.62,-0.23,3.07,0.517,29,934.0
4700970,2022,-3.47,-1.3,-1.7,-1.75,0.393,28,787.0
4702389,2022,-8.95,-5.91,-2.96,-7.2,0.188,16,93.0
4702484,2022,-3.31,-2.25,-0.54,-2.68,0.633,30,823.0
4433224,2022,2.94,-0.0,3.21,2.84,0.655,29,315.0
4700844,2022,-2.41,-2.18,0.32,-1.27,0.545,22,200.5
4702932,2022,-2.38,-0.63,-1.19,0.07,0.29,31,806.0
4702677,2022,-12.14,-5.67,-6.04,-9.23,0.136,22,319.0
4700846,2022,-12.18,-5.86,-5.79,-11.01,0.529,17,33.5
4702075,2022,-7.29,-3.43,-3.38,-4.98,0.281,32,626.0
4702678,2022,-6.88,-0.7,-5.68,-3.92,0.16,25,511.0
4432402,2022,-3.01,-3.16,0.41,-3.26,0.679,28,213.5
4702933,2022,-10.06,-5.57,-3.94,-7.71,0.308,26,325.0
4700843,2022,-4.47,-5.46,1.55,-3.73,0.633,30,399.0
4702679,2022,-6.73,-3.64,-2.62,-3.8,0.148,27,444.0
4702072,2022,-0.17,1.37,-0.97,-0.17,0.781,32,453.0
4703868,2022,-0.56,1.32,-1.37,0.99,0.444,27,764.0
4590356,2022,-2.68,-0.53,-1.67,-0.81,0.367,30,932.0
4702011,2022,5.73,3.17,3.12,6.13,0.7,30,1016.0
4700835,2022,-5.19,-2.15,-2.53,-3.3,0.379,29,450.0
4702078,2022,-2.2,-4.9,3.26,-2.08,0.758,33,259.5
4702936,2022,-7.02,-3.47,-2.95,-4.55,0.308,26,539.0
4702013,2022,0.67,-1.13,2.36,1.07,0.7,30,706.0
4703870,2022,-3.88,-1.95,-1.41,-2.33,0.448,29,661.0
4598611,2022,-1.26,-1.07,0.1,0.03,0.387,31,777.0
4702074,2022,0.05,1.43,-0.82,0.17,0.758,33,756.0
4702014,2022,-0.8,-1.6,1.36,-0.52,0.724,29,519.0
4703872,2022,-13.0,-10.76,-1.71,-10.83,0.333,18,75.5
4702681,2022,-6.84,-3.04,-3.36,-3.84,0.125,24,270.0
4702004,2022,-9.84,-6.7,-2.61,-8.84,0.562,16,113.0
4703818,2022,-3.81,-1.56,-1.71,-2.46,0.5,20,254.0
4703982,2022,1.47,2.29,-0.26,3.37,0.4,30,795.0
4702127,2022,2.33,2.44,0.4,2.59,0.704,27,859.0
4702017,2022,2.14,-0.3,3.0,2.64,0.679,28,466.0
4703231,2022,-9.94,-6.35,-3.08,-6.16,0.0,14,470.0
4703983,2022,-1.56,2.62,-3.71,0.4,0.345,29,525.0
4610431,2022,-9.06,-5.41,-3.05,-7.33,0.455,11,80.0
4703079,2022,-8.93,-6.76,-1.68,-8.31,0.625,24,191.0
4701210,2022,-8.26,-4.09,-3.7,-5.63,0.211,19,239.0
4703080,2022,-8.23,-7.13,-0.61,-7.82,0.667,12,80.0
4702530,2022,-0.95,-2.57,1.76,-0.75,0.529,34,514.0
4702126,2022,-3.06,-1.53,-1.02,-2.89,0.724,29,599.0
4703082,2022,-3.06,-4.45,1.94,-2.45,0.652,23,205.0
4433340,2022,4.39,3.0,1.49,4.5,0.528,36,864.0
4702531,2022,0.08,0.37,-0.18,0.2,0.531,32,585.0
4703608,2022,-10.13,-8.48,-1.32,-7.59,0.154,13,64.0
4702108,2022,-9.39,-6.24,-2.54,-7.89,0.5,16,184.0
4703816,2022,-5.63,-3.93,-1.23,-4.18,0.444,27,350.0
4433163,2022,4.11,-0.98,5.01,3.91,0.5,30,670.0
4703815,2022,-5.62,-3.36,-1.78,-4.34,0.483,29,312.0
4703081,2022,-10.1,-5.59,-3.98,-7.93,0.333,18,276.0
4702105,2022,-5.8,-3.93,-1.33,-4.67,0.545,22,340.0
4703230,2022,-12.65,-7.62,-4.52,-9.49,0.12,25,349.0
4610395,2022,0.43,-2.02,2.36,0.23,0.5,30,445.0
4703538,2022,2.46,1.12,1.9,2.58,0.758,33,1026.0
4703813,2022,-3.56,-1.37,-1.73,-1.01,0.222,27,705.0
4432496,2022,-7.27,-6.67,-0.05,-6.79,0.68,25,177.5
4703236,2022,-6.66,-3.72,-2.43,-3.44,0.111,27,681.0
4432313,2022,-2.36,-2.05,0.14,-2.13,0.677,31,319.0
4703540,2022,2.85,3.46,-0.05,2.97,0.758,33,1091.0
4703077,2022,-3.67,-1.04,-2.13,-1.45,0.304,23,667.0
4585610,2022,6.49,4.12,2.81,6.71,0.677,31,851.0
4433179,2022,0.98,0.38,0.69,0.64,0.615,26,441.0
4591725,2022,5.2,3.83,1.93,5.32,0.758,33,1086.0
4703397,2022,5.58,3.77,2.12,5.22,0.727,33,1211.0
4432401,2022,2.29,1.43,0.96,1.77,0.655,29,575.0
4703531,2022,-4.03,-3.77,0.24,-4.11,0.769,26,272.0
4703541,2022,7.19,6.28,1.47,7.31,0.758,33,1060.0
4702092,2022,-4.05,-1.34,-2.23,-2.23,0.37,27,658.0
4703542,2022,-4.42,-3.71,-0.16,-2.34,0.36,25,711.0
4703533,2022,-8.0,-7.1,-0.35,-7.0,0.577,26,195.0
4432193,2022,1.68,-0.5,2.44,1.4,0.69,29,494.0
4702759,2022,-1.26,-0.18,-0.64,1.01,0.267,30,931.0
4433563,2022,-0.94,-1.32,0.64,0.24,0.393,28,537.0
4590397,2022,-14.5,-9.31,-4.72,-11.34,0.105,19,190.0
4702761,2022,1.27,1.27,0.43,3.53,0.267,30,614.0
4702786,2022,-6.26,-3.72,-2.02,-6.46,0.8,15,75.0
4703892,2022,-8.74,-3.79,-4.44,-5.31,0.071,14,122.0
4702713,2022,-1.46,-3.79,2.88,-0.67,0.621,29,504.0
4702714,2022,2.15,4.15,-1.45,3.05,0.6,30,956.0
4702095,2022,-11.37,-6.76,-4.01,-9.87,0.5,12,120.5
4703895,2022,-10.87,-8.08,-2.25,-7.87,0.167,18,179.0
4702026,2022,-10.15,-5.72,-3.97,-6.79,0.059,17,197.0
4702044,2022,0.23,0.27,0.5,1.11,0.6,25,366.0
4702716,2022,-3.72,-3.18,-0.0,-2.39,0.5,18,189.0
4585600,2022,-12.86,-7.63,-4.87,-13.46,0.8,10,21.0
4700869,2022,-10.35,-5.85,-3.96,-9.59,0.619,21,186.0
4702737,2022,-15.31,-10.59,-4.31,-14.46,0.538,13,46.5
4590402,2022,-0.96,-0.95,0.39,-1.12,0.733,30,367.0
4700870,2022,-1.63,-0.82,-0.25,-0.73,0.6,30,571.0
4702738,2022,-3.45,-1.21,-1.72,-2.48,0.567,30,743.0
4702717,2022,-4.42,-5.28,1.42,-3.74,0.643,28,209.0
4700872,2022,-1.42,0.29,-1.19,0.64,0.353,17,514.0
4702739,2022,0.44,0.58,0.35,1.41,0.548,31,749.0
