Season,SeasonLabel,TeamId,Team,Conference,AthleteId,AthleteSourceId,Name,Position,Games,Starts,Minutes,Points,Turnovers,Fouls,Assists,Steals,Blocks,OffensiveRating,DefensiveRating,NetRating,PORPAG,Usage,AssistsTurnoverRatio,OffensiveReboundPct,FreeThrowRate,EffectiveFieldGoalPct,TrueShootingPct,FieldGoals Made,FieldGoals Attempted,FieldGoals Pct,TwoPointFieldGoals Made,TwoPointFieldGoals Attempted,TwoPointFieldGoals Pct,ThreePointFieldGoals Made,ThreePointFieldGoals Attempted,ThreePointFieldGoals Pct,FreeThrows Made,FreeThrows Attempted,FreeThrows Pct,Rebounds Offensive,Rebounds Defensive,Rebounds Total,WinShares Offensive,WinShares Defensive,WinShares Total,WinShares TotalPer40,PPG,RPG,APG,SPG,BPG,TOPG,FPG,MPG,data_tier
2026,20252026,205,Northeastern,CAA,3976,5175017,JB Frankel,G,30,13,621,178,28,56,57,26,1,97.7,117.689,-19.6,0.6,17.9,2.04,28.8,13.7,42.9,0.459,62,183,33.9,29,72,40.3,33,111,29.7,21,25,84.0,17,42,59,0.3,0.0,0.3,0.019,5.9,2.0,1.9,0.9,0.0,0.9,1.9,20.7,basic
2026,20252026,205,Northeastern,CAA,3977,5242277,Luca Soroa Schaller,G,29,12,601,162,55,71,63,32,15,86.4,112.225,-26.0,0.0,20.3,1.15,18.2,38.0,40.0,0.463,54,150,36.0,42,97,43.3,12,53,22.6,42,57,73.7,18,81,99,-0.2,0.2,0.0,0.0,5.6,3.4,2.2,1.1,0.5,1.9,2.4,20.7,basic
2026,20252026,205,Northeastern,CAA,201050,5312176,Xavier Abreu,G,29,9,609,364,32,53,30,21,3,106.4,117.575,-10.5,2.2,28.3,0.94,30.4,30.6,50.3,0.546,135,294,45.9,109,202,54.0,26,92,28.3,68,90,75.6,24,55,79,1.3,-0.1,1.2,0.079,12.6,2.7,1.0,0.7,0.1,1.1,1.8,21.0,basic
2026,20252026,205,Northeastern,CAA,201053,5312177,Ty Francis,F,25,5,361,109,15,35,10,10,12,101.0,114.606,-12.9,0.6,15.6,0.67,17.5,38.8,52.9,0.548,43,85,50.6,39,66,59.1,4,19,21.1,19,33,57.6,11,52,63,0.3,0.1,0.4,0.044,4.4,2.5,0.4,0.4,0.5,0.6,1.4,14.4,basic
2026,20252026,205,Northeastern,CAA,201057,5312179,Liam Koelsch,C,26,1,223,48,2,28,4,4,4,121.6,118.183,3.7,0.5,12.8,2.0,61.0,65.7,65.7,0.532,23,35,65.7,23,35,65.7,0,0,0.0,2,23,8.7,36,23,59,0.4,0.0,0.4,0.072,1.8,2.3,0.2,0.2,0.2,0.1,1.1,8.6,basic
2026,20252026,205,Northeastern,CAA,201059,5312178,Miles Newton,G,9,7,151,49,7,7,8,7,0,109.9,116.178,2.0,1.1,15.4,1.14,16.7,27.8,58.3,0.606,18,36,50.0,12,19,63.2,6,17,35.3,7,10,70.0,3,15,18,0.2,0.1,0.3,0.079,5.4,2.0,0.9,0.8,0.0,0.8,0.8,16.8,basic
2026,20252026,205,Northeastern,CAA,201060,5312180,Petar Pinter,C,26,14,372,87,17,63,10,8,6,101.0,118.005,-16.8,0.4,13.1,0.59,35.2,29.0,55.1,0.559,38,69,55.1,38,69,55.1,0,0,0.0,11,20,55.0,19,35,54,0.2,0.0,0.2,0.022,3.3,2.1,0.4,0.3,0.2,0.7,2.4,14.3,basic
2026,20252026,206,Northern Arizona,Big Sky,1077,4896885,Isaiah Shaw,G,29,22,531,234,34,51,16,15,15,105.0,119.962,-5.9,1.6,21.7,0.47,23.0,48.4,56.9,0.631,71,153,46.4,39,84,46.4,32,69,46.4,60,74,81.1,14,47,61,1.1,0.0,1.1,0.083,8.1,2.1,0.6,0.5,0.5,1.2,1.8,18.3,basic
2026,20252026,206,Northern Arizona,Big Sky,2618,5243033,Kavon Bradford,G,30,12,454,148,36,52,47,16,5,88.6,119.076,-21.3,0.4,22.8,1.31,13.3,54.2,44.9,0.506,51,118,43.2,47,103,45.6,4,15,26.7,42,64,65.6,6,39,45,0.2,0.1,0.3,0.026,4.9,1.5,1.6,0.5,0.2,1.2,1.7,15.1,basic
2026,20252026,206,Northern Arizona,Big Sky,4871,5176190,Arne Osojnik,G,29,14,468,187,27,53,30,21,10,89.4,115.084,-14.5,0.6,23.3,1.11,13.7,12.5,48.3,0.504,74,176,42.0,52,108,48.1,22,68,32.4,17,22,77.3,10,63,73,0.3,0.3,0.6,0.051,6.4,2.5,1.0,0.7,0.3,0.9,1.8,16.1,basic
2026,20252026,206,Northern Arizona,Big Sky,5035,5107851,Ryan Abelman,G,30,30,969,314,32,55,58,39,4,107.9,118.438,-3.6,2.2,18.7,1.81,26.0,17.1,49.5,0.531,110,275,40.0,58,131,44.3,52,144,36.1,42,47,89.4,40,114,154,1.5,0.4,1.9,0.078,10.5,5.1,1.9,1.3,0.1,1.1,1.8,32.3,basic
2026,20252026,206,Northern Arizona,Big Sky,5038,4888717,Oakland Fort,G,29,5,321,89,14,19,44,12,1,104.6,122.435,-2.0,0.8,17.1,3.14,30.4,8.0,57.3,0.573,38,75,50.7,28,48,58.3,10,27,37.0,3,6,50.0,7,16,23,0.6,0.0,0.6,0.075,3.1,0.8,1.5,0.4,0.0,0.5,0.7,11.1,basic
2026,20252026,206,Northern Arizona,Big Sky,5041,4897938,Diego Campisano,F,26,9,464,182,13,33,14,12,3,114.0,119.756,-6.5,1.5,18.9,1.08,25.8,26.7,52.1,0.558,58,146,39.7,22,51,43.1,36,95,37.9,30,39,76.9,16,46,62,0.8,0.0,0.8,0.069,7.0,2.4,0.5,0.5,0.1,0.5,1.3,17.8,basic
2026,20252026,206,Northern Arizona,Big Sky,6413,5176783,Traivar Jackson,F,32,20,705,232,34,97,29,31,30,109.0,113.961,4.2,1.7,17.3,0.85,34.4,44.1,57.8,0.603,93,161,57.8,93,161,57.8,0,0,0.0,46,71,64.8,55,105,160,1.3,0.5,1.8,0.102,7.2,5.0,0.9,1.0,0.9,1.1,3.0,22.0,basic
2026,20252026,206,Northern Arizona,Big Sky,6509,5177696,Zack Davidson,F,14,13,331,196,26,27,11,9,0,103.5,119.167,-0.6,2.3,28.5,0.42,37.3,50.4,62.0,0.603,82,133,61.7,81,129,62.8,1,4,25.0,31,67,46.3,25,42,67,0.7,0.3,1.0,0.121,14.0,4.8,0.8,0.6,0.0,1.9,1.9,23.6,basic
2026,20252026,206,Northern Arizona,Big Sky,7715,5248277,Karl Poom,F,32,2,627,286,53,68,39,9,2,97.1,121.388,-17.4,1.1,26.8,0.74,33.6,48.6,54.2,0.556,106,212,50.0,88,153,57.5,18,59,30.5,56,103,54.4,36,71,107,0.7,0.0,0.7,0.045,8.9,3.3,1.2,0.3,0.1,1.7,2.1,19.6,basic
2026,20252026,206,Northern Arizona,Big Sky,21357,5107304,Walker Timme,F,1,0,8,4,0,0,0,0,0,200.0,117.6,82.4,1.9,12.6,,0.0,0.0,100.0,1.0,2,2,100.0,2,2,100.0,0,0,0.0,0,0,0.0,0,1,1,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,basic
2026,20252026,206,Northern Arizona,Big Sky,201065,5313238,JT Amundsen,G,4,0,7,3,0,1,1,0,0,0.0,129.021,32.8,0.3,0.0,,50.0,0.0,50.0,0.5,1,3,33.3,0,0,0.0,1,3,33.3,0,0,0.0,1,1,2,0.0,0.0,0.0,0.0,0.8,0.5,0.2,0.0,0.0,0.0,0.2,1.8,basic
2026,20252026,206,Northern Arizona,Big Sky,201071,5313239,Chris Komin,G,31,17,824,243,24,46,68,40,15,116.9,117.84,4.8,2.1,15.5,2.83,7.6,37.1,53.1,0.587,82,178,46.1,57,108,52.8,25,70,35.7,54,66,81.8,5,61,66,1.6,0.2,1.8,0.087,7.8,2.1,2.2,1.3,0.5,0.8,1.5,26.6,basic
2026,20252026,206,Northern Arizona,Big Sky,201073,5313240,Brennan Peterson,G,32,16,621,154,27,48,65,14,1,105.3,124.468,-8.5,1.1,14.5,2.41,22.7,17.1,56.5,0.582,51,123,41.5,14,33,42.4,37,90,41.1,15,21,71.4,5,17,22,0.9,-0.2,0.7,0.045,4.8,0.7,2.0,0.4,0.0,0.8,1.5,19.4,basic
2026,20252026,206,Northern Arizona,Big Sky,201075,5313241,Erez Poran,G,13,0,70,10,2,4,4,2,1,73.8,119.124,-31.1,-0.1,12.0,2.0,23.5,21.4,32.1,0.326,4,14,28.6,3,7,42.9,1,7,14.3,1,3,33.3,4,13,17,0.0,0.0,0.0,0.0,0.8,1.3,0.3,0.2,0.1,0.2,0.3,5.4,basic
2026,20252026,207,Northern Colorado,Big Sky,1843,5241653,Ring Nyeri,F,32,24,827,273,29,86,20,16,28,114.4,107.451,11.7,2.0,15.5,0.69,27.6,17.5,59.2,0.601,113,211,53.6,89,143,62.2,24,68,35.3,23,37,62.2,56,147,203,1.5,0.9,2.4,0.116,8.5,6.3,0.6,0.5,0.9,0.9,2.7,25.8,basic
2026,20252026,207,Northern Colorado,Big Sky,3033,5107514,Ibu Yamazaki,F,32,30,867,317,33,76,26,15,6,111.3,112.196,4.5,2.1,16.5,0.79,19.3,22.4,54.5,0.589,102,245,41.6,39,71,54.9,63,174,36.2,50,55,90.9,22,92,114,1.5,0.6,2.1,0.097,9.9,3.6,0.8,0.5,0.2,1.0,2.4,27.1,basic
2026,20252026,207,Northern Colorado,Big Sky,4861,5107217,Chancellor White,G,6,0,54,27,5,3,3,0,0,42.8,107.84,14.1,0.8,22.2,0.6,9.1,47.4,50.0,0.588,8,19,42.1,5,9,55.6,3,10,30.0,8,9,88.9,1,10,11,0.1,0.1,0.2,0.148,4.5,1.8,0.5,0.0,0.0,0.8,0.5,9.0,basic
2026,20252026,207,Northern Colorado,Big Sky,7123,5107858,Brock Wisne,F,31,31,993,503,73,77,85,25,12,113.7,109.593,8.7,3.8,24.9,1.16,32.7,23.8,60.4,0.624,207,365,56.7,180,285,63.2,27,80,33.8,62,87,71.3,65,134,199,2.9,0.8,3.7,0.149,16.2,6.4,2.7,0.8,0.4,2.4,2.5,32.0,basic
2026,20252026,207,Northern Colorado,Big Sky,7126,4897944,Zach Bloch,G,32,32,1040,369,31,77,75,46,1,116.9,110.291,15.7,3.1,15.0,2.42,6.3,19.2,59.2,0.616,117,276,42.4,24,59,40.7,93,217,42.9,42,53,79.2,5,75,80,2.4,0.9,3.3,0.127,11.5,2.5,2.3,1.4,0.0,1.0,2.4,32.5,basic
2026,20252026,207,Northern Colorado,Big Sky,7128,5176255,William Humer,F,4,0,43,9,4,7,5,2,1,68.2,115.312,11.3,0.3,20.0,1.25,43.8,9.1,40.9,0.393,4,11,36.4,3,8,37.5,1,3,33.3,0,1,0.0,7,9,16,0.0,0.1,0.1,0.093,2.2,4.0,1.2,0.5,0.2,1.0,1.8,10.8,basic
2026,20252026,207,Northern Colorado,Big Sky,7130,5175417,Egan Shields,C,31,5,544,195,31,86,29,2,15,123.8,109.287,18.7,1.8,17.1,0.94,34.0,63.1,65.8,0.688,73,111,65.8,73,111,65.8,0,0,0.0,49,70,70.0,50,97,147,1.5,0.5,2.0,0.147,6.3,4.7,0.9,0.1,0.5,1.0,2.8,17.5,basic
2026,20252026,207,Northern Colorado,Big Sky,7131,5176300,Quinn Denker,G,30,30,1030,576,68,78,210,22,11,121.1,110.638,17.8,5.7,29.0,3.09,14.3,35.7,54.0,0.593,204,420,48.6,158,287,55.1,46,133,34.6,122,150,81.3,22,132,154,4.6,1.0,5.6,0.217,19.2,5.1,7.0,0.7,0.4,2.3,2.6,34.3,basic
2026,20252026,207,Northern Colorado,Big Sky,7134,5241298,Walker Asp,F,3,0,17,3,1,1,1,0,2,68.2,118.48,8.7,0.1,14.1,1.0,33.3,0.0,50.0,0.5,1,3,33.3,0,1,0.0,1,2,50.0,0,0,0.0,1,2,3,0.0,0.0,0.0,0.0,1.0,1.0,0.3,0.0,0.7,0.3,0.3,5.7,basic
2026,20252026,207,Northern Colorado,Big Sky,7135,5241300,Hunter Caldwell,C,14,0,76,35,4,5,5,0,1,116.7,113.348,15.4,0.7,19.3,1.25,36.4,0.0,70.0,0.7,14,25,56.0,7,10,70.0,7,15,46.7,0,0,0.0,4,7,11,0.2,0.0,0.2,0.105,2.5,0.8,0.4,0.0,0.1,0.3,0.4,5.4,basic
2026,20252026,207,Northern Colorado,Big Sky,7137,5241299,Ariik Mawien,G,31,4,276,105,20,24,12,5,6,83.0,107.947,-10.9,0.3,20.1,0.6,19.7,20.4,50.5,0.518,42,93,45.2,32,50,64.0,10,43,23.3,11,19,57.9,12,49,61,0.1,0.3,0.4,0.058,3.4,2.0,0.4,0.2,0.2,0.6,0.8,8.9,basic
2026,20252026,207,Northern Colorado,Big Sky,8431,5176494,Vincent Delano,G,32,4,642,196,38,47,52,6,2,100.7,113.894,-11.9,0.7,17.4,1.37,3.2,27.4,48.5,0.521,70,168,41.7,47,88,53.4,23,80,28.8,33,46,71.7,2,61,63,0.5,0.3,0.8,0.05,6.1,2.0,1.6,0.2,0.1,1.2,1.5,20.1,basic
2026,20252026,207,Northern Colorado,Big Sky,201080,5313253,Tanner Braketa,G,12,0,90,32,2,5,6,0,0,118.1,115.027,20.2,0.8,11.2,3.0,0.0,0.0,64.0,0.64,12,25,48.0,4,4,100.0,8,21,38.1,0,0,0.0,0,8,8,0.2,0.1,0.3,0.133,2.7,0.7,0.5,0.0,0.0,0.2,0.4,7.5,basic
2026,20252026,208,Northern Illinois,MAC,338,5175063,JJ Taylor,F,3,2,63,26,9,4,1,0,1,79.4,118.834,-43.7,-0.3,27.4,0.11,25.0,88.9,41.7,0.519,7,18,38.9,6,9,66.7,1,9,11.1,11,16,68.8,2,6,8,-0.1,-0.1,-0.2,-0.127,8.7,2.7,0.3,0.0,0.3,3.0,1.3,21.0,basic
2026,20252026,208,Northern Illinois,MAC,490,5240355,Jaylen Wharton,F,19,0,126,36,5,22,2,1,3,88.3,114.411,-19.6,0.1,15.7,0.4,26.7,61.3,45.2,0.457,14,31,45.2,14,31,45.2,0,0,0.0,8,19,42.1,8,22,30,0.0,0.1,0.1,0.032,1.9,1.6,0.1,0.1,0.2,0.3,1.2,6.6,basic
2026,20252026,208,Northern Illinois,MAC,794,4896378,Jao Ituka,G,15,0,211,104,5,23,14,8,1,107.6,112.474,14.7,1.9,21.2,2.8,10.5,23.6,48.9,0.529,33,89,37.1,12,28,42.9,21,61,34.4,17,21,81.0,4,34,38,0.7,0.2,0.9,0.171,6.9,2.5,0.9,0.5,0.1,0.3,1.5,14.1,basic
2026,20252026,208,Northern Illinois,MAC,1491,5241390,Makhai Valentine,G,29,29,891,385,36,51,28,29,5,114.5,114.883,6.6,3.2,18.8,0.78,30.5,31.1,53.1,0.578,121,293,41.3,52,100,52.0,69,193,35.8,74,91,81.3,47,107,154,2.1,0.5,2.6,0.117,13.3,5.3,1.0,1.0,0.2,1.2,1.8,30.7,basic
2026,20252026,208,Northern Illinois,MAC,2249,5243254,Isaiah Washington,G,12,0,98,30,5,6,6,0,0,76.9,120.384,-22.4,0.2,19.1,1.2,42.9,51.9,38.9,0.452,10,27,37.0,9,18,50.0,1,9,11.1,9,14,64.3,6,8,14,0.0,0.0,0.0,0.0,2.5,1.2,0.5,0.0,0.0,0.4,0.5,8.2,basic
2026,20252026,208,Northern Illinois,MAC,2397,5241714,Gianni Cobb,G,30,19,870,293,72,65,116,51,0,94.3,114.046,-12.3,1.1,22.1,1.61,23.5,43.1,46.2,0.496,105,248,42.3,86,177,48.6,19,71,26.8,64,107,59.8,19,62,81,0.6,0.5,1.1,0.051,9.8,2.7,3.9,1.7,0.0,2.4,2.2,29.0,basic
2026,20252026,208,Northern Illinois,MAC,2900,5177140,Daemar Kelly,G,29,15,597,163,35,56,36,20,5,82.5,114.66,-21.2,0.2,17.9,1.03,27.0,36.1,35.2,0.424,48,166,28.9,27,84,32.1,21,82,25.6,46,60,76.7,24,65,89,-0.1,0.3,0.2,0.013,5.6,3.1,1.2,0.7,0.2,1.2,1.9,20.6,basic
2026,20252026,208,Northern Illinois,MAC,201095,5314202,Carlos Coronado,G,20,1,205,78,20,17,11,6,0,85.2,118.201,-24.0,0.2,23.8,0.55,23.5,78.9,41.2,0.508,21,57,36.8,16,33,48.5,5,24,20.8,31,45,68.9,4,13,17,0.0,0.0,0.0,0.0,3.9,0.8,0.6,0.3,0.0,1.0,0.8,10.2,basic
2026,20252026,208,Northern Illinois,MAC,201096,5314208,Dylan Ducommun,G,26,26,795,280,75,59,89,21,6,86.9,116.951,-24.9,0.2,23.6,1.19,17.3,17.4,42.7,0.453,95,287,33.1,40,97,41.2,55,190,28.9,35,50,70.0,13,62,75,-0.2,0.2,0.0,0.0,10.8,2.9,3.4,0.8,0.2,2.9,2.3,30.6,basic
2026,20252026,208,Northern Illinois,MAC,201098,5314205,Ladji Kante,F,17,0,156,48,11,10,7,5,1,83.6,117.677,-18.5,0.2,16.0,0.64,61.9,50.0,43.8,0.492,16,40,40.0,13,25,52.0,3,15,20.0,13,20,65.0,13,8,21,0.1,0.0,0.1,0.026,2.8,1.2,0.4,0.3,0.1,0.6,0.6,9.2,basic
2026,20252026,208,Northern Illinois,MAC,201100,5314206,Isaiah Stewart,G,13,0,72,16,2,7,4,1,0,182.5,117.98,11.6,0.4,5.3,2.0,50.0,60.0,60.0,0.633,5,10,50.0,3,5,60.0,2,5,40.0,4,6,66.7,6,6,12,0.1,0.0,0.1,0.056,1.2,0.9,0.3,0.1,0.0,0.2,0.5,5.5,basic
2026,20252026,208,Northern Illinois,MAC,201104,5314203,Taj Walters,G,29,23,785,246,38,60,17,21,10,104.5,114.144,-3.3,1.5,15.5,0.45,32.9,31.6,52.4,0.568,84,190,44.2,53,109,48.6,31,81,38.3,47,60,78.3,52,106,158,1.0,0.4,1.4,0.071,8.5,5.4,0.6,0.7,0.3,1.3,2.1,27.1,basic
2026,20252026,208,Northern Illinois,MAC,201105,5314204,Hassan Washington,F,29,14,481,135,52,91,16,6,5,81.5,115.985,-29.7,-0.1,18.3,0.31,36.2,46.9,59.9,0.583,54,96,56.3,47,80,58.8,7,16,43.8,20,45,44.4,34,60,94,-0.2,0.1,-0.1,-0.008,4.7,3.2,0.6,0.2,0.2,1.8,3.1,16.6,basic
2026,20252026,208,Northern Illinois,MAC,201108,5314209,Gustav Winther,F,30,21,635,243,42,78,26,12,19,108.1,115.136,0.1,1.6,18.6,0.62,40.9,64.2,64.5,0.64,94,148,63.5,91,141,64.5,3,7,42.9,52,95,54.7,52,75,127,1.1,0.3,1.4,0.088,8.1,4.2,0.9,0.4,0.6,1.4,2.6,21.2,basic
2026,20252026,208,Northern Illinois,MAC,204746,5314207,Max Laskey,G,6,0,15,3,1,0,1,0,0,150.1,123.889,-30.0,0.0,11.6,1.0,0.0,0.0,50.0,0.5,1,3,33.3,0,0,0.0,1,3,33.3,0,0,0.0,0,1,1,0.0,0.0,0.0,0.0,0.5,0.2,0.2,0.0,0.0,0.2,0.0,2.5,basic
2026,20252026,209,Northern Iowa,MVC,2865,5238171,Ismael Diouf,F,35,1,368,105,27,59,35,8,7,94.2,102.127,-4.0,0.3,21.7,1.3,41.9,11.2,50.0,0.511,43,98,43.9,31,51,60.8,12,47,25.5,7,11,63.6,18,25,43,0.1,0.6,0.7,0.076,3.0,1.2,1.0,0.2,0.2,0.8,1.7,10.5,basic
2026,20252026,209,Northern Iowa,MVC,5324,5176384,RJ Taylor,G,30,0,329,78,10,37,34,13,0,109.5,99.8325,16.4,0.7,13.5,3.4,3.4,6.0,55.2,0.567,31,67,46.3,19,35,54.3,12,32,37.5,4,4,100.0,1,28,29,0.5,0.6,1.1,0.134,2.6,1.0,1.1,0.4,0.0,0.3,1.2,11.0,basic
2026,20252026,209,Northern Iowa,MVC,5325,5107887,Trey Campbell,G,36,36,1206,494,73,56,136,60,9,105.5,97.5443,11.7,2.7,24.6,1.86,14.7,23.6,52.2,0.557,176,402,43.8,108,205,52.7,68,197,34.5,74,95,77.9,20,116,136,2.2,2.5,4.7,0.156,13.7,3.8,3.8,1.7,0.2,2.0,1.6,33.5,basic
2026,20252026,209,Northern Iowa,MVC,5326,4838704,Leon Bond III,G,36,36,1180,428,38,68,53,27,26,109.2,99.22,12.3,2.4,19.1,1.39,15.3,20.7,53.9,0.565,164,347,47.3,118,220,53.6,46,127,36.2,54,72,75.0,26,144,170,1.9,2.2,4.1,0.139,11.9,4.7,1.5,0.8,0.7,1.1,1.9,32.8,basic
2026,20252026,209,Northern Iowa,MVC,5328,5241409,Will Hornseth,F,35,35,919,390,51,49,78,18,22,112.6,99.1218,16.8,2.6,23.4,1.53,27.8,32.4,60.9,0.607,169,281,60.1,165,272,60.7,4,9,44.4,48,91,52.7,45,117,162,2.2,1.8,4.0,0.174,11.1,4.6,2.2,0.5,0.6,1.5,1.4,26.3,basic
2026,20252026,209,Northern Iowa,MVC,5329,5176385,Kyle Pock,F,34,1,431,125,5,29,7,12,3,105.8,102.019,9.0,0.7,14.2,1.4,11.8,14.8,52.3,0.543,42,108,38.9,13,24,54.2,29,84,34.5,12,16,75.0,4,30,34,0.5,0.7,1.2,0.111,3.7,1.0,0.2,0.4,0.1,0.1,0.9,12.7,basic
2026,20252026,209,Northern Iowa,MVC,5331,4897480,Chase Courbat,F,17,0,51,16,1,4,1,0,2,102.3,97.5699,49.3,0.4,8.1,1.0,33.3,75.0,62.5,0.752,5,8,62.5,5,8,62.5,0,0,0.0,6,6,100.0,3,6,9,0.2,0.1,0.3,0.235,0.9,0.5,0.1,0.0,0.1,0.1,0.2,3.0,basic
2026,20252026,209,Northern Iowa,MVC,5332,5241408,Max Weisbrod,G,32,29,890,206,28,69,61,19,3,108.8,102.44,10.2,1.4,13.1,2.18,11.3,15.0,55.4,0.579,64,167,38.3,7,18,38.9,57,149,38.3,21,25,84.0,9,71,80,1.1,1.4,2.5,0.112,6.4,2.5,1.9,0.6,0.1,0.9,2.2,27.8,basic
2026,20252026,209,Northern Iowa,MVC,5333,5107889,Hunter Jacobson,G,12,0,18,3,0,2,0,0,0,65.5,109.214,-43.6,-0.1,17.0,,100.0,0.0,25.0,0.25,1,6,16.7,0,1,0.0,1,5,20.0,0,0,0.0,1,0,1,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.2,1.5,basic
2026,20252026,209,Northern Iowa,MVC,5335,4897474,Ben Schwieger,G,36,21,1001,349,40,70,67,38,21,107.7,96.0435,16.5,2.1,19.3,1.68,12.4,29.4,54.8,0.574,130,269,48.3,95,175,54.3,35,94,37.2,54,79,68.4,21,148,169,1.7,2.2,3.9,0.156,9.7,4.7,1.9,1.1,0.6,1.1,1.9,27.8,basic
2026,20252026,209,Northern Iowa,MVC,201118,5315804,Geon Hutchins,G,35,0,264,52,11,39,8,12,2,81.2,98.4281,-5.4,0.0,12.9,0.73,29.3,28.0,44.0,0.463,18,50,36.0,10,24,41.7,8,26,30.8,8,14,57.1,12,29,41,0.0,0.6,0.6,0.091,1.5,1.2,0.2,0.3,0.1,0.3,1.1,7.5,basic
2026,20252026,209,Northern Iowa,MVC,201122,5315806,Tristan Smith,F,28,21,593,254,32,70,54,25,16,114.6,93.9593,27.7,2.5,25.3,1.69,30.6,51.4,55.1,0.592,95,175,54.3,92,164,56.1,3,11,27.3,61,90,67.8,44,100,144,1.7,1.6,3.3,0.223,9.1,5.1,1.9,0.9,0.6,1.1,2.5,21.2,basic
2026,20252026,210,Northern Kentucky,Horizon,3089,5241674,Dan Gherezgher,G,34,29,1004,539,79,77,92,27,2,106.6,114.13,-2.5,2.8,25.3,1.16,15.5,21.4,53.4,0.56,186,440,42.3,88,178,49.4,98,262,37.4,69,94,73.4,17,93,110,2.1,0.5,2.6,0.104,15.9,3.2,2.7,0.8,0.1,2.3,2.3,29.5,basic
2026,20252026,210,Northern Kentucky,Horizon,3093,5106776,LJ Wells,F,33,33,1002,494,62,89,68,42,29,119.7,109.235,16.5,3.8,22.6,1.1,33.8,68.5,57.9,0.622,169,305,55.4,154,252,61.1,15,53,28.3,141,209,67.5,81,159,240,3.2,1.1,4.3,0.172,15.0,7.3,2.1,1.3,0.9,1.9,2.7,30.4,basic
2026,20252026,210,Northern Kentucky,Horizon,3095,5177192,Bryce Darbyshire,G,24,0,170,37,8,20,9,11,1,72.2,107.59,3.3,0.2,9.8,1.13,24.1,20.0,58.3,0.567,14,30,46.7,7,12,58.3,7,18,38.9,2,6,33.3,7,22,29,0.1,0.2,0.3,0.071,1.5,1.2,0.4,0.5,0.0,0.3,0.8,7.1,basic
2026,20252026,210,Northern Kentucky,Horizon,3099,5241676,Donovan Rakotonanahary,G,32,0,398,96,10,51,13,18,4,138.6,111.017,26.8,1.0,10.4,1.3,50.7,47.4,71.1,0.697,40,57,70.2,39,54,72.2,1,3,33.3,15,27,55.6,38,37,75,0.8,0.3,1.1,0.111,3.0,2.3,0.4,0.6,0.1,0.3,1.6,12.4,basic
2026,20252026,210,Northern Kentucky,Horizon,3101,5106778,Mitchel Minor,G,4,0,6,7,1,0,0,0,0,0.0,122.014,14.6,0.2,0.0,0.0,,0.0,116.7,1.167,3,3,100.0,2,2,100.0,1,1,100.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.2,0.0,1.5,basic
2026,20252026,210,Northern Kentucky,Horizon,6393,5107298,Donovan Oday,G,34,16,987,631,70,96,65,69,17,116.9,108.281,16.7,4.6,26.9,0.93,21.5,46.9,56.9,0.629,207,416,49.8,148,237,62.4,59,179,33.0,158,195,81.0,28,102,130,3.7,1.2,4.9,0.199,18.6,3.8,1.9,2.0,0.5,2.1,2.8,29.0,basic
2026,20252026,210,Northern Kentucky,Horizon,18757,4904206,Kael Robinson,G,31,29,805,446,47,75,39,21,15,112.2,112.292,9.2,3.3,23.4,0.83,30.4,26.7,56.0,0.599,151,333,45.3,80,152,52.6,71,181,39.2,73,89,82.0,42,96,138,2.4,0.6,3.0,0.149,14.4,4.5,1.3,0.7,0.5,1.5,2.4,26.0,basic
2026,20252026,210,Northern Kentucky,Horizon,26019,4901934,Tae Dozier,G,34,29,986,294,32,90,77,55,42,125.0,107.723,21.9,2.6,14.0,2.41,40.1,25.9,58.2,0.6,108,220,49.1,68,100,68.0,40,120,33.3,38,57,66.7,71,106,177,2.3,1.1,3.4,0.138,8.6,5.2,2.3,1.6,1.2,0.9,2.6,29.0,basic
2026,20252026,210,Northern Kentucky,Horizon,201128,5313282,Addison Archer,F,20,0,124,20,6,22,4,1,4,116.1,114.31,-4.9,0.2,9.3,0.67,50.0,66.7,43.3,0.515,6,15,40.0,5,13,38.5,1,2,50.0,7,10,70.0,13,13,26,0.1,0.1,0.2,0.065,1.0,1.3,0.2,0.0,0.2,0.3,1.1,6.2,basic
2026,20252026,210,Northern Kentucky,Horizon,201131,5313281,Ethan Elliott,G,32,31,912,162,44,55,146,31,2,96.8,114.122,-9.9,0.8,14.1,3.32,19.3,18.9,39.2,0.404,62,185,33.5,41,103,39.8,21,82,25.6,17,35,48.6,17,71,88,0.6,0.5,1.1,0.048,5.1,2.8,4.6,1.0,0.1,1.4,1.7,28.5,basic
2026,20252026,210,Northern Kentucky,Horizon,201134,5313280,Shawn Nelson,G,27,2,309,78,22,26,17,12,2,77.7,113.726,-24.2,-0.1,16.8,0.77,33.3,37.5,38.8,0.418,28,80,35.0,22,46,47.8,6,34,17.6,16,30,53.3,15,30,45,-0.2,0.3,0.1,0.013,2.9,1.7,0.6,0.4,0.1,0.8,1.0,11.4,basic
