Season,SeasonLabel,TeamId,Team,Conference,AthleteId,AthleteSourceId,Name,Position,Games,Starts,Minutes,Points,Turnovers,Fouls,Assists,Steals,Blocks,OffensiveRating,DefensiveRating,NetRating,PORPAG,Usage,AssistsTurnoverRatio,OffensiveReboundPct,FreeThrowRate,EffectiveFieldGoalPct,TrueShootingPct,FieldGoals Made,FieldGoals Attempted,FieldGoals Pct,TwoPointFieldGoals Made,TwoPointFieldGoals Attempted,TwoPointFieldGoals Pct,ThreePointFieldGoals Made,ThreePointFieldGoals Attempted,ThreePointFieldGoals Pct,FreeThrows Made,FreeThrows Attempted,FreeThrows Pct,Rebounds Offensive,Rebounds Defensive,Rebounds Total,WinShares Offensive,WinShares Defensive,WinShares Total,WinShares TotalPer40,PPG,RPG,APG,SPG,BPG,TOPG,FPG,MPG,data_tier
2026,20252026,585,Massachusetts-Boston,,216892,5323357,Davon Sanders,G,1,1,29,0,1,1,5,2,0,20.3,114.6,-94.3,-5.2,16.2,5.0,0.0,0.0,0.0,0.0,0,8,0.0,0,3,0.0,0,5,0.0,0,0,0.0,0,5,5,-0.2,0.0,-0.2,-0.276,0.0,5.0,5.0,2.0,0.0,1.0,1.0,29.0,basic
2026,20252026,585,Massachusetts-Boston,,216893,5326002,Skyler Venezia,F,1,0,11,3,1,1,0,0,0,81.6,127.3,-45.7,-0.2,14.3,0.0,0.0,0.0,75.0,0.75,1,2,50.0,0,0,0.0,1,2,50.0,0,0,0.0,0,1,1,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,11.0,basic
2026,20252026,585,Massachusetts-Boston,,216896,5326001,Mikell Orellus,C,1,0,7,0,0,3,0,2,0,0.0,98.2,-98.2,-1.5,15.0,,,0.0,0.0,0.0,0,2,0.0,0,2,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,7.0,basic
2026,20252026,585,Massachusetts-Boston,,216898,5325998,Seun Sorinmade,G,1,0,8,0,1,1,0,0,0,0.0,124.8,-124.8,-3.0,26.2,0.0,0.0,0.0,0.0,0.0,0,3,0.0,0,0,0.0,0,3,0.0,0,0,0.0,0,1,1,-0.1,0.0,-0.1,-0.5,0.0,1.0,0.0,0.0,0.0,1.0,1.0,8.0,basic
2026,20252026,585,Massachusetts-Boston,,216899,5325997,Jude Gonzalez,G,1,0,4,4,1,0,0,0,0,29.5,133.8,-104.3,-1.7,43.5,0.0,,300.0,150.0,0.862,1,1,100.0,0,0,0.0,1,1,100.0,1,3,33.3,0,0,0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,basic
2026,20252026,585,Massachusetts-Boston,,216900,5325996,Steven Cordero,G,1,0,9,0,3,0,0,0,0,0.0,126.7,-126.7,-3.0,23.3,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0,0,0.0,0,1,0.0,0,0,0.0,0,1,1,-0.1,0.0,-0.1,-0.444,0.0,1.0,0.0,0.0,0.0,3.0,0.0,9.0,basic
2026,20252026,585,Massachusetts-Boston,,216901,5181363,Fendi Francois,G,1,0,6,4,0,0,0,0,0,139.3,112.3,27.0,1.3,25.1,,0.0,100.0,50.0,0.694,1,2,50.0,1,2,50.0,0,0,0.0,2,2,100.0,0,2,2,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,basic
2026,20252026,588,Earlham College,,8250,5248580,Connor Smith,ATH,1,1,26,4,3,0,0,0,0,38.9,141.4,-102.5,-5.0,23.9,0.0,12.5,28.6,14.3,0.254,1,7,14.3,1,2,50.0,0,5,0.0,2,2,100.0,1,7,8,-0.2,-0.1,-0.3,-0.462,4.0,8.0,0.0,0.0,0.0,3.0,0.0,26.0,basic
2026,20252026,588,Earlham College,,8257,5248584,Manntavius Goodman,ATH,1,0,6,7,0,0,0,1,0,233.3,121.0,112.3,4.1,28.5,,0.0,0.0,116.7,1.167,3,3,100.0,2,2,100.0,1,1,100.0,0,0,0.0,0,1,1,0.1,0.0,0.1,0.667,7.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0,basic
2026,20252026,588,Earlham College,,8258,5248583,Noah Gathings,ATH,1,0,11,2,0,0,1,0,1,80.1,136.5,-56.4,-0.2,14.9,,0.0,100.0,0.0,0.347,0,2,0.0,0,1,0.0,0,1,0.0,2,2,100.0,0,1,1,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,11.0,basic
2026,20252026,588,Earlham College,,8259,5248577,Tommy Reddick,ATH,1,1,21,4,0,0,0,0,0,55.7,144.5,-88.8,-2.2,19.5,,0.0,100.0,30.0,0.278,1,5,20.0,0,3,0.0,1,2,50.0,1,5,20.0,0,2,2,-0.1,-0.1,-0.2,-0.381,4.0,2.0,0.0,0.0,0.0,0.0,0.0,21.0,basic
2026,20252026,588,Earlham College,,8262,5248573,Donovan Pruitt,ATH,1,0,16,4,1,0,0,1,0,40.0,137.9,-97.9,-4.5,35.6,0.0,100.0,0.0,22.2,0.222,2,9,22.2,2,7,28.6,0,2,0.0,0,0,0.0,1,0,1,-0.1,0.0,-0.1,-0.25,4.0,1.0,0.0,1.0,0.0,1.0,0.0,16.0,basic
2026,20252026,588,Earlham College,,8264,5248591,Hamweemba Mukando,ATH,1,0,16,2,3,2,0,0,0,35.1,144.2,-109.1,-2.5,17.8,0.0,,0.0,50.0,0.5,1,2,50.0,1,1,100.0,0,1,0.0,0,0,0.0,0,0,0,-0.1,0.0,-0.1,-0.25,2.0,0.0,0.0,0.0,0.0,3.0,2.0,16.0,basic
2026,20252026,588,Earlham College,,8267,5248578,Grady Smitley,ATH,1,0,7,3,1,0,0,0,0,,146.3,,,18.9,0.0,,,,1.136,0,0,0.0,0,0,0.0,0,0,0.0,3,3,100.0,0,0,0,,0.0,,,3.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,basic
2026,20252026,588,Earlham College,,8272,5111610,Marcos Paul,F,1,0,9,0,1,2,0,1,0,0.0,123.8,-123.8,-1.7,12.7,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0,0,0.0,0,1,0.0,0,0,0.0,0,2,2,-0.1,0.0,-0.1,-0.444,0.0,2.0,0.0,1.0,0.0,1.0,2.0,9.0,basic
2026,20252026,588,Earlham College,,222865,5322530,Patrick Hardimon,F,1,1,13,0,1,3,0,0,0,0.0,141.1,-141.1,-3.3,17.5,0.0,0.0,0.0,0.0,0.0,0,3,0.0,0,1,0.0,0,2,0.0,0,0,0.0,0,1,1,-0.1,0.0,-0.1,-0.308,0.0,1.0,0.0,0.0,0.0,1.0,3.0,13.0,basic
2026,20252026,588,Earlham College,,222866,5322526,Chase Newton,G,1,1,12,0,1,2,0,0,0,0.0,142.1,-142.1,-1.7,9.5,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0.0,0,1,1,-0.1,0.0,-0.1,-0.333,0.0,1.0,0.0,0.0,0.0,1.0,2.0,12.0,basic
2026,20252026,588,Earlham College,,222867,5322524,Bud Davis,G,1,1,21,2,3,1,1,0,0,21.4,142.1,-120.7,-6.8,29.5,0.33,0.0,28.6,0.0,0.127,0,7,0.0,0,4,0.0,0,3,0.0,2,2,100.0,0,4,4,-0.2,0.0,-0.2,-0.381,2.0,4.0,1.0,0.0,0.0,3.0,1.0,21.0,basic
2026,20252026,588,Earlham College,,222868,5322533,James Clark,F,1,0,7,0,0,1,0,0,0,,143.9,,,0.0,,,,,,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,basic
2026,20252026,588,Earlham College,,222869,5322528,Jordan Turner,F,1,0,6,0,0,0,0,0,0,0.0,146.3,-146.3,-0.8,9.5,,,0.0,0.0,0.0,0,1,0.0,0,0,0.0,0,1,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,basic
2026,20252026,588,Earlham College,,222870,5322531,Manny Smith,G,1,0,4,0,0,0,0,0,0,0.0,146.3,-146.3,-0.8,14.3,,,0.0,0.0,0.0,0,1,0.0,0,0,0.0,0,1,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,basic
2026,20252026,588,Earlham College,,222871,5322525,Ki'Shawn Wright,G,1,0,4,0,0,2,1,0,0,,138.1,,,0.0,,,,,,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,,0.0,,,0.0,0.0,1.0,0.0,0.0,0.0,2.0,4.0,basic
2026,20252026,588,Earlham College,,222872,5322523,Dylan Bena,G,1,0,4,0,0,0,0,0,0,0.0,141.8,-141.8,-0.8,14.3,,0.0,0.0,0.0,0.0,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0.0,0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,basic
2026,20252026,588,Earlham College,,222873,5322521,Travis Makabu,G,1,0,17,2,2,1,1,0,0,36.2,144.2,-108.0,-2.9,20.1,0.5,0.0,0.0,25.0,0.25,1,4,25.0,1,3,33.3,0,1,0.0,0,0,0.0,0,1,1,-0.1,0.0,-0.1,-0.235,2.0,1.0,1.0,0.0,0.0,2.0,1.0,17.0,basic
2026,20252026,589,Lewis & Clark,,8396,5249370,Donovan Beard,ATH,1,0,18,14,0,0,1,1,0,124.6,134.5,-9.9,3.6,33.1,,0.0,55.6,55.6,0.625,4,9,44.4,2,4,50.0,2,5,40.0,4,5,80.0,0,3,3,0.1,0.0,0.1,0.222,14.0,3.0,1.0,1.0,0.0,0.0,0.0,18.0,basic
2026,20252026,589,Lewis & Clark,,8400,5111891,Taien Jackson,G,1,1,19,1,1,1,1,0,0,58.1,151.2,-93.1,-0.8,8.1,1.0,,200.0,0.0,0.266,0,1,0.0,0,1,0.0,0,0,0.0,1,2,50.0,0,0,0,0.0,-0.1,-0.1,-0.211,1.0,0.0,1.0,0.0,0.0,1.0,1.0,19.0,basic
2026,20252026,589,Lewis & Clark,,8401,5249368,Justin White,ATH,1,1,14,23,2,5,1,1,0,60.1,124.4,-64.3,-3.0,46.8,0.5,0.0,33.3,111.1,1.114,8,9,88.9,4,4,100.0,4,5,80.0,3,3,100.0,0,4,4,0.0,0.0,0.0,0.0,23.0,4.0,1.0,1.0,0.0,2.0,5.0,14.0,basic
2026,20252026,589,Lewis & Clark,,8402,5249366,Marcus Bast,ATH,1,1,20,3,2,0,6,0,0,109.9,145.2,-35.3,1.0,13.3,3.0,0.0,0.0,50.0,0.5,1,3,33.3,0,0,0.0,1,3,33.3,0,0,0.0,0,2,2,0.0,-0.1,-0.1,-0.2,3.0,2.0,6.0,0.0,0.0,2.0,0.0,20.0,basic
2026,20252026,589,Lewis & Clark,,8403,5249365,Andre Treadwell,ATH,1,1,22,12,0,1,0,1,0,84.2,134.6,-50.4,-0.4,31.4,,0.0,0.0,46.2,0.462,6,13,46.2,6,7,85.7,0,6,0.0,0,0,0.0,0,4,4,0.0,0.0,0.0,0.0,12.0,4.0,0.0,1.0,0.0,0.0,1.0,22.0,basic
2026,20252026,589,Lewis & Clark,,8404,5111886,Khalil Glover-Dodson,F,1,0,2,0,0,0,0,0,0,,120.6,,,0.0,,0.0,,,,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,basic
2026,20252026,589,Lewis & Clark,,8405,5182685,Kody Uyesugi,G,1,1,15,3,0,0,1,0,0,71.0,151.3,-80.3,-0.7,17.7,,,0.0,30.0,0.3,1,5,20.0,0,1,0.0,1,4,25.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,15.0,basic
2026,20252026,589,Lewis & Clark,,11928,5116044,Jayven Jones,G,1,0,15,3,0,0,5,0,0,192.4,151.3,41.1,1.8,7.1,,,0.0,75.0,0.75,1,2,50.0,0,0,0.0,1,2,50.0,0,0,0.0,0,0,0,0.1,0.0,0.1,0.267,3.0,0.0,5.0,0.0,0.0,0.0,0.0,15.0,basic
2026,20252026,589,Lewis & Clark,,27751,4897196,Yigit Arcan,G,1,0,16,14,0,0,0,1,0,158.2,140.0,18.2,4.3,23.3,,0.0,0.0,100.0,1.0,5,7,71.4,1,2,50.0,4,5,80.0,0,0,0.0,0,1,1,0.1,0.0,0.1,0.25,14.0,1.0,0.0,1.0,0.0,0.0,0.0,16.0,basic
2026,20252026,589,Lewis & Clark,,216180,5325124,Shemar O'Roy-Ford,F,1,0,13,2,2,4,0,0,1,42.3,148.7,-106.4,-1.6,16.4,0.0,,0.0,50.0,0.5,1,2,50.0,1,2,50.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,4.0,13.0,basic
2026,20252026,589,Lewis & Clark,,216181,5325123,Joe Brown,F,1,0,11,0,0,2,3,0,1,103.9,148.7,-44.8,0.3,9.7,,100.0,0.0,0.0,0.0,0,2,0.0,0,0,0.0,0,2,0.0,0,0,0.0,1,0,1,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,2.0,11.0,basic
2026,20252026,589,Lewis & Clark,,216182,5325122,Jammial Hicks Jr.,G,1,0,18,7,1,1,1,0,0,112.2,147.8,-35.6,1.5,20.3,1.0,50.0,40.0,50.0,0.595,2,5,40.0,1,2,50.0,1,3,33.3,2,2,100.0,1,1,2,0.0,-0.1,-0.1,-0.222,7.0,2.0,1.0,0.0,0.0,1.0,1.0,18.0,basic
2026,20252026,589,Lewis & Clark,,216184,5325120,Jake Rodriguez,G,1,0,17,5,0,3,2,0,0,187.3,147.3,40.0,2.5,9.0,,0.0,100.0,75.0,0.868,1,2,50.0,0,1,0.0,1,1,100.0,2,2,100.0,0,1,1,0.1,0.0,0.1,0.235,5.0,1.0,2.0,0.0,0.0,0.0,3.0,17.0,basic
2026,20252026,590,Kentucky Christian,,8492,4907746,D'Angelo Stoxstill,F,4,4,125,32,10,12,4,6,1,75.1,133.2,-58.1,-1.2,18.2,0.4,21.4,43.3,40.0,0.448,12,30,40.0,12,28,42.9,0,2,0.0,8,13,61.5,3,11,14,-0.2,-0.2,-0.4,-0.128,8.0,3.5,1.0,1.5,0.2,2.5,3.0,31.2,basic
2026,20252026,590,Kentucky Christian,,8497,5250012,Kristopher Smith,ATH,2,0,12,0,3,1,0,0,0,,156.0,,,13.0,0.0,,,,,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,,0.0,,,0.0,0.0,0.0,0.0,0.0,1.5,0.5,6.0,basic
2026,20252026,590,Kentucky Christian,,8499,5250010,Payton Mayhorn,ATH,3,0,27,0,2,1,1,1,2,16.1,139.9,-123.8,-1.0,9.3,0.5,33.3,0.0,0.0,0.0,0,3,0.0,0,3,0.0,0,0,0.0,0,0,0.0,1,2,3,-0.1,-0.1,-0.2,-0.296,0.0,1.0,0.3,0.3,0.7,0.7,0.3,9.0,basic
2026,20252026,590,Kentucky Christian,,8500,5250008,Xarek Sarakatsannis,ATH,3,2,64,14,5,0,0,1,0,84.2,148.2,-64.0,-0.2,11.7,0.0,50.0,22.2,72.2,0.709,5,9,55.6,2,3,66.7,3,6,50.0,1,2,50.0,1,1,2,0.0,-0.2,-0.2,-0.125,4.7,0.7,0.0,0.3,0.0,1.7,0.0,21.3,basic
2026,20252026,590,Kentucky Christian,,8502,5189578,Drew Napier,G,3,0,7,2,0,0,0,0,0,94.9,150.7,-55.8,0.0,14.4,,,0.0,50.0,0.5,1,2,50.0,1,1,100.0,0,1,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,2.3,basic
2026,20252026,590,Kentucky Christian,,8504,5189571,LeMar Northington II,G,4,4,115,26,12,8,6,3,0,65.5,135.9,-70.4,-2.0,18.5,0.5,15.4,13.8,43.1,0.423,10,29,34.5,5,15,33.3,5,14,35.7,1,4,25.0,2,11,13,-0.3,-0.2,-0.5,-0.174,6.5,3.2,1.5,0.8,0.0,3.0,2.0,28.8,basic
2026,20252026,590,Kentucky Christian,,8505,5189567,Jayden Loydd,G,4,4,118,32,7,4,10,13,0,95.0,126.3,-31.3,0.5,16.1,1.43,15.4,46.2,40.4,0.512,9,26,34.6,6,19,31.6,3,7,42.9,11,12,91.7,2,11,13,0.0,-0.1,-0.1,-0.034,8.0,3.2,2.5,3.2,0.0,1.8,1.0,29.5,basic
2026,20252026,590,Kentucky Christian,,8515,5189579,Jayden Russell,G,3,0,7,0,0,0,0,0,0,,150.7,,,0.0,,,,,,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,basic
2026,20252026,590,Kentucky Christian,,13587,5259680,Preston Saia,ATH,4,2,82,10,5,4,3,5,0,51.9,133.3,-81.4,-1.8,14.5,0.6,37.5,11.1,25.0,0.265,3,18,16.7,0,4,0.0,3,14,21.4,1,2,50.0,3,5,8,-0.2,-0.1,-0.3,-0.146,2.5,2.0,0.8,1.2,0.0,1.2,1.0,20.5,basic
2026,20252026,590,Kentucky Christian,,13933,5185305,Jay Hickman,G,1,0,5,0,0,2,0,0,0,0.0,144.9,-144.9,-1.6,21.9,,,0.0,0.0,0.0,0,2,0.0,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,basic
2026,20252026,590,Kentucky Christian,,14273,5261674,Markell Hood,ATH,4,4,83,46,12,14,2,1,2,75.7,135.0,-59.3,-1.5,36.2,0.17,0.0,22.7,43.2,0.475,17,44,38.6,13,24,54.2,4,20,20.0,8,10,80.0,0,10,10,-0.2,-0.1,-0.3,-0.145,11.5,2.5,0.5,0.2,0.5,3.0,3.5,20.8,basic
2026,20252026,590,Kentucky Christian,,211419,5319318,Peyton Davis,G,3,0,7,6,0,1,0,0,0,103.9,137.8,-33.9,0.2,28.8,,0.0,0.0,75.0,0.75,2,4,50.0,0,1,0.0,2,3,66.7,0,0,0.0,0,2,2,0.0,0.0,0.0,0.0,2.0,0.7,0.0,0.0,0.0,0.0,0.3,2.3,basic
2026,20252026,590,Kentucky Christian,,211420,5319317,Jerrod Roark,G,1,0,1,0,0,0,1,0,0,,148.7,,,0.0,,,,,,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,,0.0,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,basic
2026,20252026,590,Kentucky Christian,,211421,5319316,Matthew Ruegge,G,4,0,33,7,0,1,2,1,0,112.2,137.1,-24.9,0.3,10.4,,0.0,33.3,50.0,0.509,2,6,33.3,0,1,0.0,2,5,40.0,1,2,50.0,0,2,2,0.0,-0.1,-0.1,-0.121,1.8,0.5,0.5,0.2,0.0,0.0,0.2,8.2,basic
2026,20252026,590,Kentucky Christian,,211422,5319314,Logan Kanicki,G,2,0,5,3,0,1,0,1,0,89.8,118.0,-28.2,0.0,30.6,,,0.0,50.0,0.5,1,3,33.3,0,1,0.0,1,2,50.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.5,0.0,0.0,0.5,2.5,basic
2026,20252026,590,Kentucky Christian,,211423,5319313,Parker Watts,G,4,0,84,43,9,9,4,4,1,78.4,133.6,-55.2,-1.2,35.4,0.44,53.8,28.9,37.8,0.424,15,45,33.3,11,31,35.5,4,14,28.6,9,13,69.2,7,6,13,-0.2,-0.1,-0.3,-0.143,10.8,3.2,1.0,1.0,0.2,2.2,2.2,21.0,basic
2026,20252026,590,Kentucky Christian,,211424,5319312,Jeremiah Beck,G,3,0,9,0,2,0,0,0,0,0.0,146.0,-146.0,-1.0,22.4,0.0,0.0,0.0,0.0,0.0,0,2,0.0,0,2,0.0,0,0,0.0,0,0,0.0,0,1,1,-0.1,0.0,-0.1,-0.444,0.0,0.3,0.0,0.0,0.0,0.7,0.0,3.0,basic
2026,20252026,590,Kentucky Christian,,211425,5319321,Jaxon Estridge,G,1,0,2,0,1,0,0,0,0,0.0,139.6,-139.6,-1.4,47.8,0.0,,0.0,0.0,0.0,0,1,0.0,0,0,0.0,0,1,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,basic
2026,20252026,590,Kentucky Christian,,211426,5319320,Jordyn Lawson,G,2,0,9,0,0,2,0,0,0,0.0,124.2,-124.2,-0.3,5.3,,0.0,0.0,0.0,0.0,0,1,0.0,0,0,0.0,0,1,0.0,0,0,0.0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,4.5,basic
2026,20252026,590,Kentucky Christian,,211428,5319315,Josh Cameron,G,1,0,4,2,0,0,1,0,0,132.4,163.5,-31.1,0.7,23.2,,,200.0,0.0,0.532,0,1,0.0,0,1,0.0,0,0,0.0,2,2,100.0,0,0,0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,basic
2026,20252026,591,Point University,,8520,5250003,Tanner Higgins,ATH,1,1,25,5,0,2,1,0,0,145.5,136.5,9.0,1.7,7.1,,25.0,66.7,50.0,0.644,1,3,33.3,0,1,0.0,1,2,50.0,2,2,100.0,1,3,4,0.0,0.0,0.0,0.0,5.0,4.0,1.0,0.0,0.0,0.0,2.0,25.0,basic
2026,20252026,591,Point University,,8525,5250004,Brandon Kincaid,ATH,1,1,14,1,0,4,0,0,0,70.8,130.9,-60.1,-0.2,6.1,,33.3,200.0,0.0,0.266,0,1,0.0,0,1,0.0,0,0,0.0,1,2,50.0,1,2,3,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,4.0,14.0,basic
2026,20252026,591,Point University,,8530,5188725,Kenton Steele,,1,1,32,11,2,3,0,1,0,73.8,131.0,-57.2,-1.7,22.4,0.0,0.0,33.3,29.2,0.4,3,12,25.0,2,9,22.2,1,3,33.3,4,4,100.0,0,5,5,-0.1,0.0,-0.1,-0.125,11.0,5.0,0.0,1.0,0.0,2.0,3.0,32.0,basic
2026,20252026,591,Point University,,8536,5250005,Tae Story,ATH,1,0,6,0,0,2,0,0,0,0.0,137.2,-137.2,-1.3,15.2,,,0.0,0.0,0.0,0,2,0.0,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,basic
2026,20252026,591,Point University,,8865,5250315,Yuta Yamamoto,ATH,1,0,16,2,1,1,2,0,0,57.0,143.0,-86.0,-1.2,14.2,2.0,,0.0,25.0,0.25,1,4,25.0,1,3,33.3,0,1,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,16.0,basic
2026,20252026,591,Point University,,8875,5190740,Deion Subaran,G,1,0,9,0,0,1,0,0,0,14.2,136.3,-122.1,-1.1,10.1,,50.0,0.0,0.0,0.0,0,2,0.0,0,0,0.0,0,2,0.0,0,0,0.0,1,1,2,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,9.0,basic
2026,20252026,591,Point University,,11647,4707906,Cahlib Edwards,G,1,1,24,12,9,1,1,2,0,53.0,130.3,-77.3,-6.4,46.4,0.11,33.3,66.7,25.0,0.387,3,12,25.0,3,12,25.0,0,0,0.0,6,8,75.0,1,2,3,-0.2,0.0,-0.2,-0.333,12.0,3.0,1.0,2.0,0.0,9.0,1.0,24.0,basic
2026,20252026,591,Point University,,215062,5319258,Kaden Paul,G,1,1,28,8,2,1,0,0,0,90.5,136.3,-45.8,0.2,14.9,0.0,20.0,100.0,50.0,0.556,2,5,40.0,1,2,50.0,1,3,33.3,3,5,60.0,1,4,5,0.0,0.0,0.0,0.0,8.0,5.0,0.0,0.0,0.0,2.0,1.0,28.0,basic
2026,20252026,591,Point University,,215063,5319265,Jackson Ary,F,1,0,4,0,0,1,0,0,0,0.0,139.0,-139.0,-0.7,11.4,,,0.0,0.0,0.0,0,1,0.0,0,0,0.0,0,1,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,basic
2026,20252026,591,Point University,,215064,5319266,Charles Bryant,G,1,0,8,0,0,2,0,0,0,,139.0,,,0.0,,,,,,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,basic
2026,20252026,591,Point University,,215065,5319261,Tristen Abner,G,1,0,2,0,0,0,0,0,0,,144.3,,,0.0,,,,,,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,basic
2026,20252026,591,Point University,,215066,5319260,Isaac Slaton,G,1,0,2,2,0,0,0,0,0,200.0,144.3,55.7,0.8,22.7,,,0.0,100.0,1.0,1,1,100.0,1,1,100.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,basic
2026,20252026,591,Point University,,215067,5319264,Eli McNally,G,1,0,3,2,1,0,0,0,0,73.4,127.3,-53.9,-0.3,43.6,0.0,0.0,200.0,0.0,0.532,0,1,0.0,0,1,0.0,0,0,0.0,2,2,100.0,0,1,1,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,basic
2026,20252026,591,Point University,,215068,5319263,Vallon Toussaint,G,1,0,3,0,0,0,0,0,0,0.0,127.3,-127.3,-0.7,15.2,,0.0,0.0,0.0,0.0,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0.0,0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,basic
2026,20252026,591,Point University,,215069,5319262,Jude Ellis,G,1,0,3,0,0,1,0,0,0,0.0,137.2,-137.2,-0.7,15.2,,,0.0,0.0,0.0,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,basic
2026,20252026,591,Point University,,215070,5319259,Robert Harris,G,1,0,21,17,2,3,1,1,0,113.4,126.5,-13.1,2.8,32.2,0.5,20.0,16.7,66.7,0.66,6,12,50.0,2,7,28.6,4,5,80.0,1,2,50.0,1,4,5,0.1,0.0,0.1,0.19,17.0,5.0,1.0,1.0,0.0,2.0,3.0,21.0,basic
2026,20252026,592,Bethesda University,,8544,5250048,Erik Gallardo,ATH,2,0,29,4,0,6,2,0,0,74.4,144.0,-69.6,-0.3,10.1,,50.0,0.0,28.6,0.286,2,7,28.6,2,3,66.7,0,4,0.0,0,0,0.0,2,2,4,0.0,-0.1,-0.1,-0.138,2.0,2.0,1.0,0.0,0.0,0.0,3.0,14.5,basic
2026,20252026,592,Bethesda University,,8545,5250041,Miles Sulka,ATH,7,6,196,89,15,9,16,10,1,89.1,137.5,-48.4,0.1,24.9,1.07,19.2,27.1,41.2,0.468,31,85,36.5,23,58,39.7,8,27,29.6,19,23,82.6,5,21,26,-0.1,-0.4,-0.5,-0.102,12.7,3.7,2.3,1.4,0.1,2.1,1.3,28.0,basic
